Year,SeriesCode,GeoAreaName,Age,Sex,Value
2016,SE_ADT_EDUCTRN,Albania,25-54,FEMALE,0.9
2000,SE_ADT_EDUCTRN,Cyprus,15-24,BOTHSEX,56.0
2000,SE_ADT_EDUCTRN,Cyprus,15-64,MALE,13.3
2000,SE_ADT_EDUCTRN,Cyprus,55-64,BOTHSEX,1.0
2000,SE_ADT_EDUCTRN,Cyprus,15-64,FEMALE,14.2
2000,SE_ADT_EDUCTRN,Cyprus,15-64,BOTHSEX,13.8
2000,SE_ADT_EDUCTRN,Cyprus,25-54,FEMALE,3.7
2000,SE_ADT_EDUCTRN,Cyprus,15-24,MALE,56.9
2000,SE_ADT_EDUCTRN,Cyprus,25-54,BOTHSEX,3.6
2000,SE_ADT_EDUCTRN,Cyprus,55-64,MALE,1.1
2000,SE_ADT_EDUCTRN,Cyprus,25-54,MALE,3.5
2001,SE_ADT_EDUCTRN,Cyprus,25-54,BOTHSEX,4.0
2001,SE_ADT_EDUCTRN,Cyprus,15-24,MALE,59.2
2001,SE_ADT_EDUCTRN,Cyprus,25-54,FEMALE,4.1
2001,SE_ADT_EDUCTRN,Cyprus,15-64,BOTHSEX,14.0
2015,SE_ADT_EDUCTRN,Austria,55-64,FEMALE,8.4
2015,SE_ADT_EDUCTRN,Austria,15-24,MALE,64.5
2015,SE_ADT_EDUCTRN,Austria,25-54,FEMALE,17.5
2015,SE_ADT_EDUCTRN,Austria,25-54,BOTHSEX,16.4
2016,SE_ADT_EDUCTRN,Austria,25-54,BOTHSEX,17.0
2016,SE_ADT_EDUCTRN,Austria,25-54,FEMALE,18.4
2016,SE_ADT_EDUCTRN,Austria,15-24,MALE,64.5
2016,SE_ADT_EDUCTRN,Austria,55-64,FEMALE,9.3
2016,SE_ADT_EDUCTRN,Austria,25-54,MALE,15.6
2016,SE_ADT_EDUCTRN,Austria,55-64,BOTHSEX,7.8
2016,SE_ADT_EDUCTRN,Austria,15-24,FEMALE,69.3
2016,SE_ADT_EDUCTRN,Austria,15-64,BOTHSEX,23.7
2016,SE_ADT_EDUCTRN,Austria,15-64,MALE,22.3
2016,SE_ADT_EDUCTRN,Austria,15-64,FEMALE,25.1
2001,SE_ADT_EDUCTRN,Cyprus,25-54,MALE,3.9
2001,SE_ADT_EDUCTRN,Cyprus,55-64,MALE,1.0
2001,SE_ADT_EDUCTRN,Cyprus,15-64,FEMALE,14.0
2001,SE_ADT_EDUCTRN,Cyprus,55-64,BOTHSEX,0.8
2001,SE_ADT_EDUCTRN,Cyprus,15-64,MALE,13.9
2001,SE_ADT_EDUCTRN,Cyprus,15-24,BOTHSEX,58.0
