Year,SeriesCode,Страна ,Activity,Sex,Value
2006,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,37.97
2006,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,89.55
2006,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,24.64
2006,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,27.64
2006,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,85.93
2015,SL_ISV_IFEM,Sweden,TOTAL,FEMALE,4.52
2015,SL_ISV_IFEM,Sweden,NONAGR,FEMALE,4.5
2015,SL_ISV_IFEM,Sweden,TOTAL,BOTHSEX,4.79
2015,SL_ISV_IFEM,Sweden,ISIC4_A,BOTHSEX,10.55
2015,SL_ISV_IFEM,Sweden,NONAGR,BOTHSEX,4.73
2016,SL_ISV_IFEM,Sweden,NONAGR,BOTHSEX,4.15
2016,SL_ISV_IFEM,Sweden,TOTAL,MALE,4.83
2016,SL_ISV_IFEM,Sweden,ISIC4_A,MALE,12.0
2016,SL_ISV_IFEM,Sweden,TOTAL,BOTHSEX,4.25
2006,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,39.16
2006,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,18.9
2006,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,95.63
2007,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,34.04
2007,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,37.06
2007,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,97.3
2007,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,23.76
2007,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,38.64
2007,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,87.08
2007,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,27.27
2007,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,90.87
2007,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,16.87
2008,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,21.15
2008,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,88.19
2008,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,96.11
2008,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,15.73
2008,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,24.06
2008,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,33.63
2008,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,35.58
2016,SL_ISV_IFEM,Sweden,ISIC4_A,BOTHSEX,11.91
2016,SL_ISV_IFEM,Sweden,NONAGR,MALE,4.67
2016,SL_ISV_IFEM,Sweden,TOTAL,FEMALE,3.6
2016,SL_ISV_IFEM,Sweden,NONAGR,FEMALE,3.58
2017,SL_ISV_IFEM,Sweden,NONAGR,BOTHSEX,4.13
2017,SL_ISV_IFEM,Sweden,TOTAL,MALE,4.57
2017,SL_ISV_IFEM,Sweden,ISIC4_A,MALE,13.51
2017,SL_ISV_IFEM,Sweden,NONAGR,MALE,4.38
2017,SL_ISV_IFEM,Sweden,NONAGR,FEMALE,3.86
2017,SL_ISV_IFEM,Sweden,TOTAL,FEMALE,3.84
2017,SL_ISV_IFEM,Sweden,TOTAL,BOTHSEX,4.22
2017,SL_ISV_IFEM,Sweden,ISIC4_A,BOTHSEX,10.86
2018,SL_ISV_IFEM,Sweden,TOTAL,BOTHSEX,3.42
2018,SL_ISV_IFEM,Sweden,NONAGR,FEMALE,3.21
2018,SL_ISV_IFEM,Sweden,ISIC4_A,MALE,9.97
2018,SL_ISV_IFEM,Sweden,TOTAL,FEMALE,3.27
2018,SL_ISV_IFEM,Sweden,NONAGR,MALE,3.44
2018,SL_ISV_IFEM,Sweden,NONAGR,BOTHSEX,3.33
2008,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,36.65
2008,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,91.24
2009,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,91.19
2009,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,18.33
2009,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,33.79
2009,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,12.82
2009,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,33.49
2009,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,87.04
2009,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,34.31
2009,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,96.28
2018,SL_ISV_IFEM,Sweden,TOTAL,MALE,3.55
2018,SL_ISV_IFEM,Sweden,ISIC4_A,BOTHSEX,10.86
2019,SL_ISV_IFEM,Sweden,NONAGR,MALE,4.49
2019,SL_ISV_IFEM,Sweden,TOTAL,BOTHSEX,4.31
2019,SL_ISV_IFEM,Sweden,ISIC4_A,BOTHSEX,13.71
2019,SL_ISV_IFEM,Sweden,NONAGR,BOTHSEX,4.22
2019,SL_ISV_IFEM,Sweden,TOTAL,MALE,4.6
2019,SL_ISV_IFEM,Sweden,TOTAL,FEMALE,3.97
2019,SL_ISV_IFEM,Sweden,NONAGR,FEMALE,3.9
2009,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,21.29
2010,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,95.91
2010,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,14.3
2010,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,32.88
2010,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,86.28
2010,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,32.36
2010,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,90.4
2010,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,18.12
2010,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,20.24
2010,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,32.05
2020,SL_ISV_IFEM,Sweden,NONAGR,FEMALE,2.94
2020,SL_ISV_IFEM,Sweden,NONAGR,MALE,3.92
2020,SL_ISV_IFEM,Sweden,TOTAL,BOTHSEX,3.51
2020,SL_ISV_IFEM,Sweden,NONAGR,BOTHSEX,3.46
2020,SL_ISV_IFEM,Sweden,TOTAL,MALE,4.0
2020,SL_ISV_IFEM,Sweden,TOTAL,FEMALE,2.96
2021,SL_ISV_IFEM,Sweden,TOTAL,MALE,3.16
2021,SL_ISV_IFEM,Sweden,ISIC4_A,BOTHSEX,6.96
2021,SL_ISV_IFEM,Sweden,NONAGR,BOTHSEX,3.11
2021,SL_ISV_IFEM,Sweden,TOTAL,BOTHSEX,3.16
2021,SL_ISV_IFEM,Sweden,TOTAL,FEMALE,3.17
2021,SL_ISV_IFEM,Sweden,ISIC4_A,MALE,5.24
2021,SL_ISV_IFEM,Sweden,NONAGR,FEMALE,3.1
2021,SL_ISV_IFEM,Sweden,NONAGR,MALE,3.12
2007,SL_ISV_IFEM,Switzerland,ISIC4_A,BOTHSEX,8.84
2007,SL_ISV_IFEM,Switzerland,TOTAL,BOTHSEX,3.62
2007,SL_ISV_IFEM,Switzerland,NONAGR,BOTHSEX,3.51
2007,SL_ISV_IFEM,Switzerland,TOTAL,MALE,3.3
2011,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,12.01
2011,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,96.64
2011,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,30.89
2011,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,90.56
2011,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,16.33
2011,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,31.56
2011,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,29.74
2011,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,86.56
2011,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,18.81
2012,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,96.13
2007,SL_ISV_IFEM,Switzerland,ISIC4_A,MALE,8.11
2007,SL_ISV_IFEM,Switzerland,NONAGR,MALE,3.17
2007,SL_ISV_IFEM,Switzerland,TOTAL,FEMALE,4.06
2007,SL_ISV_IFEM,Switzerland,ISIC4_A,FEMALE,11.15
2007,SL_ISV_IFEM,Switzerland,NONAGR,FEMALE,3.97
2008,SL_ISV_IFEM,Switzerland,TOTAL,MALE,3.42
2008,SL_ISV_IFEM,Switzerland,TOTAL,FEMALE,4.75
2008,SL_ISV_IFEM,Switzerland,TOTAL,BOTHSEX,3.97
2009,SL_ISV_IFEM,Switzerland,TOTAL,BOTHSEX,3.36
2012,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,13.18
2012,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,22.1
2012,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,31.99
2012,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,87.17
2012,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,34.68
2012,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,18.9
2012,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,90.81
2012,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,33.69
2013,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,20.59
2013,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,28.72
2009,SL_ISV_IFEM,Switzerland,ISIC4_A,BOTHSEX,13.32
2009,SL_ISV_IFEM,Switzerland,ISIC4_A,FEMALE,28.0
2009,SL_ISV_IFEM,Switzerland,NONAGR,FEMALE,3.7
2009,SL_ISV_IFEM,Switzerland,NONAGR,BOTHSEX,3.11
2009,SL_ISV_IFEM,Switzerland,TOTAL,MALE,2.76
2009,SL_ISV_IFEM,Switzerland,ISIC4_A,MALE,6.66
2009,SL_ISV_IFEM,Switzerland,NONAGR,MALE,2.64
2009,SL_ISV_IFEM,Switzerland,TOTAL,FEMALE,4.12
2010,SL_ISV_IFEM,Switzerland,TOTAL,FEMALE,4.19
2013,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,95.97
2013,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,31.51
2013,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,90.94
2013,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,17.69
2013,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,33.16
2013,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,12.79
2013,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,87.87
2014,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,29.28
2014,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,30.76
2014,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,89.75
2014,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,16.82
2014,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,19.35
2014,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,26.76
2014,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,87.17
2014,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,93.96
2014,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,12.49
2015,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,87.29
2015,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,19.08
2015,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,27.48
2015,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,95.0
2015,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,13.84
2015,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,30.13
2015,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,89.99
2015,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,17.1
2015,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,31.71
2016,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,30.48
2016,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,32.1
2016,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,86.16
2016,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,27.58
2016,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,17.47
2016,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,20.17
2016,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,96.69
2016,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,12.69
2016,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,89.89
2017,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,12.92
2017,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,67.5
2017,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,23.97
2017,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,10.61
2017,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,26.25
2017,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,88.85
2017,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,14.28
2017,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,24.82
2017,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,76.01
2018,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,72.74
2018,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,12.71
2018,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,22.15
2018,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,22.03
2018,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,65.68
2018,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,13.99
2018,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,22.34
2018,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,10.53
2018,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,84.22
2019,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,79.37
2019,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,7.78
2019,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,10.81
2019,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,22.4
2019,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,72.36
2019,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,12.6
2019,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,24.28
2019,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,88.38
2019,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,23.12
2020,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,12.74
2020,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,52.51
2020,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,14.3
2020,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,64.52
2020,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,7.46
2020,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,7.95
2020,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,16.79
2020,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,79.38
2020,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,6.64
2021,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,BOTHSEX,20.68
2021,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,BOTHSEX,78.44
2021,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,BOTHSEX,8.44
2021,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,MALE,17.4
2021,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,MALE,9.32
2021,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,MALE,66.44
2021,SL_ISV_IFEM,Bosnia and Herzegovina,ISIC4_A,FEMALE,89.98
2021,SL_ISV_IFEM,Bosnia and Herzegovina,NONAGR,FEMALE,6.94
2021,SL_ISV_IFEM,Bosnia and Herzegovina,TOTAL,FEMALE,25.72
2007,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,17.18
2007,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,17.22
2007,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,17.9
2007,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,17.97
2007,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,16.31
2007,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,16.31
2008,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,16.96
2008,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,15.88
2008,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,13.78
2008,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,42.36
2008,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,37.64
2008,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,15.48
2008,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,17.86
2008,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,14.69
2008,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,39.36
2009,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,38.56
2009,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,13.98
2009,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,12.02
2009,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,9.53
2009,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,16.09
2009,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,36.26
2009,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,14.2
2009,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,42.41
2009,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,11.51
2010,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,14.71
2010,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,12.78
2010,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,43.08
2010,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,14.4
2010,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,16.44
2010,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,40.01
2010,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,16.48
2010,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,38.32
2010,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,18.27
2011,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,14.64
2011,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,38.26
2011,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,16.36
2011,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,37.66
2011,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,13.29
2011,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,17.1
2011,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,38.54
2011,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,19.15
2011,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,12.06
2012,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,35.66
2012,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,7.25
2012,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,8.3
2012,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,9.3
2012,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,6.12
2012,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,37.95
2012,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,7.7
2012,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,10.72
2012,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,34.57
2013,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,46.78
2013,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,10.25
2013,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,36.79
2013,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,8.28
2013,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,8.55
2013,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,10.74
2013,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,32.43
2013,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,9.71
2013,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,8.01
2014,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,21.16
2014,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,20.62
2014,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,38.26
2014,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,22.19
2014,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,42.2
2014,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,22.85
2014,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,21.47
2014,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,51.65
2014,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,20.07
2015,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,33.16
2015,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,53.42
2015,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,8.29
2015,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,7.0
2015,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,9.83
2015,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,39.33
2015,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,7.67
2015,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,9.05
2015,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,10.54
2016,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,48.22
2016,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,13.38
2016,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,11.27
2016,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,11.55
2016,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,34.1
2016,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,13.75
2016,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,11.41
2016,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,38.23
2016,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,12.96
2017,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,11.06
2017,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,21.18
2017,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,10.09
2017,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,8.66
2017,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,27.43
2017,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,7.94
2017,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,9.93
2017,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,22.9
2017,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,9.04
2018,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,5.12
2018,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,7.17
2018,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,29.33
2018,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,24.52
2018,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,5.95
2018,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,7.04
2018,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,6.12
2018,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,8.23
2018,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,22.63
2019,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,5.76
2019,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,4.44
2019,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,21.28
2019,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,24.93
2019,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,5.0
2019,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,5.74
2019,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,22.34
2019,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,5.78
2019,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,4.71
2020,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,6.53
2020,SL_ISV_IFEM,Bulgaria,NONAGR,FEMALE,7.45
2020,SL_ISV_IFEM,Bulgaria,ISIC4_A,FEMALE,2.31
2020,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,7.78
2020,SL_ISV_IFEM,Bulgaria,TOTAL,BOTHSEX,7.54
2020,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,4.14
2020,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,7.97
2020,SL_ISV_IFEM,Bulgaria,TOTAL,FEMALE,7.04
2020,SL_ISV_IFEM,Bulgaria,NONAGR,MALE,8.05
2021,SL_ISV_IFEM,Bulgaria,ISIC4_A,MALE,19.68
2021,SL_ISV_IFEM,Bulgaria,TOTAL,MALE,6.82
2021,SL_ISV_IFEM,Bulgaria,NONAGR,BOTHSEX,5.77
2021,SL_ISV_IFEM,Bulgaria,ISIC4_A,BOTHSEX,22.81
