Year,SeriesCode,GeoAreaName,Migratory status,Sex,Value
2021,SL_EMP_FTLINJUR,Türkiye,_T,FEMALE,0.47
2021,SL_EMP_FTLINJUR,Türkiye,NONMIG,BOTHSEX,6.26
2021,SL_EMP_FTLINJUR,Türkiye,_T,MALE,8.77
2019,SL_EMP_FTLINJUR,Belgium,_T,BOTHSEX,1.27
2020,SL_EMP_FTLINJUR,Belgium,_T,FEMALE,0.28
2020,SL_EMP_FTLINJUR,Belgium,_T,BOTHSEX,2.25
2020,SL_EMP_FTLINJUR,Belgium,_T,MALE,3.73
2000,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,7.3
2001,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,7.3
2002,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,6.0
2003,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,1.3
2003,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,5.2
2003,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,9.3
2004,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,11.2
2004,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.9
2004,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,6.0
2005,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.9
2005,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,10.8
2005,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,5.8
2006,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,7.2
2006,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,12.1
2006,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,2.2
2007,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,12.0
2007,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,7.1
2007,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,2.1
2008,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,1.6
2012,SL_EMP_FTLINJUR,Lithuania,_T,FEMALE,0.33
2012,SL_EMP_FTLINJUR,Lithuania,NONMIG,MALE,9.72
2012,SL_EMP_FTLINJUR,Lithuania,NONMIG,BOTHSEX,4.84
2013,SL_EMP_FTLINJUR,Lithuania,_T,FEMALE,0.3
2013,SL_EMP_FTLINJUR,Lithuania,NONMIG,BOTHSEX,4.51
2013,SL_EMP_FTLINJUR,Lithuania,NONMIG,MALE,8.86
2013,SL_EMP_FTLINJUR,Lithuania,_T,BOTHSEX,4.64
2013,SL_EMP_FTLINJUR,Lithuania,_T,MALE,9.12
2021,SL_EMP_FTLINJUR,Türkiye,MIGPER,BOTHSEX,5.71
2021,SL_EMP_FTLINJUR,Türkiye,MIGPER,FEMALE,0.0
2021,SL_EMP_FTLINJUR,Türkiye,_T,BOTHSEX,6.26
2021,SL_EMP_FTLINJUR,Türkiye,NONMIG,FEMALE,0.48
2021,SL_EMP_FTLINJUR,Türkiye,MIGPER,MALE,7.84
2000,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,9.5
2001,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,10.5
2013,SL_EMP_FTLINJUR,Lithuania,NONMIG,FEMALE,0.31
2014,SL_EMP_FTLINJUR,Lithuania,NONMIG,MALE,9.22
2014,SL_EMP_FTLINJUR,Lithuania,NONMIG,FEMALE,0.33
2014,SL_EMP_FTLINJUR,Lithuania,NONMIG,BOTHSEX,4.6
2014,SL_EMP_FTLINJUR,Lithuania,_T,MALE,9.53
2014,SL_EMP_FTLINJUR,Lithuania,_T,FEMALE,0.33
2014,SL_EMP_FTLINJUR,Lithuania,_T,BOTHSEX,4.74
2015,SL_EMP_FTLINJUR,Lithuania,NONMIG,FEMALE,0.33
2001,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,1.3
2001,SL_EMP_FTLINJUR,Ukraine,_T,MALE,19.5
2002,SL_EMP_FTLINJUR,Ukraine,_T,MALE,18.7
2002,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,1.5
2002,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,10.0
2003,SL_EMP_FTLINJUR,Ukraine,_T,MALE,18.2
2003,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,1.0
2003,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,9.4
2015,SL_EMP_FTLINJUR,Lithuania,_T,MALE,7.52
2015,SL_EMP_FTLINJUR,Lithuania,NONMIG,BOTHSEX,3.78
2015,SL_EMP_FTLINJUR,Lithuania,NONMIG,MALE,7.57
2015,SL_EMP_FTLINJUR,Lithuania,_T,BOTHSEX,3.76
2015,SL_EMP_FTLINJUR,Lithuania,_T,FEMALE,0.33
2016,SL_EMP_FTLINJUR,Lithuania,_T,BOTHSEX,3.69
2017,SL_EMP_FTLINJUR,Lithuania,_T,BOTHSEX,2.77
2018,SL_EMP_FTLINJUR,Lithuania,_T,BOTHSEX,3.05
2008,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,10.9
2008,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,6.4
2009,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.38
2009,SL_EMP_FTLINJUR,Bulgaria,NONMIG,MALE,6.1
2009,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,6.09
2009,SL_EMP_FTLINJUR,Bulgaria,NONMIG,BOTHSEX,3.27
2009,SL_EMP_FTLINJUR,Bulgaria,NONMIG,FEMALE,0.38
2019,SL_EMP_FTLINJUR,Lithuania,_T,BOTHSEX,3.01
2020,SL_EMP_FTLINJUR,Lithuania,_T,BOTHSEX,3.17
2021,SL_EMP_FTLINJUR,Lithuania,_T,BOTHSEX,4.3
2000,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,4.65
2002,SL_EMP_FTLINJUR,Luxembourg,_T,MALE,7.28
2002,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,5.71
2002,SL_EMP_FTLINJUR,Luxembourg,_T,FEMALE,3.25
2003,SL_EMP_FTLINJUR,Luxembourg,_T,MALE,7.57
2003,SL_EMP_FTLINJUR,Luxembourg,_T,FEMALE,0.79
2003,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,4.93
2004,SL_EMP_FTLINJUR,Luxembourg,_T,FEMALE,0.0
2004,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,1.89
2004,SL_EMP_FTLINJUR,Luxembourg,_T,MALE,3.09
2008,SL_EMP_FTLINJUR,Luxembourg,_T,FEMALE,0.0
2008,SL_EMP_FTLINJUR,Luxembourg,_T,MALE,4.88
2008,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,2.92
2009,SL_EMP_FTLINJUR,Luxembourg,_T,MALE,2.46
2004,SL_EMP_FTLINJUR,Ukraine,_T,MALE,16.9
2004,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,8.9
2004,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,1.2
2005,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,1.4
2005,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,8.4
2005,SL_EMP_FTLINJUR,Ukraine,_T,MALE,15.7
2006,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,8.3
2006,SL_EMP_FTLINJUR,Ukraine,_T,MALE,15.7
2009,SL_EMP_FTLINJUR,Luxembourg,NONMIG,FEMALE,0.0
2009,SL_EMP_FTLINJUR,Luxembourg,NONMIG,MALE,1.58
2009,SL_EMP_FTLINJUR,Luxembourg,_T,FEMALE,0.0
2009,SL_EMP_FTLINJUR,Luxembourg,NONMIG,BOTHSEX,0.96
2009,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,1.49
2010,SL_EMP_FTLINJUR,Luxembourg,NONMIG,MALE,1.64
2010,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,1.53
2009,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,3.26
2010,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,6.5
2010,SL_EMP_FTLINJUR,Bulgaria,NONMIG,BOTHSEX,3.52
2010,SL_EMP_FTLINJUR,Bulgaria,NONMIG,MALE,6.36
2010,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.7
2010,SL_EMP_FTLINJUR,Bulgaria,NONMIG,FEMALE,0.7
2010,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,3.6
2010,SL_EMP_FTLINJUR,Luxembourg,_T,FEMALE,0.0
2010,SL_EMP_FTLINJUR,Luxembourg,_T,MALE,2.57
2010,SL_EMP_FTLINJUR,Luxembourg,NONMIG,BOTHSEX,0.99
2010,SL_EMP_FTLINJUR,Luxembourg,NONMIG,FEMALE,0.0
2011,SL_EMP_FTLINJUR,Luxembourg,_T,FEMALE,0.0
2011,SL_EMP_FTLINJUR,Luxembourg,NONMIG,BOTHSEX,0.97
2011,SL_EMP_FTLINJUR,Luxembourg,_T,MALE,5.01
2011,SL_EMP_FTLINJUR,Bulgaria,NONMIG,BOTHSEX,3.64
2011,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,3.63
2011,SL_EMP_FTLINJUR,Bulgaria,NONMIG,FEMALE,0.31
2011,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.31
2011,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,7.0
2011,SL_EMP_FTLINJUR,Bulgaria,NONMIG,MALE,7.0
2012,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.62
2011,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,2.98
2011,SL_EMP_FTLINJUR,Luxembourg,NONMIG,FEMALE,0.0
2011,SL_EMP_FTLINJUR,Luxembourg,NONMIG,MALE,1.65
2012,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,3.62
2012,SL_EMP_FTLINJUR,Luxembourg,_T,FEMALE,0.0
2012,SL_EMP_FTLINJUR,Luxembourg,_T,MALE,6.16
2012,SL_EMP_FTLINJUR,Luxembourg,NONMIG,BOTHSEX,1.93
2012,SL_EMP_FTLINJUR,Luxembourg,NONMIG,FEMALE,0.0
2012,SL_EMP_FTLINJUR,Luxembourg,NONMIG,MALE,3.31
2013,SL_EMP_FTLINJUR,Luxembourg,_T,MALE,2.7
2013,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,2.14
2013,SL_EMP_FTLINJUR,Luxembourg,NONMIG,BOTHSEX,1.07
2013,SL_EMP_FTLINJUR,Luxembourg,NONMIG,FEMALE,0.0
2013,SL_EMP_FTLINJUR,Luxembourg,_T,FEMALE,1.32
2006,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,1.2
2007,SL_EMP_FTLINJUR,Ukraine,_T,MALE,17.8
2007,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,1.5
2007,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,9.3
2008,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,1.1
2008,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,8.0
2008,SL_EMP_FTLINJUR,Ukraine,_T,MALE,15.6
2009,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.72
2013,SL_EMP_FTLINJUR,Luxembourg,NONMIG,MALE,1.83
2014,SL_EMP_FTLINJUR,Luxembourg,NONMIG,MALE,2.97
2014,SL_EMP_FTLINJUR,Luxembourg,_T,MALE,7.26
2014,SL_EMP_FTLINJUR,Luxembourg,_T,FEMALE,1.8
2014,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,4.82
2014,SL_EMP_FTLINJUR,Luxembourg,NONMIG,FEMALE,0.0
2014,SL_EMP_FTLINJUR,Luxembourg,NONMIG,BOTHSEX,1.62
2012,SL_EMP_FTLINJUR,Bulgaria,NONMIG,BOTHSEX,3.82
2012,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,3.82
2012,SL_EMP_FTLINJUR,Bulgaria,NONMIG,FEMALE,0.62
2012,SL_EMP_FTLINJUR,Bulgaria,NONMIG,MALE,7.03
2012,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,7.03
2013,SL_EMP_FTLINJUR,Bulgaria,NONMIG,MALE,6.04
2013,SL_EMP_FTLINJUR,Bulgaria,NONMIG,FEMALE,0.61
2015,SL_EMP_FTLINJUR,Luxembourg,NONMIG,FEMALE,0.0
2015,SL_EMP_FTLINJUR,Luxembourg,_T,FEMALE,0.0
2015,SL_EMP_FTLINJUR,Luxembourg,_T,MALE,5.71
2015,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,3.3
2015,SL_EMP_FTLINJUR,Luxembourg,NONMIG,BOTHSEX,0.0
2015,SL_EMP_FTLINJUR,Luxembourg,NONMIG,MALE,0.0
2016,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,6.32
2009,SL_EMP_FTLINJUR,Ukraine,_T,MALE,10.89
2009,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,5.51
2010,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,5.58
2010,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.56
2010,SL_EMP_FTLINJUR,Ukraine,_T,MALE,11.22
2011,SL_EMP_FTLINJUR,Ukraine,_T,MALE,11.32
2013,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,3.39
2013,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.61
2013,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,6.19
2013,SL_EMP_FTLINJUR,Bulgaria,NONMIG,BOTHSEX,3.32
2014,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.46
2014,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,8.45
2014,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,4.45
2017,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,2.74
2018,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,4.22
2019,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,3.13
2020,SL_EMP_FTLINJUR,Luxembourg,_T,BOTHSEX,1.71
2000,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,3.67
2001,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,4.28
2001,SL_EMP_FTLINJUR,Malta,_T,MALE,4.91
2001,SL_EMP_FTLINJUR,Malta,_T,FEMALE,2.61
2002,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2002,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,2.82
2002,SL_EMP_FTLINJUR,Malta,_T,MALE,4.0
2003,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2003,SL_EMP_FTLINJUR,Malta,_T,MALE,11.9
2003,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,8.2
2004,SL_EMP_FTLINJUR,Malta,_T,MALE,10.7
2004,SL_EMP_FTLINJUR,Malta,_T,FEMALE,2.2
2004,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,8.1
2005,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,4.0
2005,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2005,SL_EMP_FTLINJUR,Malta,_T,MALE,5.7
2006,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,5.2
2006,SL_EMP_FTLINJUR,Malta,_T,MALE,6.7
2006,SL_EMP_FTLINJUR,Malta,_T,FEMALE,2.1
2007,SL_EMP_FTLINJUR,Malta,_T,MALE,6.8
2007,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2007,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,4.5
2008,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2008,SL_EMP_FTLINJUR,Malta,_T,MALE,2.77
2008,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,1.87
2009,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,4.97
2009,SL_EMP_FTLINJUR,Malta,_T,MALE,7.47
2009,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2009,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,5.14
2009,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,7.69
2009,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2010,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,4.87
2010,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2010,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,7.59
2010,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,5.04
2010,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2010,SL_EMP_FTLINJUR,Malta,_T,MALE,7.39
2011,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2011,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2011,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,1.19
2011,SL_EMP_FTLINJUR,Malta,_T,MALE,1.81
2011,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,1.22
2011,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,1.85
2012,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2012,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,3.52
2012,SL_EMP_FTLINJUR,Malta,_T,MALE,9.04
2012,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,5.39
2012,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2012,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,5.9
2013,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2013,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,3.95
2011,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.82
2011,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,5.82
2012,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,5.68
2012,SL_EMP_FTLINJUR,Ukraine,_T,MALE,11.22
2012,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.73
2013,SL_EMP_FTLINJUR,Ukraine,_T,MALE,9.71
2014,SL_EMP_FTLINJUR,Bulgaria,NONMIG,MALE,8.46
2014,SL_EMP_FTLINJUR,Bulgaria,NONMIG,BOTHSEX,4.45
2014,SL_EMP_FTLINJUR,Bulgaria,NONMIG,FEMALE,0.46
2015,SL_EMP_FTLINJUR,Bulgaria,NONMIG,MALE,6.62
2015,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,3.57
2015,SL_EMP_FTLINJUR,Bulgaria,NONMIG,BOTHSEX,3.58
2015,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.53
2013,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,2.49
2013,SL_EMP_FTLINJUR,Malta,_T,MALE,3.65
2013,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,2.27
2013,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2014,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2014,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,1.97
2014,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,2.2
2014,SL_EMP_FTLINJUR,Malta,_T,MALE,3.58
2014,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2014,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,1.23
2015,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2015,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,4.98
2015,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2015,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,3.07
2015,SL_EMP_FTLINJUR,Malta,_T,MALE,4.39
2015,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,2.69
2015,SL_EMP_FTLINJUR,Bulgaria,NONMIG,FEMALE,0.53
2015,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,6.61
2016,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,5.85
2016,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.15
2016,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,3.0
2017,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.44
2017,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,6.34
2013,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,5.02
2013,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.77
2014,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,4.3
2014,SL_EMP_FTLINJUR,Ukraine,_T,MALE,8.1
2014,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.9
2015,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.7
2015,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,4.0
2015,SL_EMP_FTLINJUR,Ukraine,_T,MALE,7.9
2016,SL_EMP_FTLINJUR,Ukraine,_T,MALE,8.9
2016,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,4.5
2016,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.8
2017,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.8
2017,SL_EMP_FTLINJUR,Ukraine,_T,MALE,7.3
2017,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,3.8
2018,SL_EMP_FTLINJUR,Ukraine,_T,MALE,7.0
2018,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,3.6
2018,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.7
2019,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.8
2016,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,3.36
2016,SL_EMP_FTLINJUR,Malta,_T,MALE,5.55
2016,SL_EMP_FTLINJUR,Malta,MIGPER,MALE,26.11
2016,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,1.87
2016,SL_EMP_FTLINJUR,Malta,MIGPER,BOTHSEX,16.47
2016,SL_EMP_FTLINJUR,Malta,MIGPER,FEMALE,0.0
2016,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,1.12
2016,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2017,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,3.4
2018,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.29
2018,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,6.11
2018,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,3.14
2019,SL_EMP_FTLINJUR,Bulgaria,_T,MALE,6.7
2019,SL_EMP_FTLINJUR,Bulgaria,_T,FEMALE,0.08
2019,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,3.37
2019,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,5.5
2019,SL_EMP_FTLINJUR,Ukraine,_T,MALE,11.0
2020,SL_EMP_FTLINJUR,Ukraine,_T,MALE,9.7
2020,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,0.7
2020,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,5.4
2021,SL_EMP_FTLINJUR,Ukraine,_T,MALE,10.8
2016,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2017,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2017,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,0.91
2017,SL_EMP_FTLINJUR,Malta,MIGPER,FEMALE,0.0
2017,SL_EMP_FTLINJUR,Malta,_T,MALE,0.76
2017,SL_EMP_FTLINJUR,Malta,MIGPER,MALE,0.0
2017,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,0.55
2017,SL_EMP_FTLINJUR,Malta,MIGPER,BOTHSEX,0.0
2017,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2017,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,0.45
2018,SL_EMP_FTLINJUR,Malta,MIGPER,BOTHSEX,6.12
2018,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,1.68
2018,SL_EMP_FTLINJUR,Malta,MIGPER,MALE,11.64
2018,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2018,SL_EMP_FTLINJUR,Malta,MIGPER,FEMALE,0.0
2018,SL_EMP_FTLINJUR,Malta,_T,MALE,2.82
2021,SL_EMP_FTLINJUR,Ukraine,_T,BOTHSEX,7.6
2021,SL_EMP_FTLINJUR,Ukraine,_T,FEMALE,4.8
2000,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,1.6
2000,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.9
2001,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,1.6
2001,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.0
2001,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.8
2018,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,0.86
2018,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2018,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,0.53
2019,SL_EMP_FTLINJUR,Malta,MIGPER,MALE,5.9
2019,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,0.84
2019,SL_EMP_FTLINJUR,Malta,MIGPER,BOTHSEX,3.27
2019,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,0.52
2019,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2020,SL_EMP_FTLINJUR,Bulgaria,_T,BOTHSEX,3.68
2000,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,1.3
2000,SL_EMP_FTLINJUR,Belarus,_T,MALE,12.0
2000,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,6.4
2001,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,5.8
2001,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.6
2001,SL_EMP_FTLINJUR,Belarus,_T,MALE,11.5
2002,SL_EMP_FTLINJUR,Belarus,_T,MALE,11.4
2002,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.74
2002,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,1.4
2002,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.05
2003,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.1
2003,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.7
2003,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,1.3
2004,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,1.3
2004,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.1
2004,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.7
2005,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.1
2005,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,1.2
2005,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.6
2006,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.04
