Year,SeriesCode,GeoAreaName,Migratory status,Sex,Value
2017,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,2.63
2018,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,3.04
2019,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,2.96
2020,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,2.89
2000,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,2.3
2001,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,3.9
2002,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,7.0
2002,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,1.7
2002,SL_EMP_FTLINJUR,Cyprus,_T,MALE,11.9
2003,SL_EMP_FTLINJUR,Cyprus,_T,MALE,6.3
2003,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,3.2
2003,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,0.0
2004,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,5.4
2004,SL_EMP_FTLINJUR,Cyprus,_T,MALE,10.5
2004,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,0.0
2005,SL_EMP_FTLINJUR,Cyprus,_T,MALE,9.0
2005,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,5.0
2005,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,0.0
2006,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,6.0
2006,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,0.0
2006,SL_EMP_FTLINJUR,Cyprus,_T,MALE,12.0
2007,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,0.0
2007,SL_EMP_FTLINJUR,Cyprus,_T,MALE,10.0
2007,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,5.0
2008,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,0.67
2008,SL_EMP_FTLINJUR,Cyprus,_T,MALE,6.97
2008,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,3.92
2009,SL_EMP_FTLINJUR,Cyprus,NONMIG,BOTHSEX,2.54
2009,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,1.17
2009,SL_EMP_FTLINJUR,Cyprus,_T,MALE,3.81
2009,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,2.62
2009,SL_EMP_FTLINJUR,Cyprus,NONMIG,FEMALE,1.49
2009,SL_EMP_FTLINJUR,Cyprus,NONMIG,MALE,3.32
2010,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,0.0
2010,SL_EMP_FTLINJUR,Cyprus,NONMIG,BOTHSEX,2.95
2010,SL_EMP_FTLINJUR,Cyprus,NONMIG,MALE,5.12
2010,SL_EMP_FTLINJUR,Cyprus,NONMIG,FEMALE,0.0
2010,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,4.93
2010,SL_EMP_FTLINJUR,Cyprus,_T,MALE,9.02
2011,SL_EMP_FTLINJUR,Cyprus,NONMIG,FEMALE,0.0
2011,SL_EMP_FTLINJUR,Cyprus,_T,MALE,3.67
2011,SL_EMP_FTLINJUR,Cyprus,NONMIG,BOTHSEX,0.77
2011,SL_EMP_FTLINJUR,Cyprus,NONMIG,MALE,1.49
2011,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,1.8
2011,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,0.0
2012,SL_EMP_FTLINJUR,Cyprus,NONMIG,MALE,3.06
2012,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,1.19
2012,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,3.05
2012,SL_EMP_FTLINJUR,Cyprus,_T,MALE,4.99
2012,SL_EMP_FTLINJUR,Cyprus,NONMIG,FEMALE,0.0
2012,SL_EMP_FTLINJUR,Cyprus,NONMIG,BOTHSEX,1.58
2013,SL_EMP_FTLINJUR,Cyprus,_T,MALE,4.73
2013,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,3.01
2013,SL_EMP_FTLINJUR,Cyprus,NONMIG,BOTHSEX,2.43
2013,SL_EMP_FTLINJUR,Cyprus,NONMIG,FEMALE,0.0
2013,SL_EMP_FTLINJUR,Cyprus,NONMIG,MALE,4.39
2013,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,1.14
2014,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,0.0
2014,SL_EMP_FTLINJUR,Cyprus,NONMIG,BOTHSEX,0.86
2014,SL_EMP_FTLINJUR,Cyprus,NONMIG,MALE,1.73
2014,SL_EMP_FTLINJUR,Cyprus,_T,MALE,4.42
2014,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,2.08
2014,SL_EMP_FTLINJUR,Cyprus,NONMIG,FEMALE,0.0
2015,SL_EMP_FTLINJUR,Cyprus,NONMIG,BOTHSEX,0.8
2015,SL_EMP_FTLINJUR,Cyprus,NONMIG,FEMALE,0.0
2015,SL_EMP_FTLINJUR,Cyprus,_T,MALE,2.62
2015,SL_EMP_FTLINJUR,Cyprus,_T,FEMALE,1.28
2015,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,1.94
2015,SL_EMP_FTLINJUR,Cyprus,NONMIG,MALE,1.56
2016,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,1.4
2017,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,0.54
2018,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,2.29
2019,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,2.45
2020,SL_EMP_FTLINJUR,Cyprus,_T,MALE,8.47
2020,SL_EMP_FTLINJUR,Cyprus,NONMIG,MALE,3.94
2020,SL_EMP_FTLINJUR,Cyprus,MIGPER,MALE,4.03
2020,SL_EMP_FTLINJUR,Cyprus,MIGPER,BOTHSEX,1.44
2020,SL_EMP_FTLINJUR,Cyprus,_T,BOTHSEX,3.81
2020,SL_EMP_FTLINJUR,Cyprus,NONMIG,BOTHSEX,1.97
2000,SL_EMP_FTLINJUR,Czechia,_T,MALE,9.0
2000,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,4.9
2000,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.3
2001,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,5.2
2001,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.4
2001,SL_EMP_FTLINJUR,Czechia,_T,MALE,9.4
2002,SL_EMP_FTLINJUR,Czechia,_T,MALE,8.3
2002,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.4
2002,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,4.6
2003,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,4.5
2003,SL_EMP_FTLINJUR,Czechia,_T,MALE,8.0
2003,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.5
2004,SL_EMP_FTLINJUR,Czechia,_T,MALE,7.6
2004,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.4
2004,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,4.2
2005,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,3.7
2005,SL_EMP_FTLINJUR,Czechia,_T,MALE,6.4
2005,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.6
2006,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.2
2006,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,3.4
2006,SL_EMP_FTLINJUR,Czechia,_T,MALE,6.2
2007,SL_EMP_FTLINJUR,Czechia,_T,MALE,7.3
2007,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,4.1
2007,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.5
2008,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.4
2008,SL_EMP_FTLINJUR,Czechia,_T,MALE,6.8
2008,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,3.8
2009,SL_EMP_FTLINJUR,Czechia,_T,MALE,3.36
2009,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.38
2009,SL_EMP_FTLINJUR,Czechia,NONMIG,BOTHSEX,1.97
2009,SL_EMP_FTLINJUR,Czechia,NONMIG,MALE,3.16
2009,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,2.09
2009,SL_EMP_FTLINJUR,Czechia,NONMIG,FEMALE,0.38
2010,SL_EMP_FTLINJUR,Czechia,NONMIG,BOTHSEX,2.22
2010,SL_EMP_FTLINJUR,Czechia,NONMIG,MALE,3.49
2010,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,2.48
2010,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.53
2010,SL_EMP_FTLINJUR,Czechia,NONMIG,FEMALE,0.53
2010,SL_EMP_FTLINJUR,Czechia,_T,MALE,3.93
2011,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.44
2011,SL_EMP_FTLINJUR,Czechia,NONMIG,MALE,4.94
2011,SL_EMP_FTLINJUR,Czechia,NONMIG,BOTHSEX,2.99
2011,SL_EMP_FTLINJUR,Czechia,NONMIG,FEMALE,0.45
2011,SL_EMP_FTLINJUR,Czechia,_T,MALE,5.32
2011,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,3.2
2012,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,2.37
2012,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.1
2012,SL_EMP_FTLINJUR,Czechia,NONMIG,BOTHSEX,2.24
2012,SL_EMP_FTLINJUR,Czechia,NONMIG,FEMALE,0.1
2012,SL_EMP_FTLINJUR,Czechia,_T,MALE,4.13
2012,SL_EMP_FTLINJUR,Czechia,NONMIG,MALE,3.9
2013,SL_EMP_FTLINJUR,Czechia,NONMIG,MALE,3.58
2013,SL_EMP_FTLINJUR,Czechia,NONMIG,FEMALE,0.28
2013,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.37
2013,SL_EMP_FTLINJUR,Czechia,_T,MALE,3.79
2013,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,2.31
2013,SL_EMP_FTLINJUR,Czechia,NONMIG,BOTHSEX,2.15
2014,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.09
2014,SL_EMP_FTLINJUR,Czechia,_T,MALE,4.19
2014,SL_EMP_FTLINJUR,Czechia,NONMIG,MALE,3.81
2014,SL_EMP_FTLINJUR,Czechia,NONMIG,FEMALE,0.09
2014,SL_EMP_FTLINJUR,Czechia,NONMIG,BOTHSEX,2.19
2014,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,2.41
2015,SL_EMP_FTLINJUR,Czechia,_T,FEMALE,0.1
2015,SL_EMP_FTLINJUR,Czechia,NONMIG,MALE,3.73
2015,SL_EMP_FTLINJUR,Czechia,NONMIG,FEMALE,0.0
2015,SL_EMP_FTLINJUR,Czechia,_T,MALE,4.47
2015,SL_EMP_FTLINJUR,Czechia,NONMIG,BOTHSEX,2.09
2015,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,2.55
2016,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,2.07
2017,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,1.82
2018,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,2.59
2019,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,2.01
2020,SL_EMP_FTLINJUR,Czechia,_T,BOTHSEX,2.3
2000,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,2.0
2000,SL_EMP_FTLINJUR,Denmark,_T,FEMALE,0.0
2000,SL_EMP_FTLINJUR,Denmark,_T,MALE,4.0
2001,SL_EMP_FTLINJUR,Denmark,_T,FEMALE,0.0
2001,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,2.0
2001,SL_EMP_FTLINJUR,Denmark,_T,MALE,3.0
2009,SL_EMP_FTLINJUR,Denmark,NONMIG,MALE,2.34
2009,SL_EMP_FTLINJUR,Denmark,_T,MALE,2.53
2009,SL_EMP_FTLINJUR,Denmark,NONMIG,FEMALE,0.16
2009,SL_EMP_FTLINJUR,Denmark,_T,FEMALE,0.15
2009,SL_EMP_FTLINJUR,Denmark,NONMIG,BOTHSEX,1.32
2009,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,1.41
2010,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,1.53
2010,SL_EMP_FTLINJUR,Denmark,NONMIG,FEMALE,0.16
2010,SL_EMP_FTLINJUR,Denmark,NONMIG,BOTHSEX,1.51
2010,SL_EMP_FTLINJUR,Denmark,NONMIG,MALE,2.75
2010,SL_EMP_FTLINJUR,Denmark,_T,FEMALE,0.16
2010,SL_EMP_FTLINJUR,Denmark,_T,MALE,2.8
2011,SL_EMP_FTLINJUR,Denmark,NONMIG,MALE,2.85
2011,SL_EMP_FTLINJUR,Denmark,NONMIG,BOTHSEX,1.56
2011,SL_EMP_FTLINJUR,Denmark,_T,MALE,3.03
2011,SL_EMP_FTLINJUR,Denmark,NONMIG,FEMALE,0.16
2011,SL_EMP_FTLINJUR,Denmark,_T,FEMALE,0.16
2011,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,1.64
2012,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,1.71
2012,SL_EMP_FTLINJUR,Denmark,NONMIG,FEMALE,0.16
2012,SL_EMP_FTLINJUR,Denmark,_T,FEMALE,0.16
2012,SL_EMP_FTLINJUR,Denmark,_T,MALE,3.11
2012,SL_EMP_FTLINJUR,Denmark,NONMIG,BOTHSEX,1.48
2012,SL_EMP_FTLINJUR,Denmark,NONMIG,MALE,2.67
2013,SL_EMP_FTLINJUR,Denmark,NONMIG,MALE,2.39
2013,SL_EMP_FTLINJUR,Denmark,_T,MALE,2.55
2013,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,1.49
2013,SL_EMP_FTLINJUR,Denmark,NONMIG,BOTHSEX,1.34
2013,SL_EMP_FTLINJUR,Denmark,NONMIG,FEMALE,0.17
2013,SL_EMP_FTLINJUR,Denmark,_T,FEMALE,0.31
2014,SL_EMP_FTLINJUR,Denmark,NONMIG,FEMALE,0.17
2014,SL_EMP_FTLINJUR,Denmark,_T,FEMALE,0.16
2009,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,10.0
2010,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,2.0
2010,SL_EMP_FTLINJUR,Mexico,_T,MALE,15.0
2010,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,10.0
2011,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,10.54
2011,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,2.27
2014,SL_EMP_FTLINJUR,Denmark,NONMIG,MALE,2.38
2014,SL_EMP_FTLINJUR,Denmark,_T,MALE,2.51
2014,SL_EMP_FTLINJUR,Denmark,NONMIG,BOTHSEX,1.34
2014,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,1.4
2015,SL_EMP_FTLINJUR,Denmark,NONMIG,MALE,1.54
2015,SL_EMP_FTLINJUR,Denmark,_T,MALE,1.71
2015,SL_EMP_FTLINJUR,Denmark,NONMIG,BOTHSEX,0.89
2015,SL_EMP_FTLINJUR,Denmark,_T,FEMALE,0.15
2011,SL_EMP_FTLINJUR,Mexico,_T,MALE,15.26
2012,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,9.78
2012,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,2.06
2012,SL_EMP_FTLINJUR,Mexico,_T,MALE,14.16
2013,SL_EMP_FTLINJUR,Mexico,_T,MALE,11.76
2015,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,0.98
2015,SL_EMP_FTLINJUR,Denmark,NONMIG,FEMALE,0.17
2016,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,1.23
2017,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,0.92
2018,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,1.28
2019,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,1.43
2020,SL_EMP_FTLINJUR,Denmark,_T,BOTHSEX,1.34
2000,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,4.4
2000,SL_EMP_FTLINJUR,Estonia,_T,MALE,8.0
2000,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.7
2001,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,6.23
2001,SL_EMP_FTLINJUR,Estonia,_T,MALE,10.89
2001,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,1.41
2002,SL_EMP_FTLINJUR,Estonia,_T,MALE,10.76
2002,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,1.04
2002,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,5.98
2013,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,8.09
2013,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,1.66
2014,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,7.91
2014,SL_EMP_FTLINJUR,Mexico,_T,MALE,11.51
2014,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,1.59
2015,SL_EMP_FTLINJUR,Mexico,_T,MALE,12.02
2003,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,5.22
2003,SL_EMP_FTLINJUR,Estonia,_T,MALE,10.25
2003,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.0
2004,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,3.37
2004,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,5.71
2004,SL_EMP_FTLINJUR,Estonia,_T,MALE,8.02
2005,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,3.95
2005,SL_EMP_FTLINJUR,Estonia,_T,MALE,6.66
2015,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,1.64
2015,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,8.23
2016,SL_EMP_FTLINJUR,Mexico,_T,MALE,11.46
2016,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,7.73
2016,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,1.36
2017,SL_EMP_FTLINJUR,Mexico,_T,MALE,10.97
2005,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,1.3
2006,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,1.5
2006,SL_EMP_FTLINJUR,Estonia,_T,MALE,7.1
2006,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,4.3
2007,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.0
2007,SL_EMP_FTLINJUR,Estonia,_T,MALE,6.4
2007,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,3.2
2008,SL_EMP_FTLINJUR,Estonia,_T,MALE,5.7
2017,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,7.46
2017,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,1.52
2021,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,7.69
2021,SL_EMP_FTLINJUR,Mexico,_T,MALE,10.64
2021,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,3.04
2000,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,6.5
2001,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,5.0
2008,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,3.2
2008,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.6
2009,SL_EMP_FTLINJUR,Estonia,NONMIG,FEMALE,0.0
2009,SL_EMP_FTLINJUR,Estonia,_T,MALE,7.41
2009,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,3.47
2009,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.0
2009,SL_EMP_FTLINJUR,Estonia,NONMIG,BOTHSEX,3.06
2009,SL_EMP_FTLINJUR,Estonia,NONMIG,MALE,6.75
2002,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,5.3
2003,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,5.6
2004,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,4.9
2005,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,6.4
2006,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,4.7
2007,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,7.1
2010,SL_EMP_FTLINJUR,Estonia,NONMIG,BOTHSEX,2.93
2010,SL_EMP_FTLINJUR,Estonia,NONMIG,MALE,5.44
2010,SL_EMP_FTLINJUR,Estonia,NONMIG,FEMALE,0.83
2010,SL_EMP_FTLINJUR,Estonia,_T,MALE,6.56
2010,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,3.43
2010,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.71
2011,SL_EMP_FTLINJUR,Estonia,NONMIG,FEMALE,0.0
2011,SL_EMP_FTLINJUR,Estonia,NONMIG,BOTHSEX,2.89
2011,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.0
2011,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,3.12
2011,SL_EMP_FTLINJUR,Estonia,NONMIG,MALE,6.0
2011,SL_EMP_FTLINJUR,Estonia,_T,MALE,6.3
2012,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.64
2012,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,2.4
2012,SL_EMP_FTLINJUR,Estonia,NONMIG,FEMALE,0.72
2012,SL_EMP_FTLINJUR,Estonia,NONMIG,MALE,3.53
2008,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,5.3
2009,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,4.9
2010,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,6.6
2013,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,6.2
2014,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,5.9
2012,SL_EMP_FTLINJUR,Estonia,NONMIG,BOTHSEX,2.07
2012,SL_EMP_FTLINJUR,Estonia,_T,MALE,4.2
2013,SL_EMP_FTLINJUR,Estonia,NONMIG,BOTHSEX,3.39
2013,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.65
2013,SL_EMP_FTLINJUR,Estonia,NONMIG,MALE,6.09
2013,SL_EMP_FTLINJUR,Estonia,_T,MALE,6.99
2013,SL_EMP_FTLINJUR,Estonia,NONMIG,FEMALE,0.75
2013,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,3.86
2015,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,5.7
2016,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,4.9
2016,SL_EMP_FTLINJUR,Republic of Moldova,_T,FEMALE,1.3
2016,SL_EMP_FTLINJUR,Republic of Moldova,_T,MALE,9.0
2017,SL_EMP_FTLINJUR,Republic of Moldova,_T,MALE,14.5
2014,SL_EMP_FTLINJUR,Estonia,NONMIG,FEMALE,0.74
2014,SL_EMP_FTLINJUR,Estonia,_T,MALE,5.0
2014,SL_EMP_FTLINJUR,Estonia,NONMIG,MALE,3.36
2014,SL_EMP_FTLINJUR,Estonia,NONMIG,BOTHSEX,2.05
2014,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.66
2014,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,2.88
2015,SL_EMP_FTLINJUR,Estonia,NONMIG,BOTHSEX,2.4
2015,SL_EMP_FTLINJUR,Estonia,NONMIG,FEMALE,0.77
2017,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,6.8
2018,SL_EMP_FTLINJUR,Republic of Moldova,_T,MALE,12.6
2018,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,6.2
2018,SL_EMP_FTLINJUR,Republic of Moldova,_T,FEMALE,0.3
2019,SL_EMP_FTLINJUR,Republic of Moldova,_T,MALE,11.4
2019,SL_EMP_FTLINJUR,Republic of Moldova,_T,FEMALE,0.6
2015,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,3.1
2015,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.68
2015,SL_EMP_FTLINJUR,Estonia,NONMIG,MALE,4.14
2015,SL_EMP_FTLINJUR,Estonia,_T,MALE,5.54
2016,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,4.03
2016,SL_EMP_FTLINJUR,Estonia,_T,MALE,7.89
2016,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.0
2017,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,1.21
2018,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,1.81
2019,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,2.51
2020,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,2.23
2021,SL_EMP_FTLINJUR,Estonia,_T,MALE,4.0
2021,SL_EMP_FTLINJUR,Estonia,_T,BOTHSEX,2.0
2021,SL_EMP_FTLINJUR,Estonia,_T,FEMALE,0.0
2000,SL_EMP_FTLINJUR,Finland,_T,MALE,4.6
2000,SL_EMP_FTLINJUR,Finland,_T,BOTHSEX,2.3
2019,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,5.8
2020,SL_EMP_FTLINJUR,Republic of Moldova,_T,MALE,10.9
2020,SL_EMP_FTLINJUR,Republic of Moldova,_T,BOTHSEX,5.2
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,MALE,1.9
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,FEMALE,0.05
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,MALE,1.57
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,BOTHSEX,0.87
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,FEMALE,0.0
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,BOTHSEX,1.08
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,FEMALE,0.05
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,BOTHSEX,0.8
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,FEMALE,0.0
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,MALE,1.73
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,BOTHSEX,0.99
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,MALE,1.42
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,MALE,1.25
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,FEMALE,0.06
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,BOTHSEX,0.69
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,BOTHSEX,0.69
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,FEMALE,0.06
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,MALE,1.25
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,BOTHSEX,0.52
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,MALE,0.92
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,FEMALE,0.0
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,MALE,0.99
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,BOTHSEX,0.48
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),_T,FEMALE,0.0
