Year,SeriesCode,Страна ,Activity,Value
2020,NV_IND_SSIS,Belgium,ISIC4_C,7.83
2015,NV_IND_SSIS,Bosnia and Herzegovina,ISIC4_C,15.22
2016,NV_IND_SSIS,Bosnia and Herzegovina,ISIC4_C,15.07
2017,NV_IND_SSIS,Bosnia and Herzegovina,ISIC4_C,11.79
2018,NV_IND_SSIS,Bosnia and Herzegovina,ISIC4_C,11.39
2019,NV_IND_SSIS,Bosnia and Herzegovina,ISIC4_C,11.13
2020,NV_IND_SSIS,Bosnia and Herzegovina,ISIC4_C,11.57
2002,NV_IND_SSIS,Bulgaria,ISIC3_D,9.09
2003,NV_IND_SSIS,Bulgaria,ISIC3_D,9.67
2004,NV_IND_SSIS,Bulgaria,ISIC3_D,8.36
2005,NV_IND_SSIS,Bulgaria,ISIC4_C,7.87
2006,NV_IND_SSIS,Bulgaria,ISIC4_C,8.49
2007,NV_IND_SSIS,Bulgaria,ISIC4_C,8.96
2008,NV_IND_SSIS,Bulgaria,ISIC4_C,11.32
2009,NV_IND_SSIS,Bulgaria,ISIC4_C,11.73
2010,NV_IND_SSIS,Bulgaria,ISIC4_C,10.13
2011,NV_IND_SSIS,Bulgaria,ISIC4_C,9.19
2012,NV_IND_SSIS,Bulgaria,ISIC4_C,10.16
2013,NV_IND_SSIS,Bulgaria,ISIC4_C,10.32
2014,NV_IND_SSIS,Bulgaria,ISIC4_C,10.07
2015,NV_IND_SSIS,Bulgaria,ISIC4_C,10.16
2016,NV_IND_SSIS,Bulgaria,ISIC4_C,9.42
2017,NV_IND_SSIS,Bulgaria,ISIC4_C,9.27
2018,NV_IND_SSIS,Bulgaria,ISIC4_C,10.16
2019,NV_IND_SSIS,Bulgaria,ISIC4_C,10.26
2020,NV_IND_SSIS,Bulgaria,ISIC4_C,10.83
2016,NV_IND_SSIS,Belarus,ISIC4_C,4.01
2017,NV_IND_SSIS,Belarus,ISIC4_C,2.88
2018,NV_IND_SSIS,Belarus,ISIC4_C,2.57
2019,NV_IND_SSIS,Belarus,ISIC4_C,4.37
2020,NV_IND_SSIS,Belarus,ISIC4_C,3.3
2019,NV_IND_SSIS,Canada,ISIC4_C,2.71
2020,NV_IND_SSIS,Canada,ISIC4_C,3.52
2013,NV_IND_SSIS,Chile,ISIC4_C,17.3
2014,NV_IND_SSIS,Chile,ISIC4_C,5.41
2015,NV_IND_SSIS,Chile,ISIC4_C,3.56
2016,NV_IND_SSIS,Chile,ISIC4_C,2.87
2017,NV_IND_SSIS,Chile,ISIC4_C,5.5
2018,NV_IND_SSIS,Chile,ISIC4_C,8.04
2019,NV_IND_SSIS,Chile,ISIC4_C,7.74
2020,NV_IND_SSIS,Chile,ISIC4_C,7.25
2000,NV_IND_SSIS,Colombia,ISIC3_D,3.66
2001,NV_IND_SSIS,Colombia,ISIC3_D,3.5
2002,NV_IND_SSIS,Colombia,ISIC3_D,3.13
2003,NV_IND_SSIS,Colombia,ISIC3_D,4.6
2004,NV_IND_SSIS,Colombia,ISIC3_D,2.47
2005,NV_IND_SSIS,Colombia,ISIC3_D,2.67
2006,NV_IND_SSIS,Colombia,ISIC3_D,2.31
2007,NV_IND_SSIS,Colombia,ISIC3_D,2.23
2008,NV_IND_SSIS,Colombia,ISIC3_D,3.08
2009,NV_IND_SSIS,Colombia,ISIC3_D,3.24
2010,NV_IND_SSIS,Colombia,ISIC3_D,3.41
2011,NV_IND_SSIS,Colombia,ISIC3_D,5.04
2012,NV_IND_SSIS,Colombia,ISIC3_D,4.85
2013,NV_IND_SSIS,Colombia,ISIC4_C,4.39
2014,NV_IND_SSIS,Colombia,ISIC4_C,4.47
2015,NV_IND_SSIS,Colombia,ISIC4_C,4.71
2016,NV_IND_SSIS,Colombia,ISIC4_C,3.95
2017,NV_IND_SSIS,Colombia,ISIC4_C,3.97
2018,NV_IND_SSIS,Colombia,ISIC4_C,4.79
2019,NV_IND_SSIS,Colombia,ISIC4_C,4.58
2020,NV_IND_SSIS,Colombia,ISIC4_C,4.59
2009,NV_IND_SSIS,Croatia,ISIC4_C,15.88
2010,NV_IND_SSIS,Croatia,ISIC4_C,15.32
2011,NV_IND_SSIS,Croatia,ISIC4_C,14.17
2012,NV_IND_SSIS,Croatia,ISIC4_C,13.87
2013,NV_IND_SSIS,Croatia,ISIC4_C,15.16
2014,NV_IND_SSIS,Croatia,ISIC4_C,15.44
2015,NV_IND_SSIS,Croatia,ISIC4_C,15.48
2016,NV_IND_SSIS,Croatia,ISIC4_C,13.93
2017,NV_IND_SSIS,Croatia,ISIC4_C,14.59
2018,NV_IND_SSIS,Croatia,ISIC4_C,14.52
2019,NV_IND_SSIS,Croatia,ISIC4_C,14.86
2020,NV_IND_SSIS,Croatia,ISIC4_C,14.66
2000,NV_IND_SSIS,Cyprus,ISIC3_D,39.9
2001,NV_IND_SSIS,Cyprus,ISIC3_D,38.47
2002,NV_IND_SSIS,Cyprus,ISIC3_D,37.99
2003,NV_IND_SSIS,Cyprus,ISIC3_D,39.27
2004,NV_IND_SSIS,Cyprus,ISIC3_D,39.67
2005,NV_IND_SSIS,Cyprus,ISIC4_C,38.44
2006,NV_IND_SSIS,Cyprus,ISIC4_C,38.9
2007,NV_IND_SSIS,Cyprus,ISIC4_C,37.66
2008,NV_IND_SSIS,Cyprus,ISIC4_C,38.42
2009,NV_IND_SSIS,Cyprus,ISIC4_C,38.11
2010,NV_IND_SSIS,Cyprus,ISIC4_C,36.88
2011,NV_IND_SSIS,Cyprus,ISIC4_C,37.72
2012,NV_IND_SSIS,Cyprus,ISIC4_C,36.73
2013,NV_IND_SSIS,Cyprus,ISIC4_C,36.27
2014,NV_IND_SSIS,Cyprus,ISIC4_C,35.36
2015,NV_IND_SSIS,Cyprus,ISIC4_C,34.49
2016,NV_IND_SSIS,Cyprus,ISIC4_C,33.26
2017,NV_IND_SSIS,Cyprus,ISIC4_C,31.58
2018,NV_IND_SSIS,Cyprus,ISIC4_C,30.72
2019,NV_IND_SSIS,Cyprus,ISIC4_C,29.59
2020,NV_IND_SSIS,Cyprus,ISIC4_C,29.14
2000,NV_IND_SSIS,Czechia,ISIC3_D,9.64
2001,NV_IND_SSIS,Czechia,ISIC3_D,7.89
2002,NV_IND_SSIS,Czechia,ISIC3_D,13.23
2003,NV_IND_SSIS,Czechia,ISIC3_D,12.79
2004,NV_IND_SSIS,Czechia,ISIC3_D,12.03
2005,NV_IND_SSIS,Czechia,ISIC4_C,13.33
2006,NV_IND_SSIS,Czechia,ISIC4_C,14.06
2007,NV_IND_SSIS,Czechia,ISIC4_C,12.63
2008,NV_IND_SSIS,Czechia,ISIC4_C,12.85
2009,NV_IND_SSIS,Czechia,ISIC4_C,12.77
2010,NV_IND_SSIS,Czechia,ISIC4_C,11.06
2011,NV_IND_SSIS,Czechia,ISIC4_C,10.98
2012,NV_IND_SSIS,Czechia,ISIC4_C,10.82
2013,NV_IND_SSIS,Czechia,ISIC4_C,10.25
2014,NV_IND_SSIS,Czechia,ISIC4_C,9.68
2015,NV_IND_SSIS,Czechia,ISIC4_C,10.04
2016,NV_IND_SSIS,Czechia,ISIC4_C,9.59
2017,NV_IND_SSIS,Czechia,ISIC4_C,9.9
2018,NV_IND_SSIS,Czechia,ISIC4_C,10.19
2019,NV_IND_SSIS,Czechia,ISIC4_C,10.37
2020,NV_IND_SSIS,Czechia,ISIC4_C,10.41
2000,NV_IND_SSIS,Denmark,ISIC3_D,12.43
2001,NV_IND_SSIS,Denmark,ISIC3_D,12.03
2002,NV_IND_SSIS,Denmark,ISIC3_D,11.8
2003,NV_IND_SSIS,Denmark,ISIC3_D,12.13
2004,NV_IND_SSIS,Denmark,ISIC3_D,12.01
2005,NV_IND_SSIS,Denmark,ISIC4_C,11.24
2006,NV_IND_SSIS,Denmark,ISIC4_C,11.33
2007,NV_IND_SSIS,Denmark,ISIC4_C,11.33
2008,NV_IND_SSIS,Denmark,ISIC4_C,11.01
2009,NV_IND_SSIS,Denmark,ISIC4_C,11.69
2010,NV_IND_SSIS,Denmark,ISIC4_C,11.02
2011,NV_IND_SSIS,Denmark,ISIC4_C,9.27
2012,NV_IND_SSIS,Denmark,ISIC4_C,8.9
2013,NV_IND_SSIS,Denmark,ISIC4_C,8.74
2014,NV_IND_SSIS,Denmark,ISIC4_C,8.43
2015,NV_IND_SSIS,Denmark,ISIC4_C,8.08
2016,NV_IND_SSIS,Denmark,ISIC4_C,9.58
2017,NV_IND_SSIS,Denmark,ISIC4_C,8.41
2018,NV_IND_SSIS,Denmark,ISIC4_C,7.78
2019,NV_IND_SSIS,Denmark,ISIC4_C,9.58
2020,NV_IND_SSIS,Denmark,ISIC4_C,8.27
2000,NV_IND_SSIS,Estonia,ISIC3_D,10.27
2001,NV_IND_SSIS,Estonia,ISIC3_D,10.9
2002,NV_IND_SSIS,Estonia,ISIC3_D,12.04
2003,NV_IND_SSIS,Estonia,ISIC3_D,11.21
2004,NV_IND_SSIS,Estonia,ISIC3_D,10.76
2005,NV_IND_SSIS,Estonia,ISIC4_C,10.41
2006,NV_IND_SSIS,Estonia,ISIC4_C,11.35
2007,NV_IND_SSIS,Estonia,ISIC4_C,12.33
2008,NV_IND_SSIS,Estonia,ISIC4_C,12.31
2009,NV_IND_SSIS,Estonia,ISIC4_C,12.52
2010,NV_IND_SSIS,Estonia,ISIC4_C,13.99
2011,NV_IND_SSIS,Estonia,ISIC4_C,13.17
2012,NV_IND_SSIS,Estonia,ISIC4_C,13.33
2013,NV_IND_SSIS,Estonia,ISIC4_C,13.03
2014,NV_IND_SSIS,Estonia,ISIC4_C,13.17
2015,NV_IND_SSIS,Estonia,ISIC4_C,14.34
2016,NV_IND_SSIS,Estonia,ISIC4_C,14.4
2017,NV_IND_SSIS,Estonia,ISIC4_C,15.29
2018,NV_IND_SSIS,Estonia,ISIC4_C,14.9
2019,NV_IND_SSIS,Estonia,ISIC4_C,15.37
2020,NV_IND_SSIS,Estonia,ISIC4_C,15.73
2000,NV_IND_SSIS,Finland,ISIC3_D,8.41
2001,NV_IND_SSIS,Finland,ISIC3_D,8.79
2002,NV_IND_SSIS,Finland,ISIC3_D,9.04
2003,NV_IND_SSIS,Finland,ISIC3_D,9.21
2004,NV_IND_SSIS,Finland,ISIC3_D,9.2
2005,NV_IND_SSIS,Finland,ISIC3_D,9.91
2006,NV_IND_SSIS,Finland,ISIC4_C,8.92
2007,NV_IND_SSIS,Finland,ISIC4_C,9.18
2008,NV_IND_SSIS,Finland,ISIC4_C,9.77
2009,NV_IND_SSIS,Finland,ISIC4_C,12.26
2010,NV_IND_SSIS,Finland,ISIC4_C,11.15
2011,NV_IND_SSIS,Finland,ISIC4_C,11.98
2012,NV_IND_SSIS,Finland,ISIC4_C,13.13
2013,NV_IND_SSIS,Finland,ISIC4_C,12.44
2014,NV_IND_SSIS,Finland,ISIC4_C,11.18
2015,NV_IND_SSIS,Finland,ISIC4_C,10.71
2016,NV_IND_SSIS,Finland,ISIC4_C,10.44
2017,NV_IND_SSIS,Finland,ISIC4_C,9.69
2018,NV_IND_SSIS,Finland,ISIC4_C,9.89
2019,NV_IND_SSIS,Finland,ISIC4_C,10.08
2020,NV_IND_SSIS,Finland,ISIC4_C,11.44
2000,NV_IND_SSIS,France,ISIC3_D,12.08
2001,NV_IND_SSIS,France,ISIC3_D,12.68
2002,NV_IND_SSIS,France,ISIC3_D,12.79
2003,NV_IND_SSIS,France,ISIC3_D,13.05
2004,NV_IND_SSIS,France,ISIC3_D,11.64
2005,NV_IND_SSIS,France,ISIC4_C,12.0
2006,NV_IND_SSIS,France,ISIC4_C,13.3
2007,NV_IND_SSIS,France,ISIC4_C,14.01
2008,NV_IND_SSIS,France,ISIC4_C,15.91
2009,NV_IND_SSIS,France,ISIC4_C,14.67
2010,NV_IND_SSIS,France,ISIC4_C,15.35
2011,NV_IND_SSIS,France,ISIC4_C,16.83
2012,NV_IND_SSIS,France,ISIC4_C,14.28
2013,NV_IND_SSIS,France,ISIC4_C,14.06
2014,NV_IND_SSIS,France,ISIC4_C,13.23
2015,NV_IND_SSIS,France,ISIC4_C,12.89
2016,NV_IND_SSIS,France,ISIC4_C,12.86
2017,NV_IND_SSIS,France,ISIC4_C,10.11
2018,NV_IND_SSIS,France,ISIC4_C,10.06
2019,NV_IND_SSIS,France,ISIC4_C,9.17
2020,NV_IND_SSIS,France,ISIC4_C,9.37
2015,NV_IND_SSIS,Georgia,ISIC4_C,13.73
2016,NV_IND_SSIS,Georgia,ISIC4_C,17.45
2017,NV_IND_SSIS,Georgia,ISIC4_C,14.45
2018,NV_IND_SSIS,Georgia,ISIC4_C,13.94
2019,NV_IND_SSIS,Georgia,ISIC4_C,13.84
2020,NV_IND_SSIS,Georgia,ISIC4_C,14.4
2000,NV_IND_SSIS,Germany,ISIC3_D,8.09
2001,NV_IND_SSIS,Germany,ISIC3_D,8.97
2002,NV_IND_SSIS,Germany,ISIC3_D,7.75
2003,NV_IND_SSIS,Germany,ISIC3_D,8.03
2004,NV_IND_SSIS,Germany,ISIC3_D,8.18
2005,NV_IND_SSIS,Germany,ISIC4_C,8.67
2006,NV_IND_SSIS,Germany,ISIC4_C,8.88
2007,NV_IND_SSIS,Germany,ISIC4_C,8.53
2008,NV_IND_SSIS,Germany,ISIC4_C,8.29
2009,NV_IND_SSIS,Germany,ISIC4_C,8.28
2010,NV_IND_SSIS,Germany,ISIC4_C,8.93
2011,NV_IND_SSIS,Germany,ISIC4_C,9.01
2012,NV_IND_SSIS,Germany,ISIC4_C,8.24
2013,NV_IND_SSIS,Germany,ISIC4_C,8.28
2014,NV_IND_SSIS,Germany,ISIC4_C,7.78
2015,NV_IND_SSIS,Germany,ISIC4_C,7.3
2016,NV_IND_SSIS,Germany,ISIC4_C,6.98
2017,NV_IND_SSIS,Germany,ISIC4_C,6.76
2018,NV_IND_SSIS,Germany,ISIC4_C,6.33
2019,NV_IND_SSIS,Germany,ISIC4_C,6.4
2020,NV_IND_SSIS,Germany,ISIC4_C,6.27
2003,NV_IND_SSIS,Greece,ISIC3_D,33.8
2004,NV_IND_SSIS,Greece,ISIC3_D,34.3
2005,NV_IND_SSIS,Greece,ISIC3_D,34.88
2006,NV_IND_SSIS,Greece,ISIC3_D,34.95
2007,NV_IND_SSIS,Greece,ISIC3_D,34.58
2008,NV_IND_SSIS,Greece,ISIC4_C,26.21
2009,NV_IND_SSIS,Greece,ISIC4_C,32.96
2010,NV_IND_SSIS,Greece,ISIC4_C,33.13
2011,NV_IND_SSIS,Greece,ISIC4_C,32.19
2012,NV_IND_SSIS,Greece,ISIC4_C,31.19
2013,NV_IND_SSIS,Greece,ISIC4_C,28.04
2014,NV_IND_SSIS,Greece,ISIC4_C,27.33
2015,NV_IND_SSIS,Greece,ISIC4_C,17.3
2016,NV_IND_SSIS,Greece,ISIC4_C,16.01
2017,NV_IND_SSIS,Greece,ISIC4_C,14.78
2018,NV_IND_SSIS,Greece,ISIC4_C,14.44
2019,NV_IND_SSIS,Greece,ISIC4_C,15.0
2020,NV_IND_SSIS,Greece,ISIC4_C,15.83
2000,NV_IND_SSIS,Hungary,ISIC3_D,5.96
2001,NV_IND_SSIS,Hungary,ISIC3_D,9.19
2002,NV_IND_SSIS,Hungary,ISIC3_D,8.09
2003,NV_IND_SSIS,Hungary,ISIC3_D,8.16
2004,NV_IND_SSIS,Hungary,ISIC3_D,7.91
2005,NV_IND_SSIS,Hungary,ISIC4_C,7.32
2006,NV_IND_SSIS,Hungary,ISIC4_C,7.52
2007,NV_IND_SSIS,Hungary,ISIC4_C,7.94
2008,NV_IND_SSIS,Hungary,ISIC4_C,7.54
2009,NV_IND_SSIS,Hungary,ISIC4_C,7.57
2010,NV_IND_SSIS,Hungary,ISIC4_C,7.39
2011,NV_IND_SSIS,Hungary,ISIC4_C,7.32
2012,NV_IND_SSIS,Hungary,ISIC4_C,7.3
2013,NV_IND_SSIS,Hungary,ISIC4_C,7.32
2014,NV_IND_SSIS,Hungary,ISIC4_C,6.95
2015,NV_IND_SSIS,Hungary,ISIC4_C,6.59
2016,NV_IND_SSIS,Hungary,ISIC4_C,6.89
2017,NV_IND_SSIS,Hungary,ISIC4_C,6.82
2018,NV_IND_SSIS,Hungary,ISIC4_C,7.74
2019,NV_IND_SSIS,Hungary,ISIC4_C,7.9
2020,NV_IND_SSIS,Hungary,ISIC4_C,7.83
2015,NV_IND_SSIS,Iceland,ISIC4_C,14.12
2016,NV_IND_SSIS,Iceland,ISIC4_C,15.22
2017,NV_IND_SSIS,Iceland,ISIC4_C,17.83
2018,NV_IND_SSIS,Iceland,ISIC4_C,15.1
2019,NV_IND_SSIS,Iceland,ISIC4_C,15.37
2020,NV_IND_SSIS,Iceland,ISIC4_C,15.27
2010,NV_IND_SSIS,India,ISIC4_C,3.07
2011,NV_IND_SSIS,India,ISIC4_C,3.67
2012,NV_IND_SSIS,India,ISIC4_C,2.85
2013,NV_IND_SSIS,India,ISIC4_C,2.5
2014,NV_IND_SSIS,India,ISIC4_C,2.64
2015,NV_IND_SSIS,India,ISIC4_C,2.26
2016,NV_IND_SSIS,India,ISIC4_C,2.12
2017,NV_IND_SSIS,India,ISIC4_C,2.24
2005,NV_IND_SSIS,Ireland,ISIC4_C,2.78
2008,NV_IND_SSIS,Ireland,ISIC4_C,11.28
2009,NV_IND_SSIS,Ireland,ISIC4_C,12.61
2010,NV_IND_SSIS,Ireland,ISIC4_C,14.29
2011,NV_IND_SSIS,Ireland,ISIC4_C,19.17
2012,NV_IND_SSIS,Ireland,ISIC4_C,10.34
2013,NV_IND_SSIS,Ireland,ISIC4_C,22.89
2014,NV_IND_SSIS,Ireland,ISIC4_C,10.14
2015,NV_IND_SSIS,Ireland,ISIC4_C,3.98
2016,NV_IND_SSIS,Ireland,ISIC4_C,3.35
2017,NV_IND_SSIS,Ireland,ISIC4_C,6.64
2019,NV_IND_SSIS,Ireland,ISIC4_C,3.91
2020,NV_IND_SSIS,Ireland,ISIC4_C,2.79
2004,NV_IND_SSIS,Israel,ISIC3_D,10.15
2005,NV_IND_SSIS,Israel,ISIC3_D,9.52
2006,NV_IND_SSIS,Israel,ISIC3_D,9.54
2007,NV_IND_SSIS,Israel,ISIC3_D,10.58
2008,NV_IND_SSIS,Israel,ISIC3_D,10.43
2009,NV_IND_SSIS,Israel,ISIC3_D,8.47
2010,NV_IND_SSIS,Israel,ISIC3_D,8.67
2011,NV_IND_SSIS,Israel,ISIC4_C,8.56
2012,NV_IND_SSIS,Israel,ISIC4_C,8.68
2013,NV_IND_SSIS,Israel,ISIC4_C,8.44
2014,NV_IND_SSIS,Israel,ISIC4_C,8.18
2015,NV_IND_SSIS,Israel,ISIC4_C,7.02
2016,NV_IND_SSIS,Israel,ISIC4_C,8.49
2017,NV_IND_SSIS,Israel,ISIC4_C,8.88
2019,NV_IND_SSIS,Israel,ISIC4_C,8.29
2000,NV_IND_SSIS,Italy,ISIC3_D,25.93
2001,NV_IND_SSIS,Italy,ISIC3_D,26.77
2002,NV_IND_SSIS,Italy,ISIC3_D,27.08
2003,NV_IND_SSIS,Italy,ISIC3_D,26.89
2004,NV_IND_SSIS,Italy,ISIC3_D,26.59
2005,NV_IND_SSIS,Italy,ISIC4_C,26.44
2006,NV_IND_SSIS,Italy,ISIC4_C,26.5
2007,NV_IND_SSIS,Italy,ISIC4_C,26.76
2008,NV_IND_SSIS,Italy,ISIC4_C,24.95
2009,NV_IND_SSIS,Italy,ISIC4_C,25.43
2010,NV_IND_SSIS,Italy,ISIC4_C,23.35
2011,NV_IND_SSIS,Italy,ISIC4_C,22.84
2012,NV_IND_SSIS,Italy,ISIC4_C,23.69
2013,NV_IND_SSIS,Italy,ISIC4_C,23.6
2014,NV_IND_SSIS,Italy,ISIC4_C,23.4
2015,NV_IND_SSIS,Italy,ISIC4_C,22.96
2016,NV_IND_SSIS,Italy,ISIC4_C,22.55
2017,NV_IND_SSIS,Italy,ISIC4_C,20.4
2018,NV_IND_SSIS,Italy,ISIC4_C,20.38
2019,NV_IND_SSIS,Italy,ISIC4_C,19.89
2020,NV_IND_SSIS,Italy,ISIC4_C,19.0
2001,NV_IND_SSIS,Japan,ISIC3_D,11.19
2002,NV_IND_SSIS,Japan,ISIC3_D,11.58
2003,NV_IND_SSIS,Japan,ISIC3_D,11.25
2004,NV_IND_SSIS,Japan,ISIC3_D,10.52
2005,NV_IND_SSIS,Japan,ISIC3_D,10.06
2006,NV_IND_SSIS,Japan,ISIC3_D,9.74
2007,NV_IND_SSIS,Japan,ISIC3_D,9.95
2008,NV_IND_SSIS,Japan,ISIC3_D,10.28
2009,NV_IND_SSIS,Japan,ISIC3_D,10.73
2010,NV_IND_SSIS,Japan,ISIC3_D,10.54
2011,NV_IND_SSIS,Japan,ISIC4_C,11.96
2012,NV_IND_SSIS,Japan,ISIC4_C,9.61
2013,NV_IND_SSIS,Japan,ISIC4_C,9.0
2014,NV_IND_SSIS,Japan,ISIC4_C,8.69
2015,NV_IND_SSIS,Japan,ISIC4_C,10.02
2016,NV_IND_SSIS,Japan,ISIC4_C,7.97
2018,NV_IND_SSIS,Japan,ISIC4_C,7.43
2019,NV_IND_SSIS,Japan,ISIC4_C,7.55
2019,NV_IND_SSIS,Казахстан,ISIC4_C,4.69
2020,NV_IND_SSIS,Казахстан,ISIC4_C,4.35
2000,NV_IND_SSIS,Republic of Korea,ISIC3_D,11.24
2001,NV_IND_SSIS,Republic of Korea,ISIC3_D,11.9
2002,NV_IND_SSIS,Republic of Korea,ISIC3_D,12.29
2003,NV_IND_SSIS,Republic of Korea,ISIC3_D,12.96
2004,NV_IND_SSIS,Republic of Korea,ISIC3_D,12.1
2005,NV_IND_SSIS,Republic of Korea,ISIC3_D,12.76
2006,NV_IND_SSIS,Republic of Korea,ISIC3_D,12.84
2011,NV_IND_SSIS,Republic of Korea,ISIC4_C,5.16
2012,NV_IND_SSIS,Republic of Korea,ISIC4_C,7.13
2013,NV_IND_SSIS,Republic of Korea,ISIC4_C,6.41
2014,NV_IND_SSIS,Republic of Korea,ISIC4_C,7.81
2015,NV_IND_SSIS,Republic of Korea,ISIC4_C,8.09
2016,NV_IND_SSIS,Republic of Korea,ISIC4_C,7.96
2017,NV_IND_SSIS,Republic of Korea,ISIC4_C,7.88
2018,NV_IND_SSIS,Republic of Korea,ISIC4_C,7.64
2000,NV_IND_SSIS,Latvia,ISIC3_D,9.13
2001,NV_IND_SSIS,Latvia,ISIC3_D,13.2
2002,NV_IND_SSIS,Latvia,ISIC3_D,10.66
2003,NV_IND_SSIS,Latvia,ISIC3_D,9.88
2004,NV_IND_SSIS,Latvia,ISIC3_D,8.03
2005,NV_IND_SSIS,Latvia,ISIC4_C,10.19
2006,NV_IND_SSIS,Latvia,ISIC4_C,11.43
2007,NV_IND_SSIS,Latvia,ISIC4_C,12.03
2008,NV_IND_SSIS,Latvia,ISIC4_C,12.4
2009,NV_IND_SSIS,Latvia,ISIC4_C,12.13
2010,NV_IND_SSIS,Latvia,ISIC4_C,11.82
2011,NV_IND_SSIS,Latvia,ISIC4_C,9.73
2012,NV_IND_SSIS,Latvia,ISIC4_C,10.78
2013,NV_IND_SSIS,Latvia,ISIC4_C,11.9
2014,NV_IND_SSIS,Latvia,ISIC4_C,10.79
2015,NV_IND_SSIS,Latvia,ISIC4_C,11.19
2016,NV_IND_SSIS,Latvia,ISIC4_C,11.46
2017,NV_IND_SSIS,Latvia,ISIC4_C,11.2
2018,NV_IND_SSIS,Latvia,ISIC4_C,11.86
2019,NV_IND_SSIS,Latvia,ISIC4_C,11.34
2020,NV_IND_SSIS,Latvia,ISIC4_C,11.64
2000,NV_IND_SSIS,Lithuania,ISIC3_D,7.97
2001,NV_IND_SSIS,Lithuania,ISIC3_D,5.01
2002,NV_IND_SSIS,Lithuania,ISIC3_D,6.89
2003,NV_IND_SSIS,Lithuania,ISIC3_D,6.86
2004,NV_IND_SSIS,Lithuania,ISIC3_D,5.92
