Year,SeriesCode,Страна ,Activity,Value
2002,ER_H2O_STRESS,Узбекистан,INDUSTRIES,5.42
2002,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,136.24
2002,ER_H2O_STRESS,Узбекистан,TOTAL,150.83
2002,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,9.17
2003,ER_H2O_STRESS,Узбекистан,TOTAL,147.55
2003,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,9.56
2003,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,133.12
2003,ER_H2O_STRESS,Узбекистан,INDUSTRIES,4.87
2004,ER_H2O_STRESS,Узбекистан,INDUSTRIES,4.32
2004,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,130.0
2004,ER_H2O_STRESS,Узбекистан,TOTAL,144.26
2004,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,9.94
2005,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,126.88
2005,ER_H2O_STRESS,Узбекистан,INDUSTRIES,3.78
2005,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,10.32
2005,ER_H2O_STRESS,Узбекистан,TOTAL,140.98
2006,ER_H2O_STRESS,Узбекистан,INDUSTRIES,3.97
2006,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,127.48
2003,ER_H2O_STRESS,France,ISIC4_GTT,5.02
2004,ER_H2O_STRESS,France,ISIC4_GTT,5.06
2004,ER_H2O_STRESS,France,INDUSTRIES,19.51
2004,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,4.39
2004,ER_H2O_STRESS,France,TOTAL,28.96
2005,ER_H2O_STRESS,France,ISIC4_GTT,5.11
2005,ER_H2O_STRESS,France,INDUSTRIES,20.11
2005,ER_H2O_STRESS,France,TOTAL,29.28
2005,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,4.06
2006,ER_H2O_STRESS,France,ISIC4_GTT,4.94
2006,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,9.94
2006,ER_H2O_STRESS,Узбекистан,TOTAL,141.4
2007,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,9.55
2007,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,128.09
2007,ER_H2O_STRESS,Узбекистан,INDUSTRIES,4.17
2007,ER_H2O_STRESS,Узбекистан,TOTAL,141.81
2008,ER_H2O_STRESS,Узбекистан,TOTAL,142.22
2008,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,128.7
2008,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,9.15
2008,ER_H2O_STRESS,Узбекистан,INDUSTRIES,4.38
2006,ER_H2O_STRESS,France,TOTAL,28.21
2006,ER_H2O_STRESS,France,INDUSTRIES,19.21
2006,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,4.06
2007,ER_H2O_STRESS,France,ISIC4_GTT,4.91
2007,ER_H2O_STRESS,France,TOTAL,27.13
2007,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,3.4
2007,ER_H2O_STRESS,France,INDUSTRIES,18.82
2008,ER_H2O_STRESS,France,TOTAL,25.09
2008,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.23
2008,ER_H2O_STRESS,France,INDUSTRIES,17.95
2009,ER_H2O_STRESS,Узбекистан,INDUSTRIES,4.58
2009,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,8.74
2009,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,129.32
2009,ER_H2O_STRESS,Узбекистан,TOTAL,142.64
2010,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,129.94
2010,ER_H2O_STRESS,Узбекистан,INDUSTRIES,4.8
2010,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,8.32
2010,ER_H2O_STRESS,Узбекистан,TOTAL,143.05
2011,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,7.88
2011,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,130.57
2008,ER_H2O_STRESS,France,ISIC4_GTT,4.9
2009,ER_H2O_STRESS,France,TOTAL,24.92
2009,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.75
2009,ER_H2O_STRESS,France,INDUSTRIES,17.34
2009,ER_H2O_STRESS,France,ISIC4_GTT,4.83
2010,ER_H2O_STRESS,France,INDUSTRIES,17.42
2010,ER_H2O_STRESS,France,TOTAL,25.02
2010,ER_H2O_STRESS,France,ISIC4_GTT,4.94
2010,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.66
2011,ER_H2O_STRESS,France,ISIC4_GTT,4.81
2011,ER_H2O_STRESS,France,TOTAL,26.39
2011,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.66
2011,ER_H2O_STRESS,France,INDUSTRIES,18.93
2012,ER_H2O_STRESS,France,TOTAL,24.57
2012,ER_H2O_STRESS,France,INDUSTRIES,17.31
2012,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.55
2012,ER_H2O_STRESS,France,ISIC4_GTT,4.71
2013,ER_H2O_STRESS,France,ISIC4_GTT,4.8
2013,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.43
2013,ER_H2O_STRESS,France,INDUSTRIES,16.55
2020,ER_H2O_STRESS,Switzerland,ISIC4_A01_A0210_A0322,0.59
2000,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.2
2000,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,55.12
2000,ER_H2O_STRESS,Таджикистан,TOTAL,81.2
2000,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,1.93
2001,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.94
2001,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,2.98
2001,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,74.06
2001,ER_H2O_STRESS,Таджикистан,TOTAL,79.98
2002,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.87
2013,ER_H2O_STRESS,France,TOTAL,23.77
2014,ER_H2O_STRESS,France,INDUSTRIES,17.42
2014,ER_H2O_STRESS,France,TOTAL,23.9
2014,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,1.85
2014,ER_H2O_STRESS,France,ISIC4_GTT,4.62
2015,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.81
2015,ER_H2O_STRESS,France,ISIC4_GTT,4.57
2015,ER_H2O_STRESS,France,TOTAL,24.61
2015,ER_H2O_STRESS,France,INDUSTRIES,17.23
2016,ER_H2O_STRESS,France,TOTAL,23.14
2002,ER_H2O_STRESS,Таджикистан,TOTAL,78.75
2002,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,72.6
2002,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.28
2003,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.54
2003,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.81
2003,ER_H2O_STRESS,Таджикистан,TOTAL,77.53
2003,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,71.18
2004,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,69.79
2004,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.74
2004,ER_H2O_STRESS,Таджикистан,TOTAL,76.3
2011,ER_H2O_STRESS,Узбекистан,TOTAL,143.47
2011,ER_H2O_STRESS,Узбекистан,INDUSTRIES,5.02
2012,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,7.44
2012,ER_H2O_STRESS,Узбекистан,INDUSTRIES,5.24
2012,ER_H2O_STRESS,Узбекистан,TOTAL,143.88
2012,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,131.2
2013,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,131.84
2013,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,6.99
2013,ER_H2O_STRESS,Узбекистан,TOTAL,144.29
2013,ER_H2O_STRESS,Узбекистан,INDUSTRIES,5.47
2014,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,132.49
2014,ER_H2O_STRESS,Узбекистан,TOTAL,144.71
2014,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,6.52
2014,ER_H2O_STRESS,Узбекистан,INDUSTRIES,5.7
2015,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,145.61
2015,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,6.9
2015,ER_H2O_STRESS,Узбекистан,TOTAL,158.13
2015,ER_H2O_STRESS,Узбекистан,INDUSTRIES,5.62
2016,ER_H2O_STRESS,Узбекистан,TOTAL,156.44
2016,ER_H2O_STRESS,Узбекистан,INDUSTRIES,6.06
2016,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.72
2016,ER_H2O_STRESS,France,ISIC4_GTT,4.53
2016,ER_H2O_STRESS,France,INDUSTRIES,15.89
2017,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.58
2017,ER_H2O_STRESS,France,ISIC4_GTT,4.72
2017,ER_H2O_STRESS,France,TOTAL,23.59
2017,ER_H2O_STRESS,France,INDUSTRIES,16.29
2018,ER_H2O_STRESS,France,INDUSTRIES,16.3
2018,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.61
2018,ER_H2O_STRESS,France,TOTAL,23.57
2016,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,143.39
2016,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,6.98
2017,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,6.91
2017,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,155.89
2017,ER_H2O_STRESS,Узбекистан,INDUSTRIES,6.11
2017,ER_H2O_STRESS,Узбекистан,TOTAL,168.91
2018,ER_H2O_STRESS,Узбекистан,TOTAL,168.92
2018,ER_H2O_STRESS,Узбекистан,INDUSTRIES,6.11
2018,ER_H2O_STRESS,Узбекистан,ISIC4_A01_A0210_A0322,155.9
2018,ER_H2O_STRESS,Узбекистан,ISIC4_GTT,6.91
2018,ER_H2O_STRESS,France,ISIC4_GTT,4.65
2019,ER_H2O_STRESS,France,INDUSTRIES,15.56
2019,ER_H2O_STRESS,France,ISIC4_GTT,4.65
2019,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.79
2019,ER_H2O_STRESS,France,TOTAL,23.0
2020,ER_H2O_STRESS,France,INDUSTRIES,15.56
2020,ER_H2O_STRESS,France,TOTAL,23.0
2020,ER_H2O_STRESS,France,ISIC4_A01_A0210_A0322,2.79
2020,ER_H2O_STRESS,France,ISIC4_GTT,4.65
2000,ER_H2O_STRESS,Georgia,INDUSTRIES,0.64
2004,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.78
2005,ER_H2O_STRESS,Таджикистан,TOTAL,75.08
2005,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.68
2005,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,68.42
2005,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.98
2006,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,67.08
2006,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.62
2006,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,4.16
2006,ER_H2O_STRESS,Таджикистан,TOTAL,73.85
2007,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,4.05
2007,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.64
2007,ER_H2O_STRESS,Таджикистан,TOTAL,73.29
2007,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,66.59
2008,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.95
2008,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,66.1
2008,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.67
2008,ER_H2O_STRESS,Таджикистан,TOTAL,72.72
2009,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.84
2009,ER_H2O_STRESS,Таджикистан,TOTAL,72.15
2009,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.7
2009,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,65.62
2010,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.72
2010,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,65.13
2010,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.73
2010,ER_H2O_STRESS,Таджикистан,TOTAL,71.58
2011,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.61
2011,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,64.65
2011,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.76
2011,ER_H2O_STRESS,Таджикистан,TOTAL,71.01
2012,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.49
2012,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.79
2012,ER_H2O_STRESS,Таджикистан,TOTAL,70.45
2012,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,64.17
2013,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.36
2013,ER_H2O_STRESS,Таджикистан,TOTAL,69.88
2013,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,63.69
2013,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.83
2014,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.87
2014,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,63.21
2014,ER_H2O_STRESS,Таджикистан,TOTAL,69.31
2014,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.23
2015,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,60.47
2015,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,2.98
2015,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.81
2015,ER_H2O_STRESS,Таджикистан,TOTAL,68.74
2016,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,46.8
2016,ER_H2O_STRESS,Таджикистан,INDUSTRIES,2.24
2016,ER_H2O_STRESS,Таджикистан,TOTAL,57.72
2016,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,2.15
2017,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,3.8
2017,ER_H2O_STRESS,Таджикистан,TOTAL,52.7
2017,ER_H2O_STRESS,Таджикистан,INDUSTRIES,13.75
2017,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,34.21
2018,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,48.67
2018,ER_H2O_STRESS,Таджикистан,INDUSTRIES,10.62
2018,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,5.19
2018,ER_H2O_STRESS,Таджикистан,TOTAL,64.48
2019,ER_H2O_STRESS,Таджикистан,TOTAL,69.94
2019,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,48.67
2019,ER_H2O_STRESS,Таджикистан,INDUSTRIES,10.62
2019,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,6.02
2020,ER_H2O_STRESS,Таджикистан,ISIC4_A01_A0210_A0322,52.13
2020,ER_H2O_STRESS,Таджикистан,INDUSTRIES,11.37
2020,ER_H2O_STRESS,Таджикистан,TOTAL,69.94
2020,ER_H2O_STRESS,Таджикистан,ISIC4_GTT,6.44
2000,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,275.27
2000,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,59.63
2000,ER_H2O_STRESS,United Arab Emirates,TOTAL,1555.87
2000,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1220.97
2001,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,46.66
2001,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,257.66
2001,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1223.61
2001,ER_H2O_STRESS,United Arab Emirates,TOTAL,1527.93
2002,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,241.74
2002,ER_H2O_STRESS,United Arab Emirates,TOTAL,1499.99
2002,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,35.27
2002,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1222.98
2003,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1219.53
2003,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,25.25
2003,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,227.27
2003,ER_H2O_STRESS,United Arab Emirates,TOTAL,1472.05
2004,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,257.68
2004,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,28.72
2004,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1382.95
2004,ER_H2O_STRESS,United Arab Emirates,TOTAL,1669.36
2005,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1546.37
2005,ER_H2O_STRESS,United Arab Emirates,TOTAL,1866.67
2005,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,32.22
2005,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,288.08
2006,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,359.52
2006,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,29.88
2006,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1460.24
2006,ER_H2O_STRESS,United Arab Emirates,TOTAL,1849.64
2007,ER_H2O_STRESS,United Arab Emirates,TOTAL,1832.61
2007,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,27.67
2007,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1378.61
2007,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,426.33
2008,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,25.58
2008,ER_H2O_STRESS,United Arab Emirates,TOTAL,1815.58
2008,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,488.8
2008,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1301.2
2009,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,23.6
2009,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1227.73
2009,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,547.21
2009,ER_H2O_STRESS,United Arab Emirates,TOTAL,1798.55
2010,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,601.83
2010,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1157.96
2010,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,21.73
2010,ER_H2O_STRESS,United Arab Emirates,TOTAL,1781.52
2011,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,19.95
2011,ER_H2O_STRESS,United Arab Emirates,TOTAL,1764.48
2011,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1091.66
2011,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,652.87
2012,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,700.56
2012,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,1028.62
2012,ER_H2O_STRESS,United Arab Emirates,TOTAL,1747.45
2012,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,18.27
2013,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,16.68
2013,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,968.65
2013,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,745.1
2013,ER_H2O_STRESS,United Arab Emirates,TOTAL,1730.42
2014,ER_H2O_STRESS,United Arab Emirates,TOTAL,1713.39
2014,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,786.66
2014,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,911.56
2014,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,15.16
2015,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,857.21
2015,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,825.42
2015,ER_H2O_STRESS,United Arab Emirates,TOTAL,1696.36
2015,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,13.73
2016,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,861.54
2016,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,805.43
2016,ER_H2O_STRESS,United Arab Emirates,TOTAL,1679.33
2016,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,12.37
2017,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,12.06
2017,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,772.42
2017,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,845.52
2017,ER_H2O_STRESS,United Arab Emirates,TOTAL,1630.0
2018,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,859.01
2018,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,796.2
2018,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,12.12
2018,ER_H2O_STRESS,United Arab Emirates,TOTAL,1667.33
2019,ER_H2O_STRESS,United Arab Emirates,TOTAL,1628.67
2019,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,769.61
2019,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,11.97
2019,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,847.08
2020,ER_H2O_STRESS,United Arab Emirates,ISIC4_GTT,837.5
2020,ER_H2O_STRESS,United Arab Emirates,TOTAL,1587.33
2020,ER_H2O_STRESS,United Arab Emirates,ISIC4_A01_A0210_A0322,738.04
2020,ER_H2O_STRESS,United Arab Emirates,INDUSTRIES,11.79
2000,ER_H2O_STRESS,Türkiye,INDUSTRIES,1.16
2000,ER_H2O_STRESS,Türkiye,TOTAL,31.2
2000,ER_H2O_STRESS,Türkiye,ISIC4_GTT,5.07
2000,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,24.96
2001,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.74
2001,ER_H2O_STRESS,Türkiye,INDUSTRIES,1.93
2001,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,24.74
2001,ER_H2O_STRESS,Türkiye,TOTAL,30.41
2002,ER_H2O_STRESS,Türkiye,INDUSTRIES,2.59
2002,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.71
2002,ER_H2O_STRESS,Türkiye,TOTAL,29.62
2002,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,23.32
2003,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,21.99
2003,ER_H2O_STRESS,Türkiye,TOTAL,28.83
2003,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.65
2003,ER_H2O_STRESS,Türkiye,INDUSTRIES,3.19
2004,ER_H2O_STRESS,Türkiye,INDUSTRIES,0.98
2004,ER_H2O_STRESS,Türkiye,TOTAL,29.37
2004,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,24.42
2004,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.97
2005,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,24.9
2005,ER_H2O_STRESS,Türkiye,TOTAL,29.9
2005,ER_H2O_STRESS,Türkiye,INDUSTRIES,0.99
2005,ER_H2O_STRESS,Türkiye,ISIC4_GTT,4.02
2006,ER_H2O_STRESS,Türkiye,ISIC4_GTT,4.06
2006,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,25.38
2006,ER_H2O_STRESS,Türkiye,TOTAL,30.44
2006,ER_H2O_STRESS,Türkiye,INDUSTRIES,1.0
2007,ER_H2O_STRESS,Türkiye,INDUSTRIES,1.01
2007,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,25.98
2007,ER_H2O_STRESS,Türkiye,TOTAL,30.8
2007,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.81
2008,ER_H2O_STRESS,Türkiye,TOTAL,31.17
2008,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,25.22
2008,ER_H2O_STRESS,Türkiye,INDUSTRIES,0.97
2008,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.37
2009,ER_H2O_STRESS,Türkiye,INDUSTRIES,1.12
2009,ER_H2O_STRESS,Türkiye,TOTAL,33.52
2009,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.64
2009,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,28.77
2010,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.75
2010,ER_H2O_STRESS,Türkiye,TOTAL,34.88
2010,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,29.91
2010,ER_H2O_STRESS,Türkiye,INDUSTRIES,1.22
2011,ER_H2O_STRESS,Türkiye,INDUSTRIES,1.28
2011,ER_H2O_STRESS,Türkiye,TOTAL,36.2
2011,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.73
2011,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,31.18
2012,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,32.29
2012,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.84
2012,ER_H2O_STRESS,Türkiye,TOTAL,37.52
2012,ER_H2O_STRESS,Türkiye,INDUSTRIES,1.39
2013,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,32.68
2013,ER_H2O_STRESS,Türkiye,TOTAL,38.06
2013,ER_H2O_STRESS,Türkiye,INDUSTRIES,1.56
2013,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.82
2014,ER_H2O_STRESS,Türkiye,TOTAL,38.6
2014,ER_H2O_STRESS,Türkiye,ISIC4_GTT,3.94
2014,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,32.88
2014,ER_H2O_STRESS,Türkiye,INDUSTRIES,1.77
2015,ER_H2O_STRESS,Türkiye,ISIC4_GTT,4.1
2015,ER_H2O_STRESS,Türkiye,TOTAL,39.89
2015,ER_H2O_STRESS,Türkiye,INDUSTRIES,1.2
2015,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,34.59
2016,ER_H2O_STRESS,Türkiye,ISIC4_GTT,4.74
2016,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,38.77
2016,ER_H2O_STRESS,Türkiye,INDUSTRIES,0.76
2016,ER_H2O_STRESS,Türkiye,TOTAL,44.28
2017,ER_H2O_STRESS,Türkiye,INDUSTRIES,0.8
2017,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,38.01
2017,ER_H2O_STRESS,Türkiye,TOTAL,43.67
2017,ER_H2O_STRESS,Türkiye,ISIC4_GTT,4.86
2018,ER_H2O_STRESS,Türkiye,INDUSTRIES,0.84
2018,ER_H2O_STRESS,Türkiye,ISIC4_GTT,5.03
2018,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,39.53
2018,ER_H2O_STRESS,Türkiye,TOTAL,45.38
2019,ER_H2O_STRESS,Türkiye,INDUSTRIES,0.78
2019,ER_H2O_STRESS,Türkiye,TOTAL,45.71
2019,ER_H2O_STRESS,Türkiye,ISIC4_A01_A0210_A0322,39.96
2019,ER_H2O_STRESS,Türkiye,ISIC4_GTT,4.97
2020,ER_H2O_STRESS,Türkiye,ISIC4_GTT,5.07
2020,ER_H2O_STRESS,Türkiye,INDUSTRIES,0.76
