Year,SeriesCode,Страна ,Age,Value
2005,FB_CBK_BRCH,Mexico,15+,11.0924886164979
2006,FB_CBK_BRCH,Mexico,15+,11.4436222311308
2007,FB_CBK_BRCH,Mexico,15+,12.6010424785798
2008,FB_CBK_BRCH,Mexico,15+,13.9668347033222
2009,FB_CBK_BRCH,Mexico,15+,13.675038506113
2010,FB_CBK_BRCH,Mexico,15+,14.0898365341479
2011,FB_CBK_BRCH,Mexico,15+,14.4135498629488
2012,FB_CBK_BRCH,Mexico,15+,14.8881749644832
2013,FB_CBK_BRCH,Mexico,15+,14.8319505469151
2014,FB_CBK_BRCH,Mexico,15+,14.7262485605409
2015,FB_CBK_BRCH,Mexico,15+,13.9235486047233
2016,FB_CBK_BRCH,Mexico,15+,14.0189310779759
2017,FB_CBK_BRCH,Mexico,15+,14.0319653479782
2018,FB_CBK_BRCH,Mexico,15+,13.856505729787
2019,FB_CBK_BRCH,Mexico,15+,13.733713104358
2020,FB_CBK_BRCH,Mexico,15+,12.790904714045
2021,FB_CBK_BRCH,Mexico,15+,11.9779294132769
2004,FB_CBK_BRCH,Republic of Moldova,15+,37.1075798444995
2005,FB_CBK_BRCH,Republic of Moldova,15+,40.1131326316935
2006,FB_CBK_BRCH,Republic of Moldova,15+,41.4966018047849
2007,FB_CBK_BRCH,Republic of Moldova,15+,44.6758974376265
2008,FB_CBK_BRCH,Republic of Moldova,15+,49.6005891541166
2009,FB_CBK_BRCH,Republic of Moldova,15+,48.6892485248542
2010,FB_CBK_BRCH,Republic of Moldova,15+,49.1863530684331
2011,FB_CBK_BRCH,Republic of Moldova,15+,52.7396648212656
2012,FB_CBK_BRCH,Republic of Moldova,15+,53.2047420132474
2013,FB_CBK_BRCH,Republic of Moldova,15+,54.0443163393983
2014,FB_CBK_BRCH,Republic of Moldova,15+,56.2254507497073
2015,FB_CBK_BRCH,Republic of Moldova,15+,34.5636165357369
2016,FB_CBK_BRCH,Republic of Moldova,15+,34.536312920183
2017,FB_CBK_BRCH,Republic of Moldova,15+,34.7072369115992
2018,FB_CBK_BRCH,Republic of Moldova,15+,35.3273307590461
2019,FB_CBK_BRCH,Republic of Moldova,15+,32.3887651136417
2020,FB_CBK_BRCH,Republic of Moldova,15+,30.4880538549694
2021,FB_CBK_BRCH,Republic of Moldova,15+,29.8577993463588
2004,FB_CBK_BRCH,Montenegro,15+,21.0949724331719
2005,FB_CBK_BRCH,Montenegro,15+,25.0860164833484
2006,FB_CBK_BRCH,Montenegro,15+,27.2446324007807
2007,FB_CBK_BRCH,Montenegro,15+,34.6495431731282
2008,FB_CBK_BRCH,Montenegro,15+,41.7726959936554
2009,FB_CBK_BRCH,Montenegro,15+,43.5820859551205
2010,FB_CBK_BRCH,Montenegro,15+,39.7818594720807
2011,FB_CBK_BRCH,Montenegro,15+,40.2786806139907
2012,FB_CBK_BRCH,Montenegro,15+,40.5653699004955
2013,FB_CBK_BRCH,Montenegro,15+,42.4215993339412
2014,FB_CBK_BRCH,Montenegro,15+,41.9005454976678
2015,FB_CBK_BRCH,Montenegro,15+,42.9921766071284
2016,FB_CBK_BRCH,Montenegro,15+,44.2726011628937
2017,FB_CBK_BRCH,Montenegro,15+,43.6331045543527
2018,FB_CBK_BRCH,Montenegro,15+,43.6216158861279
2019,FB_CBK_BRCH,Montenegro,15+,40.8540860960582
2020,FB_CBK_BRCH,Montenegro,15+,38.0995773696366
2021,FB_CBK_BRCH,Montenegro,15+,25.7520685201603
2004,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,33.6127673724043
2005,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,28.0719969452386
2006,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,27.6962310899885
2007,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,28.6571434022834
2008,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,27.571346505915
2009,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,25.2244828301164
2010,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,23.0151713324077
2011,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,21.305189226676
2012,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,19.6485943326419
2013,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,17.3532541226897
2014,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,14.7918454669062
2015,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,13.9913846258581
2016,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,12.4583849470614
2017,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,11.9192231178776
2018,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,10.943608113129
2019,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,9.23926699439105
2020,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,6.99182031837948
2021,FB_CBK_BRCH,Netherlands (Kingdom of the),15+,5.4498264463262
2004,FB_CBK_BRCH,New Zealand,15+,35.0095142031002
2005,FB_CBK_BRCH,New Zealand,15+,35.1498400682277
2006,FB_CBK_BRCH,New Zealand,15+,35.3507882405785
2007,FB_CBK_BRCH,New Zealand,15+,35.1371082369963
2008,FB_CBK_BRCH,New Zealand,15+,34.98842325368
2009,FB_CBK_BRCH,New Zealand,15+,35.6968266752011
2010,FB_CBK_BRCH,New Zealand,15+,34.4905745036884
2011,FB_CBK_BRCH,New Zealand,15+,33.9131370369042
2012,FB_CBK_BRCH,New Zealand,15+,33.3177622434226
2013,FB_CBK_BRCH,New Zealand,15+,30.827550344608
2014,FB_CBK_BRCH,New Zealand,15+,29.513550183566
2015,FB_CBK_BRCH,New Zealand,15+,28.8706767178188
2016,FB_CBK_BRCH,New Zealand,15+,29.5748183383978
2017,FB_CBK_BRCH,New Zealand,15+,27.1701019163461
2018,FB_CBK_BRCH,New Zealand,15+,26.6669104784196
2019,FB_CBK_BRCH,New Zealand,15+,25.1189780620933
2020,FB_CBK_BRCH,New Zealand,15+,21.3843032386856
2021,FB_CBK_BRCH,New Zealand,15+,17.7284637862871
2005,FB_CBK_BRCH,Norway,15+,12.0810544581109
2006,FB_CBK_BRCH,Norway,15+,12.0125303209849
2007,FB_CBK_BRCH,Norway,15+,12.314292314987
2008,FB_CBK_BRCH,Norway,15+,11.6989706980991
2009,FB_CBK_BRCH,Norway,15+,11.0182076520557
2010,FB_CBK_BRCH,Norway,15+,10.9585396876741
2011,FB_CBK_BRCH,Norway,15+,10.7251092434304
2012,FB_CBK_BRCH,Norway,15+,9.92516765832782
2013,FB_CBK_BRCH,Norway,15+,8.93813940220953
2014,FB_CBK_BRCH,Norway,15+,8.50956613097601
2015,FB_CBK_BRCH,Norway,15+,7.7291499133231
2016,FB_CBK_BRCH,Norway,15+,6.15895209497337
2017,FB_CBK_BRCH,Norway,15+,5.50117930092671
2004,FB_CBK_BRCH,Poland,15+,26.6164325336778
2005,FB_CBK_BRCH,Poland,15+,26.5947117999203
2006,FB_CBK_BRCH,Poland,15+,27.6169387937248
2007,FB_CBK_BRCH,Poland,15+,29.7101704127235
2008,FB_CBK_BRCH,Poland,15+,32.7478036810197
2009,FB_CBK_BRCH,Poland,15+,32.9398420139365
2010,FB_CBK_BRCH,Poland,15+,32.1854417195316
2011,FB_CBK_BRCH,Poland,15+,32.570568481215
2012,FB_CBK_BRCH,Poland,15+,33.9563980925422
2013,FB_CBK_BRCH,Poland,15+,32.950428230474
2014,FB_CBK_BRCH,Poland,15+,32.9309862513827
2015,FB_CBK_BRCH,Poland,15+,31.1213225514093
2016,FB_CBK_BRCH,Poland,15+,31.008020269411
2017,FB_CBK_BRCH,Poland,15+,29.3121815393892
2018,FB_CBK_BRCH,Poland,15+,29.7346271326737
2019,FB_CBK_BRCH,Poland,15+,28.9531724748528
2020,FB_CBK_BRCH,Poland,15+,25.7627195024627
2021,FB_CBK_BRCH,Poland,15+,23.207724090236
2004,FB_CBK_BRCH,Portugal,15+,66.4490846875741
2005,FB_CBK_BRCH,Portugal,15+,68.1490348349314
2006,FB_CBK_BRCH,Portugal,15+,70.7409575640826
2007,FB_CBK_BRCH,Portugal,15+,61.512638861922
2008,FB_CBK_BRCH,Portugal,15+,64.2108227006065
2009,FB_CBK_BRCH,Portugal,15+,65.7765729212004
2010,FB_CBK_BRCH,Portugal,15+,65.8687669927404
2011,FB_CBK_BRCH,Portugal,15+,63.9460540771057
2012,FB_CBK_BRCH,Portugal,15+,61.0956902197885
2013,FB_CBK_BRCH,Portugal,15+,58.0274727448582
2014,FB_CBK_BRCH,Portugal,15+,53.3882354128505
2015,FB_CBK_BRCH,Portugal,15+,35.4985341543882
2016,FB_CBK_BRCH,Portugal,15+,42.6983994004007
2017,FB_CBK_BRCH,Portugal,15+,39.0776548908918
2018,FB_CBK_BRCH,Portugal,15+,35.4613315864845
2019,FB_CBK_BRCH,Portugal,15+,34.5394923008423
2020,FB_CBK_BRCH,Portugal,15+,32.8720156052159
2021,FB_CBK_BRCH,Portugal,15+,30.7110659235985
2008,FB_CBK_BRCH,Romania,15+,36.725865717572
2009,FB_CBK_BRCH,Romania,15+,36.2111984805858
2010,FB_CBK_BRCH,Romania,15+,35.4369416541282
2011,FB_CBK_BRCH,Romania,15+,35.2672432702717
2012,FB_CBK_BRCH,Romania,15+,33.197116058988
2013,FB_CBK_BRCH,Romania,15+,31.6400902365408
2014,FB_CBK_BRCH,Romania,15+,30.7421234237079
2015,FB_CBK_BRCH,Romania,15+,28.7173408949093
2016,FB_CBK_BRCH,Romania,15+,28.0195069538967
2017,FB_CBK_BRCH,Romania,15+,26.6809818577172
2018,FB_CBK_BRCH,Romania,15+,25.5824521886888
2019,FB_CBK_BRCH,Romania,15+,23.656784990947
2020,FB_CBK_BRCH,Romania,15+,22.5956223256059
2021,FB_CBK_BRCH,Romania,15+,21.6599869841987
2016,FB_CBK_BRCH,Узбекистан,15+,27.7242568129961
2017,FB_CBK_BRCH,Узбекистан,15+,37.9579848128323
2018,FB_CBK_BRCH,Узбекистан,15+,35.9241527656832
2019,FB_CBK_BRCH,Узбекистан,15+,39.9833659160124
2020,FB_CBK_BRCH,Узбекистан,15+,42.4441530132846
2021,FB_CBK_BRCH,Узбекистан,15+,48.021102113033
2021,FB_CBK_BRCH,Узбекистан,15+,48.021102113033
