Year,SeriesCode,GeoAreaName,Age,Location,Sex,Value
2013,SL_DOM_TSPDCW,Belgium,12+,ALLAREA,MALE,1.11111
2013,SL_DOM_TSPDCW,Belgium,15+,ALLAREA,MALE,0.07333
2013,SL_DOM_TSPDCW,Belgium,15-24,ALLAREA,MALE,0.41958
2002,SL_DOM_TSPDCW,Bulgaria,20-74,ALLAREA,FEMALE,1.73611
2002,SL_DOM_TSPDCW,Bulgaria,20-74,ALLAREA,MALE,0.55556
2010,SL_DOM_TSPDCW,Bulgaria,20-74,ALLAREA,FEMALE,1.04167
2020,SL_DOM_TSPDCW,Switzerland,25-44,URBAN,FEMALE,6.70417
2006,SL_DOM_TSPDCW,Türkiye,55-64,ALLAREA,MALE,0.65332
2006,SL_DOM_TSPDCW,Türkiye,65+,ALLAREA,MALE,0.52611
2006,SL_DOM_TSPDCW,Türkiye,55-64,RURAL,FEMALE,1.57399
2006,SL_DOM_TSPDCW,Türkiye,55-64,ALLAREA,FEMALE,1.33984
2006,SL_DOM_TSPDCW,Türkiye,15+,RURAL,FEMALE,3.20763
2006,SL_DOM_TSPDCW,Türkiye,25-44,RURAL,FEMALE,4.47776
2006,SL_DOM_TSPDCW,Türkiye,45-54,RURAL,FEMALE,1.68836
2006,SL_DOM_TSPDCW,Türkiye,15-24,RURAL,FEMALE,3.63657
2010,SL_DOM_TSPDCW,Bulgaria,20-74,ALLAREA,MALE,0.34722
2015,SL_DOM_TSPDCW,Belarus,10+,ALLAREA,FEMALE,2.22222
2015,SL_DOM_TSPDCW,Belarus,10+,ALLAREA,MALE,0.69444
2005,SL_DOM_TSPDCW,Canada,15+,ALLAREA,FEMALE,2.5
2005,SL_DOM_TSPDCW,Canada,15+,ALLAREA,MALE,1.25
2010,SL_DOM_TSPDCW,Canada,15+,ALLAREA,MALE,1.66667
2010,SL_DOM_TSPDCW,Canada,15+,ALLAREA,FEMALE,2.91667
2015,SL_DOM_TSPDCW,Canada,15+,ALLAREA,FEMALE,2.08333
2015,SL_DOM_TSPDCW,Canada,55-64,URBAN,FEMALE,0.83333
2015,SL_DOM_TSPDCW,Canada,25-44,ALLAREA,FEMALE,5.41667
2006,SL_DOM_TSPDCW,Türkiye,45-54,ALLAREA,MALE,0.71423
2006,SL_DOM_TSPDCW,Türkiye,15+,RURAL,MALE,0.90013
2006,SL_DOM_TSPDCW,Türkiye,25-44,ALLAREA,MALE,1.21357
2006,SL_DOM_TSPDCW,Türkiye,55-64,URBAN,MALE,0.64241
2006,SL_DOM_TSPDCW,Türkiye,65+,URBAN,MALE,0.43942
2006,SL_DOM_TSPDCW,Türkiye,45-54,URBAN,FEMALE,1.47233
2006,SL_DOM_TSPDCW,Türkiye,55-64,RURAL,MALE,0.66685
2006,SL_DOM_TSPDCW,Türkiye,25-44,URBAN,MALE,1.25872
2006,SL_DOM_TSPDCW,Türkiye,15-24,URBAN,MALE,0.74829
2015,SL_DOM_TSPDCW,Canada,45-54,ALLAREA,FEMALE,1.25
2015,SL_DOM_TSPDCW,Canada,55-64,ALLAREA,FEMALE,0.41667
2015,SL_DOM_TSPDCW,Canada,65+,ALLAREA,FEMALE,0.41667
2015,SL_DOM_TSPDCW,Canada,15+,ALLAREA,MALE,1.25
2015,SL_DOM_TSPDCW,Canada,25-44,ALLAREA,MALE,2.5
2015,SL_DOM_TSPDCW,Canada,45-54,ALLAREA,MALE,1.25
2015,SL_DOM_TSPDCW,Canada,55-64,ALLAREA,MALE,0.41667
2015,SL_DOM_TSPDCW,Canada,65+,ALLAREA,MALE,0.41667
2015,SL_DOM_TSPDCW,Canada,45-54,RURAL,FEMALE,1.25
2015,SL_DOM_TSPDCW,Canada,15+,RURAL,MALE,0.83333
2006,SL_DOM_TSPDCW,Türkiye,65+,ALLAREA,FEMALE,1.07862
2006,SL_DOM_TSPDCW,Türkiye,15+,ALLAREA,MALE,0.94954
2006,SL_DOM_TSPDCW,Türkiye,25-44,ALLAREA,FEMALE,4.93285
2006,SL_DOM_TSPDCW,Türkiye,15-24,ALLAREA,FEMALE,2.85674
2006,SL_DOM_TSPDCW,Türkiye,15+,ALLAREA,FEMALE,3.29102
2006,SL_DOM_TSPDCW,Türkiye,15-24,ALLAREA,MALE,0.82625
2006,SL_DOM_TSPDCW,Türkiye,45-54,ALLAREA,FEMALE,1.55071
2006,SL_DOM_TSPDCW,Türkiye,65+,RURAL,FEMALE,1.09408
2006,SL_DOM_TSPDCW,Türkiye,15+,URBAN,FEMALE,3.33968
2015,SL_DOM_TSPDCW,Canada,25-44,RURAL,MALE,2.5
2015,SL_DOM_TSPDCW,Canada,45-54,RURAL,MALE,0.41667
2015,SL_DOM_TSPDCW,Canada,15+,URBAN,FEMALE,2.08333
2015,SL_DOM_TSPDCW,Canada,15-24,URBAN,FEMALE,0.41667
2015,SL_DOM_TSPDCW,Canada,25-44,URBAN,FEMALE,5.41667
2015,SL_DOM_TSPDCW,Canada,45-54,URBAN,FEMALE,1.25
2015,SL_DOM_TSPDCW,Canada,15+,RURAL,FEMALE,2.08333
2015,SL_DOM_TSPDCW,Canada,15-24,ALLAREA,FEMALE,0.41667
2015,SL_DOM_TSPDCW,Canada,25-44,RURAL,FEMALE,6.25
2015,SL_DOM_TSPDCW,Canada,55-64,RURAL,FEMALE,0.83333
2015,SL_DOM_TSPDCW,Canada,65+,RURAL,FEMALE,0.41667
2015,SL_DOM_TSPDCW,Canada,65+,URBAN,FEMALE,0.41667
2015,SL_DOM_TSPDCW,Canada,45-54,URBAN,MALE,1.25
2015,SL_DOM_TSPDCW,Canada,15+,URBAN,MALE,1.25
2015,SL_DOM_TSPDCW,Canada,25-44,URBAN,MALE,2.5
2015,SL_DOM_TSPDCW,Canada,55-64,URBAN,MALE,0.41667
2015,SL_DOM_TSPDCW,Canada,65+,URBAN,MALE,0.41667
2008,SL_DOM_TSPDCW,Chile,25-44,ALLAREA,FEMALE,5.31222
2008,SL_DOM_TSPDCW,Chile,45-54,ALLAREA,FEMALE,2.30782
2008,SL_DOM_TSPDCW,Chile,55-64,ALLAREA,FEMALE,3.83964
2008,SL_DOM_TSPDCW,Chile,15-24,ALLAREA,MALE,0.23839
2008,SL_DOM_TSPDCW,Chile,25-44,ALLAREA,MALE,0.94714
2008,SL_DOM_TSPDCW,Chile,15+,ALLAREA,MALE,0.58331
2008,SL_DOM_TSPDCW,Chile,65+,ALLAREA,FEMALE,1.3726
2008,SL_DOM_TSPDCW,Chile,65+,ALLAREA,MALE,0.39672
2008,SL_DOM_TSPDCW,Chile,55-64,ALLAREA,MALE,0.67022
2008,SL_DOM_TSPDCW,Chile,45-54,ALLAREA,MALE,0.39239
2008,SL_DOM_TSPDCW,Chile,15+,ALLAREA,FEMALE,3.42622
2008,SL_DOM_TSPDCW,Chile,15-24,ALLAREA,FEMALE,2.67947
2015,SL_DOM_TSPDCW,Chile,25-44,ALLAREA,MALE,4.5897
2015,SL_DOM_TSPDCW,Chile,45-54,ALLAREA,MALE,2.59616
2015,SL_DOM_TSPDCW,Chile,55-64,ALLAREA,MALE,1.38488
2015,SL_DOM_TSPDCW,Chile,65+,ALLAREA,MALE,1.07502
2015,SL_DOM_TSPDCW,Chile,12-24,ALLAREA,FEMALE,6.44234
2015,SL_DOM_TSPDCW,Chile,12+,ALLAREA,FEMALE,6.54675
2015,SL_DOM_TSPDCW,Chile,25-44,ALLAREA,FEMALE,12.4907
2015,SL_DOM_TSPDCW,Chile,45-54,ALLAREA,FEMALE,4.13454
2015,SL_DOM_TSPDCW,Chile,55-64,ALLAREA,FEMALE,2.40933
2015,SL_DOM_TSPDCW,Chile,65+,ALLAREA,FEMALE,1.19409
2015,SL_DOM_TSPDCW,Chile,12-24,ALLAREA,MALE,2.40978
2015,SL_DOM_TSPDCW,Chile,12+,ALLAREA,MALE,2.83709
2008,SL_DOM_TSPDCW,China,15+,ALLAREA,MALE,1.38889
2008,SL_DOM_TSPDCW,China,15+,ALLAREA,FEMALE,2.91667
2018,SL_DOM_TSPDCW,China,15+,ALLAREA,MALE,2.08333
2018,SL_DOM_TSPDCW,China,65-74,ALLAREA,MALE,2.15278
2018,SL_DOM_TSPDCW,China,75-84,ALLAREA,MALE,1.11111
2018,SL_DOM_TSPDCW,China,15+,ALLAREA,FEMALE,5.13889
2018,SL_DOM_TSPDCW,China,15-24,ALLAREA,FEMALE,2.36111
2018,SL_DOM_TSPDCW,China,25-34,ALLAREA,FEMALE,9.79167
2018,SL_DOM_TSPDCW,China,35-44,ALLAREA,FEMALE,5.97222
2018,SL_DOM_TSPDCW,China,15+,URBAN,MALE,2.43056
2018,SL_DOM_TSPDCW,China,25-34,ALLAREA,MALE,2.70833
2018,SL_DOM_TSPDCW,China,35-44,ALLAREA,MALE,3.125
2018,SL_DOM_TSPDCW,China,65-74,ALLAREA,FEMALE,3.05556
2018,SL_DOM_TSPDCW,China,75-84,ALLAREA,FEMALE,1.18056
