Year,SeriesCode,GeoAreaName,Age,Sex,Value
2010,"SL_TLF_NEET","Colombia","15-24","MALE",14.9
2012,"SL_TLF_NEET","Austria","15-24","MALE",11.93
2012,"SL_TLF_NEET","Austria","15-24","BOTHSEX",10.16
2013,"SL_TLF_NEET","Austria","15-24","FEMALE",8.65
2013,"SL_TLF_NEET","Austria","15-24","BOTHSEX",10.34
2013,"SL_TLF_NEET","Austria","15-24","MALE",11.96
2014,"SL_TLF_NEET","Austria","15-24","MALE",12.64
2014,"SL_TLF_NEET","Austria","15-24","FEMALE",8.8
2014,"SL_TLF_NEET","Austria","15-24","BOTHSEX",10.76
2015,"SL_TLF_NEET","Austria","15-24","BOTHSEX",11.04
2015,"SL_TLF_NEET","Austria","15-24","FEMALE",9.01
2011,"SL_TLF_NEET","Colombia","15-24","FEMALE",31.71
2011,"SL_TLF_NEET","Colombia","15-24","MALE",14.45
2011,"SL_TLF_NEET","Colombia","15-24","BOTHSEX",23.03
2012,"SL_TLF_NEET","Colombia","15-24","BOTHSEX",22.53
2012,"SL_TLF_NEET","Colombia","15-24","MALE",14.07
2012,"SL_TLF_NEET","Colombia","15-24","FEMALE",31.12
2013,"SL_TLF_NEET","Colombia","15-24","BOTHSEX",22.08
2013,"SL_TLF_NEET","Colombia","15-24","MALE",13.95
2013,"SL_TLF_NEET","Colombia","15-24","FEMALE",30.36
2015,"SL_TLF_NEET","Austria","15-24","MALE",12.97
2016,"SL_TLF_NEET","Austria","15-24","MALE",12.6
2016,"SL_TLF_NEET","Austria","15-24","BOTHSEX",10.91
2016,"SL_TLF_NEET","Austria","15-24","FEMALE",9.11
2017,"SL_TLF_NEET","Austria","15-24","MALE",13.19
2017,"SL_TLF_NEET","Austria","15-24","FEMALE",7.54
2017,"SL_TLF_NEET","Austria","15-24","BOTHSEX",10.45
2018,"SL_TLF_NEET","Austria","15-24","FEMALE",8.75
2018,"SL_TLF_NEET","Austria","15-24","BOTHSEX",10.42
2018,"SL_TLF_NEET","Austria","15-24","MALE",12.01
2014,"SL_TLF_NEET","Colombia","15-24","MALE",13.76
2014,"SL_TLF_NEET","Colombia","15-24","BOTHSEX",21.4
2014,"SL_TLF_NEET","Colombia","15-24","FEMALE",29.2
2015,"SL_TLF_NEET","Colombia","15-24","FEMALE",29.69
2015,"SL_TLF_NEET","Colombia","15-24","BOTHSEX",21.14
2015,"SL_TLF_NEET","Colombia","15-24","MALE",12.78
2016,"SL_TLF_NEET","Colombia","15-24","MALE",13.66
2016,"SL_TLF_NEET","Colombia","15-24","BOTHSEX",21.13
2016,"SL_TLF_NEET","Colombia","15-24","FEMALE",28.78
2014,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",9.11
