Year,SeriesCode,GeoAreaName,Age,Value
2017,"FB_ATM_TOTL","Hungary","15+",60.9338933476702
2018,"FB_ATM_TOTL","Hungary","15+",60.5614393232226
2019,"FB_ATM_TOTL","Hungary","15+",60.9387728593656
2020,"FB_ATM_TOTL","Hungary","15+",59.9620168662944
2021,"FB_ATM_TOTL","Hungary","15+",59.2166809261012
2004,"FB_ATM_TOTL","Iceland","15+",105.904156738152
2005,"FB_ATM_TOTL","Iceland","15+",111.294436577328
2006,"FB_ATM_TOTL","Iceland","15+",106.253346769603
2007,"FB_ATM_TOTL","Iceland","15+",106.482315744639
2008,"FB_ATM_TOTL","Iceland","15+",101.710253915244
2009,"FB_ATM_TOTL","Iceland","15+",79.1353174161325
2010,"FB_ATM_TOTL","Iceland","15+",81.3824698190133
2011,"FB_ATM_TOTL","Iceland","15+",75.9379523647553
