Year,SeriesCode,GeoAreaName,Sex,Value
2013,"PD_AGR_SSFP","Poland","MALE",34.7
2013,"PD_AGR_SSFP","Poland","FEMALE",27.6
2013,"PD_AGR_SSFP","Poland","BOTHSEX",32.31
2016,"PD_AGR_SSFP","Poland","MALE",46.16
2016,"PD_AGR_SSFP","Poland","BOTHSEX",43.99
2016,"PD_AGR_SSFP","Poland","FEMALE",39.44
2020,"PD_AGR_SSFP","Poland","BOTHSEX",51.39
2020,"PD_AGR_SSFP","Poland","FEMALE",47.5
2020,"PD_AGR_SSFP","Poland","MALE",53.48
2010,"PD_AGR_SSFP","Portugal","MALE",32.35
2010,"PD_AGR_SSFP","Portugal","BOTHSEX",30.24
2010,"PD_AGR_SSFP","Portugal","FEMALE",25.84
2016,"PD_AGR_LSFP","Lithuania","MALE",328.35
2016,"PD_AGR_LSFP","Lithuania","FEMALE",292.01
2016,"PD_AGR_LSFP","Lithuania","BOTHSEX",321.11
2013,"PD_AGR_SSFP","Portugal","FEMALE",24.44
2013,"PD_AGR_SSFP","Portugal","BOTHSEX",28.39
2013,"PD_AGR_SSFP","Portugal","MALE",30.23
2016,"PD_AGR_SSFP","Portugal","FEMALE",29.74
2016,"PD_AGR_SSFP","Portugal","MALE",35.8
2016,"PD_AGR_SSFP","Portugal","BOTHSEX",33.85
2020,"PD_AGR_LSFP","Lithuania","MALE",299.72
2020,"PD_AGR_LSFP","Lithuania","FEMALE",251.93
2020,"PD_AGR_LSFP","Lithuania","BOTHSEX",290.37
