Year,SeriesCode,GeoAreaName,Education level,Type of skill,Value
2001,"SE_LGP_ACHI","Bulgaria","PRIMAR","SKILL_READ",0.92668
2006,"SE_LGP_ACHI","Bulgaria","LOWSEC","SKILL_READ",0.38032
2006,"SE_LGP_ACHI","Bulgaria","PRIMAR","SKILL_READ",0.8738
2006,"SE_LGP_ACHI","Bulgaria","LOWSEC","SKILL_MATH",0.38323
2009,"SE_LGP_ACHI","Bulgaria","LOWSEC","SKILL_READ",0.40507
2009,"SE_LGP_ACHI","Bulgaria","LOWSEC","SKILL_MATH",0.45753
2011,"SE_LGP_ACHI","Bulgaria","PRIMAR","SKILL_READ",0.70709
2012,"SE_LGP_ACHI","Bulgaria","LOWSEC","SKILL_MATH",0.43692
2000,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_READ",0.97557
2003,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_READ",0.83481
2003,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_MATH",0.92947
2006,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_MATH",0.8054
2006,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_READ",0.86908
2009,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_READ",0.83988
2009,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_MATH",0.8674
2011,"SE_LGP_ACHI","Ireland","GRAD23","SKILL_MATH",0.48993
2011,"SE_LGP_ACHI","Ireland","GRAD23","SKILL_READ",0.85551
2012,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_READ",0.93564
2012,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_MATH",0.95915
2015,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_MATH",0.95252
2015,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_READ",0.92869
2015,"SE_LGP_ACHI","Ireland","GRAD23","SKILL_MATH",0.77493
2016,"SE_LGP_ACHI","Ireland","GRAD23","SKILL_READ",1.01271
2018,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_MATH",1.00471
2018,"SE_LGP_ACHI","Ireland","LOWSEC","SKILL_READ",0.94799
2019,"SE_LGP_ACHI","Ireland","GRAD23","SKILL_MATH",0.74314
2000,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_MATH",0.98865
2000,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_READ",0.93352
2001,"SE_LGP_ACHI","Israel","PRIMAR","SKILL_READ",0.79253
2006,"SE_LGP_ACHI","Israel","PRIMAR","SKILL_READ",0.834
2006,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_READ",0.90122
2006,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_MATH",0.96901
2009,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_READ",0.92437
2009,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_MATH",0.97889
2011,"SE_LGP_ACHI","Israel","PRIMAR","SKILL_READ",0.81276
2012,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_MATH",1.03302
2012,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_READ",0.99962
2015,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_READ",0.8177
2015,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_MATH",0.85713
2016,"SE_LGP_ACHI","Israel","PRIMAR","SKILL_READ",1.06122
2018,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_READ",0.87146
2018,"SE_LGP_ACHI","Israel","LOWSEC","SKILL_MATH",0.90672
2000,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_READ",0.77889
2001,"SE_LGP_ACHI","Italy","PRIMAR","SKILL_READ",0.91237
2003,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_MATH",0.81444
2003,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_READ",0.79126
2003,"SE_LGP_ACHI","Italy","PRIMAR","SKILL_MATH",0.44107
2006,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_READ",0.7986
2006,"SE_LGP_ACHI","Italy","PRIMAR","SKILL_READ",0.97085
2007,"SE_LGP_ACHI","Italy","PRIMAR","SKILL_MATH",1.12721
2007,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_MATH",0.4779
2009,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_READ",0.74422
2011,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_MATH",0.85335
2011,"SE_LGP_ACHI","Italy","PRIMAR","SKILL_MATH",0.94066
2011,"SE_LGP_ACHI","Italy","PRIMAR","SKILL_READ",0.90132
2012,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_READ",0.75634
2015,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_MATH",0.4013
2015,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_READ",0.80459
2015,"SE_LGP_ACHI","Italy","PRIMAR","SKILL_MATH",0.63149
2018,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_READ",0.74189
2019,"SE_LGP_ACHI","Italy","PRIMAR","SKILL_MATH",0.79824
2019,"SE_LGP_ACHI","Italy","LOWSEC","SKILL_MATH",0.45002
2007,"SE_LGP_ACHI","Kazakhstan","PRIMAR","SKILL_MATH",0.99081
2009,"SE_LGP_ACHI","Kazakhstan","LOWSEC","SKILL_MATH",1.17379
2009,"SE_LGP_ACHI","Kazakhstan","LOWSEC","SKILL_READ",1.1733
2011,"SE_LGP_ACHI","Kazakhstan","PRIMAR","SKILL_MATH",0.98094
2012,"SE_LGP_ACHI","Kazakhstan","LOWSEC","SKILL_READ",1.17716
2012,"SE_LGP_ACHI","Kazakhstan","LOWSEC","SKILL_MATH",1.12035
2015,"SE_LGP_ACHI","Kazakhstan","PRIMAR","SKILL_MATH",0.87454
2016,"SE_LGP_ACHI","Kazakhstan","PRIMAR","SKILL_READ",1.00645
2018,"SE_LGP_ACHI","Kazakhstan","LOWSEC","SKILL_MATH",1.00441
2018,"SE_LGP_ACHI","Kazakhstan","LOWSEC","SKILL_READ",1.03873
2019,"SE_LGP_ACHI","Kazakhstan","PRIMAR","SKILL_MATH",0.91676
2003,"SE_LGP_ACHI","Republic of Korea","LOWSEC","SKILL_MATH",0.62627
2003,"SE_LGP_ACHI","Republic of Korea","LOWSEC","SKILL_READ",0.72253
2006,"SE_LGP_ACHI","Republic of Korea","LOWSEC","SKILL_READ",0.79818
2006,"SE_LGP_ACHI","Republic of Korea","LOWSEC","SKILL_MATH",0.9268
2009,"SE_LGP_ACHI","Republic of Korea","LOWSEC","SKILL_READ",0.78431
2009,"SE_LGP_ACHI","Republic of Korea","LOWSEC","SKILL_MATH",0.69217
2012,"SE_LGP_ACHI","Republic of Korea","LOWSEC","SKILL_READ",0.92289
2012,"SE_LGP_ACHI","Republic of Korea","LOWSEC","SKILL_MATH",0.72329
2015,"SE_LGP_ACHI","Republic of Korea","PRIMAR","SKILL_MATH",0.72749
2018,"SE_LGP_ACHI","Republic of Korea","LOWSEC","SKILL_MATH",0.79248
2018,"SE_LGP_ACHI","Republic of Korea","LOWSEC","SKILL_READ",0.7362
2000,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_READ",0.86172
2000,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_MATH",0.84569
2001,"SE_LGP_ACHI","Latvia","PRIMAR","SKILL_READ",0.90917
2003,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_MATH",0.88357
2003,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_READ",0.88026
2003,"SE_LGP_ACHI","Latvia","PRIMAR","SKILL_MATH",0.77627
2006,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_MATH",0.91302
2006,"SE_LGP_ACHI","Latvia","PRIMAR","SKILL_READ",0.97346
2006,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_READ",0.93518
2007,"SE_LGP_ACHI","Latvia","PRIMAR","SKILL_MATH",0.97519
2009,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_READ",0.92529
2009,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_MATH",0.93525
2012,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_MATH",0.93684
2012,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_READ",0.85079
2015,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_READ",0.82272
2015,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_MATH",0.81712
2016,"SE_LGP_ACHI","Latvia","PRIMAR","SKILL_READ",0.99916
2018,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_READ",0.73871
2018,"SE_LGP_ACHI","Latvia","LOWSEC","SKILL_MATH",0.85414
2019,"SE_LGP_ACHI","Latvia","PRIMAR","SKILL_MATH",0.74739
2001,"SE_LGP_ACHI","Lithuania","PRIMAR","SKILL_READ",0.95985
2003,"SE_LGP_ACHI","Lithuania","PRIMAR","SKILL_MATH",0.93386
2006,"SE_LGP_ACHI","Lithuania","PRIMAR","SKILL_READ",1.01195
2006,"SE_LGP_ACHI","Lithuania","LOWSEC","SKILL_READ",0.91811
2006,"SE_LGP_ACHI","Lithuania","LOWSEC","SKILL_MATH",0.88227
2007,"SE_LGP_ACHI","Lithuania","PRIMAR","SKILL_MATH",0.46374
2009,"SE_LGP_ACHI","Lithuania","LOWSEC","SKILL_READ",0.83095
2009,"SE_LGP_ACHI","Lithuania","LOWSEC","SKILL_MATH",0.88178
2011,"SE_LGP_ACHI","Lithuania","PRIMAR","SKILL_READ",0.97921
2011,"SE_LGP_ACHI","Lithuania","PRIMAR","SKILL_MATH",0.8943
2012,"SE_LGP_ACHI","Lithuania","LOWSEC","SKILL_READ",0.70309
2012,"SE_LGP_ACHI","Lithuania","LOWSEC","SKILL_MATH",0.78614
2015,"SE_LGP_ACHI","Lithuania","PRIMAR","SKILL_MATH",0.45841
2015,"SE_LGP_ACHI","Lithuania","LOWSEC","SKILL_MATH",0.74718
2015,"SE_LGP_ACHI","Lithuania","LOWSEC","SKILL_READ",0.73601
2016,"SE_LGP_ACHI","Lithuania","PRIMAR","SKILL_READ",0.93345
2018,"SE_LGP_ACHI","Lithuania","LOWSEC","SKILL_READ",0.73089
2018,"SE_LGP_ACHI","Lithuania","LOWSEC","SKILL_MATH",0.77089
2019,"SE_LGP_ACHI","Lithuania","PRIMAR","SKILL_MATH",1.16098
2000,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_READ",0.52182
2000,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_MATH",0.61042
2003,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_MATH",0.93451
2003,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_READ",0.93204
2006,"SE_LGP_ACHI","Luxembourg","PRIMAR","SKILL_READ",0.99302
2006,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_READ",0.92815
2006,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_MATH",0.92299
2009,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_MATH",0.91209
2009,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_READ",0.89861
2012,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_READ",0.88033
2012,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_MATH",0.87762
2015,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_MATH",0.86366
2015,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_READ",0.83802
2018,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_READ",0.79748
2018,"SE_LGP_ACHI","Luxembourg","LOWSEC","SKILL_MATH",0.83304
2009,"SE_LGP_ACHI","Malta","LOWSEC","SKILL_READ",0.72396
2011,"SE_LGP_ACHI","Malta","PRIMAR","SKILL_READ",0.77522
2011,"SE_LGP_ACHI","Malta","PRIMAR","SKILL_MATH",0.77627
2015,"SE_LGP_ACHI","Malta","LOWSEC","SKILL_READ",0.75277
2016,"SE_LGP_ACHI","Malta","PRIMAR","SKILL_READ",0.54349
2018,"SE_LGP_ACHI","Malta","LOWSEC","SKILL_READ",0.74506
2019,"SE_LGP_ACHI","Malta","PRIMAR","SKILL_MATH",0.93648
2000,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_MATH",0.33352
2000,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_READ",0.34904
2003,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_READ",0.24011
2003,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_MATH",0.16898
2006,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_MATH",0.32781
2006,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_READ",0.31607
2006,"SE_LGP_ACHI","Mexico","PRIMAR","SKILL_READ",0.57893
2006,"SE_LGP_ACHI","Mexico","GRAD23","SKILL_MATH",0.66532
2006,"SE_LGP_ACHI","Mexico","GRAD23","SKILL_READ",0.62671
2006,"SE_LGP_ACHI","Mexico","PRIMAR","SKILL_MATH",0.53524
2009,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_READ",0.34579
2009,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_MATH",0.33419
2012,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_MATH",0.44411
2012,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_READ",0.44762
2015,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_READ",0.34383
2015,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_MATH",0.27769
2018,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_MATH",0.4891
2018,"SE_LGP_ACHI","Mexico","LOWSEC","SKILL_READ",0.42553
2001,"SE_LGP_ACHI","Republic of Moldova","PRIMAR","SKILL_READ",0.83636
2003,"SE_LGP_ACHI","Republic of Moldova","PRIMAR","SKILL_MATH",0.79873
2006,"SE_LGP_ACHI","Republic of Moldova","PRIMAR","SKILL_READ",0.95408
2009,"SE_LGP_ACHI","Republic of Moldova","LOWSEC","SKILL_READ",1.12716
2009,"SE_LGP_ACHI","Republic of Moldova","LOWSEC","SKILL_MATH",1.23499
2015,"SE_LGP_ACHI","Republic of Moldova","LOWSEC","SKILL_MATH",0.97388
2015,"SE_LGP_ACHI","Republic of Moldova","LOWSEC","SKILL_READ",1.0319
2018,"SE_LGP_ACHI","Republic of Moldova","LOWSEC","SKILL_READ",1.07864
2018,"SE_LGP_ACHI","Republic of Moldova","LOWSEC","SKILL_MATH",1.06171
2015,"SE_LGP_ACHI","Montenegro","LOWSEC","SKILL_MATH",0.85081
2015,"SE_LGP_ACHI","Montenegro","LOWSEC","SKILL_READ",0.83521
2018,"SE_LGP_ACHI","Montenegro","LOWSEC","SKILL_MATH",0.83075
2018,"SE_LGP_ACHI","Montenegro","LOWSEC","SKILL_READ",0.67193
2019,"SE_LGP_ACHI","Montenegro","PRIMAR","SKILL_MATH",1.21167
2000,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",0.93075
2000,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",0.95139
2001,"SE_LGP_ACHI","Netherlands (Kingdom of the)","PRIMAR","SKILL_READ",0.98939
2003,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",0.94265
2003,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",0.9482
2003,"SE_LGP_ACHI","Netherlands (Kingdom of the)","PRIMAR","SKILL_MATH",0.8136
2006,"SE_LGP_ACHI","Netherlands (Kingdom of the)","PRIMAR","SKILL_READ",0.95196
2006,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",0.75426
2006,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",0.67939
2007,"SE_LGP_ACHI","Netherlands (Kingdom of the)","PRIMAR","SKILL_MATH",0.90678
2009,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",0.84075
2009,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",0.85388
2011,"SE_LGP_ACHI","Netherlands (Kingdom of the)","PRIMAR","SKILL_READ",0.99207
2011,"SE_LGP_ACHI","Netherlands (Kingdom of the)","PRIMAR","SKILL_MATH",0.78205
2012,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",0.81199
2012,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",0.79273
2015,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",0.74415
2015,"SE_LGP_ACHI","Netherlands (Kingdom of the)","PRIMAR","SKILL_MATH",1.02572
2015,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",0.77039
2016,"SE_LGP_ACHI","Netherlands (Kingdom of the)","PRIMAR","SKILL_READ",0.83717
2018,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_MATH",0.72899
2018,"SE_LGP_ACHI","Netherlands (Kingdom of the)","LOWSEC","SKILL_READ",0.65119
2019,"SE_LGP_ACHI","Netherlands (Kingdom of the)","PRIMAR","SKILL_MATH",0.92768
2000,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_READ",0.77372
2000,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_MATH",0.87977
2001,"SE_LGP_ACHI","New Zealand","PRIMAR","SKILL_READ",0.8192
2003,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_READ",0.82245
2003,"SE_LGP_ACHI","New Zealand","PRIMAR","SKILL_MATH",0.32916
2003,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_MATH",0.92384
2006,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_MATH",0.93507
2006,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_READ",0.83048
2006,"SE_LGP_ACHI","New Zealand","PRIMAR","SKILL_READ",0.87997
2007,"SE_LGP_ACHI","New Zealand","PRIMAR","SKILL_MATH",0.5451
2009,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_READ",0.80235
2009,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_MATH",0.81349
2011,"SE_LGP_ACHI","New Zealand","PRIMAR","SKILL_READ",0.8278
2011,"SE_LGP_ACHI","New Zealand","PRIMAR","SKILL_MATH",0.88617
2012,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_READ",0.79078
2012,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_MATH",0.78947
2015,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_MATH",0.89016
2015,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_READ",0.85874
2015,"SE_LGP_ACHI","New Zealand","PRIMAR","SKILL_MATH",0.79572
2016,"SE_LGP_ACHI","New Zealand","PRIMAR","SKILL_READ",0.85392
2018,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_MATH",0.89677
2018,"SE_LGP_ACHI","New Zealand","LOWSEC","SKILL_READ",0.85754
2019,"SE_LGP_ACHI","New Zealand","PRIMAR","SKILL_MATH",0.844
2000,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_MATH",0.71504
2000,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_READ",0.74941
2001,"SE_LGP_ACHI","Norway","GRAD23","SKILL_READ",0.5132
2003,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_READ",0.72184
2003,"SE_LGP_ACHI","Norway","GRAD23","SKILL_MATH",0.16769
2003,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_MATH",0.73608
2003,"SE_LGP_ACHI","Norway","PRIMAR","SKILL_MATH",0.66558
2006,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_MATH",0.74304
2006,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_READ",0.73607
2006,"SE_LGP_ACHI","Norway","GRAD23","SKILL_READ",0.7016
2007,"SE_LGP_ACHI","Norway","GRAD23","SKILL_MATH",0.7799
2007,"SE_LGP_ACHI","Norway","PRIMAR","SKILL_MATH",0.60604
2009,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_MATH",0.6914
2009,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_READ",0.76349
2011,"SE_LGP_ACHI","Norway","GRAD23","SKILL_MATH",1.05959
2011,"SE_LGP_ACHI","Norway","PRIMAR","SKILL_MATH",0.83906
2011,"SE_LGP_ACHI","Norway","GRAD23","SKILL_READ",0.91348
2012,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_MATH",0.77008
2012,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_READ",0.79474
2015,"SE_LGP_ACHI","Norway","PRIMAR","SKILL_MATH",0.73883
2015,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_READ",0.82828
2015,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_MATH",0.78845
2018,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_MATH",0.81296
2018,"SE_LGP_ACHI","Norway","LOWSEC","SKILL_READ",0.76735
2019,"SE_LGP_ACHI","Norway","GRAD23","SKILL_MATH",0.79322
2019,"SE_LGP_ACHI","Norway","PRIMAR","SKILL_MATH",0.81425
2000,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_MATH",0.67103
2000,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_READ",0.64568
2003,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_READ",1.14457
2003,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_MATH",1.09861
2006,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_MATH",0.84527
2006,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_READ",0.84904
2006,"SE_LGP_ACHI","Poland","PRIMAR","SKILL_READ",0.82929
2009,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_READ",0.73798
2009,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_MATH",0.88399
2011,"SE_LGP_ACHI","Poland","PRIMAR","SKILL_READ",0.57003
2012,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_READ",0.95074
2012,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_MATH",0.92627
2015,"SE_LGP_ACHI","Poland","PRIMAR","SKILL_MATH",0.89537
2015,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_READ",0.79361
2015,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_MATH",0.79298
2018,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_READ",0.80951
2018,"SE_LGP_ACHI","Poland","LOWSEC","SKILL_MATH",0.89587
2019,"SE_LGP_ACHI","Poland","PRIMAR","SKILL_MATH",0.62335
2000,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_MATH",0.72152
2000,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_READ",0.73613
2003,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_READ",0.50551
2003,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_MATH",0.69367
2006,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_MATH",0.83922
2006,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_READ",0.68485
2009,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_READ",0.83935
2009,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_MATH",0.8614
2011,"SE_LGP_ACHI","Portugal","PRIMAR","SKILL_MATH",0.96847
2011,"SE_LGP_ACHI","Portugal","PRIMAR","SKILL_READ",0.85515
2012,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_READ",0.86676
2012,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_MATH",0.91636
2015,"SE_LGP_ACHI","Portugal","PRIMAR","SKILL_MATH",0.80624
2015,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_READ",0.85632
2015,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_MATH",0.81728
2016,"SE_LGP_ACHI","Portugal","PRIMAR","SKILL_READ",0.99869
2018,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_READ",0.76421
2018,"SE_LGP_ACHI","Portugal","LOWSEC","SKILL_MATH",0.82057
2019,"SE_LGP_ACHI","Portugal","PRIMAR","SKILL_MATH",0.84224
2000,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_MATH",1.17341
2000,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_READ",1.11579
2001,"SE_LGP_ACHI","Romania","PRIMAR","SKILL_READ",0.84519
2006,"SE_LGP_ACHI","Romania","PRIMAR","SKILL_READ",0.40999
2006,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_READ",0.70578
2006,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_MATH",0.83726
2009,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_MATH",0.5286
2009,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_READ",0.48611
2011,"SE_LGP_ACHI","Romania","PRIMAR","SKILL_READ",0.68117
2011,"SE_LGP_ACHI","Romania","PRIMAR","SKILL_MATH",1.08306
2012,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_MATH",0.7516
2012,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_READ",0.59046
2015,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_READ",0.92673
2015,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_MATH",0.92884
2018,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_READ",0.49953
2018,"SE_LGP_ACHI","Romania","LOWSEC","SKILL_MATH",0.64227
2003,"SE_LGP_ACHI","Serbia","LOWSEC","SKILL_MATH",0.69109
2003,"SE_LGP_ACHI","Serbia","LOWSEC","SKILL_READ",0.70514
2006,"SE_LGP_ACHI","Serbia","LOWSEC","SKILL_MATH",0.92099
2006,"SE_LGP_ACHI","Serbia","LOWSEC","SKILL_READ",0.78234
2009,"SE_LGP_ACHI","Serbia","LOWSEC","SKILL_READ",0.71245
2009,"SE_LGP_ACHI","Serbia","LOWSEC","SKILL_MATH",0.77144
2011,"SE_LGP_ACHI","Serbia","PRIMAR","SKILL_MATH",0.69679
2012,"SE_LGP_ACHI","Serbia","LOWSEC","SKILL_READ",0.94496
2012,"SE_LGP_ACHI","Serbia","LOWSEC","SKILL_MATH",1.02543
2015,"SE_LGP_ACHI","Serbia","PRIMAR","SKILL_MATH",0.36146
2018,"SE_LGP_ACHI","Serbia","LOWSEC","SKILL_READ",0.91808
2018,"SE_LGP_ACHI","Serbia","LOWSEC","SKILL_MATH",0.86766
2019,"SE_LGP_ACHI","Serbia","PRIMAR","SKILL_MATH",0.46996
2001,"SE_LGP_ACHI","Slovakia","PRIMAR","SKILL_READ",0.76791
2003,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_READ",0.51839
2003,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_MATH",0.63383
2006,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_MATH",0.76931
2006,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_READ",0.76133
2006,"SE_LGP_ACHI","Slovakia","PRIMAR","SKILL_READ",0.67696
2009,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_MATH",0.7256
2009,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_READ",0.59958
2011,"SE_LGP_ACHI","Slovakia","PRIMAR","SKILL_READ",0.81167
2012,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_READ",0.3773
2012,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_MATH",0.49823
2015,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_MATH",0.4816
2015,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_READ",0.37134
