Year,SeriesCode,GeoAreaName,Age,Freq,Location,Sex,Value
2014,"SH_TBS_INCD","Azerbaijan","","","","",76
2015,"SH_TBS_INCD","Azerbaijan","","","","",71
2016,"SH_TBS_INCD","Azerbaijan","","","","",66
2017,"SH_TBS_INCD","Azerbaijan","","","","",66
2018,"SH_TBS_INCD","Azerbaijan","","","","",63
2019,"SH_TBS_INCD","Azerbaijan","","","","",60
2020,"SH_TBS_INCD","Azerbaijan","","","","",58
2021,"SH_TBS_INCD","Azerbaijan","","","","",63
2010,"SH_TBS_INCD","Colombia","","","","",32
2011,"SH_TBS_INCD","Colombia","","","","",33
2012,"SH_TBS_INCD","Colombia","","","","",33
2013,"SH_TBS_INCD","Colombia","","","","",32
2014,"SH_TBS_INCD","Colombia","","","","",31
2015,"SH_TBS_INCD","Colombia","","","","",31
2016,"SH_TBS_INCD","Colombia","","","","",33
2017,"SH_TBS_INCD","Colombia","","","","",33
2018,"SH_TBS_INCD","Colombia","","","","",33
2000,"SH_TBS_INCD","Australia","","","","",6.3
2001,"SH_TBS_INCD","Australia","","","","",5.9
2002,"SH_TBS_INCD","Australia","","","","",6
2003,"SH_TBS_INCD","Australia","","","","",5.5
2004,"SH_TBS_INCD","Australia","","","","",6.2
2005,"SH_TBS_INCD","Australia","","","","",6
2006,"SH_TBS_INCD","Australia","","","","",6.5
2007,"SH_TBS_INCD","Australia","","","","",6.2
2008,"SH_TBS_INCD","Australia","","","","",6.6
2019,"SH_TBS_INCD","Colombia","","","","",35
2020,"SH_TBS_INCD","Colombia","","","","",34
2021,"SH_TBS_INCD","Colombia","","","","",41
2000,"SH_TBS_INCD","Costa Rica","","","","",18
2001,"SH_TBS_INCD","Costa Rica","","","","",20
2002,"SH_TBS_INCD","Costa Rica","","","","",17
2003,"SH_TBS_INCD","Costa Rica","","","","",16
2004,"SH_TBS_INCD","Costa Rica","","","","",21
2009,"SH_TBS_INCD","Australia","","","","",6.9
2010,"SH_TBS_INCD","Australia","","","","",6.6
2011,"SH_TBS_INCD","Australia","","","","",6.4
2012,"SH_TBS_INCD","Australia","","","","",6.6
2013,"SH_TBS_INCD","Australia","","","","",6.2
2014,"SH_TBS_INCD","Australia","","","","",6.5
2015,"SH_TBS_INCD","Australia","","","","",6.1
2016,"SH_TBS_INCD","Australia","","","","",6.5
2017,"SH_TBS_INCD","Australia","","","","",6.7
2005,"SH_TBS_INCD","Costa Rica","","","","",16
2006,"SH_TBS_INCD","Costa Rica","","","","",14
2007,"SH_TBS_INCD","Costa Rica","","","","",16
2008,"SH_TBS_INCD","Costa Rica","","","","",14
2009,"SH_TBS_INCD","Costa Rica","","","","",12
2010,"SH_TBS_INCD","Costa Rica","","","","",13
2011,"SH_TBS_INCD","Costa Rica","","","","",14
2012,"SH_TBS_INCD","Costa Rica","","","","",13
2013,"SH_TBS_INCD","Costa Rica","","","","",11
2018,"SH_TBS_INCD","Australia","","","","",6.6
2019,"SH_TBS_INCD","Australia","","","","",6.8
2020,"SH_TBS_INCD","Australia","","","","",7.2
2021,"SH_TBS_INCD","Australia","","","","",6.5
2000,"SH_TBS_INCD","Austria","","","","",17
2001,"SH_TBS_INCD","Austria","","","","",14
2002,"SH_TBS_INCD","Austria","","","","",15
2003,"SH_TBS_INCD","Austria","","","","",13
2004,"SH_TBS_INCD","Austria","","","","",13
2018,"SH_TBS_INCD","Republic of Moldova","","","","",86
2019,"SH_TBS_INCD","Republic of Moldova","","","","",80
2020,"SH_TBS_INCD","Republic of Moldova","","","","",78
2021,"SH_TBS_INCD","Republic of Moldova","","","","",84
2005,"SH_TBS_INCD","Montenegro","","","","",29
2006,"SH_TBS_INCD","Montenegro","","","","",31
2007,"SH_TBS_INCD","Montenegro","","","","",27
2008,"SH_TBS_INCD","Montenegro","","","","",24
2005,"SH_TBS_INCD","Austria","","","","",13
2006,"SH_TBS_INCD","Austria","","","","",12
2007,"SH_TBS_INCD","Austria","","","","",11
2008,"SH_TBS_INCD","Austria","","","","",10
2009,"SH_TBS_INCD","Austria","","","","",9.1
2010,"SH_TBS_INCD","Austria","","","","",9.1
2011,"SH_TBS_INCD","Austria","","","","",9.2
2012,"SH_TBS_INCD","Austria","","","","",8.5
2013,"SH_TBS_INCD","Austria","","","","",8.5
2009,"SH_TBS_INCD","Montenegro","","","","",21
2010,"SH_TBS_INCD","Montenegro","","","","",20
2011,"SH_TBS_INCD","Montenegro","","","","",20
2012,"SH_TBS_INCD","Montenegro","","","","",18
2013,"SH_TBS_INCD","Montenegro","","","","",22
2014,"SH_TBS_INCD","Montenegro","","","","",21
2015,"SH_TBS_INCD","Montenegro","","","","",15
2016,"SH_TBS_INCD","Montenegro","","","","",16
2017,"SH_TBS_INCD","Montenegro","","","","",14
2014,"SH_TBS_INCD","Costa Rica","","","","",12
2015,"SH_TBS_INCD","Costa Rica","","","","",11
2016,"SH_TBS_INCD","Costa Rica","","","","",9.4
2017,"SH_TBS_INCD","Costa Rica","","","","",9.6
2018,"SH_TBS_INCD","Costa Rica","","","","",10
2019,"SH_TBS_INCD","Costa Rica","","","","",10
2020,"SH_TBS_INCD","Costa Rica","","","","",9.7
2021,"SH_TBS_INCD","Costa Rica","","","","",11
2000,"SH_TBS_INCD","Croatia","","","","",41
2001,"SH_TBS_INCD","Croatia","","","","",35
2002,"SH_TBS_INCD","Croatia","","","","",37
2003,"SH_TBS_INCD","Croatia","","","","",36
2004,"SH_TBS_INCD","Croatia","","","","",30
2005,"SH_TBS_INCD","Croatia","","","","",27
2006,"SH_TBS_INCD","Croatia","","","","",27
2007,"SH_TBS_INCD","Croatia","","","","",25
2008,"SH_TBS_INCD","Croatia","","","","",26
2009,"SH_TBS_INCD","Croatia","","","","",22
2010,"SH_TBS_INCD","Croatia","","","","",18
2011,"SH_TBS_INCD","Croatia","","","","",16
2012,"SH_TBS_INCD","Croatia","","","","",14
2013,"SH_TBS_INCD","Croatia","","","","",14
2014,"SH_TBS_INCD","Croatia","","","","",13
2015,"SH_TBS_INCD","Croatia","","","","",13
2016,"SH_TBS_INCD","Croatia","","","","",12
2017,"SH_TBS_INCD","Croatia","","","","",10
2014,"SH_TBS_INCD","Austria","","","","",7.6
2015,"SH_TBS_INCD","Austria","","","","",7.5
2016,"SH_TBS_INCD","Austria","","","","",8.1
2017,"SH_TBS_INCD","Austria","","","","",7.3
2018,"SH_TBS_INCD","Austria","","","","",6.1
2019,"SH_TBS_INCD","Austria","","","","",6
2020,"SH_TBS_INCD","Austria","","","","",4.9
2021,"SH_TBS_INCD","Austria","","","","",5
2000,"SH_TBS_INCD","Armenia","","","","",54
2018,"SH_TBS_INCD","Croatia","","","","",10
2019,"SH_TBS_INCD","Croatia","","","","",8.3
2020,"SH_TBS_INCD","Croatia","","","","",5
2021,"SH_TBS_INCD","Croatia","","","","",4
2000,"SH_TBS_INCD","Cyprus","","","","",4
2001,"SH_TBS_INCD","Cyprus","","","","",4.8
2002,"SH_TBS_INCD","Cyprus","","","","",2.3
2003,"SH_TBS_INCD","Cyprus","","","","",4
2004,"SH_TBS_INCD","Cyprus","","","","",3.4
2001,"SH_TBS_INCD","Armenia","","","","",57
2002,"SH_TBS_INCD","Armenia","","","","",59
2003,"SH_TBS_INCD","Armenia","","","","",64
2004,"SH_TBS_INCD","Armenia","","","","",69
2005,"SH_TBS_INCD","Armenia","","","","",92
2006,"SH_TBS_INCD","Armenia","","","","",75
2007,"SH_TBS_INCD","Armenia","","","","",72
2008,"SH_TBS_INCD","Armenia","","","","",71
2009,"SH_TBS_INCD","Armenia","","","","",68
2005,"SH_TBS_INCD","Cyprus","","","","",3.8
2006,"SH_TBS_INCD","Cyprus","","","","",3.9
2007,"SH_TBS_INCD","Cyprus","","","","",4.4
2008,"SH_TBS_INCD","Cyprus","","","","",5.1
2009,"SH_TBS_INCD","Cyprus","","","","",5.3
2010,"SH_TBS_INCD","Cyprus","","","","",6.2
2011,"SH_TBS_INCD","Cyprus","","","","",5.1
2012,"SH_TBS_INCD","Cyprus","","","","",6.3
2013,"SH_TBS_INCD","Cyprus","","","","",4
2010,"SH_TBS_INCD","Armenia","","","","",61
2011,"SH_TBS_INCD","Armenia","","","","",55
2012,"SH_TBS_INCD","Armenia","","","","",53
2013,"SH_TBS_INCD","Armenia","","","","",60
2014,"SH_TBS_INCD","Armenia","","","","",57
2015,"SH_TBS_INCD","Armenia","","","","",50
2016,"SH_TBS_INCD","Armenia","","","","",44
2017,"SH_TBS_INCD","Armenia","","","","",36
2018,"SH_TBS_INCD","Armenia","","","","",31
2018,"SH_TBS_INCD","Montenegro","","","","",15
2019,"SH_TBS_INCD","Montenegro","","","","",15
2020,"SH_TBS_INCD","Montenegro","","","","",15
2021,"SH_TBS_INCD","Montenegro","","","","",16
2000,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",9
2001,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",10
2002,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",9.7
2003,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",9.3
2014,"SH_TBS_INCD","Cyprus","","","","",3.8
2015,"SH_TBS_INCD","Cyprus","","","","",6.1
2016,"SH_TBS_INCD","Cyprus","","","","",5.5
2017,"SH_TBS_INCD","Cyprus","","","","",4.9
2018,"SH_TBS_INCD","Cyprus","","","","",4.8
2019,"SH_TBS_INCD","Cyprus","","","","",6.2
2020,"SH_TBS_INCD","Cyprus","","","","",3.2
2021,"SH_TBS_INCD","Cyprus","","","","",4.4
2000,"SH_TBS_INCD","Czechia","","","","",16
2004,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",9.3
2005,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",8
2006,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",7.1
2007,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",6.5
2008,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",6.7
2009,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",7.8
2010,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",7.1
2011,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",6.7
2001,"SH_TBS_INCD","Czechia","","","","",15
2002,"SH_TBS_INCD","Czechia","","","","",13
2003,"SH_TBS_INCD","Czechia","","","","",13
2004,"SH_TBS_INCD","Czechia","","","","",12
2005,"SH_TBS_INCD","Czechia","","","","",11
2006,"SH_TBS_INCD","Czechia","","","","",11
2007,"SH_TBS_INCD","Czechia","","","","",8.8
2008,"SH_TBS_INCD","Czechia","","","","",8.9
2009,"SH_TBS_INCD","Czechia","","","","",7
2010,"SH_TBS_INCD","Czechia","","","","",6.8
2011,"SH_TBS_INCD","Czechia","","","","",6.2
2012,"SH_TBS_INCD","Czechia","","","","",6.2
2013,"SH_TBS_INCD","Czechia","","","","",5.2
2014,"SH_TBS_INCD","Czechia","","","","",5.2
2015,"SH_TBS_INCD","Czechia","","","","",5.6
2016,"SH_TBS_INCD","Czechia","","","","",5.6
2017,"SH_TBS_INCD","Czechia","","","","",5.4
2018,"SH_TBS_INCD","Czechia","","","","",4.7
2019,"SH_TBS_INCD","Armenia","","","","",26
2020,"SH_TBS_INCD","Armenia","","","","",25
2021,"SH_TBS_INCD","Armenia","","","","",27
2000,"SH_TBS_INCD","Belgium","","","","",14
2001,"SH_TBS_INCD","Belgium","","","","",15
2002,"SH_TBS_INCD","Belgium","","","","",13
2003,"SH_TBS_INCD","Belgium","","","","",12
2004,"SH_TBS_INCD","Belgium","","","","",12
2012,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",6.3
2013,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",5.7
2014,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",5.5
2015,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",5.7
2016,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",5.9
2017,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",5.2
2018,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",5.3
2019,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",4.9
2019,"SH_TBS_INCD","Czechia","","","","",5
2020,"SH_TBS_INCD","Czechia","","","","",3.9
2021,"SH_TBS_INCD","Czechia","","","","",3.9
2000,"SH_TBS_INCD","Denmark","","","","",13
2001,"SH_TBS_INCD","Denmark","","","","",11
2002,"SH_TBS_INCD","Denmark","","","","",8.6
2003,"SH_TBS_INCD","Denmark","","","","",8.3
2004,"SH_TBS_INCD","Denmark","","","","",7.6
2005,"SH_TBS_INCD","Denmark","","","","",8.4
2006,"SH_TBS_INCD","Denmark","","","","",7.2
2007,"SH_TBS_INCD","Denmark","","","","",7.5
2008,"SH_TBS_INCD","Denmark","","","","",6.9
2009,"SH_TBS_INCD","Denmark","","","","",6.1
2010,"SH_TBS_INCD","Denmark","","","","",6.9
2011,"SH_TBS_INCD","Denmark","","","","",7.4
2012,"SH_TBS_INCD","Denmark","","","","",7
2013,"SH_TBS_INCD","Denmark","","","","",6.7
2014,"SH_TBS_INCD","Denmark","","","","",6
2005,"SH_TBS_INCD","Belgium","","","","",12
2006,"SH_TBS_INCD","Belgium","","","","",11
2007,"SH_TBS_INCD","Belgium","","","","",10
2008,"SH_TBS_INCD","Belgium","","","","",10
2009,"SH_TBS_INCD","Belgium","","","","",9.8
2010,"SH_TBS_INCD","Belgium","","","","",11
2011,"SH_TBS_INCD","Belgium","","","","",10
2012,"SH_TBS_INCD","Belgium","","","","",9.5
2013,"SH_TBS_INCD","Belgium","","","","",9.4
2015,"SH_TBS_INCD","Denmark","","","","",6.5
2016,"SH_TBS_INCD","Denmark","","","","",5.9
2017,"SH_TBS_INCD","Denmark","","","","",5.1
2018,"SH_TBS_INCD","Denmark","","","","",5.4
2019,"SH_TBS_INCD","Denmark","","","","",5.2
2020,"SH_TBS_INCD","Denmark","","","","",4.1
2021,"SH_TBS_INCD","Denmark","","","","",3.8
2000,"SH_TBS_INCD","Estonia","","","","",65
2001,"SH_TBS_INCD","Estonia","","","","",59
2014,"SH_TBS_INCD","Belgium","","","","",9.1
2015,"SH_TBS_INCD","Belgium","","","","",9.5
2016,"SH_TBS_INCD","Belgium","","","","",10
2017,"SH_TBS_INCD","Belgium","","","","",9.3
2018,"SH_TBS_INCD","Belgium","","","","",9.2
2019,"SH_TBS_INCD","Belgium","","","","",8.9
2020,"SH_TBS_INCD","Belgium","","","","",7.7
2021,"SH_TBS_INCD","Belgium","","","","",8.1
2000,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",83
2020,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",4.1
2021,"SH_TBS_INCD","Netherlands (Kingdom of the)","","","","",4.4
2000,"SH_TBS_INCD","New Zealand","","","","",10
2001,"SH_TBS_INCD","New Zealand","","","","",11
2002,"SH_TBS_INCD","New Zealand","","","","",9.6
2003,"SH_TBS_INCD","New Zealand","","","","",12
2004,"SH_TBS_INCD","New Zealand","","","","",10
2005,"SH_TBS_INCD","New Zealand","","","","",9.2
2006,"SH_TBS_INCD","New Zealand","","","","",9.5
2002,"SH_TBS_INCD","Estonia","","","","",52
2003,"SH_TBS_INCD","Estonia","","","","",49
2004,"SH_TBS_INCD","Estonia","","","","",45
2005,"SH_TBS_INCD","Estonia","","","","",41
2006,"SH_TBS_INCD","Estonia","","","","",36
2007,"SH_TBS_INCD","Estonia","","","","",39
2008,"SH_TBS_INCD","Estonia","","","","",34
2009,"SH_TBS_INCD","Estonia","","","","",31
2010,"SH_TBS_INCD","Estonia","","","","",25
2007,"SH_TBS_INCD","New Zealand","","","","",7.5
2008,"SH_TBS_INCD","New Zealand","","","","",7.9
2009,"SH_TBS_INCD","New Zealand","","","","",8
2010,"SH_TBS_INCD","New Zealand","","","","",8
2011,"SH_TBS_INCD","New Zealand","","","","",8
2012,"SH_TBS_INCD","New Zealand","","","","",7.6
2013,"SH_TBS_INCD","New Zealand","","","","",7
2014,"SH_TBS_INCD","New Zealand","","","","",7.6
2015,"SH_TBS_INCD","New Zealand","","","","",7.3
2011,"SH_TBS_INCD","Estonia","","","","",25
2012,"SH_TBS_INCD","Estonia","","","","",23
2013,"SH_TBS_INCD","Estonia","","","","",23
2014,"SH_TBS_INCD","Estonia","","","","",21
2015,"SH_TBS_INCD","Estonia","","","","",18
2016,"SH_TBS_INCD","Estonia","","","","",16
2017,"SH_TBS_INCD","Estonia","","","","",15
2018,"SH_TBS_INCD","Estonia","","","","",13
2019,"SH_TBS_INCD","Estonia","","","","",13
2001,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",82
2002,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",56
2003,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",59
2004,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",78
2005,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",70
2006,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",59
2007,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",79
2008,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",57
2009,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",58
2020,"SH_TBS_INCD","Estonia","","","","",10
2021,"SH_TBS_INCD","Estonia","","","","",9.3
2000,"SH_TBS_INCD","Finland","","","","",12
2001,"SH_TBS_INCD","Finland","","","","",10
2002,"SH_TBS_INCD","Finland","","","","",9.9
2003,"SH_TBS_INCD","Finland","","","","",8.7
2004,"SH_TBS_INCD","Finland","","","","",7
2005,"SH_TBS_INCD","Finland","","","","",7.4
2006,"SH_TBS_INCD","Finland","","","","",6.1
2010,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",45
2011,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",46
2012,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",49
2013,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",44
2014,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",43
2015,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",40
2016,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",33
2017,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",29
2018,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",25
2007,"SH_TBS_INCD","Finland","","","","",6.5
2008,"SH_TBS_INCD","Finland","","","","",7.2
2009,"SH_TBS_INCD","Finland","","","","",8.7
2010,"SH_TBS_INCD","Finland","","","","",6.6
2011,"SH_TBS_INCD","Finland","","","","",6.7
2012,"SH_TBS_INCD","Finland","","","","",5.5
2013,"SH_TBS_INCD","Finland","","","","",5.6
2014,"SH_TBS_INCD","Finland","","","","",5.3
2015,"SH_TBS_INCD","Finland","","","","",5.6
2016,"SH_TBS_INCD","New Zealand","","","","",7.3
2017,"SH_TBS_INCD","New Zealand","","","","",7.3
2018,"SH_TBS_INCD","New Zealand","","","","",7.2
2019,"SH_TBS_INCD","New Zealand","","","","",7.2
2020,"SH_TBS_INCD","New Zealand","","","","",7.2
2021,"SH_TBS_INCD","New Zealand","","","","",6.8
2000,"SH_TBS_INCD","Norway","","","","",5.7
2001,"SH_TBS_INCD","Norway","","","","",7
2002,"SH_TBS_INCD","Norway","","","","",6.2
2019,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",27
2020,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",26
2021,"SH_TBS_INCD","Bosnia and Herzegovina","","","","",25
2000,"SH_TBS_INCD","Bulgaria","","","","",52
2001,"SH_TBS_INCD","Bulgaria","","","","",61
2002,"SH_TBS_INCD","Bulgaria","","","","",53
2003,"SH_TBS_INCD","Bulgaria","","","","",52
2004,"SH_TBS_INCD","Bulgaria","","","","",49
2005,"SH_TBS_INCD","Bulgaria","","","","",52
