Year,SeriesCode,GeoAreaName,Type of product,Value
2015,"TM_TRF_ZERO","Azerbaijan","ARM",0
2015,"TM_TRF_ZERO","Azerbaijan","ALP",70.90193
2015,"TM_TRF_ZERO","Azerbaijan","CLO",67.6259
2015,"TM_TRF_ZERO","Azerbaijan","OIL",91.66667
2015,"TM_TRF_ZERO","Azerbaijan","IND",69.98514
2015,"TM_TRF_ZERO","Azerbaijan","TEX",63.44828
2016,"TM_TRF_ZERO","Azerbaijan","TEX",63.05732
2016,"TM_TRF_ZERO","Azerbaijan","ARM",0
2016,"TM_TRF_ZERO","Azerbaijan","OIL",100
2016,"TM_TRF_ZERO","Azerbaijan","IND",69.22691
2016,"TM_TRF_ZERO","Azerbaijan","CLO",69.56522
2020,"TM_TRF_ZERO","Albania","AGR",77.40741
2020,"TM_TRF_ZERO","Albania","ALP",60.77901
2020,"TM_TRF_ZERO","Albania","CLO",38.01382
2020,"TM_TRF_ZERO","Albania","ARM",100
2021,"TM_TRF_ZERO","Albania","TEX",68.20276
2021,"TM_TRF_ZERO","Albania","OIL",100
2021,"TM_TRF_ZERO","Albania","ARM",33.33333
2021,"TM_TRF_ZERO","Albania","IND",68.77949
2021,"TM_TRF_ZERO","Albania","ALP",58.26814
2021,"TM_TRF_ZERO","Albania","CLO",36.34634
2021,"TM_TRF_ZERO","Albania","AGR",73.95833
2005,"TM_TRF_ZERO","Netherlands (Kingdom of the)","TEX",37.64453
2005,"TM_TRF_ZERO","Netherlands (Kingdom of the)","CLO",35.65188
2017,"TM_TRF_ZERO","China","ALP",36.71216
2017,"TM_TRF_ZERO","China","AGR",36.03842
2018,"TM_TRF_ZERO","China","TEX",28.38353
2018,"TM_TRF_ZERO","China","OIL",73.07692
2018,"TM_TRF_ZERO","China","AGR",36.50535
2018,"TM_TRF_ZERO","China","ALP",37.66345
2018,"TM_TRF_ZERO","China","CLO",21.31574
2018,"TM_TRF_ZERO","China","ARM",31.44796
2018,"TM_TRF_ZERO","China","IND",40.16643
2019,"TM_TRF_ZERO","China","OIL",82.6087
2019,"TM_TRF_ZERO","China","TEX",29.01243
2019,"TM_TRF_ZERO","China","IND",41.08727
2019,"TM_TRF_ZERO","China","ARM",26.86869
2016,"TM_TRF_ZERO","Azerbaijan","ALP",70.45455
2016,"TM_TRF_ZERO","Azerbaijan","AGR",77.26397
2017,"TM_TRF_ZERO","Azerbaijan","AGR",72.60274
2017,"TM_TRF_ZERO","Azerbaijan","ALP",70.0874
2017,"TM_TRF_ZERO","Azerbaijan","IND",70.21541
2017,"TM_TRF_ZERO","Azerbaijan","OIL",100
2017,"TM_TRF_ZERO","Azerbaijan","CLO",56.33803
2017,"TM_TRF_ZERO","Azerbaijan","ARM",25
2017,"TM_TRF_ZERO","Azerbaijan","TEX",67.61364
2018,"TM_TRF_ZERO","Azerbaijan","TEX",67.61364
2018,"TM_TRF_ZERO","Azerbaijan","ARM",25
2018,"TM_TRF_ZERO","Azerbaijan","IND",70.47342
2018,"TM_TRF_ZERO","Azerbaijan","OIL",100
2005,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ALP",39.26412
2005,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ARM",65.71429
2005,"TM_TRF_ZERO","Netherlands (Kingdom of the)","AGR",27.90757
2005,"TM_TRF_ZERO","Netherlands (Kingdom of the)","OIL",50
2005,"TM_TRF_ZERO","Netherlands (Kingdom of the)","IND",41.14542
2010,"TM_TRF_ZERO","Netherlands (Kingdom of the)","AGR",36.57015
2010,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ARM",68.42105
2010,"TM_TRF_ZERO","Netherlands (Kingdom of the)","IND",45.69889
2010,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ALP",44.24371
2010,"TM_TRF_ZERO","Netherlands (Kingdom of the)","OIL",100
2010,"TM_TRF_ZERO","Netherlands (Kingdom of the)","CLO",40.94105
2010,"TM_TRF_ZERO","Netherlands (Kingdom of the)","TEX",42.06638
2018,"TM_TRF_ZERO","Azerbaijan","CLO",56.33803
2018,"TM_TRF_ZERO","Azerbaijan","ALP",70.3819
2018,"TM_TRF_ZERO","Azerbaijan","AGR",73.14931
2019,"TM_TRF_ZERO","Azerbaijan","AGR",75.60694
2019,"TM_TRF_ZERO","Azerbaijan","ALP",68.36094
2019,"TM_TRF_ZERO","Azerbaijan","CLO",50.35971
2019,"TM_TRF_ZERO","Azerbaijan","OIL",100
2019,"TM_TRF_ZERO","Azerbaijan","IND",67.35219
2019,"TM_TRF_ZERO","Azerbaijan","ARM",14.28571
2019,"TM_TRF_ZERO","Azerbaijan","TEX",59.45946
2020,"TM_TRF_ZERO","Azerbaijan","TEX",63.88889
2020,"TM_TRF_ZERO","Azerbaijan","OIL",71.42857
2020,"TM_TRF_ZERO","Azerbaijan","ARM",33.33333
2015,"TM_TRF_ZERO","Netherlands (Kingdom of the)","CLO",46.01159
2015,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ARM",67.94872
2015,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ALP",50.37085
2015,"TM_TRF_ZERO","Netherlands (Kingdom of the)","IND",52.05238
2015,"TM_TRF_ZERO","Netherlands (Kingdom of the)","AGR",40.82646
2015,"TM_TRF_ZERO","Netherlands (Kingdom of the)","TEX",50.24419
2015,"TM_TRF_ZERO","Netherlands (Kingdom of the)","OIL",61.53846
2016,"TM_TRF_ZERO","Netherlands (Kingdom of the)","AGR",43.90244
2016,"TM_TRF_ZERO","Netherlands (Kingdom of the)","IND",53.5616
2016,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ALP",51.99997
2016,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ARM",71.62162
2016,"TM_TRF_ZERO","Netherlands (Kingdom of the)","CLO",47.23048
2015,"TM_TRF_ZERO","Hungary","ALP",61.61571
2015,"TM_TRF_ZERO","Hungary","CLO",45.18361
2015,"TM_TRF_ZERO","Hungary","ARM",65.95745
2015,"TM_TRF_ZERO","Hungary","AGR",60.32177
2015,"TM_TRF_ZERO","Hungary","IND",62.82476
2015,"TM_TRF_ZERO","Hungary","TEX",66.171
2015,"TM_TRF_ZERO","Hungary","OIL",100
2016,"TM_TRF_ZERO","Hungary","TEX",65.03306
2016,"TM_TRF_ZERO","Hungary","AGR",59.76161
2016,"TM_TRF_ZERO","Hungary","ARM",60
2016,"TM_TRF_ZERO","Hungary","CLO",43.73529
2016,"TM_TRF_ZERO","Hungary","ALP",60.85057
2016,"TM_TRF_ZERO","Hungary","OIL",100
2016,"TM_TRF_ZERO","Netherlands (Kingdom of the)","TEX",50.49713
2016,"TM_TRF_ZERO","Netherlands (Kingdom of the)","OIL",83.33333
2017,"TM_TRF_ZERO","Netherlands (Kingdom of the)","AGR",45.73684
2017,"TM_TRF_ZERO","Netherlands (Kingdom of the)","IND",56.49579
2017,"TM_TRF_ZERO","Netherlands (Kingdom of the)","TEX",54.91246
2017,"TM_TRF_ZERO","Netherlands (Kingdom of the)","OIL",77.77778
2017,"TM_TRF_ZERO","Netherlands (Kingdom of the)","CLO",53.33493
2017,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ARM",76.08696
2017,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ALP",54.90822
2018,"TM_TRF_ZERO","Netherlands (Kingdom of the)","IND",57.64414
2018,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ALP",55.94329
2018,"TM_TRF_ZERO","Netherlands (Kingdom of the)","AGR",46.32882
2020,"TM_TRF_ZERO","Azerbaijan","IND",71.53251
2020,"TM_TRF_ZERO","Azerbaijan","CLO",28.96552
2020,"TM_TRF_ZERO","Azerbaijan","ALP",69.97374
2020,"TM_TRF_ZERO","Azerbaijan","AGR",73.75271
2021,"TM_TRF_ZERO","Azerbaijan","AGR",75.48126
2021,"TM_TRF_ZERO","Azerbaijan","ALP",70.64318
2021,"TM_TRF_ZERO","Azerbaijan","CLO",23.85321
2021,"TM_TRF_ZERO","Azerbaijan","IND",73.5443
2021,"TM_TRF_ZERO","Azerbaijan","ARM",0
2021,"TM_TRF_ZERO","Azerbaijan","OIL",81.81818
2021,"TM_TRF_ZERO","Azerbaijan","TEX",63.63636
2005,"TM_TRF_ZERO","Australia","OIL",56.25
2005,"TM_TRF_ZERO","Australia","IND",41.20471
2019,"TM_TRF_ZERO","China","CLO",20.22185
2019,"TM_TRF_ZERO","China","ALP",38.34448
2019,"TM_TRF_ZERO","China","AGR",36.20602
2020,"TM_TRF_ZERO","China","AGR",37.28083
2020,"TM_TRF_ZERO","China","CLO",22.88218
2020,"TM_TRF_ZERO","China","ARM",29.3501
2020,"TM_TRF_ZERO","China","ALP",39.4785
2020,"TM_TRF_ZERO","China","IND",42.09567
2020,"TM_TRF_ZERO","China","TEX",29.85354
2020,"TM_TRF_ZERO","China","OIL",100
2021,"TM_TRF_ZERO","China","ALP",41.09173
2021,"TM_TRF_ZERO","China","CLO",22.90055
2021,"TM_TRF_ZERO","China","AGR",39.23881
2018,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ARM",76.08696
2018,"TM_TRF_ZERO","Netherlands (Kingdom of the)","CLO",54.31325
2018,"TM_TRF_ZERO","Netherlands (Kingdom of the)","OIL",75
2018,"TM_TRF_ZERO","Netherlands (Kingdom of the)","TEX",55.40132
2019,"TM_TRF_ZERO","Netherlands (Kingdom of the)","OIL",66.66667
2019,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ARM",80
2019,"TM_TRF_ZERO","Netherlands (Kingdom of the)","AGR",46.43047
2019,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ALP",54.84473
2019,"TM_TRF_ZERO","Netherlands (Kingdom of the)","IND",56.42523
2019,"TM_TRF_ZERO","Netherlands (Kingdom of the)","CLO",52.37464
2019,"TM_TRF_ZERO","Netherlands (Kingdom of the)","TEX",54.0444
2020,"TM_TRF_ZERO","Netherlands (Kingdom of the)","CLO",52.19348
2021,"TM_TRF_ZERO","China","OIL",78.57143
2021,"TM_TRF_ZERO","China","IND",43.97867
2021,"TM_TRF_ZERO","China","TEX",30.37942
2021,"TM_TRF_ZERO","China","ARM",30.28571
2005,"TM_TRF_ZERO","Colombia","CLO",39.40616
2005,"TM_TRF_ZERO","Colombia","ARM",42.85714
2005,"TM_TRF_ZERO","Colombia","IND",70.56527
2005,"TM_TRF_ZERO","Colombia","AGR",58.13353
2005,"TM_TRF_ZERO","Colombia","ALP",65.81467
2005,"TM_TRF_ZERO","Colombia","TEX",62.72085
2005,"TM_TRF_ZERO","Colombia","OIL",100
2010,"TM_TRF_ZERO","Colombia","TEX",64.71338
2010,"TM_TRF_ZERO","Colombia","OIL",86.66667
2005,"TM_TRF_ZERO","Australia","TEX",32.14553
2005,"TM_TRF_ZERO","Australia","ALP",39.78159
2005,"TM_TRF_ZERO","Australia","ARM",41.17647
2005,"TM_TRF_ZERO","Australia","CLO",23.10513
2005,"TM_TRF_ZERO","Australia","AGR",37.64784
2010,"TM_TRF_ZERO","Australia","IND",42.00837
2010,"TM_TRF_ZERO","Australia","OIL",69.56522
2010,"TM_TRF_ZERO","Australia","AGR",38.9534
2010,"TM_TRF_ZERO","Australia","CLO",24.27285
2010,"TM_TRF_ZERO","Australia","ARM",41.66667
2010,"TM_TRF_ZERO","Australia","ALP",40.79489
2010,"TM_TRF_ZERO","Australia","TEX",36.30911
2015,"TM_TRF_ZERO","Australia","OIL",83.33333
2016,"TM_TRF_ZERO","Hungary","IND",62.20371
2017,"TM_TRF_ZERO","Hungary","ALP",64.9145
2017,"TM_TRF_ZERO","Hungary","AGR",63.74247
2017,"TM_TRF_ZERO","Hungary","ARM",83.33333
2017,"TM_TRF_ZERO","Hungary","TEX",69.83283
2017,"TM_TRF_ZERO","Hungary","IND",65.73352
2017,"TM_TRF_ZERO","Hungary","OIL",100
2017,"TM_TRF_ZERO","Hungary","CLO",52.12024
2018,"TM_TRF_ZERO","Hungary","CLO",52.93475
2018,"TM_TRF_ZERO","Hungary","OIL",100
2018,"TM_TRF_ZERO","Hungary","IND",66.10917
2018,"TM_TRF_ZERO","Hungary","TEX",70.17411
2018,"TM_TRF_ZERO","Hungary","ARM",83.33333
2015,"TM_TRF_ZERO","Australia","IND",48.67157
2015,"TM_TRF_ZERO","Australia","TEX",41.92061
2015,"TM_TRF_ZERO","Australia","ALP",46.98474
2015,"TM_TRF_ZERO","Australia","CLO",28.49341
2015,"TM_TRF_ZERO","Australia","AGR",43.24369
2015,"TM_TRF_ZERO","Australia","ARM",52.94118
2016,"TM_TRF_ZERO","Australia","CLO",33.47799
2016,"TM_TRF_ZERO","Australia","ARM",50
2016,"TM_TRF_ZERO","Australia","AGR",41.82846
2016,"TM_TRF_ZERO","Australia","ALP",45.62091
2016,"TM_TRF_ZERO","Australia","TEX",43.58442
2016,"TM_TRF_ZERO","Australia","IND",46.98795
2016,"TM_TRF_ZERO","Australia","OIL",75
2017,"TM_TRF_ZERO","Australia","OIL",72.72727
2017,"TM_TRF_ZERO","Australia","TEX",49.79304
2017,"TM_TRF_ZERO","Australia","IND",51.78786
2017,"TM_TRF_ZERO","Australia","ALP",50.9763
2017,"TM_TRF_ZERO","Australia","CLO",41.21977
2017,"TM_TRF_ZERO","Australia","ARM",54.78261
2017,"TM_TRF_ZERO","Australia","AGR",49.73904
2018,"TM_TRF_ZERO","Australia","ARM",50
2018,"TM_TRF_ZERO","Australia","AGR",51.04634
2018,"TM_TRF_ZERO","Australia","ALP",51.85062
2018,"TM_TRF_ZERO","Australia","CLO",43.10115
2018,"TM_TRF_ZERO","Australia","IND",52.52494
2018,"TM_TRF_ZERO","Australia","TEX",50.91043
2018,"TM_TRF_ZERO","Hungary","AGR",63.72324
2018,"TM_TRF_ZERO","Hungary","ALP",65.29142
2019,"TM_TRF_ZERO","Hungary","ALP",64.53138
2019,"TM_TRF_ZERO","Hungary","AGR",64.62423
2019,"TM_TRF_ZERO","Hungary","ARM",86.76471
2019,"TM_TRF_ZERO","Hungary","CLO",53.01105
2019,"TM_TRF_ZERO","Hungary","TEX",67.14341
2019,"TM_TRF_ZERO","Hungary","IND",65.22095
2019,"TM_TRF_ZERO","Hungary","OIL",100
2020,"TM_TRF_ZERO","Hungary","OIL",100
2020,"TM_TRF_ZERO","Hungary","CLO",57.02479
2020,"TM_TRF_ZERO","Hungary","TEX",71.39526
2020,"TM_TRF_ZERO","Hungary","IND",67.05983
2018,"TM_TRF_ZERO","Australia","OIL",80.95238
2019,"TM_TRF_ZERO","Australia","OIL",70
2019,"TM_TRF_ZERO","Australia","IND",54.46461
2019,"TM_TRF_ZERO","Australia","TEX",53.83065
2019,"TM_TRF_ZERO","Australia","CLO",46.63322
2019,"TM_TRF_ZERO","Australia","ALP",54.15467
2019,"TM_TRF_ZERO","Australia","AGR",54.99634
2019,"TM_TRF_ZERO","Australia","ARM",54.54545
2020,"TM_TRF_ZERO","Australia","ARM",61.05263
2020,"TM_TRF_ZERO","Australia","AGR",58.03242
2020,"TM_TRF_ZERO","Australia","ALP",55.39847
2020,"TM_TRF_ZERO","Australia","TEX",53.67379
2020,"TM_TRF_ZERO","Australia","IND",55.62605
2020,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ALP",57.09891
2020,"TM_TRF_ZERO","Netherlands (Kingdom of the)","AGR",50.14029
2020,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ARM",71.56863
2020,"TM_TRF_ZERO","Netherlands (Kingdom of the)","OIL",75
2020,"TM_TRF_ZERO","Netherlands (Kingdom of the)","TEX",56.41764
2020,"TM_TRF_ZERO","Netherlands (Kingdom of the)","IND",58.53475
2021,"TM_TRF_ZERO","Netherlands (Kingdom of the)","TEX",59.20881
2021,"TM_TRF_ZERO","Netherlands (Kingdom of the)","OIL",77.77778
2021,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ARM",75
2021,"TM_TRF_ZERO","Netherlands (Kingdom of the)","AGR",53.89492
2021,"TM_TRF_ZERO","Netherlands (Kingdom of the)","ALP",59.47223
2021,"TM_TRF_ZERO","Netherlands (Kingdom of the)","CLO",55.5741
2020,"TM_TRF_ZERO","Australia","OIL",66.66667
2020,"TM_TRF_ZERO","Australia","CLO",45.90828
2021,"TM_TRF_ZERO","Australia","CLO",43.97062
2021,"TM_TRF_ZERO","Australia","OIL",89.47368
2021,"TM_TRF_ZERO","Australia","IND",57.41819
2021,"TM_TRF_ZERO","Australia","TEX",53.53785
2021,"TM_TRF_ZERO","Australia","ALP",56.72559
2021,"TM_TRF_ZERO","Australia","AGR",59.42612
2021,"TM_TRF_ZERO","Australia","ARM",55.68182
2005,"TM_TRF_ZERO","Austria","AGR",25.49473
2005,"TM_TRF_ZERO","Austria","ARM",38.77551
2005,"TM_TRF_ZERO","Austria","ALP",43.941
2005,"TM_TRF_ZERO","Austria","CLO",35.36355
2010,"TM_TRF_ZERO","Colombia","ALP",67.17656
2010,"TM_TRF_ZERO","Colombia","AGR",55.54484
2010,"TM_TRF_ZERO","Colombia","IND",70.99655
2010,"TM_TRF_ZERO","Colombia","ARM",50
2010,"TM_TRF_ZERO","Colombia","CLO",50.26399
2015,"TM_TRF_ZERO","Colombia","CLO",55.66147
2015,"TM_TRF_ZERO","Colombia","ARM",100
2015,"TM_TRF_ZERO","Colombia","IND",78.75141
2015,"TM_TRF_ZERO","Colombia","ALP",74.32557
2015,"TM_TRF_ZERO","Colombia","AGR",59.98936
2015,"TM_TRF_ZERO","Colombia","OIL",93.75
2015,"TM_TRF_ZERO","Colombia","TEX",71.42285
2016,"TM_TRF_ZERO","Colombia","OIL",92.85714
2020,"TM_TRF_ZERO","Hungary","ARM",89.83051
2020,"TM_TRF_ZERO","Hungary","AGR",67.59556
2020,"TM_TRF_ZERO","Hungary","ALP",66.74669
2021,"TM_TRF_ZERO","Hungary","CLO",59.39411
2021,"TM_TRF_ZERO","Hungary","OIL",80
2021,"TM_TRF_ZERO","Hungary","AGR",68.29437
2021,"TM_TRF_ZERO","Hungary","ARM",82.69231
2021,"TM_TRF_ZERO","Hungary","ALP",67.80815
2021,"TM_TRF_ZERO","Hungary","TEX",72.14815
