Year,GeoAreaName,Age,Location,Sex,Value
2007,Denmark,ALLAGE,ALLAREA,BOTHSEX,0
2007,Denmark,<15Y,ALLAREA,BOTHSEX,0.47608
2007,Denmark,15-64,ALLAREA,BOTHSEX,0.75382
2007,Denmark,65+,ALLAREA,BOTHSEX,0.27855
2007,Denmark,ALLAGE,ALLAREA,FEMALE,0.43603
2007,Denmark,ALLAGE,ALLAREA,MALE,0.81589
2007,Denmark,ALLAGE,RURAL,BOTHSEX,0.87889
2007,Denmark,ALLAGE,URBAN,BOTHSEX,0.5362
2016,Norway,ALLAGE,RURAL,BOTHSEX,0.41309
2016,Norway,ALLAGE,URBAN,BOTHSEX,0.55706
2017,Norway,<15Y,ALLAREA,BOTHSEX,0.16758
2017,Norway,ALLAGE,ALLAREA,MALE,0.57434
2017,Norway,ALLAGE,ALLAREA,FEMALE,0.30628
2017,Norway,65+,ALLAREA,BOTHSEX,0.27013
2017,Norway,15-64,ALLAREA,BOTHSEX,0.55844
2017,Norway,ALLAGE,URBAN,BOTHSEX,0.49425
2017,Norway,ALLAGE,RURAL,BOTHSEX,0.32333
2009,Italy,ALLAGE,ALLAREA,BOTHSEX,0.9
2009,Italy,ALLAGE,URBAN,BOTHSEX,1.12698
2009,Italy,ALLAGE,RURAL,BOTHSEX,1.26796
2009,Italy,ALLAGE,ALLAREA,MALE,1.0395
2009,Italy,ALLAGE,ALLAREA,FEMALE,1.25439
2009,Italy,65+,ALLAREA,BOTHSEX,0.29785
2009,Italy,15-64,ALLAREA,BOTHSEX,1.30103
2009,Italy,<15Y,ALLAREA,BOTHSEX,1.77044
2010,Italy,ALLAGE,ALLAREA,MALE,1.35292
2017,Norway,ALLAGE,ALLAREA,BOTHSEX,0.3
2018,Norway,ALLAGE,ALLAREA,BOTHSEX,0.3
2018,Norway,ALLAGE,URBAN,BOTHSEX,0.51348
2018,Norway,ALLAGE,RURAL,BOTHSEX,0.37194
2018,Norway,ALLAGE,ALLAREA,MALE,0.60343
2018,Norway,ALLAGE,ALLAREA,FEMALE,0.33212
2018,Norway,65+,ALLAREA,BOTHSEX,0.21892
2018,Norway,15-64,ALLAREA,BOTHSEX,0.56575
2018,Norway,<15Y,ALLAREA,BOTHSEX,0.37389
2008,Denmark,<15Y,ALLAREA,BOTHSEX,1.61405
2008,Denmark,15-64,ALLAREA,BOTHSEX,1.61115
2008,Denmark,65+,ALLAREA,BOTHSEX,0.48774
2008,Denmark,ALLAGE,ALLAREA,FEMALE,0.9662
2008,Denmark,ALLAGE,ALLAREA,MALE,1.87523
2008,Denmark,ALLAGE,RURAL,BOTHSEX,2.00129
2008,Denmark,ALLAGE,URBAN,BOTHSEX,1.22109
2008,Denmark,ALLAGE,ALLAREA,BOTHSEX,0.1
2009,Denmark,ALLAGE,ALLAREA,BOTHSEX,0.5
2012,Austria,65+,ALLAREA,BOTHSEX,0.92984
2012,Austria,15-64,ALLAREA,BOTHSEX,0.54602
2012,Austria,<15Y,ALLAREA,BOTHSEX,0.59231
2012,Austria,ALLAGE,ALLAREA,MALE,0.51369
2012,Austria,ALLAGE,RURAL,BOTHSEX,0.5524
2012,Austria,ALLAGE,URBAN,BOTHSEX,0.67337
2012,Austria,ALLAGE,ALLAREA,BOTHSEX,0.6
2013,Austria,ALLAGE,ALLAREA,BOTHSEX,0.3
2013,Austria,<15Y,ALLAREA,BOTHSEX,0.17057
2009,Denmark,<15Y,ALLAREA,BOTHSEX,1.46546
2009,Denmark,15-64,ALLAREA,BOTHSEX,1.38534
2009,Denmark,65+,ALLAREA,BOTHSEX,0.74316
2009,Denmark,ALLAGE,ALLAREA,FEMALE,1.14524
2009,Denmark,ALLAGE,ALLAREA,MALE,1.4283
2009,Denmark,ALLAGE,URBAN,BOTHSEX,1.33499
2009,Denmark,ALLAGE,RURAL,BOTHSEX,1.13474
2010,Denmark,65+,ALLAREA,BOTHSEX,0.28014
2010,Denmark,15-64,ALLAREA,BOTHSEX,0.59148
2010,Italy,ALLAGE,RURAL,BOTHSEX,1.94844
2010,Italy,ALLAGE,ALLAREA,FEMALE,1.45524
2010,Italy,65+,ALLAREA,BOTHSEX,0.19786
2010,Italy,15-64,ALLAREA,BOTHSEX,1.62921
2010,Italy,<15Y,ALLAREA,BOTHSEX,2.24123
2010,Italy,ALLAGE,ALLAREA,BOTHSEX,1.3
2010,Italy,ALLAGE,URBAN,BOTHSEX,1.30306
2011,Italy,ALLAGE,ALLAREA,MALE,1.20147
2011,Italy,ALLAGE,ALLAREA,FEMALE,1.2844
2010,Denmark,ALLAGE,ALLAREA,FEMALE,0.61485
2010,Denmark,ALLAGE,ALLAREA,MALE,0.69988
2010,Denmark,ALLAGE,RURAL,BOTHSEX,1.37893
2010,Denmark,ALLAGE,URBAN,BOTHSEX,0.40296
2010,Denmark,ALLAGE,ALLAREA,BOTHSEX,0.1
2010,Denmark,<15Y,ALLAREA,BOTHSEX,1.33237
2011,Denmark,ALLAGE,ALLAREA,BOTHSEX,0
2011,Denmark,<15Y,ALLAREA,BOTHSEX,0.37414
2011,Denmark,15-64,ALLAREA,BOTHSEX,0.64082
2019,Norway,ALLAGE,ALLAREA,MALE,0.37035
2019,Norway,ALLAGE,ALLAREA,FEMALE,0.27141
2019,Norway,65+,ALLAREA,BOTHSEX,0.32368
2019,Norway,15-64,ALLAREA,BOTHSEX,0.37998
2019,Norway,<15Y,ALLAREA,BOTHSEX,0.08596
2019,Norway,ALLAGE,URBAN,BOTHSEX,0.42213
2019,Norway,ALLAGE,RURAL,BOTHSEX,0.06728
2019,Norway,ALLAGE,ALLAREA,BOTHSEX,0.2
2004,Poland,ALLAGE,ALLAREA,BOTHSEX,2.2
2011,Denmark,65+,ALLAREA,BOTHSEX,0.16437
2011,Denmark,ALLAGE,ALLAREA,FEMALE,0.41132
2011,Denmark,ALLAGE,ALLAREA,MALE,0.60436
2011,Denmark,ALLAGE,RURAL,BOTHSEX,0.3517
2011,Denmark,ALLAGE,URBAN,BOTHSEX,0.6359
2012,Denmark,15-64,ALLAREA,BOTHSEX,0.57632
2012,Denmark,65+,ALLAREA,BOTHSEX,0.37702
2012,Denmark,ALLAGE,ALLAREA,FEMALE,0.50861
2012,Denmark,ALLAGE,ALLAREA,MALE,0.82236
2005,Poland,ALLAGE,ALLAREA,BOTHSEX,0.9
2006,Poland,ALLAGE,ALLAREA,BOTHSEX,0.7
2006,Poland,<15Y,ALLAREA,BOTHSEX,0.04994
2006,Poland,15-64,ALLAREA,BOTHSEX,0.04213
2006,Poland,65+,ALLAREA,BOTHSEX,0.00755
2006,Poland,ALLAGE,ALLAREA,FEMALE,0.03182
2006,Poland,ALLAGE,ALLAREA,MALE,0.04728
2006,Poland,ALLAGE,RURAL,BOTHSEX,0.04533
2006,Poland,ALLAGE,URBAN,BOTHSEX,0.0352
2011,Italy,65+,ALLAREA,BOTHSEX,0.18684
2011,Italy,15-64,ALLAREA,BOTHSEX,1.45262
2011,Italy,<15Y,ALLAREA,BOTHSEX,1.96837
2011,Italy,ALLAGE,ALLAREA,BOTHSEX,1.2
2011,Italy,ALLAGE,URBAN,BOTHSEX,1.15824
2011,Italy,ALLAGE,RURAL,BOTHSEX,1.7062
2012,Italy,15-64,ALLAREA,BOTHSEX,1.77938
2012,Italy,<15Y,ALLAREA,BOTHSEX,2.1054
2012,Italy,ALLAGE,ALLAREA,FEMALE,1.62503
2012,Denmark,ALLAGE,RURAL,BOTHSEX,0.48259
2012,Denmark,ALLAGE,URBAN,BOTHSEX,0.81621
2012,Denmark,<15Y,ALLAREA,BOTHSEX,1.35175
2012,Denmark,ALLAGE,ALLAREA,BOTHSEX,0
2013,Denmark,ALLAGE,ALLAREA,BOTHSEX,0.3
2013,Denmark,ALLAGE,URBAN,BOTHSEX,0.73503
2013,Denmark,ALLAGE,RURAL,BOTHSEX,1.17228
2013,Denmark,ALLAGE,ALLAREA,MALE,1.20096
2013,Denmark,<15Y,ALLAREA,BOTHSEX,0.59114
2012,Italy,65+,ALLAREA,BOTHSEX,0.37453
2012,Italy,ALLAGE,URBAN,BOTHSEX,1.43948
2012,Italy,ALLAGE,RURAL,BOTHSEX,1.90701
2012,Italy,ALLAGE,ALLAREA,MALE,1.39128
2012,Italy,ALLAGE,ALLAREA,BOTHSEX,1.2
2013,Italy,ALLAGE,ALLAREA,BOTHSEX,1.4
2013,Italy,65+,ALLAREA,BOTHSEX,0.43551
2013,Italy,15-64,ALLAREA,BOTHSEX,1.78529
2013,Italy,<15Y,ALLAREA,BOTHSEX,2.2719
2007,Poland,<15Y,ALLAREA,BOTHSEX,0.04465
2007,Poland,15-64,ALLAREA,BOTHSEX,0.03375
2007,Poland,65+,ALLAREA,BOTHSEX,0
2007,Poland,ALLAGE,ALLAREA,FEMALE,0.03158
2007,Poland,ALLAGE,ALLAREA,MALE,0.03124
2007,Poland,ALLAGE,RURAL,BOTHSEX,0.04894
2007,Poland,ALLAGE,URBAN,BOTHSEX,0.02053
2007,Poland,ALLAGE,ALLAREA,BOTHSEX,0.5
2008,Poland,ALLAGE,ALLAREA,BOTHSEX,0.2
2008,Poland,<15Y,ALLAREA,BOTHSEX,0.02419
2008,Poland,ALLAGE,ALLAREA,MALE,0.00927
2008,Poland,ALLAGE,RURAL,BOTHSEX,0
2008,Poland,ALLAGE,URBAN,BOTHSEX,0.0205
2008,Poland,15-64,ALLAREA,BOTHSEX,0.01205
2008,Poland,65+,ALLAREA,BOTHSEX,0
2008,Poland,ALLAGE,ALLAREA,FEMALE,0.01562
2009,Poland,65+,ALLAREA,BOTHSEX,0
2009,Poland,ALLAGE,ALLAREA,FEMALE,0.00926
2013,Denmark,15-64,ALLAREA,BOTHSEX,0.92294
2013,Denmark,65+,ALLAREA,BOTHSEX,1.24084
2013,Denmark,ALLAGE,ALLAREA,FEMALE,0.66805
2014,Denmark,<15Y,ALLAREA,BOTHSEX,0
2014,Denmark,15-64,ALLAREA,BOTHSEX,0.61169
2014,Denmark,65+,ALLAREA,BOTHSEX,0.74325
2014,Denmark,ALLAGE,ALLAREA,FEMALE,0.57509
2014,Denmark,ALLAGE,ALLAREA,MALE,0.50951
2014,Denmark,ALLAGE,RURAL,BOTHSEX,0.91898
2013,Austria,15-64,ALLAREA,BOTHSEX,0.29483
2013,Austria,65+,ALLAREA,BOTHSEX,0.61409
2013,Austria,ALLAGE,ALLAREA,FEMALE,0.46966
2013,Austria,ALLAGE,ALLAREA,MALE,0.20105
2013,Austria,ALLAGE,RURAL,BOTHSEX,0.27978
2013,Austria,ALLAGE,URBAN,BOTHSEX,0.37823
2014,Austria,<15Y,ALLAREA,BOTHSEX,0.10703
2014,Austria,15-64,ALLAREA,BOTHSEX,0.174
2014,Austria,65+,ALLAREA,BOTHSEX,0.48822
2013,Italy,ALLAGE,URBAN,BOTHSEX,1.28219
2013,Italy,ALLAGE,RURAL,BOTHSEX,2.97824
2013,Italy,ALLAGE,ALLAREA,MALE,1.4314
2013,Italy,ALLAGE,ALLAREA,FEMALE,1.65322
2014,Italy,15-64,ALLAREA,BOTHSEX,1.86894
2014,Italy,<15Y,ALLAREA,BOTHSEX,2.19562
2014,Italy,65+,ALLAREA,BOTHSEX,0.45242
2014,Italy,ALLAGE,RURAL,BOTHSEX,1.75931
2014,Italy,ALLAGE,ALLAREA,MALE,1.56883
2014,Denmark,ALLAGE,URBAN,BOTHSEX,0.2317
2014,Denmark,ALLAGE,ALLAREA,BOTHSEX,0.2
2015,Denmark,ALLAGE,ALLAREA,BOTHSEX,0.2
2015,Denmark,<15Y,ALLAREA,BOTHSEX,0.54568
2015,Denmark,15-64,ALLAREA,BOTHSEX,0.67705
2015,Denmark,65+,ALLAREA,BOTHSEX,0.18157
2015,Denmark,ALLAGE,ALLAREA,FEMALE,0.39231
2015,Denmark,ALLAGE,ALLAREA,MALE,0.72016
2015,Denmark,ALLAGE,RURAL,BOTHSEX,0.3393
2014,Italy,ALLAGE,URBAN,BOTHSEX,1.55165
2014,Italy,ALLAGE,ALLAREA,BOTHSEX,1.2
2014,Italy,ALLAGE,ALLAREA,FEMALE,1.61156
2015,Italy,ALLAGE,ALLAREA,BOTHSEX,1.9
2015,Italy,65+,ALLAREA,BOTHSEX,1.03588
2015,Italy,15-64,ALLAREA,BOTHSEX,2.76461
2015,Italy,<15Y,ALLAREA,BOTHSEX,2.57103
2015,Italy,ALLAGE,URBAN,BOTHSEX,2.50959
2015,Italy,ALLAGE,RURAL,BOTHSEX,1.81957
2015,Denmark,ALLAGE,URBAN,BOTHSEX,0.66286
2016,Denmark,<15Y,ALLAREA,BOTHSEX,0.44182
2016,Denmark,15-64,ALLAREA,BOTHSEX,0.75292
2016,Denmark,65+,ALLAREA,BOTHSEX,0.16016
2016,Denmark,ALLAGE,ALLAREA,FEMALE,0.39396
2016,Denmark,ALLAGE,ALLAREA,MALE,0.77107
2016,Denmark,ALLAGE,RURAL,BOTHSEX,0.17849
2016,Denmark,ALLAGE,URBAN,BOTHSEX,0.78071
2016,Denmark,ALLAGE,ALLAREA,BOTHSEX,0.3
2014,Austria,ALLAGE,ALLAREA,FEMALE,0.22591
2014,Austria,ALLAGE,ALLAREA,MALE,0.22255
2014,Austria,ALLAGE,RURAL,BOTHSEX,0.16191
2014,Austria,ALLAGE,URBAN,BOTHSEX,0.26584
2014,Austria,ALLAGE,ALLAREA,BOTHSEX,0.2
2015,Austria,ALLAGE,ALLAREA,BOTHSEX,0.7
2015,Austria,<15Y,ALLAREA,BOTHSEX,1.15415
2015,Austria,15-64,ALLAREA,BOTHSEX,0.70652
2015,Austria,65+,ALLAREA,BOTHSEX,0.40122
2009,Poland,ALLAGE,ALLAREA,MALE,0.02217
2009,Poland,ALLAGE,RURAL,BOTHSEX,0.03062
2009,Poland,ALLAGE,URBAN,BOTHSEX,0.00586
2009,Poland,ALLAGE,ALLAREA,BOTHSEX,0.4
2010,Poland,ALLAGE,ALLAREA,BOTHSEX,0.3
2010,Poland,<15Y,ALLAREA,BOTHSEX,0.01909
2010,Poland,15-64,ALLAREA,BOTHSEX,0.00594
2010,Poland,65+,ALLAREA,BOTHSEX,0
2010,Poland,ALLAGE,ALLAREA,FEMALE,0.00631
2010,Poland,ALLAGE,ALLAREA,MALE,0.00876
2010,Poland,ALLAGE,RURAL,BOTHSEX,0.01945
2010,Poland,ALLAGE,URBAN,BOTHSEX,0
2011,Poland,15-64,ALLAREA,BOTHSEX,0.0335
2011,Poland,65+,ALLAREA,BOTHSEX,0
2011,Poland,ALLAGE,ALLAREA,MALE,0.0176
2011,Poland,ALLAGE,ALLAREA,BOTHSEX,0.3
2012,Poland,ALLAGE,ALLAREA,BOTHSEX,0.2
2012,Poland,ALLAGE,RURAL,BOTHSEX,0.01265
2015,Italy,ALLAGE,ALLAREA,MALE,2.2155
2015,Italy,ALLAGE,ALLAREA,FEMALE,2.45897
2016,Italy,<15Y,ALLAREA,BOTHSEX,2.11454
2016,Italy,ALLAGE,ALLAREA,BOTHSEX,1.6
2016,Italy,ALLAGE,RURAL,BOTHSEX,1.38775
2016,Italy,ALLAGE,ALLAREA,MALE,1.74967
2016,Italy,ALLAGE,ALLAREA,FEMALE,1.7315
2016,Italy,65+,ALLAREA,BOTHSEX,0.94508
2016,Italy,15-64,ALLAREA,BOTHSEX,1.95909
2012,Poland,ALLAGE,URBAN,BOTHSEX,0.02776
2012,Poland,<15Y,ALLAREA,BOTHSEX,0.03481
2012,Poland,15-64,ALLAREA,BOTHSEX,0.02254
2012,Poland,65+,ALLAREA,BOTHSEX,0
2012,Poland,ALLAGE,ALLAREA,FEMALE,0.0182
2012,Poland,ALLAGE,ALLAREA,MALE,0.02616
2013,Poland,<15Y,ALLAREA,BOTHSEX,0.0185
2013,Poland,ALLAGE,ALLAREA,BOTHSEX,0.4
2013,Poland,15-64,ALLAREA,BOTHSEX,0.00842
2016,Italy,ALLAGE,URBAN,BOTHSEX,1.85591
2017,Italy,ALLAGE,URBAN,BOTHSEX,1.7495
2017,Italy,ALLAGE,RURAL,BOTHSEX,1.01732
2017,Italy,ALLAGE,ALLAREA,MALE,1.54365
2017,Italy,ALLAGE,ALLAREA,FEMALE,1.59461
2017,Italy,65+,ALLAREA,BOTHSEX,1.04222
2017,Italy,15-64,ALLAREA,BOTHSEX,1.82112
2017,Italy,<15Y,ALLAREA,BOTHSEX,1.29231
2017,Italy,ALLAGE,ALLAREA,BOTHSEX,1.4
2017,Denmark,ALLAGE,ALLAREA,BOTHSEX,0.1
2017,Denmark,<15Y,ALLAREA,BOTHSEX,0
2017,Denmark,ALLAGE,RURAL,BOTHSEX,0.46579
2017,Denmark,ALLAGE,URBAN,BOTHSEX,0.50353
2017,Denmark,15-64,ALLAREA,BOTHSEX,0.69174
2017,Denmark,65+,ALLAREA,BOTHSEX,0.24996
2017,Denmark,ALLAGE,ALLAREA,MALE,0.65215
2017,Denmark,ALLAGE,ALLAREA,FEMALE,0.33136
2018,Denmark,<15Y,ALLAREA,BOTHSEX,0.53452
2013,Poland,65+,ALLAREA,BOTHSEX,0
2013,Poland,ALLAGE,ALLAREA,FEMALE,0.00971
2013,Poland,ALLAGE,ALLAREA,MALE,0.00834
2013,Poland,ALLAGE,RURAL,BOTHSEX,0.00995
2014,Poland,<15Y,ALLAREA,BOTHSEX,0.00627
2014,Poland,15-64,ALLAREA,BOTHSEX,0.01361
2014,Poland,65+,ALLAREA,BOTHSEX,0
2014,Poland,ALLAGE,ALLAREA,FEMALE,0.0054
2014,Poland,ALLAGE,URBAN,BOTHSEX,0.00197
2015,Austria,ALLAGE,ALLAREA,FEMALE,0.81623
2015,Austria,ALLAGE,ALLAREA,MALE,0.59848
2015,Austria,ALLAGE,RURAL,BOTHSEX,0.82462
2015,Austria,ALLAGE,URBAN,BOTHSEX,0.63117
2016,Austria,<15Y,ALLAREA,BOTHSEX,1.06235
2016,Austria,15-64,ALLAREA,BOTHSEX,0.71421
2016,Austria,65+,ALLAREA,BOTHSEX,0.20785
2016,Austria,ALLAGE,ALLAREA,FEMALE,0.78379
2016,Austria,ALLAGE,ALLAREA,MALE,0.54067
2018,Italy,ALLAGE,ALLAREA,BOTHSEX,1.5
2018,Italy,ALLAGE,URBAN,BOTHSEX,1.50154
2018,Italy,ALLAGE,RURAL,BOTHSEX,2.04213
2018,Italy,ALLAGE,ALLAREA,MALE,1.59976
2018,Italy,ALLAGE,ALLAREA,FEMALE,1.59028
2018,Italy,65+,ALLAREA,BOTHSEX,1.10435
2018,Italy,15-64,ALLAREA,BOTHSEX,1.73938
2018,Italy,<15Y,ALLAREA,BOTHSEX,1.79967
2019,Italy,65+,ALLAREA,BOTHSEX,1.15765
2014,Poland,ALLAGE,ALLAREA,MALE,0.01573
2014,Poland,ALLAGE,RURAL,BOTHSEX,0.02326
2014,Poland,ALLAGE,ALLAREA,BOTHSEX,0.4
2015,Poland,ALLAGE,ALLAREA,BOTHSEX,0.4
2015,Poland,<15Y,ALLAREA,BOTHSEX,0
2015,Poland,15-64,ALLAREA,BOTHSEX,0
2015,Poland,65+,ALLAREA,BOTHSEX,0
2015,Poland,ALLAGE,ALLAREA,FEMALE,0
2015,Poland,ALLAGE,ALLAREA,MALE,0
2019,Italy,15-64,ALLAREA,BOTHSEX,1.16308
2019,Italy,<15Y,ALLAREA,BOTHSEX,0.8871
2019,Italy,ALLAGE,ALLAREA,MALE,1.12652
2019,Italy,ALLAGE,ALLAREA,FEMALE,1.12854
2019,Italy,ALLAGE,URBAN,BOTHSEX,1.17136
2019,Italy,ALLAGE,RURAL,BOTHSEX,0.93144
2019,Italy,ALLAGE,ALLAREA,BOTHSEX,1
2020,Italy,ALLAGE,ALLAREA,BOTHSEX,0.8
2020,Italy,ALLAGE,URBAN,BOTHSEX,0.95809
2016,Austria,ALLAGE,RURAL,BOTHSEX,0.87947
2016,Austria,ALLAGE,URBAN,BOTHSEX,0.52627
2016,Austria,ALLAGE,ALLAREA,BOTHSEX,0.7
2017,Austria,ALLAGE,ALLAREA,BOTHSEX,0.3
2017,Austria,<15Y,ALLAREA,BOTHSEX,0.09013
2017,Austria,15-64,ALLAREA,BOTHSEX,0.36626
2017,Austria,65+,ALLAREA,BOTHSEX,0.30891
2017,Austria,ALLAGE,ALLAREA,FEMALE,0.24241
2017,Austria,ALLAGE,ALLAREA,MALE,0.3962
2018,Denmark,15-64,ALLAREA,BOTHSEX,0.64441
2018,Denmark,65+,ALLAREA,BOTHSEX,0.54646
2018,Denmark,ALLAGE,ALLAREA,FEMALE,0.60358
2018,Denmark,ALLAGE,ALLAREA,MALE,0.60977
2018,Denmark,ALLAGE,RURAL,BOTHSEX,0.37948
2018,Denmark,ALLAGE,URBAN,BOTHSEX,0.71841
2018,Denmark,ALLAGE,ALLAREA,BOTHSEX,0.2
2019,Denmark,ALLAGE,ALLAREA,BOTHSEX,0.3
2019,Denmark,<15Y,ALLAREA,BOTHSEX,0.38576
2019,Denmark,65+,ALLAREA,BOTHSEX,0.16915
2019,Denmark,15-64,ALLAREA,BOTHSEX,0.63803
2019,Denmark,ALLAGE,ALLAREA,FEMALE,0.33045
2019,Denmark,ALLAGE,ALLAREA,MALE,0.66984
2019,Denmark,ALLAGE,RURAL,BOTHSEX,0.4813
2019,Denmark,ALLAGE,URBAN,BOTHSEX,0.50817
2020,Denmark,<15Y,ALLAREA,BOTHSEX,0.90263
2020,Denmark,15-64,ALLAREA,BOTHSEX,0.60976
2020,Denmark,65+,ALLAREA,BOTHSEX,0.18473
2020,Italy,ALLAGE,RURAL,BOTHSEX,1.01288
2020,Italy,ALLAGE,ALLAREA,MALE,1.00626
2020,Italy,ALLAGE,ALLAREA,FEMALE,0.93149
2020,Italy,65+,ALLAREA,BOTHSEX,1.24377
2020,Italy,15-64,ALLAREA,BOTHSEX,0.94577
2020,Italy,<15Y,ALLAREA,BOTHSEX,0.52097
1996,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,7.9
2001,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,12.8
2002,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,8.9
2015,Poland,ALLAGE,RURAL,BOTHSEX,0
2015,Poland,ALLAGE,URBAN,BOTHSEX,0
2016,Poland,ALLAGE,URBAN,BOTHSEX,0.00295
2016,Poland,<15Y,ALLAREA,BOTHSEX,0.00368
2016,Poland,15-64,ALLAREA,BOTHSEX,0.00591
2016,Poland,65+,ALLAREA,BOTHSEX,0
2016,Poland,ALLAGE,ALLAREA,FEMALE,0.00432
2016,Poland,ALLAGE,ALLAREA,MALE,0.00478
2016,Poland,ALLAGE,RURAL,BOTHSEX,0.00703
2003,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,6.2
2004,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,3.3
2005,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,8.7
2005,Kazakhstan,ALLAGE,URBAN,BOTHSEX,2.54155
2005,Kazakhstan,ALLAGE,RURAL,BOTHSEX,16.82235
2005,Kazakhstan,ALLAGE,ALLAREA,MALE,9.27407
2005,Kazakhstan,65+,ALLAREA,BOTHSEX,4.03615
2005,Kazakhstan,15-64,ALLAREA,BOTHSEX,7.94506
2005,Kazakhstan,<15Y,ALLAREA,BOTHSEX,12.82017
2005,Kazakhstan,ALLAGE,ALLAREA,FEMALE,8.14789
2006,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.84945
2006,Kazakhstan,<15Y,ALLAREA,BOTHSEX,1.8245
2006,Kazakhstan,65+,ALLAREA,BOTHSEX,0.3614
2006,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.71592
2006,Kazakhstan,ALLAGE,RURAL,BOTHSEX,1.40552
2006,Kazakhstan,ALLAGE,ALLAREA,MALE,1.09426
2006,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.94201
2006,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,1
2017,Austria,ALLAGE,URBAN,BOTHSEX,0.32935
2017,Austria,ALLAGE,RURAL,BOTHSEX,0.29985
2018,Austria,<15Y,ALLAREA,BOTHSEX,0.47429
2018,Austria,15-64,ALLAREA,BOTHSEX,0.45681
2018,Austria,65+,ALLAREA,BOTHSEX,1.08492
2018,Austria,ALLAGE,ALLAREA,FEMALE,0.57303
2018,Austria,ALLAGE,ALLAREA,MALE,0.57944
2018,Austria,ALLAGE,RURAL,BOTHSEX,0.78777
2018,Austria,ALLAGE,URBAN,BOTHSEX,0.44368
2020,Denmark,ALLAGE,ALLAREA,FEMALE,0.5223
2020,Denmark,ALLAGE,ALLAREA,MALE,0.60437
2020,Denmark,ALLAGE,RURAL,BOTHSEX,0.33874
2020,Denmark,ALLAGE,URBAN,BOTHSEX,0.66984
2020,Denmark,ALLAGE,ALLAREA,BOTHSEX,0.2
2003,Estonia,ALLAGE,URBAN,BOTHSEX,2.19702
2003,Estonia,ALLAGE,RURAL,BOTHSEX,3.62702
2003,Estonia,ALLAGE,ALLAREA,MALE,3.53584
2003,Estonia,ALLAGE,ALLAREA,FEMALE,2.45325
2016,Poland,ALLAGE,ALLAREA,BOTHSEX,0.2
2017,Poland,ALLAGE,ALLAREA,BOTHSEX,0.3
2018,Poland,ALLAGE,ALLAREA,BOTHSEX,0.2
2019,Poland,ALLAGE,ALLAREA,BOTHSEX,0.1
2019,Poland,15-64,ALLAREA,BOTHSEX,0
2019,Poland,65+,ALLAREA,BOTHSEX,0
2019,Poland,ALLAGE,ALLAREA,FEMALE,0
2019,Poland,ALLAGE,ALLAREA,MALE,0
2019,Poland,ALLAGE,RURAL,BOTHSEX,0
2007,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0.4
2007,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.38648
2007,Kazakhstan,65+,ALLAREA,BOTHSEX,0.02141
2007,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.34045
2007,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.71105
2007,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.21415
2007,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.61622
2007,Kazakhstan,ALLAGE,ALLAREA,MALE,0.38441
2008,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.46998
2003,Estonia,<15Y,ALLAREA,BOTHSEX,3.91567
2003,Estonia,15-64,ALLAREA,BOTHSEX,3.45692
2003,Estonia,65+,ALLAREA,BOTHSEX,0.14604
2003,Estonia,ALLAGE,ALLAREA,BOTHSEX,2.5
2004,Estonia,ALLAGE,ALLAREA,BOTHSEX,1.1
2004,Estonia,<15Y,ALLAREA,BOTHSEX,1.97138
2004,Estonia,15-64,ALLAREA,BOTHSEX,1.61693
2004,Estonia,65+,ALLAREA,BOTHSEX,0.15725
2004,Estonia,ALLAGE,ALLAREA,FEMALE,1.24496
2008,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.2119
2008,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.27791
2008,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.21827
2008,Kazakhstan,65+,ALLAREA,BOTHSEX,0.12985
2008,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.19699
2008,Kazakhstan,ALLAGE,ALLAREA,MALE,0.27247
2008,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0.2
2009,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0.2
2009,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.42721
2004,Estonia,ALLAGE,ALLAREA,MALE,1.60858
2004,Estonia,ALLAGE,RURAL,BOTHSEX,1.74588
2004,Estonia,ALLAGE,URBAN,BOTHSEX,1.03402
2005,Estonia,<15Y,ALLAREA,BOTHSEX,1.0905
2005,Estonia,15-64,ALLAREA,BOTHSEX,1.23041
2005,Estonia,65+,ALLAREA,BOTHSEX,0.03582
