Year,GeoAreaName,Age,Location,Sex,Value
2005,Estonia,ALLAGE,ALLAREA,FEMALE,0.82279
2005,Estonia,ALLAGE,ALLAREA,MALE,1.20713
2005,Estonia,ALLAGE,RURAL,BOTHSEX,1.21131
2009,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.20978
2009,Kazakhstan,65+,ALLAREA,BOTHSEX,0.07365
2009,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.38891
2009,Kazakhstan,ALLAGE,ALLAREA,MALE,0.2535
2009,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.2364
2009,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.12187
2010,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.31938
2010,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.1181
2010,Kazakhstan,ALLAGE,ALLAREA,MALE,0.20638
2005,Estonia,ALLAGE,URBAN,BOTHSEX,0.76678
2005,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.8
2006,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.8
2006,Estonia,<15Y,ALLAREA,BOTHSEX,1.06059
2006,Estonia,15-64,ALLAREA,BOTHSEX,1.13487
2006,Estonia,65+,ALLAREA,BOTHSEX,0.05941
2006,Estonia,ALLAGE,ALLAREA,FEMALE,0.78722
2006,Estonia,ALLAGE,ALLAREA,MALE,1.10515
2006,Estonia,ALLAGE,RURAL,BOTHSEX,1.18857
2019,Poland,<15Y,ALLAREA,BOTHSEX,0
2003,Portugal,<15Y,ALLAREA,BOTHSEX,1.60158
2003,Portugal,15-64,ALLAREA,BOTHSEX,0.92078
2003,Portugal,ALLAGE,ALLAREA,MALE,0.81911
2003,Portugal,ALLAGE,RURAL,BOTHSEX,1.40213
2003,Portugal,ALLAGE,URBAN,BOTHSEX,0.72833
2003,Portugal,65+,ALLAREA,BOTHSEX,0.21544
2003,Portugal,ALLAGE,ALLAREA,FEMALE,0.96782
2003,Portugal,ALLAGE,ALLAREA,BOTHSEX,0.9
2004,Portugal,ALLAGE,ALLAREA,BOTHSEX,0.5
2010,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.18558
2010,Kazakhstan,65+,ALLAREA,BOTHSEX,0.02093
2010,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.17261
2010,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.28712
2010,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0.2
2011,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0.1
2011,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.11697
2011,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.06653
2011,Kazakhstan,65+,ALLAREA,BOTHSEX,0.01595
2006,Estonia,ALLAGE,URBAN,BOTHSEX,0.66506
2007,Estonia,65+,ALLAREA,BOTHSEX,0
2007,Estonia,<15Y,ALLAREA,BOTHSEX,0.24251
2007,Estonia,ALLAGE,ALLAREA,FEMALE,0.48631
2007,Estonia,ALLAGE,ALLAREA,MALE,0.56368
2007,Estonia,ALLAGE,RURAL,BOTHSEX,0.51394
2007,Estonia,ALLAGE,URBAN,BOTHSEX,0.53014
2007,Estonia,15-64,ALLAREA,BOTHSEX,0.71596
2007,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.4
2011,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.06046
2011,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.03633
2011,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.11288
2011,Kazakhstan,ALLAGE,ALLAREA,MALE,0.07641
2012,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.00867
2012,Kazakhstan,65+,ALLAREA,BOTHSEX,0
2012,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.02998
2012,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.0728
2012,Kazakhstan,ALLAGE,ALLAREA,MALE,0.03727
2018,Austria,ALLAGE,ALLAREA,BOTHSEX,0.6
2019,Austria,ALLAGE,ALLAREA,BOTHSEX,0.6
2019,Austria,<15Y,ALLAREA,BOTHSEX,0.73991
2019,Austria,15-64,ALLAREA,BOTHSEX,0.64081
2019,Austria,ALLAGE,RURAL,BOTHSEX,0.68613
2019,Austria,ALLAGE,ALLAREA,MALE,0.74055
2019,Austria,ALLAGE,ALLAREA,FEMALE,0.62272
2019,Austria,65+,ALLAREA,BOTHSEX,0.78166
2019,Austria,ALLAGE,URBAN,BOTHSEX,0.67748
2008,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.4
2008,Estonia,<15Y,ALLAREA,BOTHSEX,0.39566
2008,Estonia,15-64,ALLAREA,BOTHSEX,0.65995
2008,Estonia,65+,ALLAREA,BOTHSEX,0
2008,Estonia,ALLAGE,ALLAREA,FEMALE,0.37158
2008,Estonia,ALLAGE,ALLAREA,MALE,0.66169
2008,Estonia,ALLAGE,RURAL,BOTHSEX,0.60507
2008,Estonia,ALLAGE,URBAN,BOTHSEX,0.40292
2009,Estonia,15-64,ALLAREA,BOTHSEX,0.91731
2012,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.03941
2012,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.07441
2012,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0
2013,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0
2013,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.0223
2013,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.06641
2013,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.03061
2013,Kazakhstan,65+,ALLAREA,BOTHSEX,0.02528
2013,Kazakhstan,ALLAGE,ALLAREA,MALE,0.03603
2009,Estonia,<15Y,ALLAREA,BOTHSEX,0.75763
2009,Estonia,65+,ALLAREA,BOTHSEX,0.01107
2009,Estonia,ALLAGE,ALLAREA,FEMALE,0.48475
2009,Estonia,ALLAGE,ALLAREA,MALE,1.02842
2009,Estonia,ALLAGE,RURAL,BOTHSEX,1.00189
2009,Estonia,ALLAGE,URBAN,BOTHSEX,0.45757
2009,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.6
2010,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.8
2010,Estonia,<15Y,ALLAREA,BOTHSEX,0.96444
2013,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.02974
2013,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.03721
2014,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.01925
2014,Kazakhstan,65+,ALLAREA,BOTHSEX,0
2014,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.01149
2014,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.04603
2014,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.02043
2014,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.01786
2014,Kazakhstan,ALLAGE,ALLAREA,MALE,0.01931
2010,Estonia,15-64,ALLAREA,BOTHSEX,1.20217
2010,Estonia,65+,ALLAREA,BOTHSEX,0
2010,Estonia,ALLAGE,ALLAREA,FEMALE,0.77748
2010,Estonia,ALLAGE,ALLAREA,MALE,1.16012
2010,Estonia,ALLAGE,URBAN,BOTHSEX,0.61017
2010,Estonia,ALLAGE,RURAL,BOTHSEX,1.27914
2011,Estonia,15-64,ALLAREA,BOTHSEX,1.56854
2011,Estonia,<15Y,ALLAREA,BOTHSEX,1.04063
2011,Estonia,65+,ALLAREA,BOTHSEX,0
2014,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0
2015,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0
2015,Kazakhstan,65+,ALLAREA,BOTHSEX,0.02127
2015,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.02565
2015,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.07629
2015,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.04838
2015,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.07927
2015,Kazakhstan,ALLAGE,ALLAREA,MALE,0.02644
2015,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.00691
2004,Portugal,ALLAGE,ALLAREA,FEMALE,0.58929
2004,Portugal,ALLAGE,URBAN,BOTHSEX,0.47278
2004,Portugal,ALLAGE,ALLAREA,MALE,0.48049
2004,Portugal,ALLAGE,RURAL,BOTHSEX,0.73083
2004,Portugal,<15Y,ALLAREA,BOTHSEX,0.55425
2004,Portugal,15-64,ALLAREA,BOTHSEX,0.62228
2004,Portugal,65+,ALLAREA,BOTHSEX,0.20137
2005,Portugal,ALLAGE,RURAL,BOTHSEX,0.62793
2005,Portugal,ALLAGE,URBAN,BOTHSEX,0.51081
2016,Kazakhstan,65+,ALLAREA,BOTHSEX,0.03293
2016,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.03722
2016,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.09004
2016,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.03535
2016,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.07062
2016,Kazakhstan,ALLAGE,ALLAREA,MALE,0.05592
2016,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.04591
2016,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0.1
2017,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0
2011,Estonia,ALLAGE,ALLAREA,FEMALE,0.92404
2011,Estonia,ALLAGE,ALLAREA,MALE,1.54498
2011,Estonia,ALLAGE,RURAL,BOTHSEX,1.30664
2011,Estonia,ALLAGE,URBAN,BOTHSEX,1.14248
2011,Estonia,ALLAGE,ALLAREA,BOTHSEX,1
2012,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.7
2012,Estonia,<15Y,ALLAREA,BOTHSEX,0.59444
2012,Estonia,15-64,ALLAREA,BOTHSEX,1.28217
2012,Estonia,65+,ALLAREA,BOTHSEX,0.29548
2005,Portugal,<15Y,ALLAREA,BOTHSEX,0.99413
2005,Portugal,15-64,ALLAREA,BOTHSEX,0.57635
2005,Portugal,65+,ALLAREA,BOTHSEX,0.05806
2005,Portugal,ALLAGE,ALLAREA,MALE,0.59844
2005,Portugal,ALLAGE,ALLAREA,FEMALE,0.492
2005,Portugal,ALLAGE,ALLAREA,BOTHSEX,0.5
2006,Portugal,ALLAGE,ALLAREA,BOTHSEX,0.1
2006,Portugal,ALLAGE,URBAN,BOTHSEX,0.104
2006,Portugal,ALLAGE,ALLAREA,MALE,0.13089
2017,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.07587
2017,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.03158
2017,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.05082
2017,Kazakhstan,65+,ALLAREA,BOTHSEX,0.00635
2017,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.02028
2017,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.06987
2017,Kazakhstan,ALLAGE,ALLAREA,MALE,0.03056
2018,Kazakhstan,ALLAGE,URBAN,BOTHSEX,0.0033
2018,Kazakhstan,ALLAGE,RURAL,BOTHSEX,0.0311
2012,Estonia,ALLAGE,ALLAREA,FEMALE,0.89484
2012,Estonia,ALLAGE,ALLAREA,MALE,1.12961
2012,Estonia,ALLAGE,RURAL,BOTHSEX,0.9603
2012,Estonia,ALLAGE,URBAN,BOTHSEX,1.03236
2013,Estonia,<15Y,ALLAREA,BOTHSEX,0.60612
2013,Estonia,15-64,ALLAREA,BOTHSEX,1.43422
2013,Estonia,65+,ALLAREA,BOTHSEX,0.31518
2013,Estonia,ALLAGE,ALLAREA,FEMALE,0.79999
2013,Estonia,ALLAGE,ALLAREA,MALE,1.4284
2006,Portugal,ALLAGE,RURAL,BOTHSEX,0.0574
2006,Portugal,<15Y,ALLAREA,BOTHSEX,0.25926
2006,Portugal,15-64,ALLAREA,BOTHSEX,0.07396
2006,Portugal,65+,ALLAREA,BOTHSEX,0.02928
2006,Portugal,ALLAGE,ALLAREA,FEMALE,0.05682
2007,Portugal,ALLAGE,URBAN,BOTHSEX,0.28291
2007,Portugal,65+,ALLAREA,BOTHSEX,0.06559
2007,Portugal,ALLAGE,ALLAREA,FEMALE,0.28408
2007,Portugal,ALLAGE,ALLAREA,MALE,0.22961
2018,Kazakhstan,ALLAGE,ALLAREA,MALE,0.01272
2018,Kazakhstan,ALLAGE,ALLAREA,FEMALE,0.0172
2018,Kazakhstan,65+,ALLAREA,BOTHSEX,0
2018,Kazakhstan,15-64,ALLAREA,BOTHSEX,0.01004
2018,Kazakhstan,<15Y,ALLAREA,BOTHSEX,0.03219
2018,Kazakhstan,ALLAGE,ALLAREA,BOTHSEX,0
2000,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,38.2
2001,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,33.4
2002,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,31.1
2003,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,25.7
2004,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,11.6
2005,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,13.6
2005,Kyrgyzstan,ALLAGE,URBAN,BOTHSEX,8.17662
2005,Kyrgyzstan,ALLAGE,RURAL,BOTHSEX,16.70989
2005,Kyrgyzstan,ALLAGE,ALLAREA,MALE,13.67111
2005,Kyrgyzstan,ALLAGE,ALLAREA,FEMALE,13.48542
2005,Kyrgyzstan,65+,ALLAREA,BOTHSEX,11.21929
2005,Kyrgyzstan,15-64,ALLAREA,BOTHSEX,11.67209
2013,Estonia,ALLAGE,RURAL,BOTHSEX,1.22266
2013,Estonia,ALLAGE,URBAN,BOTHSEX,1.00275
2013,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.9
2014,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.8
2014,Estonia,<15Y,ALLAREA,BOTHSEX,1.16584
2014,Estonia,15-64,ALLAREA,BOTHSEX,1.29586
2014,Estonia,65+,ALLAREA,BOTHSEX,0.15432
2014,Estonia,ALLAGE,URBAN,BOTHSEX,0.99628
2014,Estonia,ALLAGE,ALLAREA,FEMALE,0.74681
2005,Kyrgyzstan,<15Y,ALLAREA,BOTHSEX,17.75187
2006,Kyrgyzstan,65+,ALLAREA,BOTHSEX,5.71189
2006,Kyrgyzstan,15-64,ALLAREA,BOTHSEX,7.17664
2006,Kyrgyzstan,<15Y,ALLAREA,BOTHSEX,11.24768
2006,Kyrgyzstan,ALLAGE,ALLAREA,MALE,8.36806
2006,Kyrgyzstan,ALLAGE,ALLAREA,FEMALE,8.37446
2006,Kyrgyzstan,ALLAGE,URBAN,BOTHSEX,5.39786
2006,Kyrgyzstan,ALLAGE,RURAL,BOTHSEX,10.12612
2006,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,8.4
2007,Portugal,ALLAGE,RURAL,BOTHSEX,0.17798
2007,Portugal,<15Y,ALLAREA,BOTHSEX,0.3926
2007,Portugal,15-64,ALLAREA,BOTHSEX,0.2822
2007,Portugal,ALLAGE,ALLAREA,BOTHSEX,0.3
2008,Portugal,ALLAGE,ALLAREA,BOTHSEX,0.1
2008,Portugal,<15Y,ALLAREA,BOTHSEX,0.03666
2008,Portugal,15-64,ALLAREA,BOTHSEX,0.19336
2008,Portugal,65+,ALLAREA,BOTHSEX,0.0105
2008,Portugal,ALLAGE,ALLAREA,FEMALE,0.11211
2014,Estonia,ALLAGE,RURAL,BOTHSEX,1.12813
2014,Estonia,ALLAGE,ALLAREA,MALE,1.39632
2015,Estonia,<15Y,ALLAREA,BOTHSEX,0.43394
2015,Estonia,15-64,ALLAREA,BOTHSEX,1.05621
2015,Estonia,65+,ALLAREA,BOTHSEX,0.47373
2015,Estonia,ALLAGE,ALLAREA,FEMALE,0.70225
2015,Estonia,ALLAGE,ALLAREA,MALE,1.00923
2015,Estonia,ALLAGE,RURAL,BOTHSEX,0.72407
2015,Estonia,ALLAGE,URBAN,BOTHSEX,0.92975
2007,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,8.8
2007,Kyrgyzstan,15-64,ALLAREA,BOTHSEX,7.98876
2007,Kyrgyzstan,<15Y,ALLAREA,BOTHSEX,10.52564
2007,Kyrgyzstan,ALLAGE,URBAN,BOTHSEX,3.13199
2007,Kyrgyzstan,ALLAGE,RURAL,BOTHSEX,11.95426
2007,Kyrgyzstan,ALLAGE,ALLAREA,MALE,9.49257
2007,Kyrgyzstan,ALLAGE,ALLAREA,FEMALE,8.09034
2007,Kyrgyzstan,65+,ALLAREA,BOTHSEX,7.31236
2008,Kyrgyzstan,<15Y,ALLAREA,BOTHSEX,4.3819
2008,Portugal,ALLAGE,ALLAREA,MALE,0.16407
2008,Portugal,ALLAGE,RURAL,BOTHSEX,0.02223
2008,Portugal,ALLAGE,URBAN,BOTHSEX,0.17361
2009,Portugal,<15Y,ALLAREA,BOTHSEX,0.32074
2009,Portugal,15-64,ALLAREA,BOTHSEX,0.18021
2009,Portugal,ALLAGE,ALLAREA,FEMALE,0.11628
2009,Portugal,ALLAGE,ALLAREA,MALE,0.2188
2009,Portugal,ALLAGE,RURAL,BOTHSEX,0.10304
2009,Portugal,ALLAGE,URBAN,BOTHSEX,0.18498
2020,Austria,<15Y,ALLAREA,BOTHSEX,0.56366
2020,Austria,15-64,ALLAREA,BOTHSEX,0.6761
2020,Austria,65+,ALLAREA,BOTHSEX,0.81799
2020,Austria,ALLAGE,ALLAREA,FEMALE,0.62485
2020,Austria,ALLAGE,ALLAREA,MALE,0.75294
2020,Austria,ALLAGE,RURAL,BOTHSEX,0.92855
2020,Austria,ALLAGE,URBAN,BOTHSEX,0.53522
2020,Austria,ALLAGE,ALLAREA,BOTHSEX,0.7
1999,Armenia,ALLAGE,ALLAREA,BOTHSEX,11.9
2015,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.6
2016,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.5
2016,Estonia,<15Y,ALLAREA,BOTHSEX,0.16435
2016,Estonia,15-64,ALLAREA,BOTHSEX,0.99562
2016,Estonia,65+,ALLAREA,BOTHSEX,0.18423
2016,Estonia,ALLAGE,ALLAREA,MALE,0.98605
2016,Estonia,ALLAGE,RURAL,BOTHSEX,0.74253
2016,Estonia,ALLAGE,URBAN,BOTHSEX,0.67497
2016,Estonia,ALLAGE,ALLAREA,FEMALE,0.45198
2008,Kyrgyzstan,ALLAGE,ALLAREA,MALE,3.52334
2008,Kyrgyzstan,ALLAGE,ALLAREA,FEMALE,3.12124
2008,Kyrgyzstan,15-64,ALLAREA,BOTHSEX,2.87894
2008,Kyrgyzstan,65+,ALLAREA,BOTHSEX,2.45076
2008,Kyrgyzstan,ALLAGE,URBAN,BOTHSEX,1.17704
2008,Kyrgyzstan,ALLAGE,RURAL,BOTHSEX,4.48847
2008,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,3.3
2009,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,1.5
2009,Kyrgyzstan,15-64,ALLAREA,BOTHSEX,1.26371
2009,Portugal,65+,ALLAREA,BOTHSEX,0
2009,Portugal,ALLAGE,ALLAREA,BOTHSEX,0.2
2010,Portugal,ALLAGE,ALLAREA,BOTHSEX,0.1
2010,Portugal,ALLAGE,ALLAREA,FEMALE,0.13636
2010,Portugal,15-64,ALLAREA,BOTHSEX,0.17194
2010,Portugal,65+,ALLAREA,BOTHSEX,0
2010,Portugal,<15Y,ALLAREA,BOTHSEX,0.15693
2010,Portugal,ALLAGE,ALLAREA,MALE,0.13656
2010,Portugal,ALLAGE,RURAL,BOTHSEX,0.23071
2017,Estonia,<15Y,ALLAREA,BOTHSEX,0.27812
2017,Estonia,15-64,ALLAREA,BOTHSEX,0.62293
2017,Estonia,65+,ALLAREA,BOTHSEX,0.05636
2017,Estonia,ALLAGE,ALLAREA,FEMALE,0.31201
2017,Estonia,ALLAGE,ALLAREA,MALE,0.61464
2017,Estonia,ALLAGE,RURAL,BOTHSEX,0.76388
2017,Estonia,ALLAGE,URBAN,BOTHSEX,0.31029
2017,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.3
2018,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.2
2009,Kyrgyzstan,<15Y,ALLAREA,BOTHSEX,2.21369
2009,Kyrgyzstan,65+,ALLAREA,BOTHSEX,1.07697
2009,Kyrgyzstan,ALLAGE,URBAN,BOTHSEX,0.98846
2009,Kyrgyzstan,ALLAGE,RURAL,BOTHSEX,1.84817
2009,Kyrgyzstan,ALLAGE,ALLAREA,MALE,1.50702
2009,Kyrgyzstan,ALLAGE,ALLAREA,FEMALE,1.58202
2010,Kyrgyzstan,<15Y,ALLAREA,BOTHSEX,4.66626
2010,Kyrgyzstan,15-64,ALLAREA,BOTHSEX,3.07259
2010,Kyrgyzstan,ALLAGE,URBAN,BOTHSEX,2.86275
2018,Estonia,ALLAGE,ALLAREA,FEMALE,0.27903
2018,Estonia,65+,ALLAREA,BOTHSEX,0.05214
2018,Estonia,15-64,ALLAREA,BOTHSEX,0.75218
2018,Estonia,<15Y,ALLAREA,BOTHSEX,0.07467
2018,Estonia,ALLAGE,ALLAREA,MALE,0.75446
2018,Estonia,ALLAGE,RURAL,BOTHSEX,0.81076
2018,Estonia,ALLAGE,URBAN,BOTHSEX,0.36948
2019,Estonia,<15Y,ALLAREA,BOTHSEX,0.48215
2019,Estonia,15-64,ALLAREA,BOTHSEX,0.92801
2010,Portugal,ALLAGE,URBAN,BOTHSEX,0.10917
2011,Portugal,<15Y,ALLAREA,BOTHSEX,0.90736
2011,Portugal,15-64,ALLAREA,BOTHSEX,0.5842
2011,Portugal,ALLAGE,URBAN,BOTHSEX,0.54244
2011,Portugal,65+,ALLAREA,BOTHSEX,0
2011,Portugal,ALLAGE,ALLAREA,FEMALE,0.49169
2011,Portugal,ALLAGE,ALLAREA,MALE,0.52594
2011,Portugal,ALLAGE,RURAL,BOTHSEX,0.42102
2011,Portugal,ALLAGE,ALLAREA,BOTHSEX,0.5
2010,Kyrgyzstan,ALLAGE,RURAL,BOTHSEX,3.89462
2010,Kyrgyzstan,ALLAGE,ALLAREA,MALE,3.88164
2010,Kyrgyzstan,ALLAGE,ALLAREA,FEMALE,3.19687
2010,Kyrgyzstan,65+,ALLAREA,BOTHSEX,2.23789
2010,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,3.5
2011,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,1.3
2011,Kyrgyzstan,15-64,ALLAREA,BOTHSEX,1.11649
2011,Kyrgyzstan,<15Y,ALLAREA,BOTHSEX,1.65737
2011,Kyrgyzstan,ALLAGE,URBAN,BOTHSEX,0.63335
2019,Estonia,65+,ALLAREA,BOTHSEX,0.20019
2019,Estonia,ALLAGE,ALLAREA,FEMALE,0.52397
2019,Estonia,ALLAGE,ALLAREA,MALE,0.90691
2019,Estonia,ALLAGE,RURAL,BOTHSEX,0.78643
2019,Estonia,ALLAGE,URBAN,BOTHSEX,0.66991
2019,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.6
2020,Estonia,ALLAGE,ALLAREA,BOTHSEX,0.3
2020,Estonia,<15Y,ALLAREA,BOTHSEX,0.48683
2020,Estonia,15-64,ALLAREA,BOTHSEX,0.76336
2012,Portugal,ALLAGE,ALLAREA,BOTHSEX,0.7
2012,Portugal,<15Y,ALLAREA,BOTHSEX,1.08897
2012,Portugal,15-64,ALLAREA,BOTHSEX,0.7774
2012,Portugal,65+,ALLAREA,BOTHSEX,0.2079
2012,Portugal,ALLAGE,RURAL,BOTHSEX,0.70238
2012,Portugal,ALLAGE,ALLAREA,FEMALE,0.7603
2012,Portugal,ALLAGE,ALLAREA,MALE,0.64045
2012,Portugal,ALLAGE,URBAN,BOTHSEX,0.70353
2013,Portugal,15-64,ALLAREA,BOTHSEX,0.97702
2011,Kyrgyzstan,ALLAGE,RURAL,BOTHSEX,1.62933
2011,Kyrgyzstan,ALLAGE,ALLAREA,MALE,1.2693
2011,Kyrgyzstan,ALLAGE,ALLAREA,FEMALE,1.24748
2011,Kyrgyzstan,65+,ALLAREA,BOTHSEX,0.71987
2012,Kyrgyzstan,ALLAGE,ALLAREA,MALE,2.58718
2012,Kyrgyzstan,ALLAGE,ALLAREA,FEMALE,2.66779
2012,Kyrgyzstan,ALLAGE,URBAN,BOTHSEX,2.5242
2012,Kyrgyzstan,ALLAGE,RURAL,BOTHSEX,2.6906
2012,Kyrgyzstan,65+,ALLAREA,BOTHSEX,1.94877
2012,Kyrgyzstan,15-64,ALLAREA,BOTHSEX,2.37639
2012,Kyrgyzstan,<15Y,ALLAREA,BOTHSEX,3.29042
2012,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,2.6
2013,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,2.6
2013,Kyrgyzstan,15-64,ALLAREA,BOTHSEX,2.18408
2013,Kyrgyzstan,<15Y,ALLAREA,BOTHSEX,3.5595
2013,Kyrgyzstan,ALLAGE,ALLAREA,MALE,2.61499
2013,Kyrgyzstan,ALLAGE,ALLAREA,FEMALE,2.62465
2013,Kyrgyzstan,65+,ALLAREA,BOTHSEX,2.10662
2020,Estonia,65+,ALLAREA,BOTHSEX,0.07115
2020,Estonia,ALLAGE,ALLAREA,FEMALE,0.43539
2020,Estonia,ALLAGE,ALLAREA,MALE,0.72596
2020,Estonia,ALLAGE,RURAL,BOTHSEX,0.52134
2020,Estonia,ALLAGE,URBAN,BOTHSEX,0.60263
1987,Finland,ALLAGE,ALLAREA,BOTHSEX,0
1991,Finland,ALLAGE,ALLAREA,BOTHSEX,0
1995,Finland,ALLAGE,ALLAREA,BOTHSEX,0
2000,Finland,ALLAGE,ALLAREA,BOTHSEX,0
2013,Portugal,65+,ALLAREA,BOTHSEX,0.09241
2013,Portugal,ALLAGE,ALLAREA,FEMALE,0.87434
2013,Portugal,ALLAGE,ALLAREA,MALE,0.83406
2013,Portugal,ALLAGE,RURAL,BOTHSEX,0.83275
2013,Portugal,ALLAGE,URBAN,BOTHSEX,0.86353
2013,Portugal,<15Y,ALLAREA,BOTHSEX,1.44836
2013,Portugal,ALLAGE,ALLAREA,BOTHSEX,0.9
2014,Portugal,15-64,ALLAREA,BOTHSEX,0.57434
2014,Portugal,ALLAGE,ALLAREA,MALE,0.64158
2013,Kyrgyzstan,ALLAGE,RURAL,BOTHSEX,3.34057
2013,Kyrgyzstan,ALLAGE,URBAN,BOTHSEX,1.1971
2014,Kyrgyzstan,ALLAGE,URBAN,BOTHSEX,0.74533
2014,Kyrgyzstan,ALLAGE,RURAL,BOTHSEX,1.21653
2014,Kyrgyzstan,ALLAGE,ALLAREA,MALE,1.06741
2014,Kyrgyzstan,ALLAGE,ALLAREA,FEMALE,1.03102
2014,Kyrgyzstan,65+,ALLAREA,BOTHSEX,0.55679
2014,Kyrgyzstan,15-64,ALLAREA,BOTHSEX,0.85389
2014,Kyrgyzstan,<15Y,ALLAREA,BOTHSEX,1.50834
2003,Finland,ALLAGE,ALLAREA,BOTHSEX,0
2003,Finland,15-64,ALLAREA,BOTHSEX,0.09835
2003,Finland,<15Y,ALLAREA,BOTHSEX,0.03216
2003,Finland,65+,ALLAREA,BOTHSEX,0
2003,Finland,ALLAGE,ALLAREA,FEMALE,0.0319
2003,Finland,ALLAGE,ALLAREA,MALE,0.11259
2003,Finland,ALLAGE,RURAL,BOTHSEX,0.08015
2003,Finland,ALLAGE,URBAN,BOTHSEX,0.05999
2004,Finland,<15Y,ALLAREA,BOTHSEX,0
2004,Finland,15-64,ALLAREA,BOTHSEX,0.09139
2014,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,1
2015,Kyrgyzstan,ALLAGE,ALLAREA,BOTHSEX,2.2
