Year,Gender,Country Name,Value
1998,Female,Kazakhstan,70.4
1999,Female,Kazakhstan,70.9
2000,Female,Kazakhstan,71.2
2001,Female,Kazakhstan,71.3
2002,Female,Kazakhstan,71.6
2003,Female,Kazakhstan,71.5
2004,Female,Kazakhstan,72.0
2005,Female,Kazakhstan,71.8
2006,Female,Kazakhstan,72.0
2007,Female,Kazakhstan,72.3
2008,Female,Kazakhstan,72.4
2009,Female,Kazakhstan,73.25
2010,Female,Kazakhstan,73.41
2011,Female,Kazakhstan,73.57
2012,Female,Kazakhstan,74.29
2013,Female,Kazakhstan,75.23
2014,Female,Kazakhstan,75.82
2015,Female,Kazakhstan,76.26
2016,Female,Kazakhstan,76.61
2017,Female,Kazakhstan,76.92
2018,Female,Kazakhstan,77.19
2019,Female,Kazakhstan,77.3
2020,Female,Kazakhstan,75.53
2021,Female,Kazakhstan,74.03
1998,Total,Kazakhstan,64.5
1999,Total,Kazakhstan,65.63
2000,Total,Kazakhstan,65.45
2001,Total,Kazakhstan,65.76
2002,Total,Kazakhstan,65.95
2003,Total,Kazakhstan,65.74
2004,Total,Kazakhstan,66.06
2005,Total,Kazakhstan,65.86
2006,Total,Kazakhstan,66.15
2007,Total,Kazakhstan,66.34
2008,Total,Kazakhstan,67.11
2009,Total,Kazakhstan,68.39
2010,Total,Kazakhstan,68.45
2011,Total,Kazakhstan,68.69
2012,Total,Kazakhstan,69.52
2013,Total,Kazakhstan,70.62
2014,Total,Kazakhstan,71.44
2015,Total,Kazakhstan,71.97
2016,Total,Kazakhstan,72.41
2017,Total,Kazakhstan,72.95
2018,Total,Kazakhstan,73.15
2019,Total,Kazakhstan,73.18
2020,Total,Kazakhstan,71.37
2021,Total,Kazakhstan,70.23
1998,Male,Kazakhstan,59.0
1999,Male,Kazakhstan,60.6
2000,Male,Kazakhstan,60.2
2001,Male,Kazakhstan,60.5
2002,Male,Kazakhstan,60.7
2003,Male,Kazakhstan,60.5
2004,Male,Kazakhstan,60.6
2005,Male,Kazakhstan,60.3
2006,Male,Kazakhstan,60.6
2007,Male,Kazakhstan,60.7
2008,Male,Kazakhstan,61.9
2009,Male,Kazakhstan,63.55
2010,Male,Kazakhstan,63.55
2011,Male,Kazakhstan,63.85
2012,Male,Kazakhstan,64.74
2013,Male,Kazakhstan,65.91
2014,Male,Kazakhstan,66.9
2015,Male,Kazakhstan,67.49
2016,Male,Kazakhstan,67.99
2017,Male,Kazakhstan,68.72
2018,Male,Kazakhstan,68.84
2019,Male,Kazakhstan,68.82
2020,Male,Kazakhstan,67.09
2021,Male,Kazakhstan,66.33
1998,Female,Kyrgyz Republic,71.2
1999,Female,Kyrgyz Republic,72.6
2000,Female,Kyrgyz Republic,72.4
2001,Female,Kyrgyz Republic,72.6
2002,Female,Kyrgyz Republic,72.1
2003,Female,Kyrgyz Republic,72.2
2004,Female,Kyrgyz Republic,72.2
2005,Female,Kyrgyz Republic,71.9
2006,Female,Kyrgyz Republic,72.1
2007,Female,Kyrgyz Republic,72.3
2008,Female,Kyrgyz Republic,72.6
2009,Female,Kyrgyz Republic,73.2
2010,Female,Kyrgyz Republic,73.5
2011,Female,Kyrgyz Republic,73.7
2012,Female,Kyrgyz Republic,74.1
2013,Female,Kyrgyz Republic,74.3
2014,Female,Kyrgyz Republic,74.5
2015,Female,Kyrgyz Republic,74.8
2016,Female,Kyrgyz Republic,75.1
2017,Female,Kyrgyz Republic,75.4
2018,Female,Kyrgyz Republic,75.6
2019,Female,Kyrgyz Republic,75.8
2020,Female,Kyrgyz Republic,76.0
2021,Female,Kyrgyz Republic,76.1
1998,Total,Kyrgyz Republic,67.05121951
1999,Total,Kyrgyz Republic,68.65609756
2000,Total,Kyrgyz Republic,68.55853659
2001,Total,Kyrgyz Republic,68.70731707
2002,Total,Kyrgyz Republic,68.15609756
2003,Total,Kyrgyz Republic,68.25609756
2004,Total,Kyrgyz Republic,68.15365854
2005,Total,Kyrgyz Republic,67.95609756
2006,Total,Kyrgyz Republic,67.69512195
2007,Total,Kyrgyz Republic,67.89512195
2008,Total,Kyrgyz Republic,68.45121951
2009,Total,Kyrgyz Republic,69.10243902
2010,Total,Kyrgyz Republic,69.3
2011,Total,Kyrgyz Republic,69.60243902
2012,Total,Kyrgyz Republic,70.00243902
2013,Total,Kyrgyz Republic,70.20243902
2014,Total,Kyrgyz Republic,70.40243902
2015,Total,Kyrgyz Republic,70.65121951
2016,Total,Kyrgyz Republic,70.95121951
2017,Total,Kyrgyz Republic,71.2
2018,Total,Kyrgyz Republic,71.4
2019,Total,Kyrgyz Republic,71.6
2020,Total,Kyrgyz Republic,71.8
2021,Total,Kyrgyz Republic,71.9
1998,Male,Kyrgyz Republic,63.1
1999,Male,Kyrgyz Republic,64.9
2000,Male,Kyrgyz Republic,64.9
2001,Male,Kyrgyz Republic,65.0
2002,Male,Kyrgyz Republic,64.4
2003,Male,Kyrgyz Republic,64.5
2004,Male,Kyrgyz Republic,64.3
2005,Male,Kyrgyz Republic,64.2
2006,Male,Kyrgyz Republic,63.5
2007,Male,Kyrgyz Republic,63.7
2008,Male,Kyrgyz Republic,64.5
2009,Male,Kyrgyz Republic,65.2
2010,Male,Kyrgyz Republic,65.3
2011,Male,Kyrgyz Republic,65.7
2012,Male,Kyrgyz Republic,66.1
2013,Male,Kyrgyz Republic,66.3
2014,Male,Kyrgyz Republic,66.5
2015,Male,Kyrgyz Republic,66.7
2016,Male,Kyrgyz Republic,67.0
2017,Male,Kyrgyz Republic,67.2
2018,Male,Kyrgyz Republic,67.4
2019,Male,Kyrgyz Republic,67.6
2020,Male,Kyrgyz Republic,67.8
2021,Male,Kyrgyz Republic,67.9
1998,Female,Tajikistan,64.523
1999,Female,Tajikistan,65.266
2000,Female,Tajikistan,65.956
2001,Female,Tajikistan,66.395
2002,Female,Tajikistan,67.251
2003,Female,Tajikistan,67.913
2004,Female,Tajikistan,68.534
2005,Female,Tajikistan,68.995
2006,Female,Tajikistan,69.536
2007,Female,Tajikistan,69.697
2008,Female,Tajikistan,70.109
2009,Female,Tajikistan,70.507
2010,Female,Tajikistan,70.353
2011,Female,Tajikistan,70.824
2012,Female,Tajikistan,70.949
2013,Female,Tajikistan,71.334
2014,Female,Tajikistan,71.644
2015,Female,Tajikistan,71.868
2016,Female,Tajikistan,72.088
2017,Female,Tajikistan,72.34
2018,Female,Tajikistan,72.599
2019,Female,Tajikistan,73.01
2020,Female,Tajikistan,70.17
2021,Female,Tajikistan,73.734
1998,Total,Tajikistan,61.519
1999,Total,Tajikistan,62.621
2000,Total,Tajikistan,63.26
2001,Total,Tajikistan,64.057
2002,Total,Tajikistan,64.846
2003,Total,Tajikistan,65.552
2004,Total,Tajikistan,66.028
2005,Total,Tajikistan,66.514
2006,Total,Tajikistan,67.013
2007,Total,Tajikistan,67.217
2008,Total,Tajikistan,67.688
2009,Total,Tajikistan,68.039
2010,Total,Tajikistan,67.742
2011,Total,Tajikistan,68.148
2012,Total,Tajikistan,68.484
2013,Total,Tajikistan,68.885
2014,Total,Tajikistan,69.069
2015,Total,Tajikistan,69.306
2016,Total,Tajikistan,69.549
2017,Total,Tajikistan,69.905
2018,Total,Tajikistan,70.353
2019,Total,Tajikistan,70.867
2020,Total,Tajikistan,67.994
2021,Total,Tajikistan,71.594
1998,Male,Tajikistan,58.684
1999,Male,Tajikistan,60.095
2000,Male,Tajikistan,60.697
2001,Male,Tajikistan,61.823
2002,Male,Tajikistan,62.566
2003,Male,Tajikistan,63.318
2004,Male,Tajikistan,63.685
2005,Male,Tajikistan,64.202
2006,Male,Tajikistan,64.676
2007,Male,Tajikistan,64.926
2008,Male,Tajikistan,65.455
2009,Male,Tajikistan,65.776
2010,Male,Tajikistan,65.365
2011,Male,Tajikistan,65.728
2012,Male,Tajikistan,66.247
2013,Male,Tajikistan,66.662
2014,Male,Tajikistan,66.751
2015,Male,Tajikistan,66.996
2016,Male,Tajikistan,67.254
2017,Male,Tajikistan,67.682
2018,Male,Tajikistan,68.272
2019,Male,Tajikistan,68.862
2020,Male,Tajikistan,65.999
2021,Male,Tajikistan,69.568
1998,Female,Turkmenistan,67.802
1999,Female,Turkmenistan,68.292
2000,Female,Turkmenistan,68.781
2001,Female,Turkmenistan,68.79
2002,Female,Turkmenistan,68.972
2003,Female,Turkmenistan,69.371
2004,Female,Turkmenistan,69.806
2005,Female,Turkmenistan,69.636
2006,Female,Turkmenistan,70.159
2007,Female,Turkmenistan,70.469
2008,Female,Turkmenistan,70.816
2009,Female,Turkmenistan,71.325
2010,Female,Turkmenistan,71.636
2011,Female,Turkmenistan,71.888
2012,Female,Turkmenistan,71.914
2013,Female,Turkmenistan,71.971
2014,Female,Turkmenistan,72.014
2015,Female,Turkmenistan,72.166
2016,Female,Turkmenistan,71.995
2017,Female,Turkmenistan,72.227
2018,Female,Turkmenistan,72.192
2019,Female,Turkmenistan,72.464
2020,Female,Turkmenistan,71.984
2021,Female,Turkmenistan,72.663
1998,Total,Turkmenistan,64.106
1999,Total,Turkmenistan,64.518
2000,Total,Turkmenistan,65.026
2001,Total,Turkmenistan,65.156
2002,Total,Turkmenistan,65.385
2003,Total,Turkmenistan,65.746
2004,Total,Turkmenistan,66.075
2005,Total,Turkmenistan,66.068
2006,Total,Turkmenistan,66.499
2007,Total,Turkmenistan,66.895
2008,Total,Turkmenistan,67.407
2009,Total,Turkmenistan,67.958
2010,Total,Turkmenistan,68.293
2011,Total,Turkmenistan,68.567
2012,Total,Turkmenistan,68.722
2013,Total,Turkmenistan,68.74
2014,Total,Turkmenistan,68.614
2015,Total,Turkmenistan,68.782
2016,Total,Turkmenistan,68.777
2017,Total,Turkmenistan,68.916
2018,Total,Turkmenistan,68.796
2019,Total,Turkmenistan,69.002
2020,Total,Turkmenistan,68.687
2021,Total,Turkmenistan,69.264
1998,Male,Turkmenistan,60.466
1999,Male,Turkmenistan,60.809
2000,Male,Turkmenistan,61.326
2001,Male,Turkmenistan,61.571
2002,Male,Turkmenistan,61.847
2003,Male,Turkmenistan,62.178
2004,Male,Turkmenistan,62.418
2005,Male,Turkmenistan,62.56
2006,Male,Turkmenistan,62.908
2007,Male,Turkmenistan,63.368
2008,Male,Turkmenistan,64.01
2009,Male,Turkmenistan,64.586
2010,Male,Turkmenistan,64.937
2011,Male,Turkmenistan,65.226
2012,Male,Turkmenistan,65.496
2013,Male,Turkmenistan,65.484
2014,Male,Turkmenistan,65.219
2015,Male,Turkmenistan,65.396
2016,Male,Turkmenistan,65.538
2017,Male,Turkmenistan,65.593
2018,Male,Turkmenistan,65.408
2019,Male,Turkmenistan,65.552
2020,Male,Turkmenistan,65.392
2021,Male,Turkmenistan,65.865
1998,Female,Uzbekistan,68.103
1999,Female,Uzbekistan,68.438
2000,Female,Uzbekistan,68.76
2001,Female,Uzbekistan,69.126
2002,Female,Uzbekistan,69.601
2003,Female,Uzbekistan,70.067
2004,Female,Uzbekistan,70.548
2005,Female,Uzbekistan,70.301
2006,Female,Uzbekistan,70.585
2007,Female,Uzbekistan,71.034
2008,Female,Uzbekistan,71.445
2009,Female,Uzbekistan,71.572
2010,Female,Uzbekistan,71.813
2011,Female,Uzbekistan,72.225
2012,Female,Uzbekistan,72.47
2013,Female,Uzbekistan,72.841
2014,Female,Uzbekistan,73.13
2015,Female,Uzbekistan,73.324
2016,Female,Uzbekistan,73.505
2017,Female,Uzbekistan,73.773
2018,Female,Uzbekistan,73.815
2019,Female,Uzbekistan,73.883
2020,Female,Uzbekistan,72.789
2021,Female,Uzbekistan,73.39
1998,Total,Uzbekistan,65.035
1999,Total,Uzbekistan,65.383
2000,Total,Uzbekistan,65.724
2001,Total,Uzbekistan,66.087
2002,Total,Uzbekistan,66.604
2003,Total,Uzbekistan,67.04
2004,Total,Uzbekistan,67.401
2005,Total,Uzbekistan,67.49
2006,Total,Uzbekistan,67.891
2007,Total,Uzbekistan,68.292
2008,Total,Uzbekistan,68.765
2009,Total,Uzbekistan,68.871
2010,Total,Uzbekistan,69.235
2011,Total,Uzbekistan,69.649
2012,Total,Uzbekistan,69.874
2013,Total,Uzbekistan,69.99
2014,Total,Uzbekistan,70.234
2015,Total,Uzbekistan,70.475
2016,Total,Uzbekistan,70.755
2017,Total,Uzbekistan,71.01
2018,Total,Uzbekistan,71.149
2019,Total,Uzbekistan,71.344
2020,Total,Uzbekistan,70.331
2021,Total,Uzbekistan,70.862
1998,Male,Uzbekistan,62.014
1999,Male,Uzbekistan,62.373
2000,Male,Uzbekistan,62.727
2001,Male,Uzbekistan,63.086
2002,Male,Uzbekistan,63.636
2003,Male,Uzbekistan,64.043
2004,Male,Uzbekistan,64.302
2005,Male,Uzbekistan,64.695
2006,Male,Uzbekistan,65.202
2007,Male,Uzbekistan,65.559
2008,Male,Uzbekistan,66.086
2009,Male,Uzbekistan,66.18
2010,Male,Uzbekistan,66.655
2011,Male,Uzbekistan,67.067
2012,Male,Uzbekistan,67.277
2013,Male,Uzbekistan,67.174
2014,Male,Uzbekistan,67.379
2015,Male,Uzbekistan,67.657
2016,Male,Uzbekistan,68.016
2017,Male,Uzbekistan,68.257
2018,Male,Uzbekistan,68.479
2019,Male,Uzbekistan,68.782
2020,Male,Uzbekistan,67.876
2021,Male,Uzbekistan,68.334
1998,Female,Albania,78.021
1999,Female,Albania,78.209
2000,Female,Albania,78.419
2001,Female,Albania,78.618
2002,Female,Albania,78.823
2003,Female,Albania,79.057
2004,Female,Albania,79.237
2005,Female,Albania,79.493
2006,Female,Albania,79.686
2007,Female,Albania,80.247
2008,Female,Albania,80.429
2009,Female,Albania,80.544
2010,Female,Albania,80.688
2011,Female,Albania,80.798
2012,Female,Albania,80.703
2013,Female,Albania,80.781
2014,Female,Albania,81.013
2015,Female,Albania,81.183
2016,Female,Albania,81.377
2017,Female,Albania,81.504
2018,Female,Albania,81.608
2019,Female,Albania,81.666
2020,Female,Albania,79.676
2021,Female,Albania,79.173
1998,Total,Albania,74.99
1999,Total,Albania,75.183
2000,Total,Albania,75.404
2001,Total,Albania,75.639
2002,Total,Albania,75.89
2003,Total,Albania,76.142
2004,Total,Albania,76.376
2005,Total,Albania,76.621
2006,Total,Albania,76.816
2007,Total,Albania,77.549
2008,Total,Albania,77.653
2009,Total,Albania,77.781
2010,Total,Albania,77.936
2011,Total,Albania,78.092
2012,Total,Albania,78.064
2013,Total,Albania,78.123
2014,Total,Albania,78.407
2015,Total,Albania,78.644
2016,Total,Albania,78.86
2017,Total,Albania,79.047
2018,Total,Albania,79.184
2019,Total,Albania,79.282
2020,Total,Albania,76.989
2021,Total,Albania,76.463
1998,Male,Albania,72.19
1999,Male,Albania,72.401
2000,Male,Albania,72.646
2001,Male,Albania,72.921
2002,Male,Albania,73.22
2003,Male,Albania,73.499
2004,Male,Albania,73.786
2005,Male,Albania,74.033
2006,Male,Albania,74.243
2007,Male,Albania,75.1
2008,Male,Albania,75.163
2009,Male,Albania,75.316
2010,Male,Albania,75.493
2011,Male,Albania,75.693
2012,Male,Albania,75.73
2013,Male,Albania,75.786
2014,Male,Albania,76.114
2015,Male,Albania,76.404
2016,Male,Albania,76.639
2017,Male,Albania,76.873
2018,Male,Albania,77.037
2019,Male,Albania,77.168
2020,Male,Albania,74.632
2021,Male,Albania,74.087
1998,Female,Armenia,74.033
1999,Female,Armenia,73.767
2000,Female,Armenia,74.152
2001,Female,Armenia,74.587
2002,Female,Armenia,74.707
2003,Female,Armenia,75.375
2004,Female,Armenia,75.116
2005,Female,Armenia,75.781
2006,Female,Armenia,76.011
2007,Female,Armenia,76.322
2008,Female,Armenia,76.572
2009,Female,Armenia,77.149
2010,Female,Armenia,77.437
2011,Female,Armenia,77.713
2012,Female,Armenia,77.483
2013,Female,Armenia,77.913
2014,Female,Armenia,78.498
2015,Female,Armenia,78.833
2016,Female,Armenia,79.203
2017,Female,Armenia,79.381
2018,Female,Armenia,79.601
2019,Female,Armenia,79.856
2020,Female,Armenia,76.996
2021,Female,Armenia,77.35
1998,Total,Armenia,70.514
1999,Total,Armenia,70.257
2000,Total,Armenia,70.624
2001,Total,Armenia,70.932
2002,Total,Armenia,71.018
2003,Total,Armenia,71.436
2004,Total,Armenia,71.421
2005,Total,Armenia,71.792
2006,Total,Armenia,71.987
2007,Total,Armenia,72.327
2008,Total,Armenia,72.398
2009,Total,Armenia,72.813
2010,Total,Armenia,73.16
2011,Total,Armenia,73.305
2012,Total,Armenia,73.454
2013,Total,Armenia,73.676
2014,Total,Armenia,74.058
2015,Total,Armenia,74.436
2016,Total,Armenia,74.664
2017,Total,Armenia,74.906
2018,Total,Armenia,75.064
2019,Total,Armenia,75.439
2020,Total,Armenia,72.173
2021,Total,Armenia,72.043
1998,Male,Armenia,66.785
1999,Male,Armenia,66.554
2000,Male,Armenia,66.89
2001,Male,Armenia,67.073
2002,Male,Armenia,67.124
2003,Male,Armenia,67.306
2004,Male,Armenia,67.494
2005,Male,Armenia,67.596
2006,Male,Armenia,67.743
2007,Male,Armenia,68.08
2008,Male,Armenia,67.995
2009,Male,Armenia,68.242
2010,Male,Armenia,68.597
2011,Male,Armenia,68.613
2012,Male,Armenia,69.037
2013,Male,Armenia,69.062
2014,Male,Armenia,69.236
2015,Male,Armenia,69.595
2016,Male,Armenia,69.673
2017,Male,Armenia,69.92
2018,Male,Armenia,69.992
2019,Male,Armenia,70.403
2020,Male,Armenia,67.051
2021,Male,Armenia,66.554
1998,Female,Azerbaijan,67.599
1999,Female,Azerbaijan,68.172
2000,Female,Azerbaijan,68.794
2001,Female,Azerbaijan,69.356
2002,Female,Azerbaijan,69.884
2003,Female,Azerbaijan,70.336
2004,Female,Azerbaijan,70.771
2005,Female,Azerbaijan,70.947
2006,Female,Azerbaijan,71.557
2007,Female,Azerbaijan,72.025
2008,Female,Azerbaijan,71.989
2009,Female,Azerbaijan,72.777
2010,Female,Azerbaijan,72.821
2011,Female,Azerbaijan,73.344
2012,Female,Azerbaijan,73.833
2013,Female,Azerbaijan,74.277
2014,Female,Azerbaijan,74.384
2015,Female,Azerbaijan,74.788
2016,Female,Azerbaijan,75.587
2017,Female,Azerbaijan,75.467
2018,Female,Azerbaijan,75.708
2019,Female,Azerbaijan,75.832
2020,Female,Azerbaijan,70.998
2021,Female,Azerbaijan,73.287
1998,Total,Azerbaijan,63.561
1999,Total,Azerbaijan,64.189
2000,Total,Azerbaijan,64.891
2001,Total,Azerbaijan,65.51
2002,Total,Azerbaijan,66.239
2003,Total,Azerbaijan,66.756
2004,Total,Azerbaijan,67.346
2005,Total,Azerbaijan,67.562
2006,Total,Azerbaijan,68.165
2007,Total,Azerbaijan,68.603
2008,Total,Azerbaijan,68.811
2009,Total,Azerbaijan,69.356
2010,Total,Azerbaijan,69.529
2011,Total,Azerbaijan,69.984
2012,Total,Azerbaijan,70.36
2013,Total,Azerbaijan,70.881
2014,Total,Azerbaijan,71.116
2015,Total,Azerbaijan,71.451
2016,Total,Azerbaijan,72.004
2017,Total,Azerbaijan,72.248
2018,Total,Azerbaijan,72.76
2019,Total,Azerbaijan,73.102
2020,Total,Azerbaijan,66.868
2021,Total,Azerbaijan,69.366
1998,Male,Azerbaijan,59.539
1999,Male,Azerbaijan,60.276
2000,Male,Azerbaijan,61.032
2001,Male,Azerbaijan,61.697
2002,Male,Azerbaijan,62.589
2003,Male,Azerbaijan,63.161
2004,Male,Azerbaijan,63.881
2005,Male,Azerbaijan,64.154
2006,Male,Azerbaijan,64.762
2007,Male,Azerbaijan,65.189
2008,Male,Azerbaijan,65.623
2009,Male,Azerbaijan,65.976
2010,Male,Azerbaijan,66.255
2011,Male,Azerbaijan,66.64
2012,Male,Azerbaijan,66.905
2013,Male,Azerbaijan,67.482
2014,Male,Azerbaijan,67.813
2015,Male,Azerbaijan,68.081
2016,Male,Azerbaijan,68.411
2017,Male,Azerbaijan,68.953
2018,Male,Azerbaijan,69.693
2019,Male,Azerbaijan,70.23
2020,Male,Azerbaijan,62.986
2021,Male,Azerbaijan,65.646
1998,Female,Belarus,74.4
1999,Female,Belarus,73.9
2000,Female,Belarus,74.7
2001,Female,Belarus,74.5
2002,Female,Belarus,74.1
2003,Female,Belarus,74.7
2004,Female,Belarus,75.0
2005,Female,Belarus,75.1
2006,Female,Belarus,75.5
2007,Female,Belarus,76.2
2008,Female,Belarus,76.5
2009,Female,Belarus,76.4
2010,Female,Belarus,76.5
2011,Female,Belarus,76.7
2012,Female,Belarus,77.6
2013,Female,Belarus,77.9
2014,Female,Belarus,78.4
2015,Female,Belarus,78.9
2016,Female,Belarus,79.0
2017,Female,Belarus,79.2
2018,Female,Belarus,79.4
2019,Female,Belarus,79.4
2020,Female,Belarus,77.866
2021,Female,Belarus,77.697
1998,Total,Belarus,68.40731707
1999,Total,Belarus,67.90731707
2000,Total,Belarus,68.91219512
2001,Total,Belarus,68.50731707
2002,Total,Belarus,68.05609756
2003,Total,Belarus,68.55365854
2004,Total,Belarus,68.95609756
2005,Total,Belarus,68.85121951
2006,Total,Belarus,69.40487805
2007,Total,Belarus,70.20731707
2008,Total,Belarus,70.45609756
2009,Total,Belarus,70.40731707
2010,Total,Belarus,70.40487805
2011,Total,Belarus,70.55365854
2012,Total,Belarus,71.96585366
2013,Total,Belarus,72.47073171
2014,Total,Belarus,72.97073171
2015,Total,Belarus,73.62439024
2016,Total,Belarus,73.82682927
2017,Total,Belarus,74.12926829
2018,Total,Belarus,74.17560976
2019,Total,Belarus,74.22682927
2020,Total,Belarus,72.45721951
2021,Total,Belarus,72.37068293
1998,Male,Belarus,62.7
1999,Male,Belarus,62.2
2000,Male,Belarus,63.4
2001,Male,Belarus,62.8
2002,Male,Belarus,62.3
2003,Male,Belarus,62.7
2004,Male,Belarus,63.2
2005,Male,Belarus,62.9
2006,Male,Belarus,63.6
2007,Male,Belarus,64.5
2008,Male,Belarus,64.7
2009,Male,Belarus,64.7
2010,Male,Belarus,64.6
2011,Male,Belarus,64.7
2012,Male,Belarus,66.6
2013,Male,Belarus,67.3
2014,Male,Belarus,67.8
2015,Male,Belarus,68.6
2016,Male,Belarus,68.9
2017,Male,Belarus,69.3
2018,Male,Belarus,69.2
2019,Male,Belarus,69.3
2020,Male,Belarus,67.306
2021,Male,Belarus,67.298
1998,Female,Bosnia and Herzegovina,76.386
1999,Female,Bosnia and Herzegovina,77.871
2000,Female,Bosnia and Herzegovina,77.311
2001,Female,Bosnia and Herzegovina,77.988
2002,Female,Bosnia and Herzegovina,76.83
2003,Female,Bosnia and Herzegovina,78.55
2004,Female,Bosnia and Herzegovina,78.692
2005,Female,Bosnia and Herzegovina,78.332
2006,Female,Bosnia and Herzegovina,79.141
2007,Female,Bosnia and Herzegovina,78.953
2008,Female,Bosnia and Herzegovina,79.607
2009,Female,Bosnia and Herzegovina,79.726
2010,Female,Bosnia and Herzegovina,79.652
2011,Female,Bosnia and Herzegovina,79.382
2012,Female,Bosnia and Herzegovina,79.867
2013,Female,Bosnia and Herzegovina,78.624
2014,Female,Bosnia and Herzegovina,77.709
2015,Female,Bosnia and Herzegovina,78.112
2016,Female,Bosnia and Herzegovina,78.768
2017,Female,Bosnia and Herzegovina,78.958
2018,Female,Bosnia and Herzegovina,79.093
2019,Female,Bosnia and Herzegovina,79.22
2020,Female,Bosnia and Herzegovina,78.414
2021,Female,Bosnia and Herzegovina,77.53
1998,Total,Bosnia and Herzegovina,73.901
1999,Total,Bosnia and Herzegovina,75.076
2000,Total,Bosnia and Herzegovina,74.496
2001,Total,Bosnia and Herzegovina,75.06
2002,Total,Bosnia and Herzegovina,74.612
2003,Total,Bosnia and Herzegovina,75.782
2004,Total,Bosnia and Herzegovina,76.133
2005,Total,Bosnia and Herzegovina,75.42
2006,Total,Bosnia and Herzegovina,76.247
2007,Total,Bosnia and Herzegovina,76.161
2008,Total,Bosnia and Herzegovina,76.838
2009,Total,Bosnia and Herzegovina,76.976
2010,Total,Bosnia and Herzegovina,77.073
2011,Total,Bosnia and Herzegovina,77.007
2012,Total,Bosnia and Herzegovina,77.191
2013,Total,Bosnia and Herzegovina,76.33
2014,Total,Bosnia and Herzegovina,75.659
2015,Total,Bosnia and Herzegovina,76.182
2016,Total,Bosnia and Herzegovina,76.808
2017,Total,Bosnia and Herzegovina,76.935
2018,Total,Bosnia and Herzegovina,77.093
2019,Total,Bosnia and Herzegovina,77.241
2020,Total,Bosnia and Herzegovina,76.225
2021,Total,Bosnia and Herzegovina,75.3
1998,Male,Bosnia and Herzegovina,71.197
1999,Male,Bosnia and Herzegovina,72.039
2000,Male,Bosnia and Herzegovina,71.484
2001,Male,Bosnia and Herzegovina,71.932
2002,Male,Bosnia and Herzegovina,72.21
2003,Male,Bosnia and Herzegovina,72.806
2004,Male,Bosnia and Herzegovina,73.357
2005,Male,Bosnia and Herzegovina,72.36
2006,Male,Bosnia and Herzegovina,73.174
2007,Male,Bosnia and Herzegovina,73.201
2008,Male,Bosnia and Herzegovina,73.892
2009,Male,Bosnia and Herzegovina,74.067
2010,Male,Bosnia and Herzegovina,74.341
2011,Male,Bosnia and Herzegovina,74.492
2012,Male,Bosnia and Herzegovina,74.406
2013,Male,Bosnia and Herzegovina,73.945
2014,Male,Bosnia and Herzegovina,73.539
2015,Male,Bosnia and Herzegovina,74.18
2016,Male,Bosnia and Herzegovina,74.775
2017,Male,Bosnia and Herzegovina,74.849
2018,Male,Bosnia and Herzegovina,75.034
2019,Male,Bosnia and Herzegovina,75.208
2020,Male,Bosnia and Herzegovina,74.04
2021,Male,Bosnia and Herzegovina,73.108
1998,Female,Georgia,73.091
1999,Female,Georgia,73.324
2000,Female,Georgia,73.583
2001,Female,Georgia,73.807
2002,Female,Georgia,74.339
2003,Female,Georgia,74.631
2004,Female,Georgia,74.791
2005,Female,Georgia,75.596
2006,Female,Georgia,75.952
2007,Female,Georgia,75.784
2008,Female,Georgia,75.873
2009,Female,Georgia,76.427
2010,Female,Georgia,76.572
2011,Female,Georgia,76.854
2012,Female,Georgia,77.205
2013,Female,Georgia,77.436
2014,Female,Georgia,77.934
2015,Female,Georgia,78.131
2016,Female,Georgia,78.43
2017,Female,Georgia,78.224
2018,Female,Georgia,78.153
2019,Female,Georgia,78.429
2020,Female,Georgia,77.874
2021,Female,Georgia,76.681
1998,Total,Georgia,69.102
1999,Total,Georgia,69.319
2000,Total,Georgia,69.575
2001,Total,Georgia,69.606
2002,Total,Georgia,70.024
2003,Total,Georgia,70.333
2004,Total,Georgia,70.567
2005,Total,Georgia,71.13
2006,Total,Georgia,71.394
2007,Total,Georgia,71.568
2008,Total,Georgia,71.332
2009,Total,Georgia,71.95
2010,Total,Georgia,72.128
2011,Total,Georgia,72.39
2012,Total,Georgia,72.412
2013,Total,Georgia,72.628
2014,Total,Georgia,73.099
2015,Total,Georgia,73.297
2016,Total,Georgia,73.569
2017,Total,Georgia,73.57
2018,Total,Georgia,73.341
2019,Total,Georgia,73.47
2020,Total,Georgia,72.765
2021,Total,Georgia,71.694
1998,Male,Georgia,64.879
1999,Male,Georgia,65.09
2000,Male,Georgia,65.348
2001,Male,Georgia,65.225
2002,Male,Georgia,65.537
2003,Male,Georgia,65.853
2004,Male,Georgia,66.166
2005,Male,Georgia,66.529
2006,Male,Georgia,66.731
2007,Male,Georgia,67.193
2008,Male,Georgia,66.705
2009,Male,Georgia,67.391
2010,Male,Georgia,67.603
2011,Male,Georgia,67.856
2012,Male,Georgia,67.651
2013,Male,Georgia,67.866
2014,Male,Georgia,68.309
2015,Male,Georgia,68.477
2016,Male,Georgia,68.696
2017,Male,Georgia,68.836
2018,Male,Georgia,68.495
2019,Male,Georgia,68.493
2020,Male,Georgia,67.74
2021,Male,Georgia,66.803
1998,Female,Montenegro,77.463
1999,Female,Montenegro,75.969
2000,Female,Montenegro,76.717
2001,Female,Montenegro,77.013
