Year,SeriesCode,Country,Age,Location,Sex,Type of skill,Value
2021,SE_ADT_ACTS,Mexico,15-24,All areas,Both sexes,ARSP,44.22786
2021,SE_ADT_ACTS,Mexico,15-24,All areas,Female,ARSP,45.96659
2021,SE_ADT_ACTS,Mexico,15-24,All areas,Male,ARSP,42.485
2021,SE_ADT_ACTS,Mexico,25-74,All areas,Both sexes,ARSP,24.58514
2021,SE_ADT_ACTS,Mexico,25-74,All areas,Female,ARSP,21.81854
2021,SE_ADT_ACTS,Mexico,25-74,All areas,Male,ARSP,27.8096
2021,SE_ADT_ACTS,Mexico,ALLAGE,All areas,Female,ARSP,23.18306
2021,SE_ADT_ACTS,Mexico,ALLAGE,All areas,Male,PCPR,7.41331
2021,SE_ADT_ACTS,Mexico,75+,All areas,Both sexes,PCPR,0.36015
2021,SE_ADT_ACTS,Mexico,75+,All areas,Female,PCPR,0.182
2021,SE_ADT_ACTS,Mexico,75+,All areas,Male,PCPR,0.56376
2021,SE_ADT_ACTS,Mexico,ALLAGE,Rural,Female,PCPR,2.35326
2021,SE_ADT_ACTS,Mexico,ALLAGE,Rural,Male,PCPR,2.46058
2021,SE_ADT_ACTS,Mexico,ALLAGE,Rural,Both sexes,PCPR,2.40444
2021,SE_ADT_ACTS,Mexico,ALLAGE,Urban,Female,PCPR,5.86956
2021,SE_ADT_ACTS,Mexico,ALLAGE,Rural,Male,ARSP,10.6848
2021,SE_ADT_ACTS,Mexico,ALLAGE,Rural,Both sexes,ARSP,10.4141
2021,SE_ADT_ACTS,Mexico,ALLAGE,Urban,Female,ARSP,27.27444
2021,SE_ADT_ACTS,Mexico,ALLAGE,Urban,Male,ARSP,30.80734
2021,SE_ADT_ACTS,Mexico,ALLAGE,Urban,Both sexes,ARSP,28.96336
2021,SE_ADT_ACTS,Mexico,ALLAGE,All areas,Both sexes,ARSP,24.53453
2021,SE_ADT_ACTS,Mexico,15-24,All areas,Both sexes,COPA,50.78417
2021,SE_ADT_ACTS,Mexico,15-24,All areas,Female,COPA,52.68875
2021,SE_ADT_ACTS,Mexico,ALLAGE,All areas,Male,ARSP,26.0117
2021,SE_ADT_ACTS,Mexico,<15Y,All areas,Female,ARSP,7.82267
2021,SE_ADT_ACTS,Mexico,ALLAGE,Rural,Female,EMAIL,13.57017
2021,SE_ADT_ACTS,Mexico,ALLAGE,Rural,Male,EMAIL,13.79588
2021,SE_ADT_ACTS,Mexico,ALLAGE,Rural,Both sexes,EMAIL,13.67781
2021,SE_ADT_ACTS,Mexico,ALLAGE,Urban,Female,EMAIL,36.25386
2021,SE_ADT_ACTS,Mexico,ALLAGE,Urban,Male,EMAIL,39.99867
2021,SE_ADT_ACTS,Mexico,ALLAGE,Urban,Both sexes,EMAIL,38.04408
2021,SE_ADT_ACTS,Mexico,ALLAGE,All areas,Female,SOFT,16.85137
2021,SE_ADT_ACTS,Mexico,<15Y,All areas,Both sexes,SOFT,4.59062
2021,SE_ADT_ACTS,Mexico,<15Y,All areas,Female,SOFT,4.54619
2021,SE_ADT_ACTS,Mexico,<15Y,All areas,Male,SOFT,4.63264
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,PCPR,0.51151
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,PCPR,1.71525
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,TRAF,63.04097
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,TRAF,65.33255
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,SOFT,22.48468
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,TRAF,60.01835
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,SOFT,18.16609
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,SOFT,25.75826
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,EPRS,13.13659
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,EPRS,16.33593
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,EPRS,14.95644
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,PCPR,1.19622
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,CMFL,70.4963
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,CMFL,66.4097
2015,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,CMFL,61.01854
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,CMFL,93.96753
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,CMFL,89.81113
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,SOFT,21.97011
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,SOFT,32.46293
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,CMFL,95.661
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,SOFT,26.54992
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,EPRS,41.92782
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,CMFL,60.98753
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,CMFL,64.75829
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,TRAF,60.26501
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,TRAF,57.51912
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,SOFT,28.66244
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,TRAF,90.46274
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,TRAF,81.50676
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,EPRS,43.85408
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,PCPR,2.5935
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,EPRS,18.6103
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,EPRS,18.42945
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,EPRS,23.55463
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,EPRS,21.69829
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,PCPR,1.32272
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,EPRS,37.20005
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,EPRS,17.38289
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,EPRS,15.36071
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,SOFT,56.7414
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,SOFT,18.52103
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,SOFT,23.51733
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,SOFT,43.06294
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,CMFL,63.33404
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,TRAF,94.11173
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,PCPR,3.50479
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,PCPR,5.74145
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,TRAF,61.93167
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,TRAF,60.88973
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,TRAF,68.23415
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,TRAF,65.574
2016,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,SOFT,52.78165
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,PCPR,1.25906
2016,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,PCPR,1.36136
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,PCPR,1.70635
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,PCPR,1.8889
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,PCPR,1.60268
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,CMFL,65.03766
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,CMFL,70.81093
2016,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,CMFL,68.71985
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,EPRS,48.37452
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,EPRS,62.11947
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,TRAF,94.15044
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,INST,32.64936
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,INST,40.37007
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,TRAF,61.47837
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,EPRS,23.05868
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,EPRS,24.66182
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,EPRS,25.16464
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,EPRS,29.50158
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,SOFT,67.6397
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,EPRS,27.97952
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,SOFT,63.7841
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,CMFL,91.75022
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,TRAF,64.52335
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,TRAF,70.5068
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,TRAF,68.69031
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,PCPR,6.64938
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,PCPR,4.83215
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,PCPR,7.19981
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,CMFL,69.92245
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,CMFL,66.06395
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,SOFT,62.61625
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,SOFT,32.21123
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,SOFT,28.1327
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,SOFT,34.66526
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,CMFL,65.16614
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,CMFL,62.20779
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,CMFL,66.94617
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,EPRS,51.56994
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,PCPR,2.16762
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,PCPR,1.48577
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,PCPR,2.57789
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,TRAF,65.33091
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,PCPR,1.86835
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,PCPR,2.94093
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,PCPR,3.52089
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,CMFL,72.0088
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,CMFL,95.93932
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,INST,37.66047
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,CMFL,92.7241
2017,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,SOFT,37.66047
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,TRAF,95.17827
2017,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,TRAF,93.83911
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,TRAF,63.37947
2017,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,EPRS,20.39432
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,CMFL,70.48556
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,CMFL,70.88759
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,CMFL,67.39492
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,CMFL,66.17658
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,EPRS,55.98203
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,SOFT,58.01249
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,SOFT,80.67825
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,EPRS,31.41204
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,EPRS,30.1068
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,SOFT,69.27986
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,EPRS,24.50302
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,PCPR,2.8108
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,PCPR,2.07766
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,PCPR,3.38453
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,PCPR,2.70364
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,PCPR,6.14119
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,PCPR,10.44821
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,PCPR,4.25667
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,TRAF,68.7777
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,ARSP,52.17993
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,ARSP,45.05641
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,ARSP,59.3863
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,ARSP,21.03066
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,ARSP,20.04234
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,ARSP,21.80409
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,EPRS,28.49707
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,EPRS,27.16028
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,EPRS,61.5954
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,EPRS,25.99371
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,EPRS,50.43317
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,SOFT,39.48999
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,SOFT,41.89096
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,TRAF,88.94666
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,PCPR,3.56127
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,ARSP,25.30292
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,TRAF,92.07908
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,TRAF,65.57179
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,TRAF,65.88312
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,TRAF,65.32815
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,TRAF,68.95883
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,TRAF,68.63082
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,ARSP,23.89559
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,PCPR,8.28225
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,ARSP,26.44406
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,TRAF,85.85024
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,CMFL,71.21362
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,CMFL,66.86006
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,CMFL,98.32453
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,CMFL,96.22557
2018,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,CMFL,94.15073
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,SOFT,34.7548
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,SOFT,32.61745
2018,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,SOFT,36.42743
2018,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,SOFT,36.52894
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,SOFT,44.29291
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,TRAF,96.82698
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,TRAF,97.16649
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,TRAF,69.68958
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,TRAF,70.82868
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,TRAF,70.00787
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,ARSP,23.29799
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,PCPR,7.59004
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,PCPR,3.36844
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,PCPR,2.75981
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,PCPR,3.80932
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,PCPR,3.8138
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,PCPR,4.27028
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,EPRS,32.5577
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,EPRS,60.11772
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,EPRS,51.03819
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,EPRS,28.72036
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,EPRS,27.78137
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,EPRS,29.40063
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,EPRS,33.23606
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,EPRS,32.03876
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,TRAF,96.46579
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,TRAF,66.1043
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,SOFT,36.85147
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,SOFT,39.56479
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,SOFT,30.40601
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,ARSP,28.14758
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,ARSP,24.09256
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,ARSP,27.29139
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,SOFT,35.71736
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,PCPR,8.31927
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,PCPR,9.00807
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,SOFT,73.34341
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,ARSP,23.75873
2019,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,TRAF,61.15467
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,ARSP,51.21282
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,ARSP,52.04719
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,ARSP,50.3287
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,CMFL,72.80103
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,SOFT,41.06747
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,TRAF,70.47263
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,ARSP,27.66243
2019,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,PCPR,4.07241
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,SOFT,68.61581
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,SOFT,78.34612
2019,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,EPRS,55.70527
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,EPRS,64.04174
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,EPRS,73.49485
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,TRAF,68.15209
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,TRAF,96.95839
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,TRAF,96.02133
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,TRAF,71.87977
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,TRAF,68.73279
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,SOFT,71.02755
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,EPRS,36.36338
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,EPRS,23.20743
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,SOFT,44.51567
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,SOFT,46.11669
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,TRAF,96.5277
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,SOFT,43.32275
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,PCPR,4.09516
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,PCPR,14.87106
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,EPRS,31.33652
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,SOFT,45.39059
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,TRAF,70.45254
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,PCPR,16.62399
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,PCPR,12.8101
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,ARSP,32.37644
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,ARSP,27.65509
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,PCPR,4.70399
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,PCPR,5.83967
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,ARSP,29.79612
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,EPRS,27.07555
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,EPRS,31.75323
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,EPRS,55.9984
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,TRAF,68.2654
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,TRAF,64.68763
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,ARSP,58.05564
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,ARSP,67.93849
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,ARSP,27.1043
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,ARSP,25.67068
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,ARSP,24.48517
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,EPRS,27.1647
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,SOFT,41.14946
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,SOFT,42.33905
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,ARSP,49.64988
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,SOFT,77.12172
2020,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,SOFT,73.82854
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,PCPR,6.64594
2020,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,PCPR,5.20744
2020,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,PCPR,4.86815
2021,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,EPRS,32.25277
2021,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,EPRS,51.55682
2021,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,EPRS,41.87265
2021,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,EPRS,47.19748
2021,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,EPRS,34.49849
2021,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,EPRS,33.53431
2021,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,EPRS,35.64165
2021,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,SOFT,49.30573
2021,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,SOFT,51.07773
2021,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,SOFT,46.73595
2021,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,SOFT,60.94065
2021,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,SOFT,46.67085
2021,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,ARSP,52.33619
2021,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,PCPR,10.98132
2021,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,ARSP,33.08971
2021,SE_ADT_ACTS,Montenegro,15-24,All areas,Male,PCPR,16.12838
2021,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,ARSP,33.80447
2021,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,ARSP,32.24228
2021,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Female,PCPR,4.866
2021,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Male,PCPR,8.74865
2021,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,EPRS,34.56073
2021,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,SOFT,62.77921
2021,SE_ADT_ACTS,Montenegro,15-24,All areas,Female,SOFT,65.02496
2021,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,EPRS,30.29589
2021,SE_ADT_ACTS,Montenegro,25-74,All areas,Both sexes,PCPR,5.76287
2021,SE_ADT_ACTS,Montenegro,ALLAGE,All areas,Both sexes,PCPR,6.9722
2021,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,PCPR,3.80462
2021,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,PCPR,7.42324
2021,SE_ADT_ACTS,Montenegro,15-24,All areas,Both sexes,ARSP,53.88746
2021,SE_ADT_ACTS,Montenegro,25-74,All areas,Male,ARSP,29.92733
2021,SE_ADT_ACTS,Montenegro,25-74,All areas,Female,ARSP,28.7565
