Year,SeriesCode,Country,Age,Freq,Location,Sex,Value
2019,ER_PTD_TERR,Japan,,,,,64.55146
2020,ER_PTD_TERR,Japan,,,,,64.55146
2021,ER_PTD_TERR,Japan,,,,,65.06376
2007,ER_PTD_TERR,Azerbaijan,,,,,33.20337
2008,ER_PTD_TERR,Azerbaijan,,,,,34.98926
2009,ER_PTD_TERR,Azerbaijan,,,,,36.09448
2010,ER_PTD_TERR,Azerbaijan,,,,,36.09448
2011,ER_PTD_TERR,Azerbaijan,,,,,36.09448
2012,ER_PTD_TERR,Azerbaijan,,,,,36.09448
2022,ER_PTD_TERR,Japan,,,,,65.06376
2000,ER_PTD_TERR,Kazakhstan,,,,,8.94233
2001,ER_PTD_TERR,Kazakhstan,,,,,19.90723
2002,ER_PTD_TERR,Kazakhstan,,,,,19.90723
2003,ER_PTD_TERR,Kazakhstan,,,,,21.49199
2004,ER_PTD_TERR,Kazakhstan,,,,,22.9101
2005,ER_PTD_TERR,Kazakhstan,,,,,24.12909
2006,ER_PTD_TERR,Kazakhstan,,,,,24.80127
2007,ER_PTD_TERR,Kazakhstan,,,,,24.82104
2008,ER_PTD_TERR,Kazakhstan,,,,,25.48747
2009,ER_PTD_TERR,Kazakhstan,,,,,25.7894
2010,ER_PTD_TERR,Kazakhstan,,,,,26.20056
2017,ER_PTD_TERR,Finland,,,,,71.75235
2018,ER_PTD_TERR,Finland,,,,,71.75346
2019,ER_PTD_TERR,Finland,,,,,71.75563
2020,ER_PTD_TERR,Finland,,,,,71.77046
2021,ER_PTD_TERR,Finland,,,,,71.77046
2022,ER_PTD_TERR,Finland,,,,,71.77046
2000,ER_PTD_TERR,France,,,,,29.48484
2001,ER_PTD_TERR,France,,,,,31.92837
2002,ER_PTD_TERR,France,,,,,31.98353
2003,ER_PTD_TERR,France,,,,,33.67578
2004,ER_PTD_TERR,France,,,,,34.64947
2005,ER_PTD_TERR,France,,,,,38.01201
2011,ER_PTD_TERR,Kazakhstan,,,,,26.36655
2012,ER_PTD_TERR,Kazakhstan,,,,,26.88695
2013,ER_PTD_TERR,Kazakhstan,,,,,26.88695
2014,ER_PTD_TERR,Kazakhstan,,,,,26.88695
2015,ER_PTD_TERR,Kazakhstan,,,,,26.88695
2016,ER_PTD_TERR,Kazakhstan,,,,,27.57262
2013,ER_PTD_TERR,Azerbaijan,,,,,36.09448
2014,ER_PTD_TERR,Azerbaijan,,,,,36.09448
2015,ER_PTD_TERR,Azerbaijan,,,,,36.09448
2016,ER_PTD_TERR,Azerbaijan,,,,,36.09448
2017,ER_PTD_TERR,Azerbaijan,,,,,36.09448
2018,ER_PTD_TERR,Azerbaijan,,,,,36.61487
2017,ER_PTD_TERR,Kazakhstan,,,,,27.57262
2018,ER_PTD_TERR,Kazakhstan,,,,,28.54459
2019,ER_PTD_TERR,Kazakhstan,,,,,28.54459
2020,ER_PTD_TERR,Kazakhstan,,,,,28.54459
2021,ER_PTD_TERR,Kazakhstan,,,,,28.54459
2022,ER_PTD_TERR,Kazakhstan,,,,,28.54459
2006,ER_PTD_TERR,France,,,,,41.28396
2007,ER_PTD_TERR,France,,,,,44.09207
2008,ER_PTD_TERR,France,,,,,45.97047
2009,ER_PTD_TERR,France,,,,,48.29391
2010,ER_PTD_TERR,France,,,,,49.54842
2011,ER_PTD_TERR,France,,,,,50.939
2012,ER_PTD_TERR,France,,,,,54.61032
2013,ER_PTD_TERR,France,,,,,55.13892
2014,ER_PTD_TERR,France,,,,,62.67754
2015,ER_PTD_TERR,France,,,,,64.52243
2016,ER_PTD_TERR,France,,,,,65.98001
2017,ER_PTD_TERR,France,,,,,67.14732
2018,ER_PTD_TERR,France,,,,,73.58045
2019,ER_PTD_TERR,France,,,,,79.18799
2020,ER_PTD_TERR,France,,,,,81.11635
2021,ER_PTD_TERR,France,,,,,81.11635
2022,ER_PTD_TERR,France,,,,,81.11635
2000,ER_PTD_TERR,Georgia,,,,,21.28073
2001,ER_PTD_TERR,Georgia,,,,,21.28073
2002,ER_PTD_TERR,Georgia,,,,,21.28073
2003,ER_PTD_TERR,Georgia,,,,,27.24431
2004,ER_PTD_TERR,Georgia,,,,,27.24431
2005,ER_PTD_TERR,Georgia,,,,,27.24431
2006,ER_PTD_TERR,Georgia,,,,,29.21395
2007,ER_PTD_TERR,Georgia,,,,,34.41954
2008,ER_PTD_TERR,Georgia,,,,,34.41954
2009,ER_PTD_TERR,Georgia,,,,,34.41954
2010,ER_PTD_TERR,Georgia,,,,,34.41954
2011,ER_PTD_TERR,Georgia,,,,,37.85399
2012,ER_PTD_TERR,Georgia,,,,,38.61304
2000,ER_PTD_TERR,Republic of Korea,,,,,23.8624
2001,ER_PTD_TERR,Republic of Korea,,,,,23.8624
2002,ER_PTD_TERR,Republic of Korea,,,,,23.86369
2003,ER_PTD_TERR,Republic of Korea,,,,,23.93122
2004,ER_PTD_TERR,Republic of Korea,,,,,23.93643
2005,ER_PTD_TERR,Republic of Korea,,,,,23.93647
2013,ER_PTD_TERR,Georgia,,,,,38.61311
2014,ER_PTD_TERR,Georgia,,,,,40.34226
2015,ER_PTD_TERR,Georgia,,,,,40.34226
2016,ER_PTD_TERR,Georgia,,,,,40.34226
2017,ER_PTD_TERR,Georgia,,,,,40.34226
2018,ER_PTD_TERR,Georgia,,,,,40.34226
2006,ER_PTD_TERR,Republic of Korea,,,,,27.04462
2007,ER_PTD_TERR,Republic of Korea,,,,,27.0453
2008,ER_PTD_TERR,Republic of Korea,,,,,33.38283
2009,ER_PTD_TERR,Republic of Korea,,,,,33.79177
2010,ER_PTD_TERR,Republic of Korea,,,,,33.79177
2011,ER_PTD_TERR,Republic of Korea,,,,,33.89654
2020,ER_PTD_TERR,Bosnia and Herzegovina,,,,,37.13973
2021,ER_PTD_TERR,Bosnia and Herzegovina,,,,,37.13973
2022,ER_PTD_TERR,Bosnia and Herzegovina,,,,,37.13973
2000,ER_PTD_TERR,Bulgaria,,,,,12.40748
2001,ER_PTD_TERR,Bulgaria,,,,,14.34809
2002,ER_PTD_TERR,Bulgaria,,,,,27.33322
2003,ER_PTD_TERR,Bulgaria,,,,,27.33492
2004,ER_PTD_TERR,Bulgaria,,,,,27.3364
2005,ER_PTD_TERR,Bulgaria,,,,,27.79562
2006,ER_PTD_TERR,Bulgaria,,,,,27.87695
2007,ER_PTD_TERR,Bulgaria,,,,,97.68615
2008,ER_PTD_TERR,Bulgaria,,,,,98.31813
2009,ER_PTD_TERR,Bulgaria,,,,,98.31813
2010,ER_PTD_TERR,Bulgaria,,,,,98.31813
2011,ER_PTD_TERR,Bulgaria,,,,,98.32241
2012,ER_PTD_TERR,Bulgaria,,,,,98.32241
2013,ER_PTD_TERR,Bulgaria,,,,,98.32241
2014,ER_PTD_TERR,Bulgaria,,,,,98.32241
2012,ER_PTD_TERR,Republic of Korea,,,,,36.39654
2013,ER_PTD_TERR,Republic of Korea,,,,,36.40539
2014,ER_PTD_TERR,Republic of Korea,,,,,36.40539
2015,ER_PTD_TERR,Republic of Korea,,,,,36.40637
2016,ER_PTD_TERR,Republic of Korea,,,,,36.40637
2017,ER_PTD_TERR,Republic of Korea,,,,,36.53074
2015,ER_PTD_TERR,Bulgaria,,,,,98.32246
2016,ER_PTD_TERR,Bulgaria,,,,,98.32246
2017,ER_PTD_TERR,Bulgaria,,,,,98.32246
2018,ER_PTD_TERR,Bulgaria,,,,,99.19406
2019,ER_PTD_TERR,Bulgaria,,,,,99.2754
2020,ER_PTD_TERR,Bulgaria,,,,,99.2754
2018,ER_PTD_TERR,Republic of Korea,,,,,37.48651
2019,ER_PTD_TERR,Republic of Korea,,,,,37.579
2020,ER_PTD_TERR,Republic of Korea,,,,,37.579
2021,ER_PTD_TERR,Republic of Korea,,,,,37.579
2022,ER_PTD_TERR,Republic of Korea,,,,,37.579
2000,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2021,ER_PTD_TERR,Bulgaria,,,,,99.2754
2022,ER_PTD_TERR,Bulgaria,,,,,99.2754
2000,ER_PTD_TERR,Belarus,,,,,69.21331
2001,ER_PTD_TERR,Belarus,,,,,76.06976
2002,ER_PTD_TERR,Belarus,,,,,76.06976
2003,ER_PTD_TERR,Belarus,,,,,76.06976
2001,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2002,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2003,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2004,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2005,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2006,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2004,ER_PTD_TERR,Belarus,,,,,76.06976
2005,ER_PTD_TERR,Belarus,,,,,77.43318
2006,ER_PTD_TERR,Belarus,,,,,77.43318
2007,ER_PTD_TERR,Belarus,,,,,77.43318
2008,ER_PTD_TERR,Belarus,,,,,77.43318
2009,ER_PTD_TERR,Belarus,,,,,77.43318
2007,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2008,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2009,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2010,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2011,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2012,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2010,ER_PTD_TERR,Belarus,,,,,77.43318
2011,ER_PTD_TERR,Belarus,,,,,77.43318
2012,ER_PTD_TERR,Belarus,,,,,78.91919
2013,ER_PTD_TERR,Belarus,,,,,78.91919
2014,ER_PTD_TERR,Belarus,,,,,85.31275
2015,ER_PTD_TERR,Belarus,,,,,87.90428
2013,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2014,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2015,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2016,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2017,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2018,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2016,ER_PTD_TERR,Belarus,,,,,87.90428
2017,ER_PTD_TERR,Belarus,,,,,87.90428
2018,ER_PTD_TERR,Belarus,,,,,87.90428
2019,ER_PTD_TERR,Belarus,,,,,87.90428
2020,ER_PTD_TERR,Belarus,,,,,87.90428
2021,ER_PTD_TERR,Belarus,,,,,87.90428
2022,ER_PTD_TERR,Belarus,,,,,87.90428
2000,ER_PTD_TERR,Canada,,,,,18.87466
2001,ER_PTD_TERR,Canada,,,,,18.99399
2002,ER_PTD_TERR,Canada,,,,,19.31141
2003,ER_PTD_TERR,Canada,,,,,19.67361
2004,ER_PTD_TERR,Canada,,,,,19.69094
2019,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2020,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2021,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2022,ER_PTD_TERR,Kyrgyzstan,,,,,23.60218
2000,ER_PTD_TERR,Latvia,,,,,59.52408
2001,ER_PTD_TERR,Latvia,,,,,59.52443
2005,ER_PTD_TERR,Canada,,,,,22.43243
2006,ER_PTD_TERR,Canada,,,,,22.48227
2007,ER_PTD_TERR,Canada,,,,,22.52551
2008,ER_PTD_TERR,Canada,,,,,23.59514
2009,ER_PTD_TERR,Canada,,,,,23.86032
2010,ER_PTD_TERR,Canada,,,,,26.54251
2011,ER_PTD_TERR,Canada,,,,,26.61789
2012,ER_PTD_TERR,Canada,,,,,26.62537
2013,ER_PTD_TERR,Canada,,,,,26.65414
2014,ER_PTD_TERR,Canada,,,,,26.89448
2015,ER_PTD_TERR,Canada,,,,,27.10364
2016,ER_PTD_TERR,Canada,,,,,27.4406
2002,ER_PTD_TERR,Latvia,,,,,64.26494
2003,ER_PTD_TERR,Latvia,,,,,64.31099
2004,ER_PTD_TERR,Latvia,,,,,91.03775
2005,ER_PTD_TERR,Latvia,,,,,91.03775
2006,ER_PTD_TERR,Latvia,,,,,91.03775
2007,ER_PTD_TERR,Latvia,,,,,91.03775
2017,ER_PTD_TERR,Canada,,,,,28.95098
2018,ER_PTD_TERR,Canada,,,,,29.41574
2019,ER_PTD_TERR,Canada,,,,,29.46959
2020,ER_PTD_TERR,Canada,,,,,30.88934
2021,ER_PTD_TERR,Canada,,,,,30.89395
2022,ER_PTD_TERR,Canada,,,,,30.89395
2008,ER_PTD_TERR,Latvia,,,,,92.22668
2009,ER_PTD_TERR,Latvia,,,,,92.54991
2010,ER_PTD_TERR,Latvia,,,,,97.3103
2011,ER_PTD_TERR,Latvia,,,,,97.3103
2012,ER_PTD_TERR,Latvia,,,,,97.3103
2013,ER_PTD_TERR,Latvia,,,,,97.31033
2000,ER_PTD_TERR,Chile,,,,,23.20575
2001,ER_PTD_TERR,Chile,,,,,23.20575
2002,ER_PTD_TERR,Chile,,,,,23.20575
2003,ER_PTD_TERR,Chile,,,,,23.20575
2004,ER_PTD_TERR,Chile,,,,,23.8761
2005,ER_PTD_TERR,Chile,,,,,24.85261
2014,ER_PTD_TERR,Latvia,,,,,97.31033
2015,ER_PTD_TERR,Latvia,,,,,97.31033
2016,ER_PTD_TERR,Latvia,,,,,97.31033
2017,ER_PTD_TERR,Latvia,,,,,97.31033
2018,ER_PTD_TERR,Latvia,,,,,97.31033
2019,ER_PTD_TERR,Latvia,,,,,97.31033
2006,ER_PTD_TERR,Chile,,,,,24.85261
2007,ER_PTD_TERR,Chile,,,,,25.40498
2008,ER_PTD_TERR,Chile,,,,,25.40498
2009,ER_PTD_TERR,Chile,,,,,25.83267
2010,ER_PTD_TERR,Chile,,,,,26.93846
2011,ER_PTD_TERR,Chile,,,,,26.93846
2019,ER_PTD_TERR,Georgia,,,,,40.34578
2020,ER_PTD_TERR,Georgia,,,,,40.34578
2021,ER_PTD_TERR,Georgia,,,,,42.37266
2022,ER_PTD_TERR,Georgia,,,,,42.37266
2000,ER_PTD_TERR,Germany,,,,,46.02583
2001,ER_PTD_TERR,Germany,,,,,55.29396
2020,ER_PTD_TERR,Latvia,,,,,97.31033
2021,ER_PTD_TERR,Latvia,,,,,97.31033
2022,ER_PTD_TERR,Latvia,,,,,97.31033
2000,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2001,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2002,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2002,ER_PTD_TERR,Germany,,,,,55.67264
2003,ER_PTD_TERR,Germany,,,,,56.43976
2004,ER_PTD_TERR,Germany,,,,,64.66645
2005,ER_PTD_TERR,Germany,,,,,66.00031
2006,ER_PTD_TERR,Germany,,,,,70.45026
2007,ER_PTD_TERR,Germany,,,,,73.46591
2008,ER_PTD_TERR,Germany,,,,,75.63933
2009,ER_PTD_TERR,Germany,,,,,76.04563
2010,ER_PTD_TERR,Germany,,,,,76.21894
2011,ER_PTD_TERR,Germany,,,,,76.58543
2012,ER_PTD_TERR,Germany,,,,,76.65634
2013,ER_PTD_TERR,Germany,,,,,76.86593
2003,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2004,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2005,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2006,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2007,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2008,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2014,ER_PTD_TERR,Germany,,,,,76.9359
2015,ER_PTD_TERR,Germany,,,,,77.0129
2016,ER_PTD_TERR,Germany,,,,,77.25156
2017,ER_PTD_TERR,Germany,,,,,77.55135
2018,ER_PTD_TERR,Germany,,,,,78.20505
2019,ER_PTD_TERR,Germany,,,,,79.13985
2009,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2010,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2011,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2012,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2013,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2014,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2020,ER_PTD_TERR,Germany,,,,,79.13985
2021,ER_PTD_TERR,Germany,,,,,79.13985
2022,ER_PTD_TERR,Germany,,,,,79.13985
2000,ER_PTD_TERR,Greece,,,,,26.47725
2001,ER_PTD_TERR,Greece,,,,,44.01327
2002,ER_PTD_TERR,Greece,,,,,54.243
2015,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2016,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2017,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2018,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2019,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2020,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2012,ER_PTD_TERR,Chile,,,,,26.93846
2013,ER_PTD_TERR,Chile,,,,,27.49012
2014,ER_PTD_TERR,Chile,,,,,28.04421
2015,ER_PTD_TERR,Chile,,,,,28.90063
2016,ER_PTD_TERR,Chile,,,,,28.90063
2017,ER_PTD_TERR,Chile,,,,,28.9354
2021,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2022,ER_PTD_TERR,Liechtenstein,,,,,80.80091
2000,ER_PTD_TERR,Lithuania,,,,,38.41434
2001,ER_PTD_TERR,Lithuania,,,,,38.41434
2002,ER_PTD_TERR,Lithuania,,,,,39.19654
2003,ER_PTD_TERR,Lithuania,,,,,39.19654
2004,ER_PTD_TERR,Lithuania,,,,,75.58561
2005,ER_PTD_TERR,Lithuania,,,,,90.20256
2006,ER_PTD_TERR,Lithuania,,,,,90.27481
