Year,SeriesCode,Country,Activity,Value
2004,ER_H2O_WUEYST,Colombia,INDUSTRIES,36.52
2004,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.37
2004,ER_H2O_WUEYST,Colombia,TOTAL,15.58
2005,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.4
2005,ER_H2O_WUEYST,Colombia,TOTAL,15.51
2005,ER_H2O_WUEYST,Colombia,INDUSTRIES,32.75
2005,ER_H2O_WUEYST,Colombia,ISIC4_GTT,36.94
2006,ER_H2O_WUEYST,Colombia,INDUSTRIES,31.03
2006,ER_H2O_WUEYST,Colombia,TOTAL,15.77
2006,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.42
2006,ER_H2O_WUEYST,Colombia,ISIC4_GTT,37.81
2007,ER_H2O_WUEYST,Colombia,TOTAL,16.1
2007,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.44
2007,ER_H2O_WUEYST,Colombia,ISIC4_GTT,39.54
2007,ER_H2O_WUEYST,Colombia,INDUSTRIES,28.92
2008,ER_H2O_WUEYST,Colombia,ISIC4_GTT,39.01
2008,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.45
2008,ER_H2O_WUEYST,Colombia,TOTAL,16.04
2008,ER_H2O_WUEYST,Colombia,INDUSTRIES,28.37
2009,ER_H2O_WUEYST,Colombia,INDUSTRIES,25.76
2009,ER_H2O_WUEYST,Colombia,TOTAL,13.84
2009,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.37
2009,ER_H2O_WUEYST,Colombia,ISIC4_GTT,38.91
2010,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.32
2010,ER_H2O_WUEYST,Colombia,TOTAL,12.54
2010,ER_H2O_WUEYST,Colombia,ISIC4_GTT,39.13
2010,ER_H2O_WUEYST,Colombia,INDUSTRIES,25.1
2011,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.29
2011,ER_H2O_WUEYST,Colombia,TOTAL,11.83
2011,ER_H2O_WUEYST,Colombia,INDUSTRIES,26.91
2011,ER_H2O_WUEYST,Colombia,ISIC4_GTT,38.87
2012,ER_H2O_WUEYST,Colombia,ISIC4_GTT,39.37
2012,ER_H2O_WUEYST,Colombia,TOTAL,11.06
2012,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.22
2012,ER_H2O_WUEYST,Colombia,INDUSTRIES,26.36
2013,ER_H2O_WUEYST,Colombia,INDUSTRIES,25.54
2013,ER_H2O_WUEYST,Colombia,TOTAL,10.59
2013,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.18
2013,ER_H2O_WUEYST,Colombia,ISIC4_GTT,41.0
2014,ER_H2O_WUEYST,Colombia,INDUSTRIES,23.75
2014,ER_H2O_WUEYST,Colombia,ISIC4_GTT,42.39
2014,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.15
2014,ER_H2O_WUEYST,Colombia,TOTAL,10.03
2015,ER_H2O_WUEYST,Colombia,INDUSTRIES,21.14
2015,ER_H2O_WUEYST,Colombia,TOTAL,9.41
2015,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.13
2015,ER_H2O_WUEYST,Colombia,ISIC4_GTT,43.49
2016,ER_H2O_WUEYST,Colombia,ISIC4_GTT,51.59
2016,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.13
2016,ER_H2O_WUEYST,Colombia,TOTAL,9.15
2016,ER_H2O_WUEYST,Colombia,INDUSTRIES,19.67
2017,ER_H2O_WUEYST,Colombia,INDUSTRIES,34.73
2017,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.05
2017,ER_H2O_WUEYST,Colombia,ISIC4_GTT,51.91
2017,ER_H2O_WUEYST,Colombia,TOTAL,9.29
2018,ER_H2O_WUEYST,Colombia,TOTAL,9.74
2018,ER_H2O_WUEYST,Colombia,ISIC4_GTT,52.92
2018,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.04
2018,ER_H2O_WUEYST,Colombia,INDUSTRIES,187.05
2019,ER_H2O_WUEYST,Colombia,INDUSTRIES,187.69
2019,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.04
2019,ER_H2O_WUEYST,Colombia,TOTAL,9.62
2019,ER_H2O_WUEYST,Colombia,ISIC4_GTT,53.79
2020,ER_H2O_WUEYST,Colombia,ISIC4_GTT,50.97
2020,ER_H2O_WUEYST,Colombia,TOTAL,8.63
2020,ER_H2O_WUEYST,Colombia,INDUSTRIES,168.2
2020,ER_H2O_WUEYST,Colombia,ISIC4_A01_A0210_A0322,0.05
2000,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,24.83
2001,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,26.58
2002,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,28.2
2003,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,30.08
2004,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,31.81
2005,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,33.85
2006,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,36.95
2007,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,40.31
2008,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,44.04
2009,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,46.37
2010,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,50.27
2011,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,54.45
2012,ER_H2O_WUEYST,Costa Rica,ISIC4_A01_A0210_A0322,0.37
2012,ER_H2O_WUEYST,Costa Rica,INDUSTRIES,116.15
2012,ER_H2O_WUEYST,Costa Rica,TOTAL,19.25
2012,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,59.39
2013,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,60.62
2013,ER_H2O_WUEYST,Costa Rica,TOTAL,18.78
2013,ER_H2O_WUEYST,Costa Rica,INDUSTRIES,69.18
2013,ER_H2O_WUEYST,Costa Rica,ISIC4_A01_A0210_A0322,0.34
2014,ER_H2O_WUEYST,Costa Rica,ISIC4_A01_A0210_A0322,0.45
2014,ER_H2O_WUEYST,Costa Rica,INDUSTRIES,55.43
2014,ER_H2O_WUEYST,Costa Rica,TOTAL,17.6
2014,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,59.76
2015,ER_H2O_WUEYST,Costa Rica,TOTAL,15.7
2015,ER_H2O_WUEYST,Costa Rica,INDUSTRIES,40.49
2015,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,60.74
2015,ER_H2O_WUEYST,Costa Rica,ISIC4_A01_A0210_A0322,0.38
2016,ER_H2O_WUEYST,Costa Rica,ISIC4_A01_A0210_A0322,0.44
2016,ER_H2O_WUEYST,Costa Rica,INDUSTRIES,43.11
2016,ER_H2O_WUEYST,Costa Rica,TOTAL,17.74
2016,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,73.79
2017,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,207.01
2017,ER_H2O_WUEYST,Costa Rica,TOTAL,22.4
2017,ER_H2O_WUEYST,Costa Rica,INDUSTRIES,46.49
2017,ER_H2O_WUEYST,Costa Rica,ISIC4_A01_A0210_A0322,0.47
2018,ER_H2O_WUEYST,Costa Rica,ISIC4_A01_A0210_A0322,0.43
2018,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,61.19
2018,ER_H2O_WUEYST,Costa Rica,TOTAL,18.37
2018,ER_H2O_WUEYST,Costa Rica,INDUSTRIES,46.23
2019,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,54.86
2019,ER_H2O_WUEYST,Costa Rica,TOTAL,18.27
2019,ER_H2O_WUEYST,Costa Rica,ISIC4_A01_A0210_A0322,0.42
2019,ER_H2O_WUEYST,Costa Rica,INDUSTRIES,45.58
2020,ER_H2O_WUEYST,Costa Rica,INDUSTRIES,44.24
2020,ER_H2O_WUEYST,Costa Rica,ISIC4_A01_A0210_A0322,0.42
2020,ER_H2O_WUEYST,Costa Rica,TOTAL,17.49
2020,ER_H2O_WUEYST,Costa Rica,ISIC4_GTT,52.74
2000,ER_H2O_WUEYST,Croatia,ISIC4_GTT,43.53
2001,ER_H2O_WUEYST,Croatia,ISIC4_GTT,45.59
2002,ER_H2O_WUEYST,Croatia,ISIC4_GTT,49.1
2002,ER_H2O_WUEYST,Croatia,INDUSTRIES,137.97
2003,ER_H2O_WUEYST,Croatia,ISIC4_GTT,50.13
2003,ER_H2O_WUEYST,Croatia,INDUSTRIES,125.23
2004,ER_H2O_WUEYST,Croatia,INDUSTRIES,116.59
2004,ER_H2O_WUEYST,Croatia,ISIC4_GTT,53.55
2005,ER_H2O_WUEYST,Croatia,INDUSTRIES,105.1
2005,ER_H2O_WUEYST,Croatia,ISIC4_GTT,57.08
2006,ER_H2O_WUEYST,Croatia,INDUSTRIES,98.44
2006,ER_H2O_WUEYST,Croatia,ISIC4_GTT,58.73
2007,ER_H2O_WUEYST,Croatia,TOTAL,67.26
2007,ER_H2O_WUEYST,Croatia,ISIC4_GTT,61.67
2007,ER_H2O_WUEYST,Croatia,INDUSTRIES,92.89
2007,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,10.22
2008,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,6.64
2008,ER_H2O_WUEYST,Croatia,INDUSTRIES,85.74
2008,ER_H2O_WUEYST,Croatia,ISIC4_GTT,65.84
2008,ER_H2O_WUEYST,Croatia,TOTAL,69.41
2009,ER_H2O_WUEYST,Croatia,TOTAL,60.41
2009,ER_H2O_WUEYST,Croatia,ISIC4_GTT,58.66
2009,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,4.22
2009,ER_H2O_WUEYST,Croatia,INDUSTRIES,71.09
2010,ER_H2O_WUEYST,Croatia,TOTAL,60.83
2010,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,5.54
2010,ER_H2O_WUEYST,Croatia,ISIC4_GTT,59.94
2010,ER_H2O_WUEYST,Croatia,INDUSTRIES,67.71
2011,ER_H2O_WUEYST,Croatia,INDUSTRIES,66.06
2011,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,2.12
2011,ER_H2O_WUEYST,Croatia,TOTAL,60.12
2011,ER_H2O_WUEYST,Croatia,ISIC4_GTT,60.95
2012,ER_H2O_WUEYST,Croatia,ISIC4_GTT,60.53
2012,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,1.15
2012,ER_H2O_WUEYST,Croatia,TOTAL,57.4
2012,ER_H2O_WUEYST,Croatia,INDUSTRIES,60.07
2013,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,0.86
2013,ER_H2O_WUEYST,Croatia,INDUSTRIES,66.86
2013,ER_H2O_WUEYST,Croatia,TOTAL,62.08
2013,ER_H2O_WUEYST,Croatia,ISIC4_GTT,60.8
2014,ER_H2O_WUEYST,Croatia,TOTAL,58.25
2014,ER_H2O_WUEYST,Croatia,INDUSTRIES,52.93
2014,ER_H2O_WUEYST,Croatia,ISIC4_GTT,67.99
2014,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,0.53
2015,ER_H2O_WUEYST,Croatia,ISIC4_GTT,67.06
2015,ER_H2O_WUEYST,Croatia,INDUSTRIES,44.81
2015,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,0.41
2015,ER_H2O_WUEYST,Croatia,TOTAL,54.49
2016,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,0.39
2016,ER_H2O_WUEYST,Croatia,TOTAL,57.52
2016,ER_H2O_WUEYST,Croatia,INDUSTRIES,52.76
2016,ER_H2O_WUEYST,Croatia,ISIC4_GTT,70.27
2017,ER_H2O_WUEYST,Croatia,INDUSTRIES,48.37
2017,ER_H2O_WUEYST,Croatia,ISIC4_GTT,74.51
2017,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,0.48
2017,ER_H2O_WUEYST,Croatia,TOTAL,59.87
2018,ER_H2O_WUEYST,Croatia,INDUSTRIES,12.61
2018,ER_H2O_WUEYST,Croatia,TOTAL,34.86
2018,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,0.61
2018,ER_H2O_WUEYST,Croatia,ISIC4_GTT,76.28
2019,ER_H2O_WUEYST,Croatia,TOTAL,35.71
2019,ER_H2O_WUEYST,Croatia,INDUSTRIES,12.96
2019,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,0.68
2019,ER_H2O_WUEYST,Croatia,ISIC4_GTT,78.12
2020,ER_H2O_WUEYST,Croatia,ISIC4_A01_A0210_A0322,0.68
2003,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.76
2003,ER_H2O_WUEYST,Romania,ISIC4_GTT,33.94
2003,ER_H2O_WUEYST,Romania,TOTAL,10.67
2003,ER_H2O_WUEYST,Romania,INDUSTRIES,6.02
2004,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,1.01
2004,ER_H2O_WUEYST,Romania,ISIC4_GTT,42.21
2004,ER_H2O_WUEYST,Romania,TOTAL,13.97
2004,ER_H2O_WUEYST,Romania,INDUSTRIES,7.5
2005,ER_H2O_WUEYST,Romania,INDUSTRIES,9.14
2005,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.38
2005,ER_H2O_WUEYST,Romania,TOTAL,17.66
2005,ER_H2O_WUEYST,Romania,ISIC4_GTT,53.9
2006,ER_H2O_WUEYST,Romania,ISIC4_GTT,69.45
2006,ER_H2O_WUEYST,Romania,TOTAL,22.16
2006,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.54
2006,ER_H2O_WUEYST,Romania,INDUSTRIES,11.8
2007,ER_H2O_WUEYST,Romania,TOTAL,18.94
2007,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.26
2007,ER_H2O_WUEYST,Romania,ISIC4_GTT,73.54
2007,ER_H2O_WUEYST,Romania,INDUSTRIES,11.32
2008,ER_H2O_WUEYST,Romania,ISIC4_GTT,73.94
2008,ER_H2O_WUEYST,Romania,INDUSTRIES,11.63
2008,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.33
2008,ER_H2O_WUEYST,Romania,TOTAL,19.69
2009,ER_H2O_WUEYST,Romania,TOTAL,19.86
2009,ER_H2O_WUEYST,Romania,INDUSTRIES,12.74
2009,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.24
2009,ER_H2O_WUEYST,Romania,ISIC4_GTT,53.89
2010,ER_H2O_WUEYST,Romania,ISIC4_GTT,77.66
2010,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.25
2010,ER_H2O_WUEYST,Romania,INDUSTRIES,11.31
2010,ER_H2O_WUEYST,Romania,TOTAL,20.94
2011,ER_H2O_WUEYST,Romania,ISIC4_GTT,78.37
2011,ER_H2O_WUEYST,Romania,TOTAL,19.51
2011,ER_H2O_WUEYST,Romania,INDUSTRIES,11.44
2011,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.27
2012,ER_H2O_WUEYST,Romania,INDUSTRIES,10.68
2012,ER_H2O_WUEYST,Romania,ISIC4_GTT,82.76
2012,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.19
2012,ER_H2O_WUEYST,Romania,TOTAL,20.62
2013,ER_H2O_WUEYST,Romania,INDUSTRIES,11.03
2013,ER_H2O_WUEYST,Romania,TOTAL,21.54
2013,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.23
2013,ER_H2O_WUEYST,Romania,ISIC4_GTT,92.36
2014,ER_H2O_WUEYST,Romania,ISIC4_GTT,94.41
2014,ER_H2O_WUEYST,Romania,TOTAL,23.05
2014,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.23
2014,ER_H2O_WUEYST,Romania,INDUSTRIES,11.68
2015,ER_H2O_WUEYST,Romania,ISIC4_GTT,98.76
2015,ER_H2O_WUEYST,Romania,INDUSTRIES,11.25
2015,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.19
2015,ER_H2O_WUEYST,Romania,TOTAL,23.03
2016,ER_H2O_WUEYST,Romania,INDUSTRIES,12.26
2016,ER_H2O_WUEYST,Romania,ISIC4_GTT,104.0
2016,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.18
2016,ER_H2O_WUEYST,Romania,TOTAL,25.03
2017,ER_H2O_WUEYST,Romania,ISIC4_GTT,115.24
2017,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.27
2017,ER_H2O_WUEYST,Romania,TOTAL,25.48
2017,ER_H2O_WUEYST,Romania,INDUSTRIES,12.14
2018,ER_H2O_WUEYST,Romania,TOTAL,28.05
2018,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.32
2018,ER_H2O_WUEYST,Romania,INDUSTRIES,13.34
2018,ER_H2O_WUEYST,Romania,ISIC4_GTT,117.47
2019,ER_H2O_WUEYST,Romania,ISIC4_GTT,125.29
2019,ER_H2O_WUEYST,Romania,TOTAL,29.31
2016,ER_H2O_WUEYST,Serbia,ISIC4_GTT,34.34
2016,ER_H2O_WUEYST,Serbia,INDUSTRIES,2.48
2016,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.2
2017,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.17
2017,ER_H2O_WUEYST,Serbia,INDUSTRIES,2.2
2017,ER_H2O_WUEYST,Serbia,ISIC4_GTT,35.33
2017,ER_H2O_WUEYST,Serbia,TOTAL,6.01
2018,ER_H2O_WUEYST,Serbia,TOTAL,6.04
2018,ER_H2O_WUEYST,Serbia,ISIC4_GTT,37.13
2018,ER_H2O_WUEYST,Serbia,INDUSTRIES,2.19
2018,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.17
2019,ER_H2O_WUEYST,Serbia,TOTAL,6.25
2019,ER_H2O_WUEYST,Serbia,INDUSTRIES,2.29
2019,ER_H2O_WUEYST,Serbia,ISIC4_GTT,37.85
2019,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.15
2020,ER_H2O_WUEYST,Serbia,ISIC4_GTT,37.5
2020,ER_H2O_WUEYST,Serbia,INDUSTRIES,2.33
2020,ER_H2O_WUEYST,Serbia,TOTAL,6.53
2020,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.17
2000,ER_H2O_WUEYST,Slovakia,TOTAL,35.59
2000,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,1.07
2000,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,64.01
2000,ER_H2O_WUEYST,Slovakia,INDUSTRIES,19.81
2001,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,68.55
2001,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,1.81
2001,ER_H2O_WUEYST,Slovakia,TOTAL,38.46
2001,ER_H2O_WUEYST,Slovakia,INDUSTRIES,21.47
2002,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,2.29
2002,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,76.98
2002,ER_H2O_WUEYST,Slovakia,INDUSTRIES,21.31
2002,ER_H2O_WUEYST,Slovakia,TOTAL,41.49
2003,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,83.31
2003,ER_H2O_WUEYST,Slovakia,INDUSTRIES,23.99
2003,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,1.36
2003,ER_H2O_WUEYST,Slovakia,TOTAL,44.37
2004,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,2.74
2004,ER_H2O_WUEYST,Slovakia,TOTAL,51.87
2004,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,89.1
2004,ER_H2O_WUEYST,Slovakia,INDUSTRIES,27.89
2005,ER_H2O_WUEYST,Slovakia,INDUSTRIES,32.65
2005,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,97.01
2005,ER_H2O_WUEYST,Slovakia,TOTAL,58.78
2005,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,2.31
2006,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,108.52
2006,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,2.27
2006,ER_H2O_WUEYST,Slovakia,TOTAL,72.84
2006,ER_H2O_WUEYST,Slovakia,INDUSTRIES,45.26
2007,ER_H2O_WUEYST,Slovakia,INDUSTRIES,66.35
2007,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,122.79
2007,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,3.65
2007,ER_H2O_WUEYST,Slovakia,TOTAL,93.71
2008,ER_H2O_WUEYST,Slovakia,TOTAL,109.64
2008,ER_H2O_WUEYST,Slovakia,INDUSTRIES,75.41
2008,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,5.59
2008,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,145.98
2020,ER_H2O_WUEYST,Uzbekistan,INDUSTRIES,14.77
2020,ER_H2O_WUEYST,Uzbekistan,ISIC4_GTT,16.52
2020,ER_H2O_WUEYST,Uzbekistan,TOTAL,1.6
2020,ER_H2O_WUEYST,Uzbekistan,ISIC4_A01_A0210_A0322,0.43
2019,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.32
2019,ER_H2O_WUEYST,Romania,INDUSTRIES,13.23
2020,ER_H2O_WUEYST,Romania,INDUSTRIES,12.34
2020,ER_H2O_WUEYST,Romania,TOTAL,28.47
2020,ER_H2O_WUEYST,Romania,ISIC4_A01_A0210_A0322,0.29
2020,ER_H2O_WUEYST,Romania,ISIC4_GTT,123.56
2020,ER_H2O_WUEYST,Croatia,INDUSTRIES,13.22
2020,ER_H2O_WUEYST,Croatia,TOTAL,34.47
2020,ER_H2O_WUEYST,Croatia,ISIC4_GTT,72.58
2009,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,148.1
2009,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,2.05
2009,ER_H2O_WUEYST,Slovakia,INDUSTRIES,68.45
2009,ER_H2O_WUEYST,Slovakia,TOTAL,107.55
2010,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,1.27
2010,ER_H2O_WUEYST,Slovakia,INDUSTRIES,81.41
2010,ER_H2O_WUEYST,Slovakia,TOTAL,120.07
2010,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,158.71
2011,ER_H2O_WUEYST,Slovakia,INDUSTRIES,84.51
2011,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,164.96
2011,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,1.46
2011,ER_H2O_WUEYST,Slovakia,TOTAL,123.49
2012,ER_H2O_WUEYST,Slovakia,TOTAL,108.95
2012,ER_H2O_WUEYST,Slovakia,INDUSTRIES,65.36
2012,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,1.36
2012,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,166.62
2013,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,176.88
2013,ER_H2O_WUEYST,Slovakia,INDUSTRIES,109.8
2013,ER_H2O_WUEYST,Slovakia,TOTAL,143.52
2013,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,2.21
2014,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,2.34
2014,ER_H2O_WUEYST,Slovakia,INDUSTRIES,96.7
2014,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,179.94
2014,ER_H2O_WUEYST,Slovakia,TOTAL,131.84
2015,ER_H2O_WUEYST,Slovakia,INDUSTRIES,102.86
2015,ER_H2O_WUEYST,Slovakia,TOTAL,140.86
2015,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,1.73
2015,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,186.3
2016,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,2.83
2016,ER_H2O_WUEYST,Slovakia,TOTAL,148.4
2016,ER_H2O_WUEYST,Slovakia,INDUSTRIES,102.86
2016,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,195.23
2017,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,195.87
2017,ER_H2O_WUEYST,Slovakia,INDUSTRIES,103.25
2017,ER_H2O_WUEYST,Slovakia,TOTAL,146.36
2017,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,1.93
2018,ER_H2O_WUEYST,Slovakia,TOTAL,151.69
2018,ER_H2O_WUEYST,Slovakia,INDUSTRIES,107.29
2018,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,2.28
2018,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,200.95
2019,ER_H2O_WUEYST,Slovakia,INDUSTRIES,108.98
2019,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,1.47
2019,ER_H2O_WUEYST,Slovakia,TOTAL,155.58
2019,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,208.76
2020,ER_H2O_WUEYST,Slovakia,TOTAL,149.87
2020,ER_H2O_WUEYST,Slovakia,ISIC4_A01_A0210_A0322,1.7
2020,ER_H2O_WUEYST,Slovakia,ISIC4_GTT,206.94
2020,ER_H2O_WUEYST,Slovakia,INDUSTRIES,96.71
2000,ER_H2O_WUEYST,Viet Nam,ISIC4_GTT,36.74
2000,ER_H2O_WUEYST,Viet Nam,TOTAL,1.12
2000,ER_H2O_WUEYST,Viet Nam,INDUSTRIES,7.7
2000,ER_H2O_WUEYST,Viet Nam,ISIC4_A01_A0210_A0322,0.25
2001,ER_H2O_WUEYST,Viet Nam,INDUSTRIES,8.63
2001,ER_H2O_WUEYST,Viet Nam,ISIC4_GTT,38.36
2001,ER_H2O_WUEYST,Viet Nam,TOTAL,1.17
2001,ER_H2O_WUEYST,Viet Nam,ISIC4_A01_A0210_A0322,0.24
2002,ER_H2O_WUEYST,Viet Nam,ISIC4_A01_A0210_A0322,0.25
2002,ER_H2O_WUEYST,Viet Nam,TOTAL,1.22
2002,ER_H2O_WUEYST,Viet Nam,ISIC4_GTT,39.98
2002,ER_H2O_WUEYST,Viet Nam,INDUSTRIES,9.43
2003,ER_H2O_WUEYST,Viet Nam,INDUSTRIES,10.47
2003,ER_H2O_WUEYST,Viet Nam,ISIC4_GTT,41.35
2003,ER_H2O_WUEYST,Viet Nam,TOTAL,1.27
2003,ER_H2O_WUEYST,Viet Nam,ISIC4_A01_A0210_A0322,0.26
2004,ER_H2O_WUEYST,Viet Nam,ISIC4_A01_A0210_A0322,0.24
2004,ER_H2O_WUEYST,Viet Nam,ISIC4_GTT,39.57
2004,ER_H2O_WUEYST,Viet Nam,INDUSTRIES,10.71
2004,ER_H2O_WUEYST,Viet Nam,TOTAL,1.23
2005,ER_H2O_WUEYST,Viet Nam,ISIC4_A01_A0210_A0322,0.24
2005,ER_H2O_WUEYST,Viet Nam,INDUSTRIES,11.94
2005,ER_H2O_WUEYST,Viet Nam,ISIC4_GTT,41.0
2005,ER_H2O_WUEYST,Viet Nam,TOTAL,1.28
2006,ER_H2O_WUEYST,Viet Nam,TOTAL,1.37
2006,ER_H2O_WUEYST,Viet Nam,ISIC4_GTT,43.96
2006,ER_H2O_WUEYST,Viet Nam,INDUSTRIES,12.95
