Year,Черта бедности,Страна ,Value
2020,"2,15$ в день (ППС 2017) доллар-в-день",Cyprus,0.0
2020,"3,65$ в день (ППС 2017) LMIC",Cyprus,0.1
2020,"6,85$ в день (ППС 2017) UMIC",Cyprus,0.2
2002,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2002,"3,65$ в день (ППС 2017) LMIC",Czechia,0.0
2002,"6,85$ в день (ППС 2017) UMIC",Czechia,0.7
2004,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2004,"3,65$ в день (ППС 2017) LMIC",Czechia,0.0
2004,"6,85$ в день (ППС 2017) UMIC",Czechia,1.3
2005,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2005,"3,65$ в день (ППС 2017) LMIC",Czechia,0.1
2005,"6,85$ в день (ППС 2017) UMIC",Czechia,0.8
2006,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.1
2006,"3,65$ в день (ППС 2017) LMIC",Czechia,0.1
2006,"6,85$ в день (ППС 2017) UMIC",Czechia,0.8
2007,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.1
2007,"3,65$ в день (ППС 2017) LMIC",Czechia,0.2
2007,"6,85$ в день (ППС 2017) UMIC",Czechia,0.7
2008,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2008,"3,65$ в день (ППС 2017) LMIC",Czechia,0.1
2008,"6,85$ в день (ППС 2017) UMIC",Czechia,0.5
2009,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2009,"3,65$ в день (ППС 2017) LMIC",Czechia,0.1
2009,"6,85$ в день (ППС 2017) UMIC",Czechia,0.8
2010,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2010,"3,65$ в день (ППС 2017) LMIC",Czechia,0.1
2010,"6,85$ в день (ППС 2017) UMIC",Czechia,0.9
2011,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2011,"3,65$ в день (ППС 2017) LMIC",Czechia,0.1
2011,"6,85$ в день (ППС 2017) UMIC",Czechia,0.8
2012,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2012,"3,65$ в день (ППС 2017) LMIC",Czechia,0.1
2012,"6,85$ в день (ППС 2017) UMIC",Czechia,0.9
2013,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2013,"3,65$ в день (ППС 2017) LMIC",Czechia,0.1
2013,"6,85$ в день (ППС 2017) UMIC",Czechia,0.7
2014,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2014,"3,65$ в день (ППС 2017) LMIC",Czechia,0.1
2014,"6,85$ в день (ППС 2017) UMIC",Czechia,0.8
2015,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2015,"3,65$ в день (ППС 2017) LMIC",Czechia,0.0
2015,"6,85$ в день (ППС 2017) UMIC",Czechia,0.4
2016,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2016,"3,65$ в день (ППС 2017) LMIC",Czechia,0.1
2016,"6,85$ в день (ППС 2017) UMIC",Czechia,0.7
2017,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2017,"3,65$ в день (ППС 2017) LMIC",Czechia,0.1
2017,"6,85$ в день (ППС 2017) UMIC",Czechia,0.5
2018,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2018,"3,65$ в день (ППС 2017) LMIC",Czechia,0.0
2018,"6,85$ в день (ППС 2017) UMIC",Czechia,0.2
2019,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2019,"3,65$ в день (ППС 2017) LMIC",Czechia,0.0
2019,"6,85$ в день (ППС 2017) UMIC",Czechia,0.3
2020,"2,15$ в день (ППС 2017) доллар-в-день",Czechia,0.0
2020,"3,65$ в день (ППС 2017) LMIC",Czechia,0.0
2020,"6,85$ в день (ППС 2017) UMIC",Czechia,0.4
2000,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.0
2000,"3,65$ в день (ППС 2017) LMIC",Denmark,0.0
2000,"6,85$ в день (ППС 2017) UMIC",Denmark,0.2
2003,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.3
2003,"3,65$ в день (ППС 2017) LMIC",Denmark,0.4
2003,"6,85$ в день (ППС 2017) UMIC",Denmark,0.4
2004,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.3
2004,"3,65$ в день (ППС 2017) LMIC",Denmark,0.3
2004,"6,85$ в день (ППС 2017) UMIC",Denmark,0.4
2005,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.3
2005,"3,65$ в день (ППС 2017) LMIC",Denmark,0.3
2005,"6,85$ в день (ППС 2017) UMIC",Denmark,0.5
2006,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.1
2006,"3,65$ в день (ППС 2017) LMIC",Denmark,0.2
2006,"6,85$ в день (ППС 2017) UMIC",Denmark,0.3
2007,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.0
2007,"3,65$ в день (ППС 2017) LMIC",Denmark,0.3
2007,"6,85$ в день (ППС 2017) UMIC",Denmark,0.6
2008,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.1
2008,"3,65$ в день (ППС 2017) LMIC",Denmark,0.4
2008,"6,85$ в день (ППС 2017) UMIC",Denmark,0.8
2009,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.5
2009,"3,65$ в день (ППС 2017) LMIC",Denmark,0.6
2009,"6,85$ в день (ППС 2017) UMIC",Denmark,1.0
2010,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.1
2010,"3,65$ в день (ППС 2017) LMIC",Denmark,0.1
2010,"6,85$ в день (ППС 2017) UMIC",Denmark,0.2
2011,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.0
2011,"3,65$ в день (ППС 2017) LMIC",Denmark,0.0
2011,"6,85$ в день (ППС 2017) UMIC",Denmark,0.6
2012,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.0
2012,"3,65$ в день (ППС 2017) LMIC",Denmark,0.0
2012,"6,85$ в день (ППС 2017) UMIC",Denmark,0.4
2013,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.3
2013,"3,65$ в день (ППС 2017) LMIC",Denmark,0.3
2013,"6,85$ в день (ППС 2017) UMIC",Denmark,0.6
2014,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.2
2014,"3,65$ в день (ППС 2017) LMIC",Denmark,0.2
2014,"6,85$ в день (ППС 2017) UMIC",Denmark,0.7
2015,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.2
2015,"3,65$ в день (ППС 2017) LMIC",Denmark,0.3
2015,"6,85$ в день (ППС 2017) UMIC",Denmark,0.4
2016,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.3
2016,"3,65$ в день (ППС 2017) LMIC",Denmark,0.3
2016,"6,85$ в день (ППС 2017) UMIC",Denmark,0.5
2017,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.1
2017,"3,65$ в день (ППС 2017) LMIC",Denmark,0.2
2017,"6,85$ в день (ППС 2017) UMIC",Denmark,0.3
2018,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.2
2018,"3,65$ в день (ППС 2017) LMIC",Denmark,0.2
2018,"6,85$ в день (ППС 2017) UMIC",Denmark,0.3
2019,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.3
2019,"3,65$ в день (ППС 2017) LMIC",Denmark,0.3
2019,"6,85$ в день (ППС 2017) UMIC",Denmark,0.4
2020,"2,15$ в день (ППС 2017) доллар-в-день",Denmark,0.2
2020,"3,65$ в день (ППС 2017) LMIC",Denmark,0.2
2020,"6,85$ в день (ППС 2017) UMIC",Denmark,0.4
2003,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,2.5
2003,"3,65$ в день (ППС 2017) LMIC",Estonia,5.5
2003,"6,85$ в день (ППС 2017) UMIC",Estonia,16.9
2004,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,1.1
2004,"3,65$ в день (ППС 2017) LMIC",Estonia,3.2
2004,"6,85$ в день (ППС 2017) UMIC",Estonia,10.9
2005,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.8
2005,"3,65$ в день (ППС 2017) LMIC",Estonia,1.9
2005,"6,85$ в день (ППС 2017) UMIC",Estonia,7.6
2006,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.8
2006,"3,65$ в день (ППС 2017) LMIC",Estonia,1.4
2006,"6,85$ в день (ППС 2017) UMIC",Estonia,4.6
2007,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.4
2007,"3,65$ в день (ППС 2017) LMIC",Estonia,0.9
2007,"6,85$ в день (ППС 2017) UMIC",Estonia,3.0
2008,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.4
2008,"3,65$ в день (ППС 2017) LMIC",Estonia,0.9
2008,"6,85$ в день (ППС 2017) UMIC",Estonia,3.0
2009,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.6
2009,"3,65$ в день (ППС 2017) LMIC",Estonia,1.2
2009,"6,85$ в день (ППС 2017) UMIC",Estonia,4.0
2010,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.8
2010,"3,65$ в день (ППС 2017) LMIC",Estonia,1.8
2010,"6,85$ в день (ППС 2017) UMIC",Estonia,5.8
2011,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,1.0
2011,"3,65$ в день (ППС 2017) LMIC",Estonia,1.6
2011,"6,85$ в день (ППС 2017) UMIC",Estonia,4.7
2012,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.7
2012,"3,65$ в день (ППС 2017) LMIC",Estonia,1.5
2012,"6,85$ в день (ППС 2017) UMIC",Estonia,4.1
2013,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.9
2013,"3,65$ в день (ППС 2017) LMIC",Estonia,1.6
2013,"6,85$ в день (ППС 2017) UMIC",Estonia,4.2
2014,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.8
2014,"3,65$ в день (ППС 2017) LMIC",Estonia,1.4
2014,"6,85$ в день (ППС 2017) UMIC",Estonia,4.0
2015,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.6
2015,"3,65$ в день (ППС 2017) LMIC",Estonia,0.9
2015,"6,85$ в день (ППС 2017) UMIC",Estonia,2.3
2016,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.5
2016,"3,65$ в день (ППС 2017) LMIC",Estonia,0.7
2016,"6,85$ в день (ППС 2017) UMIC",Estonia,1.8
2017,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.3
2017,"3,65$ в день (ППС 2017) LMIC",Estonia,0.6
2017,"6,85$ в день (ППС 2017) UMIC",Estonia,1.3
2018,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.2
2018,"3,65$ в день (ППС 2017) LMIC",Estonia,0.5
2018,"6,85$ в день (ППС 2017) UMIC",Estonia,1.1
2019,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.6
2019,"3,65$ в день (ППС 2017) LMIC",Estonia,0.9
2019,"6,85$ в день (ППС 2017) UMIC",Estonia,1.4
2020,"2,15$ в день (ППС 2017) доллар-в-день",Estonia,0.3
2020,"3,65$ в день (ППС 2017) LMIC",Estonia,0.5
2020,"6,85$ в день (ППС 2017) UMIC",Estonia,1.3
2000,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.0
2000,"3,65$ в день (ППС 2017) LMIC",Finland,0.0
2000,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2003,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.0
2003,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2003,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2004,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.0
2004,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2004,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2005,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2005,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2005,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2006,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2006,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2006,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2007,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2007,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2007,"6,85$ в день (ППС 2017) UMIC",Finland,0.1
2008,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2008,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2008,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2009,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2009,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2009,"6,85$ в день (ППС 2017) UMIC",Finland,0.1
2010,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2010,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2010,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2011,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.0
2011,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2011,"6,85$ в день (ППС 2017) UMIC",Finland,0.1
2012,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2012,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2012,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2013,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2013,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2013,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2014,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2014,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2014,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2015,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2015,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2015,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2016,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.0
2016,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2016,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2017,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2017,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2017,"6,85$ в день (ППС 2017) UMIC",Finland,0.1
2018,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.1
2018,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2018,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2019,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.0
2019,"3,65$ в день (ППС 2017) LMIC",Finland,0.1
2019,"6,85$ в день (ППС 2017) UMIC",Finland,0.2
2020,"2,15$ в день (ППС 2017) доллар-в-день",Finland,0.0
2020,"3,65$ в день (ППС 2017) LMIC",Finland,0.0
2020,"6,85$ в день (ППС 2017) UMIC",Finland,0.1
1998,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
1998,"3,65$ в день (ППС 2017) LMIC",France,0.2
1998,"6,85$ в день (ППС 2017) UMIC",France,0.5
1999,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
1999,"3,65$ в день (ППС 2017) LMIC",France,0.2
1999,"6,85$ в день (ППС 2017) UMIC",France,0.5
2000,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2000,"3,65$ в день (ППС 2017) LMIC",France,0.2
2000,"6,85$ в день (ППС 2017) UMIC",France,0.5
2001,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2001,"3,65$ в день (ППС 2017) LMIC",France,0.2
2001,"6,85$ в день (ППС 2017) UMIC",France,0.2
2002,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2002,"3,65$ в день (ППС 2017) LMIC",France,0.0
2002,"6,85$ в день (ППС 2017) UMIC",France,0.2
2003,"2,15$ в день (ППС 2017) доллар-в-день",France,0.2
2003,"3,65$ в день (ППС 2017) LMIC",France,0.2
2003,"6,85$ в день (ППС 2017) UMIC",France,0.4
2004,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2004,"3,65$ в день (ППС 2017) LMIC",France,0.1
2004,"6,85$ в день (ППС 2017) UMIC",France,0.3
2005,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2005,"3,65$ в день (ППС 2017) LMIC",France,0.1
2005,"6,85$ в день (ППС 2017) UMIC",France,0.3
2006,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2006,"3,65$ в день (ППС 2017) LMIC",France,0.1
2006,"6,85$ в день (ППС 2017) UMIC",France,0.2
2007,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2007,"3,65$ в день (ППС 2017) LMIC",France,0.0
2007,"6,85$ в день (ППС 2017) UMIC",France,0.1
2008,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2008,"3,65$ в день (ППС 2017) LMIC",France,0.0
2008,"6,85$ в день (ППС 2017) UMIC",France,0.1
2009,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2009,"3,65$ в день (ППС 2017) LMIC",France,0.1
2009,"6,85$ в день (ППС 2017) UMIC",France,0.4
2010,"2,15$ в день (ППС 2017) доллар-в-день",France,0.1
2010,"3,65$ в день (ППС 2017) LMIC",France,0.1
2010,"6,85$ в день (ППС 2017) UMIC",France,0.3
2011,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2011,"3,65$ в день (ППС 2017) LMIC",France,0.1
2011,"6,85$ в день (ППС 2017) UMIC",France,0.2
2012,"2,15$ в день (ППС 2017) доллар-в-день",France,0.1
2012,"3,65$ в день (ППС 2017) LMIC",France,0.1
2012,"6,85$ в день (ППС 2017) UMIC",France,0.3
2013,"2,15$ в день (ППС 2017) доллар-в-день",France,0.1
2013,"3,65$ в день (ППС 2017) LMIC",France,0.1
2013,"6,85$ в день (ППС 2017) UMIC",France,0.2
2014,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2014,"3,65$ в день (ППС 2017) LMIC",France,0.0
2014,"6,85$ в день (ППС 2017) UMIC",France,0.2
2015,"2,15$ в день (ППС 2017) доллар-в-день",France,0.1
2015,"3,65$ в день (ППС 2017) LMIC",France,0.2
2015,"6,85$ в день (ППС 2017) UMIC",France,0.3
2016,"2,15$ в день (ППС 2017) доллар-в-день",France,0.1
2016,"3,65$ в день (ППС 2017) LMIC",France,0.1
2016,"6,85$ в день (ППС 2017) UMIC",France,0.3
2017,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2017,"3,65$ в день (ППС 2017) LMIC",France,0.0
2017,"6,85$ в день (ППС 2017) UMIC",France,0.1
2018,"2,15$ в день (ППС 2017) доллар-в-день",France,0.0
2018,"3,65$ в день (ППС 2017) LMIC",France,0.1
2018,"6,85$ в день (ППС 2017) UMIC",France,0.1
2019,"2,15$ в день (ППС 2017) доллар-в-день",France,0.1
2019,"3,65$ в день (ППС 2017) LMIC",France,0.1
2019,"6,85$ в день (ППС 2017) UMIC",France,0.4
2020,"2,15$ в день (ППС 2017) доллар-в-день",France,0.1
2020,"3,65$ в день (ППС 2017) LMIC",France,0.2
2020,"6,85$ в день (ППС 2017) UMIC",France,0.4
1998,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
1998,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
1998,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
1999,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
1999,"3,65$ в день (ППС 2017) LMIC",Germany,0.2
1999,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2000,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2000,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
2000,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2001,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2001,"3,65$ в день (ППС 2017) LMIC",Germany,0.2
2001,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2002,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2002,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
2002,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2003,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2003,"3,65$ в день (ППС 2017) LMIC",Germany,0.2
2003,"6,85$ в день (ППС 2017) UMIC",Germany,0.5
2004,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2004,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
2004,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2005,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2005,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
2005,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2006,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2006,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
2006,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2007,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2007,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
2007,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2008,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2008,"3,65$ в день (ППС 2017) LMIC",Germany,0.2
2008,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2009,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2009,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
2009,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2010,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2010,"3,65$ в день (ППС 2017) LMIC",Germany,0.2
2010,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2011,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2011,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
2011,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2012,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2012,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
2012,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2013,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2013,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
2013,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2014,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2014,"3,65$ в день (ППС 2017) LMIC",Germany,0.2
2014,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2015,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2015,"3,65$ в день (ППС 2017) LMIC",Germany,0.0
2015,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2016,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2016,"3,65$ в день (ППС 2017) LMIC",Germany,0.2
2016,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2017,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.2
2017,"3,65$ в день (ППС 2017) LMIC",Germany,0.5
2017,"6,85$ в день (ППС 2017) UMIC",Germany,1.0
2018,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2018,"3,65$ в день (ППС 2017) LMIC",Germany,0.2
2018,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2019,"2,15$ в день (ППС 2017) доллар-в-день",Germany,0.0
2019,"3,65$ в день (ППС 2017) LMIC",Germany,0.2
2019,"6,85$ в день (ППС 2017) UMIC",Germany,0.2
2000,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.5
2000,"3,65$ в день (ППС 2017) LMIC",Greece,1.0
2000,"6,85$ в день (ППС 2017) UMIC",Greece,2.7
2003,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.5
2003,"3,65$ в день (ППС 2017) LMIC",Greece,0.7
2003,"6,85$ в день (ППС 2017) UMIC",Greece,1.9
2004,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.6
2004,"3,65$ в день (ППС 2017) LMIC",Greece,1.0
2004,"6,85$ в день (ППС 2017) UMIC",Greece,1.9
2005,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.3
2005,"3,65$ в день (ППС 2017) LMIC",Greece,0.5
2005,"6,85$ в день (ППС 2017) UMIC",Greece,1.7
2006,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.6
2006,"3,65$ в день (ППС 2017) LMIC",Greece,0.9
2006,"6,85$ в день (ППС 2017) UMIC",Greece,2.2
2007,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.5
2007,"3,65$ в день (ППС 2017) LMIC",Greece,0.7
2007,"6,85$ в день (ППС 2017) UMIC",Greece,1.7
2008,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.3
2008,"3,65$ в день (ППС 2017) LMIC",Greece,0.5
2008,"6,85$ в день (ППС 2017) UMIC",Greece,1.6
2009,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.6
2009,"3,65$ в день (ППС 2017) LMIC",Greece,0.7
2009,"6,85$ в день (ППС 2017) UMIC",Greece,1.8
2010,"2,15$ в день (ППС 2017) доллар-в-день",Greece,1.0
2010,"3,65$ в день (ППС 2017) LMIC",Greece,1.3
2010,"6,85$ в день (ППС 2017) UMIC",Greece,2.6
2011,"2,15$ в день (ППС 2017) доллар-в-день",Greece,1.1
2011,"3,65$ в день (ППС 2017) LMIC",Greece,2.0
2011,"6,85$ в день (ППС 2017) UMIC",Greece,5.2
2012,"2,15$ в день (ППС 2017) доллар-в-день",Greece,1.5
2012,"3,65$ в день (ППС 2017) LMIC",Greece,2.8
2012,"6,85$ в день (ППС 2017) UMIC",Greece,7.2
2013,"2,15$ в день (ППС 2017) доллар-в-день",Greece,1.0
2013,"3,65$ в день (ППС 2017) LMIC",Greece,2.6
2013,"6,85$ в день (ППС 2017) UMIC",Greece,8.3
2014,"2,15$ в день (ППС 2017) доллар-в-день",Greece,1.5
2014,"3,65$ в день (ППС 2017) LMIC",Greece,2.9
2014,"6,85$ в день (ППС 2017) UMIC",Greece,7.7
2015,"2,15$ в день (ППС 2017) доллар-в-день",Greece,1.4
2015,"3,65$ в день (ППС 2017) LMIC",Greece,2.8
2015,"6,85$ в день (ППС 2017) UMIC",Greece,7.8
2016,"2,15$ в день (ППС 2017) доллар-в-день",Greece,1.0
2016,"3,65$ в день (ППС 2017) LMIC",Greece,2.0
2016,"6,85$ в день (ППС 2017) UMIC",Greece,6.4
2017,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.9
2017,"3,65$ в день (ППС 2017) LMIC",Greece,1.6
2017,"6,85$ в день (ППС 2017) UMIC",Greece,5.3
2018,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.1
2018,"3,65$ в день (ППС 2017) LMIC",Greece,0.3
2018,"6,85$ в день (ППС 2017) UMIC",Greece,3.7
2019,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.7
2019,"3,65$ в день (ППС 2017) LMIC",Greece,1.3
2019,"6,85$ в день (ППС 2017) UMIC",Greece,3.9
2020,"2,15$ в день (ППС 2017) доллар-в-день",Greece,0.8
2020,"3,65$ в день (ППС 2017) LMIC",Greece,1.6
2020,"6,85$ в день (ППС 2017) UMIC",Greece,3.9
2004,"2,15$ в день (ППС 2017) доллар-в-день",Hungary,0.1
2004,"3,65$ в день (ППС 2017) LMIC",Hungary,0.4
2004,"6,85$ в день (ППС 2017) UMIC",Hungary,5.7
2005,"2,15$ в день (ППС 2017) доллар-в-день",Hungary,0.7
2005,"3,65$ в день (ППС 2017) LMIC",Hungary,1.5
