Year,SeriesCode,Страна ,Sex,Value
2021,VC_PRS_UNSNT,Slovenia,FEMALE,30.36
2021,VC_PRS_UNSNT,Slovenia,MALE,33.24
2021,VC_PRS_UNSNT,Slovenia,BOTHSEX,33.1
2003,VC_PRS_UNSNT,Spain,BOTHSEX,21.88
2004,VC_PRS_UNSNT,Spain,BOTHSEX,22.08
2005,VC_PRS_UNSNT,Spain,BOTHSEX,22.47
2006,VC_PRS_UNSNT,Spain,BOTHSEX,23.53
2007,VC_PRS_UNSNT,Spain,BOTHSEX,24.05
2008,VC_PRS_UNSNT,Spain,BOTHSEX,24.27
2009,VC_PRS_UNSNT,Spain,BOTHSEX,20.48
2010,VC_PRS_UNSNT,Spain,BOTHSEX,18.72
2010,VC_PRS_UNSNT,Spain,FEMALE,22.27
2010,VC_PRS_UNSNT,Spain,MALE,18.65
2011,VC_PRS_UNSNT,Spain,FEMALE,22.12
2011,VC_PRS_UNSNT,Spain,MALE,17.08
2011,VC_PRS_UNSNT,Spain,BOTHSEX,17.24
2012,VC_PRS_UNSNT,Spain,BOTHSEX,15.95
2012,VC_PRS_UNSNT,Spain,FEMALE,19.66
2012,VC_PRS_UNSNT,Spain,MALE,16.04
2013,VC_PRS_UNSNT,Spain,MALE,14.01
2013,VC_PRS_UNSNT,Spain,BOTHSEX,13.92
2013,VC_PRS_UNSNT,Spain,FEMALE,16.65
2014,VC_PRS_UNSNT,Spain,MALE,13.27
2014,VC_PRS_UNSNT,Spain,BOTHSEX,13.22
2014,VC_PRS_UNSNT,Spain,FEMALE,16.19
2015,VC_PRS_UNSNT,Spain,BOTHSEX,12.47
2015,VC_PRS_UNSNT,Spain,MALE,12.62
2015,VC_PRS_UNSNT,Spain,FEMALE,14.0
2016,VC_PRS_UNSNT,Spain,FEMALE,14.99
2016,VC_PRS_UNSNT,Spain,BOTHSEX,13.42
2016,VC_PRS_UNSNT,Spain,MALE,13.6
2017,VC_PRS_UNSNT,Spain,MALE,15.43
2017,VC_PRS_UNSNT,Spain,BOTHSEX,15.46
2017,VC_PRS_UNSNT,Spain,FEMALE,15.86
2018,VC_PRS_UNSNT,Spain,BOTHSEX,16.9
2018,VC_PRS_UNSNT,Spain,MALE,16.78
2018,VC_PRS_UNSNT,Spain,FEMALE,18.4
2019,VC_PRS_UNSNT,Spain,BOTHSEX,17.4
2019,VC_PRS_UNSNT,Spain,MALE,17.46
2019,VC_PRS_UNSNT,Spain,FEMALE,16.62
2020,VC_PRS_UNSNT,Spain,MALE,16.98
2020,VC_PRS_UNSNT,Spain,FEMALE,14.57
2020,VC_PRS_UNSNT,Spain,BOTHSEX,16.8
2021,VC_PRS_UNSNT,Spain,BOTHSEX,16.06
2003,VC_PRS_UNSNT,Sweden,BOTHSEX,20.74
2004,VC_PRS_UNSNT,Sweden,BOTHSEX,21.29
2005,VC_PRS_UNSNT,Sweden,BOTHSEX,20.05
2006,VC_PRS_UNSNT,Sweden,BOTHSEX,21.59
2007,VC_PRS_UNSNT,Sweden,BOTHSEX,20.52
2008,VC_PRS_UNSNT,Sweden,BOTHSEX,19.47
2009,VC_PRS_UNSNT,Sweden,BOTHSEX,19.83
2010,VC_PRS_UNSNT,Sweden,BOTHSEX,21.5
2011,VC_PRS_UNSNT,Sweden,BOTHSEX,22.81
2012,VC_PRS_UNSNT,Sweden,BOTHSEX,22.94
2013,VC_PRS_UNSNT,Sweden,BOTHSEX,23.52
2014,VC_PRS_UNSNT,Sweden,MALE,25.58
2014,VC_PRS_UNSNT,Sweden,FEMALE,26.43
2014,VC_PRS_UNSNT,Sweden,BOTHSEX,25.62
2015,VC_PRS_UNSNT,Sweden,BOTHSEX,24.58
2015,VC_PRS_UNSNT,Sweden,MALE,24.24
2015,VC_PRS_UNSNT,Sweden,FEMALE,30.28
2016,VC_PRS_UNSNT,Sweden,BOTHSEX,25.22
2016,VC_PRS_UNSNT,Sweden,FEMALE,21.97
2016,VC_PRS_UNSNT,Sweden,MALE,25.43
2017,VC_PRS_UNSNT,Sweden,FEMALE,28.16
2017,VC_PRS_UNSNT,Sweden,MALE,27.34
2017,VC_PRS_UNSNT,Sweden,BOTHSEX,27.39
2018,VC_PRS_UNSNT,Sweden,MALE,28.08
2018,VC_PRS_UNSNT,Sweden,FEMALE,29.28
2018,VC_PRS_UNSNT,Sweden,BOTHSEX,28.15
2019,VC_PRS_UNSNT,Sweden,BOTHSEX,28.05
2019,VC_PRS_UNSNT,Sweden,FEMALE,30.15
2019,VC_PRS_UNSNT,Sweden,MALE,27.92
2020,VC_PRS_UNSNT,Sweden,MALE,27.61
2020,VC_PRS_UNSNT,Sweden,FEMALE,29.0
2020,VC_PRS_UNSNT,Sweden,BOTHSEX,27.7
2021,VC_PRS_UNSNT,Sweden,FEMALE,29.54
2021,VC_PRS_UNSNT,Sweden,BOTHSEX,26.86
2021,VC_PRS_UNSNT,Sweden,MALE,26.7
2003,VC_PRS_UNSNT,Switzerland,BOTHSEX,46.22
2004,VC_PRS_UNSNT,Switzerland,BOTHSEX,45.0
2005,VC_PRS_UNSNT,Switzerland,BOTHSEX,42.5
2006,VC_PRS_UNSNT,Switzerland,BOTHSEX,42.05
2007,VC_PRS_UNSNT,Switzerland,BOTHSEX,41.59
2008,VC_PRS_UNSNT,Switzerland,BOTHSEX,44.31
2009,VC_PRS_UNSNT,Switzerland,BOTHSEX,44.98
2010,VC_PRS_UNSNT,Switzerland,FEMALE,49.23
2010,VC_PRS_UNSNT,Switzerland,BOTHSEX,44.51
2010,VC_PRS_UNSNT,Switzerland,MALE,44.2
2011,VC_PRS_UNSNT,Switzerland,MALE,42.51
2011,VC_PRS_UNSNT,Switzerland,BOTHSEX,42.77
2011,VC_PRS_UNSNT,Switzerland,FEMALE,47.04
2012,VC_PRS_UNSNT,Switzerland,MALE,44.86
2012,VC_PRS_UNSNT,Switzerland,BOTHSEX,45.12
2012,VC_PRS_UNSNT,Switzerland,FEMALE,49.68
2013,VC_PRS_UNSNT,Switzerland,MALE,43.65
2013,VC_PRS_UNSNT,Switzerland,FEMALE,46.86
2013,VC_PRS_UNSNT,Switzerland,BOTHSEX,43.82
2014,VC_PRS_UNSNT,Switzerland,BOTHSEX,42.49
2014,VC_PRS_UNSNT,Switzerland,FEMALE,51.42
2014,VC_PRS_UNSNT,Switzerland,MALE,42.03
2015,VC_PRS_UNSNT,Switzerland,BOTHSEX,42.41
2015,VC_PRS_UNSNT,Switzerland,MALE,41.92
2015,VC_PRS_UNSNT,Switzerland,FEMALE,50.84
2016,VC_PRS_UNSNT,Switzerland,FEMALE,48.38
2016,VC_PRS_UNSNT,Switzerland,BOTHSEX,42.57
2016,VC_PRS_UNSNT,Switzerland,MALE,42.22
2017,VC_PRS_UNSNT,Switzerland,BOTHSEX,41.99
2017,VC_PRS_UNSNT,Switzerland,MALE,41.72
2017,VC_PRS_UNSNT,Switzerland,FEMALE,46.36
2018,VC_PRS_UNSNT,Switzerland,FEMALE,49.87
2018,VC_PRS_UNSNT,Switzerland,MALE,44.67
2018,VC_PRS_UNSNT,Switzerland,BOTHSEX,44.97
2019,VC_PRS_UNSNT,Switzerland,MALE,43.8
2019,VC_PRS_UNSNT,Switzerland,BOTHSEX,44.28
2019,VC_PRS_UNSNT,Switzerland,FEMALE,51.4
2020,VC_PRS_UNSNT,Switzerland,FEMALE,52.82
2020,VC_PRS_UNSNT,Switzerland,MALE,46.27
2020,VC_PRS_UNSNT,Switzerland,BOTHSEX,46.64
2021,VC_PRS_UNSNT,Switzerland,MALE,46.26
2021,VC_PRS_UNSNT,Switzerland,BOTHSEX,46.51
2021,VC_PRS_UNSNT,Switzerland,FEMALE,50.4
2005,VC_PRS_UNSNT,United Arab Emirates,BOTHSEX,44.69
2006,VC_PRS_UNSNT,United Arab Emirates,BOTHSEX,45.87
2012,VC_PRS_UNSNT,United Arab Emirates,BOTHSEX,34.25
2013,VC_PRS_UNSNT,United Arab Emirates,BOTHSEX,33.36
2014,VC_PRS_UNSNT,United Arab Emirates,BOTHSEX,38.21
2016,VC_PRS_UNSNT,United Arab Emirates,BOTHSEX,38.21
2003,VC_PRS_UNSNT,Türkiye,BOTHSEX,49.1
2004,VC_PRS_UNSNT,Türkiye,BOTHSEX,54.94
2005,VC_PRS_UNSNT,Türkiye,BOTHSEX,55.37
2006,VC_PRS_UNSNT,Türkiye,BOTHSEX,62.46
2007,VC_PRS_UNSNT,Türkiye,BOTHSEX,58.16
2008,VC_PRS_UNSNT,Türkiye,BOTHSEX,55.97
2009,VC_PRS_UNSNT,Türkiye,BOTHSEX,32.57
2010,VC_PRS_UNSNT,Türkiye,BOTHSEX,27.41
2011,VC_PRS_UNSNT,Türkiye,BOTHSEX,27.77
2012,VC_PRS_UNSNT,Türkiye,BOTHSEX,22.86
2013,VC_PRS_UNSNT,Türkiye,MALE,18.74
2013,VC_PRS_UNSNT,Türkiye,BOTHSEX,19.51
2013,VC_PRS_UNSNT,Türkiye,FEMALE,23.64
2014,VC_PRS_UNSNT,Türkiye,FEMALE,15.66
2014,VC_PRS_UNSNT,Türkiye,BOTHSEX,13.99
2014,VC_PRS_UNSNT,Türkiye,MALE,14.06
2015,VC_PRS_UNSNT,Türkiye,BOTHSEX,14.63
2015,VC_PRS_UNSNT,Türkiye,MALE,14.11
2015,VC_PRS_UNSNT,Türkiye,FEMALE,16.65
2016,VC_PRS_UNSNT,Türkiye,FEMALE,44.79
2016,VC_PRS_UNSNT,Türkiye,BOTHSEX,36.19
2016,VC_PRS_UNSNT,Türkiye,MALE,35.81
2017,VC_PRS_UNSNT,Türkiye,FEMALE,46.38
2017,VC_PRS_UNSNT,Türkiye,BOTHSEX,33.96
2017,VC_PRS_UNSNT,Türkiye,MALE,34.11
2018,VC_PRS_UNSNT,Türkiye,FEMALE,27.7
2018,VC_PRS_UNSNT,Türkiye,MALE,20.83
2018,VC_PRS_UNSNT,Türkiye,BOTHSEX,21.1
2019,VC_PRS_UNSNT,Türkiye,MALE,15.71
2019,VC_PRS_UNSNT,Türkiye,BOTHSEX,15.91
2019,VC_PRS_UNSNT,Türkiye,FEMALE,20.8
2020,VC_PRS_UNSNT,Türkiye,MALE,15.62
2020,VC_PRS_UNSNT,Türkiye,FEMALE,19.19
2020,VC_PRS_UNSNT,Türkiye,BOTHSEX,15.76
2021,VC_PRS_UNSNT,Türkiye,FEMALE,15.29
2021,VC_PRS_UNSNT,Türkiye,BOTHSEX,12.77
2021,VC_PRS_UNSNT,Türkiye,MALE,12.67
2003,VC_PRS_UNSNT,Туркменистан,BOTHSEX,5.92
2004,VC_PRS_UNSNT,Туркменистан,BOTHSEX,6.64
2005,VC_PRS_UNSNT,Туркменистан,BOTHSEX,7.73
2006,VC_PRS_UNSNT,Туркменистан,BOTHSEX,10.87
2006,VC_PRS_UNSNT,Туркменистан,BOTHSEX,10.87
