Year,SeriesCode,Country,Education level,Type of skill,Value
2007,SE_NAP_ACHI,Italy,LOWSEC,SKILL_MATH,0.56711
2007,SE_NAP_ACHI,Italy,PRIMAR,SKILL_MATH,1.19459
2009,SE_NAP_ACHI,Italy,LOWSEC,SKILL_READ,0.66139
2011,SE_NAP_ACHI,Italy,LOWSEC,SKILL_MATH,0.79298
2012,SE_NAP_ACHI,Italy,LOWSEC,SKILL_READ,0.71532
2015,SE_NAP_ACHI,Italy,LOWSEC,SKILL_READ,0.79969
2015,SE_NAP_ACHI,Italy,LOWSEC,SKILL_MATH,1.23564
2015,SE_NAP_ACHI,Italy,PRIMAR,SKILL_MATH,1.41412
2018,SE_NAP_ACHI,Italy,LOWSEC,SKILL_READ,0.80248
2019,SE_NAP_ACHI,Italy,LOWSEC,SKILL_MATH,0.75143
2019,SE_NAP_ACHI,Italy,PRIMAR,SKILL_MATH,0.7424
2007,SE_NAP_ACHI,Kazakhstan,PRIMAR,SKILL_MATH,1.00556
2009,SE_NAP_ACHI,Kazakhstan,LOWSEC,SKILL_MATH,1.15336
2009,SE_NAP_ACHI,Kazakhstan,LOWSEC,SKILL_READ,1.0554
2012,SE_NAP_ACHI,Kazakhstan,LOWSEC,SKILL_READ,0.79183
2012,SE_NAP_ACHI,Kazakhstan,LOWSEC,SKILL_MATH,0.92869
2015,SE_NAP_ACHI,Kazakhstan,PRIMAR,SKILL_MATH,1.02175
2018,SE_NAP_ACHI,Kazakhstan,LOWSEC,SKILL_READ,0.83172
2018,SE_NAP_ACHI,Kazakhstan,LOWSEC,SKILL_MATH,0.89495
2019,SE_NAP_ACHI,Kazakhstan,PRIMAR,SKILL_MATH,0.81515
2003,SE_NAP_ACHI,Republic of Korea,LOWSEC,SKILL_MATH,0.22034
2006,SE_NAP_ACHI,Republic of Korea,LOWSEC,SKILL_READ,0.21155
2009,SE_NAP_ACHI,Republic of Korea,LOWSEC,SKILL_READ,0.63499
2012,SE_NAP_ACHI,Republic of Korea,LOWSEC,SKILL_READ,0.70268
2012,SE_NAP_ACHI,Republic of Korea,LOWSEC,SKILL_MATH,0.71425
2015,SE_NAP_ACHI,Republic of Korea,PRIMAR,SKILL_MATH,1.02516
2019,SE_NAP_ACHI,Republic of Korea,PRIMAR,SKILL_MATH,0.90587
2000,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_READ,0.9749
2000,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_MATH,0.93681
2001,SE_NAP_ACHI,Latvia,PRIMAR,SKILL_READ,1.02618
2003,SE_NAP_ACHI,Latvia,PRIMAR,SKILL_MATH,1.29557
2003,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_MATH,0.99935
2003,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_READ,0.95882
2006,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_READ,0.92536
2006,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_MATH,0.9975
2006,SE_NAP_ACHI,Latvia,PRIMAR,SKILL_READ,1.00505
2007,SE_NAP_ACHI,Latvia,PRIMAR,SKILL_MATH,1.38575
2009,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_MATH,0.89876
2009,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_READ,0.9175
2012,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_READ,0.94684
2012,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_MATH,0.96596
2015,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_MATH,0.88476
2015,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_READ,0.92557
2018,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_READ,0.92875
2018,SE_NAP_ACHI,Latvia,LOWSEC,SKILL_MATH,0.89567
2019,SE_NAP_ACHI,Latvia,PRIMAR,SKILL_MATH,1.00626
2001,SE_NAP_ACHI,Lithuania,PRIMAR,SKILL_READ,1.0525
2003,SE_NAP_ACHI,Lithuania,PRIMAR,SKILL_MATH,1.39195
2006,SE_NAP_ACHI,Lithuania,LOWSEC,SKILL_MATH,1.06868
2006,SE_NAP_ACHI,Lithuania,PRIMAR,SKILL_READ,0.9921
2006,SE_NAP_ACHI,Lithuania,LOWSEC,SKILL_READ,0.89282
2007,SE_NAP_ACHI,Lithuania,PRIMAR,SKILL_MATH,1.52045
2009,SE_NAP_ACHI,Lithuania,LOWSEC,SKILL_MATH,0.90757
2009,SE_NAP_ACHI,Lithuania,LOWSEC,SKILL_READ,0.88269
2012,SE_NAP_ACHI,Lithuania,LOWSEC,SKILL_READ,0.87456
2012,SE_NAP_ACHI,Lithuania,LOWSEC,SKILL_MATH,0.99584
2015,SE_NAP_ACHI,Lithuania,LOWSEC,SKILL_MATH,1.02438
2015,SE_NAP_ACHI,Lithuania,PRIMAR,SKILL_MATH,0.98497
2015,SE_NAP_ACHI,Lithuania,LOWSEC,SKILL_READ,0.9856
2018,SE_NAP_ACHI,Lithuania,LOWSEC,SKILL_READ,0.89442
2018,SE_NAP_ACHI,Lithuania,LOWSEC,SKILL_MATH,0.96911
2019,SE_NAP_ACHI,Lithuania,PRIMAR,SKILL_MATH,1.02712
2000,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_MATH,0.66826
2000,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_READ,0.62344
2003,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_MATH,0.82167
2003,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_READ,0.74298
2006,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_MATH,0.76828
2006,SE_NAP_ACHI,Luxembourg,PRIMAR,SKILL_READ,1.01382
2006,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_READ,0.72061
2009,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_READ,0.75545
2009,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_MATH,0.77913
2012,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_MATH,0.80083
2012,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_READ,0.81749
2015,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_MATH,0.82272
2015,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_READ,0.82265
2018,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_MATH,0.83954
2018,SE_NAP_ACHI,Luxembourg,LOWSEC,SKILL_READ,0.8046
2009,SE_NAP_ACHI,Malta,LOWSEC,SKILL_READ,1.04428
2015,SE_NAP_ACHI,Malta,LOWSEC,SKILL_READ,1.04843
2018,SE_NAP_ACHI,Malta,LOWSEC,SKILL_READ,0.98645
2019,SE_NAP_ACHI,Malta,PRIMAR,SKILL_MATH,0.9777
2000,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_READ,0.49135
2000,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_MATH,0.45675
2003,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_MATH,0.13436
2003,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_READ,0.28874
2006,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_READ,0.18824
2006,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_MATH,0.19667
2009,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_READ,0.28756
2009,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_MATH,0.24096
2012,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_READ,0.35484
2012,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_MATH,0.26507
2015,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_MATH,0.17156
2015,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_READ,0.29743
2018,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_READ,0.27324
2018,SE_NAP_ACHI,Mexico,LOWSEC,SKILL_MATH,0.24413
2001,SE_NAP_ACHI,Moldova,PRIMAR,SKILL_READ,1.07208
2003,SE_NAP_ACHI,Moldova,PRIMAR,SKILL_MATH,1.23639
2006,SE_NAP_ACHI,Moldova,PRIMAR,SKILL_READ,1.02299
2009,SE_NAP_ACHI,Moldova,LOWSEC,SKILL_MATH,1.42138
2009,SE_NAP_ACHI,Moldova,LOWSEC,SKILL_READ,1.35859
2015,SE_NAP_ACHI,Moldova,LOWSEC,SKILL_READ,1.0143
2015,SE_NAP_ACHI,Moldova,LOWSEC,SKILL_MATH,1.06224
2018,SE_NAP_ACHI,Moldova,LOWSEC,SKILL_MATH,1.06647
2018,SE_NAP_ACHI,Moldova,LOWSEC,SKILL_READ,1.01229
2015,SE_NAP_ACHI,Montenegro,LOWSEC,SKILL_MATH,1.1583
2015,SE_NAP_ACHI,Montenegro,LOWSEC,SKILL_READ,1.134
2018,SE_NAP_ACHI,Montenegro,LOWSEC,SKILL_READ,1.06688
2018,SE_NAP_ACHI,Montenegro,LOWSEC,SKILL_MATH,1.04531
2019,SE_NAP_ACHI,Montenegro,PRIMAR,SKILL_MATH,1.07095
2000,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.85616
2000,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.82402
2001,SE_NAP_ACHI,Netherlands (Kingdom of the),PRIMAR,SKILL_READ,1.00955
2003,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.82565
2003,SE_NAP_ACHI,Netherlands (Kingdom of the),PRIMAR,SKILL_MATH,1.18069
2003,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.84906
2006,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.76387
2006,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.79157
2006,SE_NAP_ACHI,Netherlands (Kingdom of the),PRIMAR,SKILL_READ,1.01145
2007,SE_NAP_ACHI,Netherlands (Kingdom of the),PRIMAR,SKILL_MATH,1.19677
2009,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.82447
2009,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.88941
2012,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.82831
2012,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.81225
2015,SE_NAP_ACHI,Netherlands (Kingdom of the),PRIMAR,SKILL_MATH,1.06875
2015,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.83725
2015,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.81814
2018,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.70229
2018,SE_NAP_ACHI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.76534
2019,SE_NAP_ACHI,Netherlands (Kingdom of the),PRIMAR,SKILL_MATH,0.83971
2000,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_MATH,0.97626
2000,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_READ,0.96247
2001,SE_NAP_ACHI,New Zealand,PRIMAR,SKILL_READ,1.04411
2003,SE_NAP_ACHI,New Zealand,PRIMAR,SKILL_MATH,1.01387
2003,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_READ,0.92158
2003,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_MATH,0.94181
2006,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_READ,0.93019
2006,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_MATH,0.96768
2006,SE_NAP_ACHI,New Zealand,PRIMAR,SKILL_READ,0.98947
2007,SE_NAP_ACHI,New Zealand,PRIMAR,SKILL_MATH,1.30327
2009,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_MATH,0.93484
2009,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_READ,0.94469
2012,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_MATH,0.95095
2012,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_READ,0.94053
2015,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_MATH,0.98743
2015,SE_NAP_ACHI,New Zealand,PRIMAR,SKILL_MATH,0.97462
2015,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_READ,0.97045
2018,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_READ,0.97755
2018,SE_NAP_ACHI,New Zealand,LOWSEC,SKILL_MATH,1.00901
2019,SE_NAP_ACHI,New Zealand,PRIMAR,SKILL_MATH,1.08168
2000,SE_NAP_ACHI,Norway,LOWSEC,SKILL_MATH,0.88603
2000,SE_NAP_ACHI,Norway,LOWSEC,SKILL_READ,0.91515
2001,SE_NAP_ACHI,Norway,GRAD23,SKILL_READ,1.14405
2003,SE_NAP_ACHI,Norway,LOWSEC,SKILL_MATH,0.72898
2003,SE_NAP_ACHI,Norway,PRIMAR,SKILL_MATH,1.40781
2003,SE_NAP_ACHI,Norway,LOWSEC,SKILL_READ,0.74679
2003,SE_NAP_ACHI,Norway,GRAD23,SKILL_MATH,1.4347
2006,SE_NAP_ACHI,Norway,LOWSEC,SKILL_MATH,0.68817
2006,SE_NAP_ACHI,Norway,GRAD23,SKILL_READ,1.1131
2006,SE_NAP_ACHI,Norway,LOWSEC,SKILL_READ,0.74537
2007,SE_NAP_ACHI,Norway,GRAD23,SKILL_MATH,1.34183
2007,SE_NAP_ACHI,Norway,PRIMAR,SKILL_MATH,0.45342
2009,SE_NAP_ACHI,Norway,LOWSEC,SKILL_READ,0.80367
2009,SE_NAP_ACHI,Norway,LOWSEC,SKILL_MATH,0.75236
2011,SE_NAP_ACHI,Norway,PRIMAR,SKILL_MATH,0.73743
2012,SE_NAP_ACHI,Norway,LOWSEC,SKILL_MATH,0.73364
2012,SE_NAP_ACHI,Norway,LOWSEC,SKILL_READ,0.82163
2015,SE_NAP_ACHI,Norway,LOWSEC,SKILL_READ,0.86748
2015,SE_NAP_ACHI,Norway,LOWSEC,SKILL_MATH,0.82267
2015,SE_NAP_ACHI,Norway,PRIMAR,SKILL_MATH,1.28841
2018,SE_NAP_ACHI,Norway,LOWSEC,SKILL_MATH,0.82167
2018,SE_NAP_ACHI,Norway,LOWSEC,SKILL_READ,0.81189
2019,SE_NAP_ACHI,Norway,GRAD23,SKILL_MATH,0.89556
2019,SE_NAP_ACHI,Norway,PRIMAR,SKILL_MATH,0.79084
2000,SE_NAP_ACHI,Poland,LOWSEC,SKILL_READ,0.82596
2000,SE_NAP_ACHI,Poland,LOWSEC,SKILL_MATH,0.80803
2006,SE_NAP_ACHI,Poland,LOWSEC,SKILL_READ,0.79957
2006,SE_NAP_ACHI,Poland,PRIMAR,SKILL_READ,0.99904
2006,SE_NAP_ACHI,Poland,LOWSEC,SKILL_MATH,0.88267
2012,SE_NAP_ACHI,Poland,LOWSEC,SKILL_MATH,0.87928
2012,SE_NAP_ACHI,Poland,LOWSEC,SKILL_READ,0.78415
2019,SE_NAP_ACHI,Poland,PRIMAR,SKILL_MATH,0.95844
2000,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_MATH,1.0632
2000,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_READ,1.03275
2003,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_READ,0.72212
2003,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_MATH,0.57879
2006,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_MATH,0.6552
2006,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_READ,0.72991
2009,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_READ,0.90185
2009,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_MATH,0.82165
2012,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_MATH,0.74258
2012,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_READ,0.81374
2015,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_MATH,0.86883
2015,SE_NAP_ACHI,Portugal,PRIMAR,SKILL_MATH,1.12969
2015,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_READ,0.99111
2018,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_MATH,0.76826
2018,SE_NAP_ACHI,Portugal,LOWSEC,SKILL_READ,0.87116
2019,SE_NAP_ACHI,Portugal,PRIMAR,SKILL_MATH,0.85332
2000,SE_NAP_ACHI,Romania,LOWSEC,SKILL_MATH,0.93828
2000,SE_NAP_ACHI,Romania,LOWSEC,SKILL_READ,0.64965
2001,SE_NAP_ACHI,Romania,PRIMAR,SKILL_READ,1.18923
2006,SE_NAP_ACHI,Romania,PRIMAR,SKILL_READ,1.08106
2006,SE_NAP_ACHI,Romania,LOWSEC,SKILL_READ,1.50479
2006,SE_NAP_ACHI,Romania,LOWSEC,SKILL_MATH,1.27546
2009,SE_NAP_ACHI,Romania,LOWSEC,SKILL_MATH,0.72037
2009,SE_NAP_ACHI,Romania,LOWSEC,SKILL_READ,0.77648
2012,SE_NAP_ACHI,Romania,LOWSEC,SKILL_READ,1.06996
2012,SE_NAP_ACHI,Romania,LOWSEC,SKILL_MATH,1.32429
2003,SE_NAP_ACHI,Serbia,LOWSEC,SKILL_MATH,1.03391
2003,SE_NAP_ACHI,Serbia,LOWSEC,SKILL_READ,1.08003
2006,SE_NAP_ACHI,Serbia,LOWSEC,SKILL_READ,1.07585
2006,SE_NAP_ACHI,Serbia,LOWSEC,SKILL_MATH,1.09219
2009,SE_NAP_ACHI,Serbia,LOWSEC,SKILL_MATH,1.06375
2009,SE_NAP_ACHI,Serbia,LOWSEC,SKILL_READ,1.07501
2012,SE_NAP_ACHI,Serbia,LOWSEC,SKILL_READ,1.11827
2012,SE_NAP_ACHI,Serbia,LOWSEC,SKILL_MATH,1.07957
2015,SE_NAP_ACHI,Serbia,PRIMAR,SKILL_MATH,1.13364
2018,SE_NAP_ACHI,Serbia,LOWSEC,SKILL_MATH,1.01669
2018,SE_NAP_ACHI,Serbia,LOWSEC,SKILL_READ,1.04593
2019,SE_NAP_ACHI,Serbia,PRIMAR,SKILL_MATH,0.82164
2001,SE_NAP_ACHI,Slovakia,PRIMAR,SKILL_READ,1.06509
2003,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_READ,0.79608
2003,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_MATH,0.74975
2006,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_MATH,0.89604
2006,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_READ,0.82132
2006,SE_NAP_ACHI,Slovakia,PRIMAR,SKILL_READ,1.20905
2009,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_MATH,0.98727
2009,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_READ,0.98032
2012,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_READ,1.00659
2012,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_MATH,0.93319
2015,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_MATH,0.62351
2015,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_READ,0.54696
2018,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_READ,0.70101
2018,SE_NAP_ACHI,Slovakia,LOWSEC,SKILL_MATH,0.67584
2019,SE_NAP_ACHI,Slovakia,PRIMAR,SKILL_MATH,1.00501
2001,SE_NAP_ACHI,Slovenia,PRIMAR,SKILL_READ,1.11083
2003,SE_NAP_ACHI,Slovenia,PRIMAR,SKILL_MATH,1.49111
2006,SE_NAP_ACHI,Slovenia,LOWSEC,SKILL_MATH,0.88343
2006,SE_NAP_ACHI,Slovenia,LOWSEC,SKILL_READ,0.92099
2006,SE_NAP_ACHI,Slovenia,PRIMAR,SKILL_READ,1.13689
2007,SE_NAP_ACHI,Slovenia,PRIMAR,SKILL_MATH,1.39651
2009,SE_NAP_ACHI,Slovenia,LOWSEC,SKILL_READ,0.80829
2009,SE_NAP_ACHI,Slovenia,LOWSEC,SKILL_MATH,0.79159
2012,SE_NAP_ACHI,Slovenia,LOWSEC,SKILL_MATH,0.76928
2012,SE_NAP_ACHI,Slovenia,LOWSEC,SKILL_READ,0.80515
2015,SE_NAP_ACHI,Slovenia,LOWSEC,SKILL_READ,0.82537
2015,SE_NAP_ACHI,Slovenia,LOWSEC,SKILL_MATH,0.77259
2015,SE_NAP_ACHI,Slovenia,PRIMAR,SKILL_MATH,1.3296
2018,SE_NAP_ACHI,Slovenia,LOWSEC,SKILL_MATH,0.694
2018,SE_NAP_ACHI,Slovenia,LOWSEC,SKILL_READ,0.76166
2000,SE_NAP_ACHI,Spain,LOWSEC,SKILL_READ,0.8918
2000,SE_NAP_ACHI,Spain,LOWSEC,SKILL_MATH,0.92948
2003,SE_NAP_ACHI,Spain,LOWSEC,SKILL_MATH,0.73888
2003,SE_NAP_ACHI,Spain,LOWSEC,SKILL_READ,0.81256
2006,SE_NAP_ACHI,Spain,LOWSEC,SKILL_READ,0.71937
2006,SE_NAP_ACHI,Spain,LOWSEC,SKILL_MATH,0.67144
2006,SE_NAP_ACHI,Spain,PRIMAR,SKILL_READ,1.07362
2009,SE_NAP_ACHI,Spain,LOWSEC,SKILL_MATH,0.69
2009,SE_NAP_ACHI,Spain,LOWSEC,SKILL_READ,0.74092
2012,SE_NAP_ACHI,Spain,LOWSEC,SKILL_READ,0.80323
2012,SE_NAP_ACHI,Spain,LOWSEC,SKILL_MATH,0.72161
2015,SE_NAP_ACHI,Spain,LOWSEC,SKILL_MATH,0.77928
2015,SE_NAP_ACHI,Spain,PRIMAR,SKILL_MATH,1.18308
2015,SE_NAP_ACHI,Spain,LOWSEC,SKILL_READ,0.82786
2018,SE_NAP_ACHI,Spain,LOWSEC,SKILL_MATH,0.79765
2019,SE_NAP_ACHI,Spain,PRIMAR,SKILL_MATH,0.72141
2000,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_MATH,0.8479
2000,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_READ,0.90748
2001,SE_NAP_ACHI,Sweden,PRIMAR,SKILL_READ,1.03878
2003,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_MATH,0.74784
2003,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_READ,0.81668
2006,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_READ,0.85273
2006,SE_NAP_ACHI,Sweden,PRIMAR,SKILL_READ,1.07302
2006,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_MATH,0.76949
2007,SE_NAP_ACHI,Sweden,PRIMAR,SKILL_MATH,1.32652
2009,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_MATH,0.69961
2009,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_READ,0.74807
2012,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_READ,0.73152
2012,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_MATH,0.67797
2015,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_READ,0.78785
2015,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_MATH,0.71778
2015,SE_NAP_ACHI,Sweden,PRIMAR,SKILL_MATH,1.28795
2018,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_READ,0.70829
2018,SE_NAP_ACHI,Sweden,LOWSEC,SKILL_MATH,0.7037
2019,SE_NAP_ACHI,Sweden,PRIMAR,SKILL_MATH,0.76153
2015,SE_NAP_ACHI,Switzerland,LOWSEC,SKILL_MATH,0.82881
2015,SE_NAP_ACHI,Switzerland,LOWSEC,SKILL_READ,0.81136
2018,SE_NAP_ACHI,Switzerland,LOWSEC,SKILL_READ,0.79349
2018,SE_NAP_ACHI,Switzerland,LOWSEC,SKILL_MATH,0.83934
2009,SE_NAP_ACHI,United Arab Emirates,LOWSEC,SKILL_READ,1.36165
2011,SE_NAP_ACHI,United Arab Emirates,LOWSEC,SKILL_MATH,1.38476
2012,SE_NAP_ACHI,United Arab Emirates,LOWSEC,SKILL_READ,1.31286
2015,SE_NAP_ACHI,United Arab Emirates,LOWSEC,SKILL_READ,1.39912
2015,SE_NAP_ACHI,United Arab Emirates,LOWSEC,SKILL_MATH,0.52399
2015,SE_NAP_ACHI,United Arab Emirates,PRIMAR,SKILL_MATH,0.54329
2018,SE_NAP_ACHI,United Arab Emirates,LOWSEC,SKILL_READ,1.45011
2019,SE_NAP_ACHI,United Arab Emirates,LOWSEC,SKILL_MATH,1.45304
2019,SE_NAP_ACHI,United Arab Emirates,PRIMAR,SKILL_MATH,1.3491
2001,SE_NAP_ACHI,Türkiye,PRIMAR,SKILL_READ,1.25322
2003,SE_NAP_ACHI,Türkiye,LOWSEC,SKILL_READ,1.12104
2006,SE_NAP_ACHI,Türkiye,LOWSEC,SKILL_READ,0.92478
2007,SE_NAP_ACHI,Türkiye,LOWSEC,SKILL_MATH,0.46513
2009,SE_NAP_ACHI,Türkiye,LOWSEC,SKILL_READ,1.06716
2011,SE_NAP_ACHI,Türkiye,LOWSEC,SKILL_MATH,0.87771
2012,SE_NAP_ACHI,Türkiye,LOWSEC,SKILL_READ,0.81888
2015,SE_NAP_ACHI,Türkiye,LOWSEC,SKILL_READ,0.79859
2015,SE_NAP_ACHI,Türkiye,LOWSEC,SKILL_MATH,1.21662
2015,SE_NAP_ACHI,Türkiye,PRIMAR,SKILL_MATH,1.57172
2018,SE_NAP_ACHI,Türkiye,LOWSEC,SKILL_READ,0.99535
2019,SE_NAP_ACHI,Türkiye,PRIMAR,SKILL_MATH,0.50421
2019,SE_NAP_ACHI,Türkiye,LOWSEC,SKILL_MATH,0.68026
2007,SE_NAP_ACHI,Ukraine,PRIMAR,SKILL_MATH,1.54538
2018,SE_NAP_ACHI,Ukraine,LOWSEC,SKILL_READ,0.92055
2000,SE_NAP_ACHI,North Macedonia,LOWSEC,SKILL_MATH,0.8017
2000,SE_NAP_ACHI,North Macedonia,LOWSEC,SKILL_READ,0.75315
2001,SE_NAP_ACHI,North Macedonia,PRIMAR,SKILL_READ,1.20525
2006,SE_NAP_ACHI,North Macedonia,PRIMAR,SKILL_READ,1.38295
2015,SE_NAP_ACHI,North Macedonia,LOWSEC,SKILL_MATH,0.54149
2015,SE_NAP_ACHI,North Macedonia,LOWSEC,SKILL_READ,0.59278
2018,SE_NAP_ACHI,North Macedonia,LOWSEC,SKILL_READ,0.74108
2018,SE_NAP_ACHI,North Macedonia,LOWSEC,SKILL_MATH,0.76197
2019,SE_NAP_ACHI,North Macedonia,PRIMAR,SKILL_MATH,0.80846
2015,SE_NAP_ACHI,United Kingdom of Great Britain and Northern Ireland,LOWSEC,SKILL_MATH,0.93266
2015,SE_NAP_ACHI,United Kingdom of Great Britain and Northern Ireland,LOWSEC,SKILL_READ,0.95427
2018,SE_NAP_ACHI,United Kingdom of Great Britain and Northern Ireland,LOWSEC,SKILL_READ,0.93279
2018,SE_NAP_ACHI,United Kingdom of Great Britain and Northern Ireland,LOWSEC,SKILL_MATH,0.95262
2019,SE_NAP_ACHI,United Kingdom of Great Britain and Northern Ireland,PRIMAR,SKILL_MATH,0.9373
2019,SE_NAP_ACHI,United Kingdom of Great Britain and Northern Ireland,PRIMAR,SKILL_MATH,0.9373
