Year,SeriesCode,Страна ,Age,Parliamentary committees,Sex,Value
2023,SG_DMK_PARLCC_LC,Albania,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Albania,<=45Y,HUM_RIGH,FEMALE,1
2021,SG_DMK_PARLCC_LC,Azerbaijan,<=45Y,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Azerbaijan,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Azerbaijan,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Belgium,46+,FOR_AFF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Belgium,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Belgium,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Bosnia and Herzegovina,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Bosnia and Herzegovina,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Bosnia and Herzegovina,46+,GEN_EQU,MALE,1
2022,SG_DMK_PARLCC_LC,Bosnia and Herzegovina,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Bosnia and Herzegovina,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Azerbaijan,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Azerbaijan,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Azerbaijan,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Azerbaijan,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Azerbaijan,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Azerbaijan,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Azerbaijan,<=45Y,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Azerbaijan,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Sweden,46+,HUM_RIGH,FEMALE,1
2022,SG_DMK_PARLCC_LC,Sweden,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Sweden,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Sweden,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Sweden,46+,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Sweden,<=45Y,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Sweden,46+,FINANCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Sweden,46+,DEFENCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Switzerland,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Switzerland,<=45Y,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Switzerland,46+,DEFENCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Switzerland,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Switzerland,<=45Y,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Switzerland,<=45Y,FOR_AFF,FEMALE,1
2022,SG_DMK_PARLCC_LC,Switzerland,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Switzerland,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Switzerland,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Switzerland,<=45Y,HUM_RIGH,MALE,2
2022,SG_DMK_PARLCC_LC,Switzerland,<=45Y,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Switzerland,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Switzerland,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Switzerland,<=45Y,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Switzerland,<=45Y,HUM_RIGH,MALE,2
2023,SG_DMK_PARLCC_LC,Switzerland,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Таджикистан,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Таджикистан,_U,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Таджикистан,_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,Таджикистан,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Таджикистан,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Таджикистан,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Таджикистан,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Таджикистан,_U,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Таджикистан,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Таджикистан,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Таджикистан,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Таджикистан,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Таджикистан,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Таджикистан,_U,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Таджикистан,_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,United Arab Emirates,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,United Arab Emirates,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,United Arab Emirates,_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,United Arab Emirates,46+,FAFF_DEF,MALE,1
2022,SG_DMK_PARLCC_LC,United Arab Emirates,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,United Arab Emirates,46+,FAFF_DEF,MALE,1
2022,SG_DMK_PARLCC_LC,United Arab Emirates,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,United Arab Emirates,_X,GEN_EQU,_X,0
2023,SG_DMK_PARLCC_LC,United Arab Emirates,_X,HUM_RIGH,_X,0
2023,SG_DMK_PARLCC_LC,United Arab Emirates,_X,GEN_EQU,_X,0
2023,SG_DMK_PARLCC_LC,United Arab Emirates,46+,FAFF_DEF,MALE,1
2023,SG_DMK_PARLCC_LC,United Arab Emirates,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Türkiye,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Türkiye,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Türkiye,<=45Y,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Türkiye,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Türkiye,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Türkiye,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Türkiye,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Türkiye,<=45Y,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Türkiye,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Türkiye,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Türkiye,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Türkiye,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Türkiye,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Türkiye,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Türkiye,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Туркменистан,<=45Y,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Туркменистан,<=45Y,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Туркменистан,46+,GEN_EQU,MALE,1
2021,SG_DMK_PARLCC_LC,Туркменистан,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Туркменистан,<=45Y,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Туркменистан,<=45Y,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Туркменистан,<=45Y,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Туркменистан,<=45Y,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Туркменистан,46+,GEN_EQU,MALE,1
2022,SG_DMK_PARLCC_LC,Туркменистан,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Туркменистан,<=45Y,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Туркменистан,<=45Y,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Туркменистан,46+,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Туркменистан,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Туркменистан,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Ukraine,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Ukraine,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Ukraine,<=45Y,FINANCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Ukraine,<=45Y,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Ukraine,_U,HUM_RIGH,_U,1
2021,SG_DMK_PARLCC_LC,Ukraine,<=45Y,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Ukraine,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Ukraine,<=45Y,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Ukraine,<=45Y,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Ukraine,<=45Y,FINANCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Ukraine,_U,HUM_RIGH,_U,1
2022,SG_DMK_PARLCC_LC,Ukraine,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Ukraine,<=45Y,HR_GEQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Ukraine,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Ukraine,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Ukraine,<=45Y,FINANCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Ukraine,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Ukraine,<=45Y,HR_GEQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Ukraine,<=45Y,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Ukraine,_U,HUM_RIGH,_U,1
2021,SG_DMK_PARLCC_LC,North Macedonia,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,North Macedonia,<=45Y,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,North Macedonia,<=45Y,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,North Macedonia,46+,FINANCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,North Macedonia,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,North Macedonia,<=45Y,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,North Macedonia,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,North Macedonia,<=45Y,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,North Macedonia,<=45Y,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,North Macedonia,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,North Macedonia,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,North Macedonia,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,North Macedonia,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,North Macedonia,<=45Y,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,North Macedonia,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,FINANCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,FINANCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,FINANCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,United Kingdom of Great Britain and Northern Ireland,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Узбекистан,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Узбекистан,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Узбекистан,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Узбекистан,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Узбекистан,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Узбекистан,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Узбекистан,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Узбекистан,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Узбекистан,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Узбекистан,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Bosnia and Herzegovina,46+,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Bosnia and Herzegovina,<=45Y,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Bosnia and Herzegovina,<=45Y,FOR_AFF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Bosnia and Herzegovina,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Bulgaria,_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,Bulgaria,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Bulgaria,46+,FINANCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Bulgaria,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Bulgaria,<=45Y,FOR_AFF,FEMALE,1
2022,SG_DMK_PARLCC_LC,Bulgaria,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Bulgaria,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Bulgaria,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Bulgaria,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Bulgaria,<=45Y,FOR_AFF,FEMALE,1
2022,SG_DMK_PARLCC_LC,Bulgaria,<=45Y,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Bulgaria,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Ireland,_X,HUM_RIGH,_X,0
2023,SG_DMK_PARLCC_LC,Ireland,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Israel,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Israel,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Israel,<=45Y,GEN_EQU,MALE,1
2021,SG_DMK_PARLCC_LC,Israel,46+,FAFF_DEF,MALE,1
2022,SG_DMK_PARLCC_LC,Israel,<=45Y,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Israel,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Israel,46+,FAFF_DEF,MALE,1
2022,SG_DMK_PARLCC_LC,Israel,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Israel,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Israel,46+,FAFF_DEF,MALE,1
2023,SG_DMK_PARLCC_LC,Israel,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Israel,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Italy,<=45Y,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Italy,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Italy,<=45Y,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Italy,_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,Italy,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Italy,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Italy,<=45Y,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Italy,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Italy,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Italy,<=45Y,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Italy,_X,GEN_EQU,_X,0
2023,SG_DMK_PARLCC_LC,Italy,_X,HUM_RIGH,_X,0
2023,SG_DMK_PARLCC_LC,Italy,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Italy,<=45Y,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Italy,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Japan,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Japan,46+,HUM_RIGH,FEMALE,1
2021,SG_DMK_PARLCC_LC,Japan,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Japan,46+,GEN_EQU,MALE,1
2021,SG_DMK_PARLCC_LC,Japan,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Japan,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Japan,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Japan,46+,GEN_EQU,MALE,1
2022,SG_DMK_PARLCC_LC,Japan,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Japan,<=45Y,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Japan,<=45Y,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Bulgaria,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Bulgaria,<=45Y,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Bulgaria,46+,FOR_AFF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Bulgaria,<=45Y,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Belarus,_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,Belarus,46+,FINANCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Belarus,46+,DEFENCE,MALE,1
