Year,SeriesCode,Страна ,Education level,Type of skill,Value
2019,SE_TOT_SESPI,Portugal,PRIMAR,SKILL_MATH,0.81788
2001,SE_TOT_SESPI,Romania,PRIMAR,SKILL_READ,1.16366
2006,SE_TOT_SESPI,Romania,PRIMAR,SKILL_READ,0.80894
2006,SE_TOT_SESPI,Romania,LOWSEC,SKILL_READ,0.40922
2006,SE_TOT_SESPI,Romania,LOWSEC,SKILL_MATH,0.33588
2009,SE_TOT_SESPI,Romania,LOWSEC,SKILL_MATH,0.45031
2009,SE_TOT_SESPI,Romania,LOWSEC,SKILL_READ,0.49135
2011,SE_TOT_SESPI,Romania,PRIMAR,SKILL_MATH,0.75789
2011,SE_TOT_SESPI,Romania,PRIMAR,SKILL_READ,0.89925
2012,SE_TOT_SESPI,Romania,LOWSEC,SKILL_READ,0.49213
2012,SE_TOT_SESPI,Romania,LOWSEC,SKILL_MATH,0.4425
2015,SE_TOT_SESPI,Romania,LOWSEC,SKILL_MATH,0.51317
2015,SE_TOT_SESPI,Romania,LOWSEC,SKILL_READ,0.53503
2018,SE_TOT_SESPI,Romania,LOWSEC,SKILL_READ,0.46564
2018,SE_TOT_SESPI,Romania,LOWSEC,SKILL_MATH,0.40135
2011,SE_TOT_SESPI,Serbia,PRIMAR,SKILL_MATH,0.84558
2015,SE_TOT_SESPI,Serbia,PRIMAR,SKILL_MATH,0.886
2018,SE_TOT_SESPI,Serbia,LOWSEC,SKILL_READ,0.62287
2018,SE_TOT_SESPI,Serbia,LOWSEC,SKILL_MATH,0.59935
2019,SE_TOT_SESPI,Serbia,PRIMAR,SKILL_MATH,0.69734
2001,SE_TOT_SESPI,Slovakia,PRIMAR,SKILL_READ,0.93481
2003,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_READ,0.50895
2003,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_MATH,0.57518
2006,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_MATH,0.62324
2006,SE_TOT_SESPI,Slovakia,PRIMAR,SKILL_READ,0.77964
2006,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_READ,0.56927
2009,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_READ,0.65406
2009,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_MATH,0.64485
2011,SE_TOT_SESPI,Slovakia,PRIMAR,SKILL_READ,0.84516
2012,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_READ,0.45859
2012,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_MATH,0.47047
2015,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_MATH,0.60549
2015,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_READ,0.56536
2016,SE_TOT_SESPI,Slovakia,PRIMAR,SKILL_READ,0.58529
2018,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_READ,0.56045
2018,SE_TOT_SESPI,Slovakia,LOWSEC,SKILL_MATH,0.567
2019,SE_TOT_SESPI,Slovakia,PRIMAR,SKILL_MATH,0.43414
2015,SE_TOT_SESPI,Viet Nam,LOWSEC,SKILL_MATH,0.77965
2015,SE_TOT_SESPI,Viet Nam,LOWSEC,SKILL_READ,0.84401
2001,SE_TOT_SESPI,Slovenia,PRIMAR,SKILL_READ,0.86478
2003,SE_TOT_SESPI,Slovenia,PRIMAR,SKILL_MATH,0.90744
2006,SE_TOT_SESPI,Slovenia,LOWSEC,SKILL_READ,0.72973
2006,SE_TOT_SESPI,Slovenia,LOWSEC,SKILL_MATH,0.68758
2006,SE_TOT_SESPI,Slovenia,PRIMAR,SKILL_READ,0.9586
2007,SE_TOT_SESPI,Slovenia,PRIMAR,SKILL_MATH,0.88974
2009,SE_TOT_SESPI,Slovenia,LOWSEC,SKILL_MATH,0.6775
2009,SE_TOT_SESPI,Slovenia,LOWSEC,SKILL_READ,0.66557
2011,SE_TOT_SESPI,Slovenia,PRIMAR,SKILL_READ,0.97004
2011,SE_TOT_SESPI,Slovenia,PRIMAR,SKILL_MATH,0.88024
2012,SE_TOT_SESPI,Slovenia,LOWSEC,SKILL_MATH,0.681
2012,SE_TOT_SESPI,Slovenia,LOWSEC,SKILL_READ,0.6874
2015,SE_TOT_SESPI,Slovenia,LOWSEC,SKILL_MATH,0.80412
2015,SE_TOT_SESPI,Slovenia,PRIMAR,SKILL_MATH,0.99275
2015,SE_TOT_SESPI,Slovenia,LOWSEC,SKILL_READ,0.81451
2016,SE_TOT_SESPI,Slovenia,PRIMAR,SKILL_READ,0.98737
2018,SE_TOT_SESPI,Slovenia,LOWSEC,SKILL_READ,0.7938
2018,SE_TOT_SESPI,Slovenia,LOWSEC,SKILL_MATH,0.76934
2000,SE_TOT_SESPI,Spain,LOWSEC,SKILL_READ,0.72622
2000,SE_TOT_SESPI,Spain,LOWSEC,SKILL_MATH,0.62007
2003,SE_TOT_SESPI,Spain,LOWSEC,SKILL_MATH,0.65706
2003,SE_TOT_SESPI,Spain,LOWSEC,SKILL_READ,0.71838
2006,SE_TOT_SESPI,Spain,LOWSEC,SKILL_READ,0.62787
2006,SE_TOT_SESPI,Spain,LOWSEC,SKILL_MATH,0.6283
2006,SE_TOT_SESPI,Spain,PRIMAR,SKILL_READ,0.83708
2009,SE_TOT_SESPI,Spain,LOWSEC,SKILL_READ,0.69091
2009,SE_TOT_SESPI,Spain,LOWSEC,SKILL_MATH,0.6233
2011,SE_TOT_SESPI,Spain,PRIMAR,SKILL_READ,0.87303
2011,SE_TOT_SESPI,Spain,PRIMAR,SKILL_MATH,0.52161
2012,SE_TOT_SESPI,Spain,LOWSEC,SKILL_READ,0.71938
2012,SE_TOT_SESPI,Spain,LOWSEC,SKILL_MATH,0.62962
2015,SE_TOT_SESPI,Spain,LOWSEC,SKILL_MATH,0.68097
2015,SE_TOT_SESPI,Spain,LOWSEC,SKILL_READ,0.7674
2015,SE_TOT_SESPI,Spain,PRIMAR,SKILL_MATH,0.57115
2016,SE_TOT_SESPI,Spain,PRIMAR,SKILL_READ,0.95789
2018,SE_TOT_SESPI,Spain,LOWSEC,SKILL_MATH,0.68005
2019,SE_TOT_SESPI,Spain,PRIMAR,SKILL_MATH,0.63114
2000,SE_TOT_SESPI,Sweden,LOWSEC,SKILL_MATH,0.76883
2000,SE_TOT_SESPI,Sweden,LOWSEC,SKILL_READ,0.84007
2001,SE_TOT_SESPI,Sweden,PRIMAR,SKILL_READ,0.95361
2003,SE_TOT_SESPI,Sweden,LOWSEC,SKILL_MATH,0.72711
2003,SE_TOT_SESPI,Sweden,LOWSEC,SKILL_READ,0.78215
2006,SE_TOT_SESPI,Sweden,LOWSEC,SKILL_MATH,0.73043
2006,SE_TOT_SESPI,Sweden,LOWSEC,SKILL_READ,0.81092
2006,SE_TOT_SESPI,Sweden,PRIMAR,SKILL_READ,0.95771
2015,SE_TOT_SESPI,United Kingdom of Great Britain and Northern Ireland,LOWSEC,SKILL_READ,0.80883
2018,SE_TOT_SESPI,United Kingdom of Great Britain and Northern Ireland,LOWSEC,SKILL_READ,0.81057
2018,SE_TOT_SESPI,United Kingdom of Great Britain and Northern Ireland,LOWSEC,SKILL_MATH,0.75881
2019,SE_TOT_SESPI,United Kingdom of Great Britain and Northern Ireland,PRIMAR,SKILL_MATH,0.82035
2019,SE_TOT_SESPI,United Kingdom of Great Britain and Northern Ireland,PRIMAR,SKILL_MATH,0.82035
