Year,SeriesCode,Страна ,Migratory status,Sex,Value
2011,SL_EMP_INJUR,Belgium,NONMIG,MALE,3119.28
2011,SL_EMP_INJUR,Belgium,_T,BOTHSEX,2401.49
2012,SL_EMP_INJUR,Belgium,_T,BOTHSEX,2127.35
2020,SL_EMP_INJUR,Georgia,_T,BOTHSEX,20.0
2020,SL_EMP_INJUR,Georgia,_T,MALE,32.0
2021,SL_EMP_INJUR,Georgia,MIGPER,BOTHSEX,0.0
2021,SL_EMP_INJUR,Georgia,_T,FEMALE,6.9
2021,SL_EMP_INJUR,Georgia,MIGPER,FEMALE,0.0
2021,SL_EMP_INJUR,Georgia,_T,BOTHSEX,20.78
2021,SL_EMP_INJUR,Georgia,NONMIG,MALE,0.0
2021,SL_EMP_INJUR,Georgia,NONMIG,FEMALE,0.0
2021,SL_EMP_INJUR,Georgia,_T,MALE,31.7
2021,SL_EMP_INJUR,Georgia,NONMIG,BOTHSEX,0.0
2021,SL_EMP_INJUR,Georgia,MIGPER,MALE,0.0
2009,SL_EMP_INJUR,Germany,NONMIG,FEMALE,1044.94
2009,SL_EMP_INJUR,Germany,_T,MALE,2526.28
2009,SL_EMP_INJUR,Germany,NONMIG,BOTHSEX,1924.47
2009,SL_EMP_INJUR,Germany,_T,BOTHSEX,1855.33
2009,SL_EMP_INJUR,Germany,_T,FEMALE,1000.4
2009,SL_EMP_INJUR,Germany,NONMIG,MALE,2627.49
2010,SL_EMP_INJUR,Germany,NONMIG,BOTHSEX,2038.8
2010,SL_EMP_INJUR,Germany,NONMIG,FEMALE,1067.26
2012,SL_EMP_INJUR,Belgium,NONMIG,MALE,2771.12
2012,SL_EMP_INJUR,Belgium,NONMIG,BOTHSEX,2036.32
2012,SL_EMP_INJUR,Belgium,_T,FEMALE,1183.57
2012,SL_EMP_INJUR,Belgium,_T,MALE,2905.49
2012,SL_EMP_INJUR,Belgium,NONMIG,FEMALE,1152.94
2010,SL_EMP_INJUR,Germany,_T,BOTHSEX,1975.51
2010,SL_EMP_INJUR,Germany,_T,FEMALE,1022.69
2010,SL_EMP_INJUR,Germany,NONMIG,MALE,2897.57
2010,SL_EMP_INJUR,Germany,_T,MALE,2806.76
2011,SL_EMP_INJUR,Germany,_T,BOTHSEX,2057.81
2011,SL_EMP_INJUR,Germany,NONMIG,BOTHSEX,2126.13
2011,SL_EMP_INJUR,Romania,_T,FEMALE,25.12
2011,SL_EMP_INJUR,Romania,NONMIG,FEMALE,24.96
2011,SL_EMP_INJUR,Romania,NONMIG,BOTHSEX,68.89
2011,SL_EMP_INJUR,Romania,_T,BOTHSEX,69.11
2011,SL_EMP_INJUR,Romania,NONMIG,MALE,117.37
2012,SL_EMP_INJUR,Romania,NONMIG,BOTHSEX,68.6
2011,SL_EMP_INJUR,Germany,NONMIG,FEMALE,1050.64
2011,SL_EMP_INJUR,Germany,NONMIG,MALE,3117.13
2011,SL_EMP_INJUR,Germany,_T,FEMALE,1004.36
2011,SL_EMP_INJUR,Germany,_T,MALE,3015.84
2012,SL_EMP_INJUR,Germany,NONMIG,FEMALE,1046.05
2012,SL_EMP_INJUR,Germany,NONMIG,MALE,2909.01
2012,SL_EMP_INJUR,Romania,_T,MALE,114.55
2012,SL_EMP_INJUR,Romania,NONMIG,FEMALE,27.45
2012,SL_EMP_INJUR,Romania,_T,FEMALE,27.6
2012,SL_EMP_INJUR,Romania,_T,BOTHSEX,68.72
2012,SL_EMP_INJUR,Romania,NONMIG,MALE,114.48
2013,SL_EMP_INJUR,Romania,_T,BOTHSEX,71.91
2012,SL_EMP_INJUR,Germany,_T,BOTHSEX,1955.64
2012,SL_EMP_INJUR,Germany,_T,FEMALE,998.33
2012,SL_EMP_INJUR,Germany,NONMIG,BOTHSEX,2018.18
2012,SL_EMP_INJUR,Germany,_T,MALE,2820.47
2013,SL_EMP_INJUR,Germany,_T,FEMALE,1007.33
2013,SL_EMP_INJUR,Germany,_T,BOTHSEX,1898.68
2013,SL_EMP_INJUR,Romania,NONMIG,FEMALE,28.64
2013,SL_EMP_INJUR,Romania,_T,FEMALE,28.71
2013,SL_EMP_INJUR,Romania,NONMIG,BOTHSEX,71.75
2013,SL_EMP_INJUR,Romania,_T,MALE,119.97
2013,SL_EMP_INJUR,Romania,NONMIG,MALE,119.73
2014,SL_EMP_INJUR,Romania,NONMIG,BOTHSEX,68.54
2013,SL_EMP_INJUR,Germany,NONMIG,BOTHSEX,1970.77
2013,SL_EMP_INJUR,Germany,NONMIG,MALE,2821.23
2013,SL_EMP_INJUR,Germany,_T,MALE,2718.53
2013,SL_EMP_INJUR,Germany,NONMIG,FEMALE,1062.13
2014,SL_EMP_INJUR,Germany,_T,MALE,2648.26
2014,SL_EMP_INJUR,Germany,NONMIG,BOTHSEX,1935.45
2014,SL_EMP_INJUR,Romania,NONMIG,MALE,111.77
2014,SL_EMP_INJUR,Romania,_T,FEMALE,29.56
2014,SL_EMP_INJUR,Romania,NONMIG,FEMALE,29.5
2014,SL_EMP_INJUR,Romania,_T,MALE,112.03
2014,SL_EMP_INJUR,Romania,_T,BOTHSEX,68.69
2015,SL_EMP_INJUR,Romania,NONMIG,FEMALE,36.57
2014,SL_EMP_INJUR,Germany,_T,BOTHSEX,1855.72
2014,SL_EMP_INJUR,Germany,_T,FEMALE,988.55
2014,SL_EMP_INJUR,Germany,NONMIG,FEMALE,1046.87
2014,SL_EMP_INJUR,Germany,NONMIG,MALE,2763.67
2015,SL_EMP_INJUR,Germany,_T,BOTHSEX,1810.58
2015,SL_EMP_INJUR,Germany,_T,FEMALE,985.91
2015,SL_EMP_INJUR,Romania,NONMIG,MALE,113.92
2015,SL_EMP_INJUR,Romania,_T,MALE,114.06
2015,SL_EMP_INJUR,Romania,NONMIG,BOTHSEX,77.18
2015,SL_EMP_INJUR,Romania,_T,BOTHSEX,77.36
2015,SL_EMP_INJUR,Romania,_T,FEMALE,36.81
2016,SL_EMP_INJUR,Romania,_T,BOTHSEX,82.38
2015,SL_EMP_INJUR,Germany,NONMIG,MALE,2694.91
2015,SL_EMP_INJUR,Germany,NONMIG,FEMALE,1044.4
2015,SL_EMP_INJUR,Germany,_T,MALE,2566.71
2015,SL_EMP_INJUR,Germany,NONMIG,BOTHSEX,1895.67
2016,SL_EMP_INJUR,Germany,_T,BOTHSEX,1950.91
2017,SL_EMP_INJUR,Germany,_T,BOTHSEX,1819.55
2018,SL_EMP_INJUR,Germany,_T,BOTHSEX,1721.56
2019,SL_EMP_INJUR,Germany,_T,BOTHSEX,1650.78
2020,SL_EMP_INJUR,Germany,_T,BOTHSEX,1504.74
2000,SL_EMP_INJUR,Greece,_T,BOTHSEX,863.0
2001,SL_EMP_INJUR,Greece,_T,BOTHSEX,840.0
2002,SL_EMP_INJUR,Greece,_T,BOTHSEX,836.0
2003,SL_EMP_INJUR,Greece,_T,BOTHSEX,772.0
2009,SL_EMP_INJUR,Greece,NONMIG,BOTHSEX,402.24
2017,SL_EMP_INJUR,Romania,_T,BOTHSEX,83.6
2018,SL_EMP_INJUR,Romania,_T,BOTHSEX,85.2
2019,SL_EMP_INJUR,Romania,_T,BOTHSEX,62.29
2020,SL_EMP_INJUR,Romania,_T,BOTHSEX,72.88
2021,SL_EMP_INJUR,Romania,_T,BOTHSEX,71.37
2000,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,1071.0
2000,SL_EMP_INJUR,Slovakia,_T,MALE,1530.0
2009,SL_EMP_INJUR,Greece,_T,FEMALE,211.63
2009,SL_EMP_INJUR,Greece,NONMIG,FEMALE,207.33
2009,SL_EMP_INJUR,Greece,_T,MALE,592.06
2009,SL_EMP_INJUR,Greece,_T,BOTHSEX,440.95
2009,SL_EMP_INJUR,Greece,NONMIG,MALE,532.68
2010,SL_EMP_INJUR,Greece,NONMIG,MALE,426.88
2000,SL_EMP_INJUR,Slovakia,_T,FEMALE,537.0
2001,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,1021.0
2001,SL_EMP_INJUR,Slovakia,_T,MALE,1497.0
2001,SL_EMP_INJUR,Slovakia,_T,FEMALE,478.0
2002,SL_EMP_INJUR,Slovakia,_T,MALE,1366.0
2002,SL_EMP_INJUR,Slovakia,_T,FEMALE,486.0
2002,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,956.0
2003,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,801.0
2010,SL_EMP_INJUR,Greece,_T,MALE,476.2
2010,SL_EMP_INJUR,Greece,NONMIG,FEMALE,168.25
2010,SL_EMP_INJUR,Greece,_T,FEMALE,167.5
2010,SL_EMP_INJUR,Greece,_T,BOTHSEX,352.27
2010,SL_EMP_INJUR,Greece,NONMIG,BOTHSEX,322.49
2011,SL_EMP_INJUR,Greece,NONMIG,MALE,394.33
2003,SL_EMP_INJUR,Slovakia,_T,MALE,1228.0
2003,SL_EMP_INJUR,Slovakia,_T,FEMALE,443.0
2004,SL_EMP_INJUR,Slovakia,_T,FEMALE,340.0
2004,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,659.0
2004,SL_EMP_INJUR,Slovakia,_T,MALE,932.0
2005,SL_EMP_INJUR,Slovakia,_T,FEMALE,351.0
2005,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,635.0
2005,SL_EMP_INJUR,Slovakia,_T,MALE,874.0
2011,SL_EMP_INJUR,Greece,_T,BOTHSEX,329.75
2011,SL_EMP_INJUR,Greece,NONMIG,FEMALE,174.08
2011,SL_EMP_INJUR,Greece,_T,MALE,433.38
2011,SL_EMP_INJUR,Greece,NONMIG,BOTHSEX,305.26
2011,SL_EMP_INJUR,Greece,_T,FEMALE,176.33
2012,SL_EMP_INJUR,Greece,NONMIG,BOTHSEX,275.7
2006,SL_EMP_INJUR,Slovakia,_T,MALE,942.0
2006,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,678.0
2006,SL_EMP_INJUR,Slovakia,_T,FEMALE,374.0
2007,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,648.0
2007,SL_EMP_INJUR,Slovakia,_T,FEMALE,363.0
2007,SL_EMP_INJUR,Slovakia,_T,MALE,849.0
2008,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,657.0
2008,SL_EMP_INJUR,Slovakia,_T,FEMALE,381.0
2008,SL_EMP_INJUR,Slovakia,_T,MALE,925.0
2009,SL_EMP_INJUR,Slovakia,NONMIG,BOTHSEX,390.84
2009,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,390.52
2009,SL_EMP_INJUR,Slovakia,_T,MALE,490.64
2009,SL_EMP_INJUR,Slovakia,NONMIG,FEMALE,273.06
2009,SL_EMP_INJUR,Slovakia,_T,FEMALE,273.35
2012,SL_EMP_INJUR,Greece,_T,FEMALE,157.53
2012,SL_EMP_INJUR,Greece,NONMIG,MALE,356.14
2012,SL_EMP_INJUR,Greece,_T,MALE,387.68
2012,SL_EMP_INJUR,Greece,NONMIG,FEMALE,157.47
2012,SL_EMP_INJUR,Greece,_T,BOTHSEX,294.5
2013,SL_EMP_INJUR,Greece,NONMIG,MALE,336.05
2013,SL_EMP_INJUR,Greece,NONMIG,BOTHSEX,261.74
2013,SL_EMP_INJUR,Greece,_T,MALE,359.51
2013,SL_EMP_INJUR,Greece,_T,BOTHSEX,275.42
2013,SL_EMP_INJUR,Greece,_T,FEMALE,155.47
2013,SL_EMP_INJUR,Greece,NONMIG,FEMALE,155.83
2014,SL_EMP_INJUR,Greece,_T,BOTHSEX,96.46
2013,SL_EMP_INJUR,Belgium,_T,MALE,2809.76
2013,SL_EMP_INJUR,Belgium,_T,FEMALE,1233.83
2013,SL_EMP_INJUR,Belgium,_T,BOTHSEX,2098.92
2013,SL_EMP_INJUR,Belgium,NONMIG,MALE,2692.58
2013,SL_EMP_INJUR,Belgium,NONMIG,BOTHSEX,2013.55
2009,SL_EMP_INJUR,Slovakia,NONMIG,MALE,491.62
2010,SL_EMP_INJUR,Slovakia,NONMIG,BOTHSEX,387.62
2010,SL_EMP_INJUR,Slovakia,_T,FEMALE,265.81
2010,SL_EMP_INJUR,Slovakia,_T,MALE,488.99
2010,SL_EMP_INJUR,Slovakia,NONMIG,MALE,489.97
2010,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,387.13
2010,SL_EMP_INJUR,Slovakia,NONMIG,FEMALE,266.02
2011,SL_EMP_INJUR,Slovakia,NONMIG,MALE,492.01
2011,SL_EMP_INJUR,Slovakia,_T,FEMALE,228.2
2011,SL_EMP_INJUR,Slovakia,NONMIG,FEMALE,228.28
2011,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,360.32
2011,SL_EMP_INJUR,Slovakia,NONMIG,BOTHSEX,360.45
2014,SL_EMP_INJUR,Greece,_T,MALE,124.07
2014,SL_EMP_INJUR,Greece,NONMIG,BOTHSEX,93.48
2014,SL_EMP_INJUR,Greece,_T,FEMALE,58.1
2014,SL_EMP_INJUR,Greece,NONMIG,FEMALE,57.51
2014,SL_EMP_INJUR,Greece,NONMIG,MALE,119.38
2015,SL_EMP_INJUR,Greece,NONMIG,MALE,203.99
2013,SL_EMP_INJUR,Belgium,NONMIG,FEMALE,1201.39
2014,SL_EMP_INJUR,Belgium,_T,MALE,2623.79
2014,SL_EMP_INJUR,Belgium,NONMIG,MALE,2545.22
2014,SL_EMP_INJUR,Belgium,NONMIG,FEMALE,1146.54
2014,SL_EMP_INJUR,Belgium,_T,BOTHSEX,1925.49
2015,SL_EMP_INJUR,Greece,NONMIG,FEMALE,92.8
2015,SL_EMP_INJUR,Greece,_T,MALE,214.33
2015,SL_EMP_INJUR,Greece,_T,FEMALE,94.69
2015,SL_EMP_INJUR,Greece,NONMIG,BOTHSEX,153.26
2015,SL_EMP_INJUR,Greece,_T,BOTHSEX,159.67
2016,SL_EMP_INJUR,Greece,_T,BOTHSEX,155.44
2014,SL_EMP_INJUR,Belgium,NONMIG,BOTHSEX,1874.31
2014,SL_EMP_INJUR,Belgium,_T,FEMALE,1157.35
2015,SL_EMP_INJUR,Belgium,_T,MALE,1862.87
2015,SL_EMP_INJUR,Belgium,NONMIG,BOTHSEX,1374.84
2015,SL_EMP_INJUR,Belgium,_T,FEMALE,874.6
2017,SL_EMP_INJUR,Greece,_T,BOTHSEX,161.09
2018,SL_EMP_INJUR,Greece,_T,BOTHSEX,117.37
2019,SL_EMP_INJUR,Greece,_T,BOTHSEX,135.36
2020,SL_EMP_INJUR,Greece,_T,BOTHSEX,105.46
2000,SL_EMP_INJUR,Hungary,_T,BOTHSEX,714.0
2001,SL_EMP_INJUR,Hungary,_T,MALE,867.0
2001,SL_EMP_INJUR,Hungary,_T,FEMALE,401.0
2001,SL_EMP_INJUR,Hungary,_T,BOTHSEX,658.0
2002,SL_EMP_INJUR,Hungary,_T,FEMALE,408.0
2002,SL_EMP_INJUR,Hungary,_T,BOTHSEX,649.0
2002,SL_EMP_INJUR,Hungary,_T,MALE,850.0
2003,SL_EMP_INJUR,Hungary,_T,BOTHSEX,656.0
2003,SL_EMP_INJUR,Hungary,_T,FEMALE,429.0
2003,SL_EMP_INJUR,Hungary,_T,MALE,855.0
2015,SL_EMP_INJUR,Belgium,NONMIG,MALE,1816.52
2015,SL_EMP_INJUR,Belgium,_T,BOTHSEX,1402.97
2015,SL_EMP_INJUR,Belgium,NONMIG,FEMALE,873.95
2016,SL_EMP_INJUR,Belgium,_T,BOTHSEX,1990.4
2017,SL_EMP_INJUR,Belgium,_T,BOTHSEX,2015.6
2018,SL_EMP_INJUR,Belgium,_T,BOTHSEX,1789.5
2011,SL_EMP_INJUR,Slovakia,_T,MALE,491.72
2012,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,347.02
2012,SL_EMP_INJUR,Slovakia,NONMIG,BOTHSEX,347.25
2012,SL_EMP_INJUR,Slovakia,NONMIG,MALE,465.2
2012,SL_EMP_INJUR,Slovakia,_T,FEMALE,227.63
2012,SL_EMP_INJUR,Slovakia,_T,MALE,464.99
2004,SL_EMP_INJUR,Hungary,_T,BOTHSEX,608.0
2004,SL_EMP_INJUR,Hungary,_T,FEMALE,407.0
2004,SL_EMP_INJUR,Hungary,_T,MALE,777.0
2005,SL_EMP_INJUR,Hungary,_T,BOTHSEX,611.0
2005,SL_EMP_INJUR,Hungary,_T,MALE,776.0
2005,SL_EMP_INJUR,Hungary,_T,FEMALE,416.0
2006,SL_EMP_INJUR,Hungary,_T,MALE,730.0
2012,SL_EMP_INJUR,Slovakia,NONMIG,FEMALE,227.89
2013,SL_EMP_INJUR,Slovakia,_T,FEMALE,271.78
2013,SL_EMP_INJUR,Slovakia,NONMIG,BOTHSEX,375.56
2013,SL_EMP_INJUR,Slovakia,_T,MALE,457.88
2013,SL_EMP_INJUR,Slovakia,NONMIG,MALE,458.05
2013,SL_EMP_INJUR,Slovakia,NONMIG,FEMALE,272.28
2013,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,375.27
2014,SL_EMP_INJUR,Slovakia,NONMIG,FEMALE,252.83
2014,SL_EMP_INJUR,Slovakia,_T,FEMALE,252.51
2014,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,362.12
2014,SL_EMP_INJUR,Slovakia,NONMIG,BOTHSEX,362.18
2014,SL_EMP_INJUR,Slovakia,_T,MALE,449.27
2014,SL_EMP_INJUR,Slovakia,NONMIG,MALE,449.25
2015,SL_EMP_INJUR,Slovakia,NONMIG,FEMALE,299.55
2015,SL_EMP_INJUR,Slovakia,NONMIG,BOTHSEX,450.32
2015,SL_EMP_INJUR,Slovakia,_T,MALE,582.75
2015,SL_EMP_INJUR,Slovakia,_T,FEMALE,299.1
2015,SL_EMP_INJUR,Slovakia,NONMIG,MALE,583.24
2015,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,449.82
2016,SL_EMP_INJUR,Slovakia,_T,FEMALE,322.0
2016,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,441.0
2016,SL_EMP_INJUR,Slovakia,_T,MALE,548.0
2017,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,470.41
2018,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,463.74
2019,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,440.39
2019,SL_EMP_INJUR,Belgium,_T,BOTHSEX,1679.77
2020,SL_EMP_INJUR,Belgium,_T,BOTHSEX,2234.88
2020,SL_EMP_INJUR,Belgium,_T,MALE,2801.71
2020,SL_EMP_INJUR,Belgium,_T,FEMALE,1479.59
2000,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,358.0
2001,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,304.0
2002,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,282.0
2020,SL_EMP_INJUR,Slovakia,_T,MALE,445.49
2020,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,351.77
2020,SL_EMP_INJUR,Slovakia,_T,FEMALE,250.36
2021,SL_EMP_INJUR,Slovakia,_T,BOTHSEX,359.24
2021,SL_EMP_INJUR,Slovakia,_T,FEMALE,252.69
2021,SL_EMP_INJUR,Slovakia,_T,MALE,467.34
2000,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,5091.8
2006,SL_EMP_INJUR,Hungary,_T,BOTHSEX,574.0
2006,SL_EMP_INJUR,Hungary,_T,FEMALE,387.0
2007,SL_EMP_INJUR,Hungary,_T,BOTHSEX,530.0
2007,SL_EMP_INJUR,Hungary,_T,FEMALE,358.0
2007,SL_EMP_INJUR,Hungary,_T,MALE,673.0
2008,SL_EMP_INJUR,Hungary,_T,MALE,708.74
2008,SL_EMP_INJUR,Hungary,_T,BOTHSEX,569.69
2001,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,5079.7
2002,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,5152.9
2003,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,5213.8
2004,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,5238.0
2005,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,4565.0
2006,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,4437.0
2007,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,4250.0
2003,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,218.0
2003,SL_EMP_INJUR,Bulgaria,_T,FEMALE,129.0
2003,SL_EMP_INJUR,Bulgaria,_T,MALE,311.0
2004,SL_EMP_INJUR,Bulgaria,_T,FEMALE,119.0
2004,SL_EMP_INJUR,Bulgaria,_T,MALE,276.0
2004,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,196.0
2005,SL_EMP_INJUR,Bulgaria,_T,MALE,252.0
2005,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,187.0
2009,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1745.61
2009,SL_EMP_INJUR,Slovenia,_T,FEMALE,947.16
2009,SL_EMP_INJUR,Slovenia,NONMIG,FEMALE,935.87
2009,SL_EMP_INJUR,Slovenia,_T,MALE,2348.34
2009,SL_EMP_INJUR,Slovenia,NONMIG,MALE,2135.62
2009,SL_EMP_INJUR,Slovenia,NONMIG,BOTHSEX,1616.15
2008,SL_EMP_INJUR,Hungary,_T,FEMALE,403.74
2009,SL_EMP_INJUR,Hungary,NONMIG,BOTHSEX,490.24
2009,SL_EMP_INJUR,Hungary,_T,BOTHSEX,490.89
2009,SL_EMP_INJUR,Hungary,_T,MALE,603.4
2009,SL_EMP_INJUR,Hungary,_T,FEMALE,358.44
2009,SL_EMP_INJUR,Hungary,NONMIG,MALE,602.51
2009,SL_EMP_INJUR,Hungary,NONMIG,FEMALE,358.2
2010,SL_EMP_INJUR,Slovenia,NONMIG,FEMALE,1020.2
2010,SL_EMP_INJUR,Slovenia,_T,MALE,2598.26
2010,SL_EMP_INJUR,Slovenia,_T,FEMALE,1029.1
2010,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1888.14
2010,SL_EMP_INJUR,Slovenia,NONMIG,MALE,2372.19
2010,SL_EMP_INJUR,Slovenia,NONMIG,BOTHSEX,1757.49
2011,SL_EMP_INJUR,Slovenia,_T,MALE,2528.23
2011,SL_EMP_INJUR,Slovenia,NONMIG,FEMALE,1026.46
2011,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1856.67
2011,SL_EMP_INJUR,Slovenia,NONMIG,BOTHSEX,1734.69
2011,SL_EMP_INJUR,Slovenia,NONMIG,MALE,2322.94
2011,SL_EMP_INJUR,Slovenia,_T,FEMALE,1033.48
2005,SL_EMP_INJUR,Bulgaria,_T,FEMALE,122.0
2006,SL_EMP_INJUR,Bulgaria,_T,MALE,228.0
2006,SL_EMP_INJUR,Bulgaria,_T,FEMALE,105.0
2006,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,167.0
2007,SL_EMP_INJUR,Bulgaria,_T,MALE,192.0
2007,SL_EMP_INJUR,Bulgaria,_T,FEMALE,95.0
2007,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,144.0
2008,SL_EMP_INJUR,Bulgaria,_T,MALE,165.0
2012,SL_EMP_INJUR,Slovenia,_T,MALE,2362.72
2012,SL_EMP_INJUR,Slovenia,NONMIG,BOTHSEX,1590.52
2012,SL_EMP_INJUR,Slovenia,NONMIG,FEMALE,892.12
2012,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1697.28
2012,SL_EMP_INJUR,Slovenia,NONMIG,MALE,2186.11
2012,SL_EMP_INJUR,Slovenia,_T,FEMALE,900.47
2010,SL_EMP_INJUR,Hungary,_T,BOTHSEX,542.49
2010,SL_EMP_INJUR,Hungary,_T,FEMALE,405.56
2010,SL_EMP_INJUR,Hungary,_T,MALE,663.37
2010,SL_EMP_INJUR,Hungary,NONMIG,FEMALE,404.96
2010,SL_EMP_INJUR,Hungary,NONMIG,MALE,662.51
2010,SL_EMP_INJUR,Hungary,NONMIG,BOTHSEX,541.83
2013,SL_EMP_INJUR,Slovenia,NONMIG,FEMALE,810.69
2013,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1490.82
2013,SL_EMP_INJUR,Slovenia,_T,FEMALE,820.19
2013,SL_EMP_INJUR,Slovenia,_T,MALE,2046.69
2013,SL_EMP_INJUR,Slovenia,NONMIG,MALE,1868.3
2013,SL_EMP_INJUR,Slovenia,NONMIG,BOTHSEX,1382.95
2008,SL_EMP_INJUR,Bulgaria,_T,FEMALE,91.0
2008,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,130.0
2009,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,92.17
2009,SL_EMP_INJUR,Bulgaria,NONMIG,FEMALE,50.47
2009,SL_EMP_INJUR,Bulgaria,_T,MALE,132.91
2009,SL_EMP_INJUR,Bulgaria,NONMIG,BOTHSEX,92.03
2014,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1520.46
2014,SL_EMP_INJUR,Slovenia,NONMIG,BOTHSEX,1415.5
2014,SL_EMP_INJUR,Slovenia,NONMIG,MALE,1903.07
2014,SL_EMP_INJUR,Slovenia,NONMIG,FEMALE,824.86
2014,SL_EMP_INJUR,Slovenia,_T,MALE,2074.99
2014,SL_EMP_INJUR,Slovenia,_T,FEMALE,831.32
2009,SL_EMP_INJUR,Bulgaria,_T,FEMALE,50.54
2009,SL_EMP_INJUR,Bulgaria,NONMIG,MALE,132.69
2010,SL_EMP_INJUR,Bulgaria,NONMIG,FEMALE,54.89
2010,SL_EMP_INJUR,Bulgaria,NONMIG,BOTHSEX,91.17
2010,SL_EMP_INJUR,Bulgaria,NONMIG,MALE,127.58
2010,SL_EMP_INJUR,Bulgaria,_T,MALE,127.73
2015,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1512.11
2015,SL_EMP_INJUR,Slovenia,_T,MALE,2050.21
2015,SL_EMP_INJUR,Slovenia,NONMIG,BOTHSEX,1419.3
2015,SL_EMP_INJUR,Slovenia,NONMIG,FEMALE,847.1
2015,SL_EMP_INJUR,Slovenia,NONMIG,MALE,1896.59
2015,SL_EMP_INJUR,Slovenia,_T,FEMALE,849.73
2011,SL_EMP_INJUR,Hungary,NONMIG,MALE,674.08
2011,SL_EMP_INJUR,Hungary,NONMIG,FEMALE,358.67
2011,SL_EMP_INJUR,Hungary,NONMIG,BOTHSEX,514.94
2011,SL_EMP_INJUR,Hungary,_T,MALE,674.92
2011,SL_EMP_INJUR,Hungary,_T,BOTHSEX,515.64
2011,SL_EMP_INJUR,Hungary,_T,FEMALE,359.15
2016,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1431.14
2017,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1534.73
2018,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1460.6
2019,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1518.47
2019,SL_EMP_INJUR,Slovenia,_T,FEMALE,896.89
2019,SL_EMP_INJUR,Slovenia,_T,MALE,2021.68
2020,SL_EMP_INJUR,Slovenia,_T,BOTHSEX,1867.77
2012,SL_EMP_INJUR,Hungary,_T,FEMALE,398.05
2012,SL_EMP_INJUR,Hungary,_T,MALE,640.09
2012,SL_EMP_INJUR,Hungary,NONMIG,FEMALE,398.79
2012,SL_EMP_INJUR,Hungary,NONMIG,BOTHSEX,527.94
2012,SL_EMP_INJUR,Hungary,_T,BOTHSEX,528.02
2012,SL_EMP_INJUR,Hungary,NONMIG,MALE,639.46
2010,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,91.21
2010,SL_EMP_INJUR,Bulgaria,_T,FEMALE,54.81
2011,SL_EMP_INJUR,Bulgaria,NONMIG,MALE,124.81
2011,SL_EMP_INJUR,Bulgaria,NONMIG,BOTHSEX,87.21
2011,SL_EMP_INJUR,Bulgaria,_T,FEMALE,50.07
2011,SL_EMP_INJUR,Bulgaria,_T,MALE,125.0
2020,SL_EMP_INJUR,Slovenia,_T,MALE,1918.14
