Year,SeriesCode,Страна ,Location,Value
2010,SH_SAN_SAFE,Казахстан,URBAN,86.94537
2011,SH_SAN_SAFE,Казахстан,URBAN,86.62179
2012,SH_SAN_SAFE,Казахстан,URBAN,86.29903
2013,SH_SAN_SAFE,Казахстан,URBAN,85.97708
2014,SH_SAN_SAFE,Казахстан,URBAN,85.65595
2015,SH_SAN_SAFE,Казахстан,URBAN,85.33563
2016,SH_SAN_SAFE,Казахстан,URBAN,85.01614
2005,SH_SAN_SAFE,Azerbaijan,ALLAREA,50.33234
2005,SH_SAN_SAFE,Azerbaijan,URBAN,41.32316
2006,SH_SAN_SAFE,Azerbaijan,ALLAREA,52.37658
2006,SH_SAN_SAFE,Azerbaijan,URBAN,42.67408
2007,SH_SAN_SAFE,Azerbaijan,ALLAREA,54.41328
2007,SH_SAN_SAFE,Azerbaijan,URBAN,44.07946
2008,SH_SAN_SAFE,Azerbaijan,ALLAREA,56.16863
2008,SH_SAN_SAFE,Azerbaijan,URBAN,45.55251
2009,SH_SAN_SAFE,Azerbaijan,ALLAREA,57.88002
2009,SH_SAN_SAFE,Azerbaijan,URBAN,47.09521
2010,SH_SAN_SAFE,Azerbaijan,ALLAREA,59.65215
2010,SH_SAN_SAFE,Azerbaijan,URBAN,48.70956
2011,SH_SAN_SAFE,Azerbaijan,ALLAREA,61.48677
2011,SH_SAN_SAFE,Azerbaijan,URBAN,50.39755
2012,SH_SAN_SAFE,Azerbaijan,ALLAREA,63.38539
2012,SH_SAN_SAFE,Azerbaijan,URBAN,52.16121
2013,SH_SAN_SAFE,Azerbaijan,ALLAREA,65.34923
2013,SH_SAN_SAFE,Azerbaijan,URBAN,54.00257
2014,SH_SAN_SAFE,Azerbaijan,ALLAREA,66.89237
2014,SH_SAN_SAFE,Azerbaijan,URBAN,55.30589
2015,SH_SAN_SAFE,Azerbaijan,ALLAREA,68.37541
2015,SH_SAN_SAFE,Azerbaijan,URBAN,56.4642
2016,SH_SAN_SAFE,Azerbaijan,ALLAREA,68.45709
2016,SH_SAN_SAFE,Azerbaijan,URBAN,57.10349
2017,SH_SAN_SAFE,Azerbaijan,URBAN,57.79309
2017,SH_SAN_SAFE,Azerbaijan,ALLAREA,68.59385
2018,SH_SAN_SAFE,Azerbaijan,ALLAREA,68.7865
2018,SH_SAN_SAFE,Azerbaijan,URBAN,58.53335
2019,SH_SAN_SAFE,Azerbaijan,ALLAREA,69.03606
2019,SH_SAN_SAFE,Azerbaijan,URBAN,59.32461
2020,SH_SAN_SAFE,Chile,ALLAREA,95.26284
2020,SH_SAN_SAFE,Chile,URBAN,99.24222
2021,SH_SAN_SAFE,Chile,ALLAREA,95.29202
2021,SH_SAN_SAFE,Chile,URBAN,99.24222
2022,SH_SAN_SAFE,Chile,ALLAREA,95.32282
2022,SH_SAN_SAFE,Chile,URBAN,99.24222
2000,SH_SAN_SAFE,China,RURAL,5.26805
2000,SH_SAN_SAFE,China,URBAN,27.89468
2000,SH_SAN_SAFE,China,ALLAREA,13.38581
2001,SH_SAN_SAFE,China,URBAN,28.12656
2000,SH_SAN_SAFE,Albania,ALLAREA,26.56686
2000,SH_SAN_SAFE,Albania,URBAN,24.91766
2001,SH_SAN_SAFE,Albania,ALLAREA,27.18407
2001,SH_SAN_SAFE,Albania,URBAN,24.98107
2002,SH_SAN_SAFE,Albania,ALLAREA,27.7695
2002,SH_SAN_SAFE,Albania,URBAN,25.04449
2003,SH_SAN_SAFE,Albania,ALLAREA,28.33333
2003,SH_SAN_SAFE,Albania,URBAN,25.1079
2004,SH_SAN_SAFE,Albania,ALLAREA,28.8754
2004,SH_SAN_SAFE,Albania,URBAN,25.17132
2017,SH_SAN_SAFE,Казахстан,URBAN,84.69745
2018,SH_SAN_SAFE,Казахстан,URBAN,84.6099
2019,SH_SAN_SAFE,Казахстан,URBAN,84.52234
2020,SH_SAN_SAFE,Казахстан,URBAN,84.43478
2021,SH_SAN_SAFE,Казахстан,URBAN,84.34722
2022,SH_SAN_SAFE,Казахстан,URBAN,84.25967
2000,SH_SAN_SAFE,Republic of Korea,ALLAREA,87.20934
2001,SH_SAN_SAFE,Republic of Korea,ALLAREA,87.83766
2002,SH_SAN_SAFE,Republic of Korea,ALLAREA,88.4681
2003,SH_SAN_SAFE,Republic of Korea,ALLAREA,89.10066
2001,SH_SAN_SAFE,China,ALLAREA,13.75048
2001,SH_SAN_SAFE,China,RURAL,5.27364
2002,SH_SAN_SAFE,China,ALLAREA,14.49126
2002,SH_SAN_SAFE,China,RURAL,5.844
2002,SH_SAN_SAFE,China,URBAN,28.34825
2003,SH_SAN_SAFE,China,ALLAREA,16.53644
2003,SH_SAN_SAFE,China,RURAL,6.72013
2003,SH_SAN_SAFE,China,URBAN,31.3991
2004,SH_SAN_SAFE,China,ALLAREA,18.70512
2004,SH_SAN_SAFE,China,RURAL,7.68227
2004,SH_SAN_SAFE,Republic of Korea,ALLAREA,89.73534
2005,SH_SAN_SAFE,Republic of Korea,ALLAREA,90.36825
2006,SH_SAN_SAFE,Republic of Korea,ALLAREA,91.00279
2007,SH_SAN_SAFE,Republic of Korea,ALLAREA,91.64096
2008,SH_SAN_SAFE,Republic of Korea,ALLAREA,92.27312
2009,SH_SAN_SAFE,Republic of Korea,ALLAREA,92.90559
2010,SH_SAN_SAFE,Republic of Korea,ALLAREA,93.54109
2011,SH_SAN_SAFE,Republic of Korea,ALLAREA,94.1794
2012,SH_SAN_SAFE,Republic of Korea,ALLAREA,94.82034
2013,SH_SAN_SAFE,Republic of Korea,ALLAREA,95.46372
2004,SH_SAN_SAFE,China,URBAN,34.47317
2005,SH_SAN_SAFE,China,RURAL,8.73069
2005,SH_SAN_SAFE,China,URBAN,37.57052
2005,SH_SAN_SAFE,China,ALLAREA,20.99396
2006,SH_SAN_SAFE,China,RURAL,9.86565
2006,SH_SAN_SAFE,China,URBAN,40.6912
2006,SH_SAN_SAFE,China,ALLAREA,23.3882
2007,SH_SAN_SAFE,China,ALLAREA,25.88913
2007,SH_SAN_SAFE,China,URBAN,43.83529
2007,SH_SAN_SAFE,China,RURAL,11.08741
2005,SH_SAN_SAFE,Albania,ALLAREA,29.69357
2005,SH_SAN_SAFE,Albania,URBAN,25.41363
2006,SH_SAN_SAFE,Albania,ALLAREA,30.52526
2006,SH_SAN_SAFE,Albania,URBAN,25.73731
2007,SH_SAN_SAFE,Albania,ALLAREA,31.33349
2007,SH_SAN_SAFE,Albania,URBAN,26.06158
2008,SH_SAN_SAFE,Albania,URBAN,26.38644
2008,SH_SAN_SAFE,Albania,ALLAREA,32.11821
2009,SH_SAN_SAFE,Albania,ALLAREA,32.88006
2009,SH_SAN_SAFE,Albania,URBAN,26.71188
2014,SH_SAN_SAFE,Republic of Korea,ALLAREA,96.10919
2015,SH_SAN_SAFE,Republic of Korea,ALLAREA,96.75678
2016,SH_SAN_SAFE,Republic of Korea,ALLAREA,97.4063
2017,SH_SAN_SAFE,Republic of Korea,ALLAREA,98.05756
2018,SH_SAN_SAFE,Republic of Korea,ALLAREA,98.63303
2019,SH_SAN_SAFE,Republic of Korea,ALLAREA,99.19224
2020,SH_SAN_SAFE,Republic of Korea,ALLAREA,99.47945
2021,SH_SAN_SAFE,Republic of Korea,ALLAREA,99.46326
2022,SH_SAN_SAFE,Republic of Korea,ALLAREA,99.44746
2000,SH_SAN_SAFE,Кыргызстан,ALLAREA,85.11296
2008,SH_SAN_SAFE,China,ALLAREA,28.50181
2008,SH_SAN_SAFE,China,RURAL,12.39626
2008,SH_SAN_SAFE,China,URBAN,47.00284
2009,SH_SAN_SAFE,China,URBAN,50.1939
2009,SH_SAN_SAFE,China,ALLAREA,31.22146
2009,SH_SAN_SAFE,China,RURAL,13.79244
2010,SH_SAN_SAFE,China,ALLAREA,34.04724
2010,SH_SAN_SAFE,China,RURAL,15.27623
2010,SH_SAN_SAFE,China,URBAN,53.40855
2011,SH_SAN_SAFE,China,ALLAREA,36.95074
2010,SH_SAN_SAFE,Albania,ALLAREA,33.61828
2010,SH_SAN_SAFE,Albania,URBAN,27.03791
2011,SH_SAN_SAFE,Albania,ALLAREA,34.33349
2011,SH_SAN_SAFE,Albania,URBAN,27.36453
2012,SH_SAN_SAFE,Albania,URBAN,27.69174
2012,SH_SAN_SAFE,Albania,ALLAREA,35.02541
2013,SH_SAN_SAFE,Albania,URBAN,29.75529
2013,SH_SAN_SAFE,Albania,ALLAREA,37.18726
2014,SH_SAN_SAFE,Albania,URBAN,31.85503
2014,SH_SAN_SAFE,Albania,ALLAREA,39.37208
2011,SH_SAN_SAFE,China,RURAL,16.8479
2011,SH_SAN_SAFE,China,URBAN,56.64683
2012,SH_SAN_SAFE,China,ALLAREA,39.93899
2012,SH_SAN_SAFE,China,RURAL,18.50771
2012,SH_SAN_SAFE,China,URBAN,59.9088
2013,SH_SAN_SAFE,China,RURAL,20.25593
2013,SH_SAN_SAFE,China,ALLAREA,43.01897
2013,SH_SAN_SAFE,China,URBAN,63.19454
2014,SH_SAN_SAFE,China,ALLAREA,46.18993
2014,SH_SAN_SAFE,China,RURAL,22.09282
2015,SH_SAN_SAFE,Albania,URBAN,33.99031
2015,SH_SAN_SAFE,Albania,ALLAREA,41.58021
2016,SH_SAN_SAFE,Albania,ALLAREA,43.81117
2016,SH_SAN_SAFE,Albania,URBAN,36.16049
2017,SH_SAN_SAFE,Albania,ALLAREA,46.06486
2017,SH_SAN_SAFE,Albania,URBAN,38.36494
2018,SH_SAN_SAFE,Albania,ALLAREA,48.34123
2018,SH_SAN_SAFE,Albania,URBAN,40.60299
2019,SH_SAN_SAFE,Albania,ALLAREA,50.48372
2019,SH_SAN_SAFE,Albania,URBAN,42.874
2020,SH_SAN_SAFE,Albania,ALLAREA,52.58095
2020,SH_SAN_SAFE,Albania,URBAN,45.17731
2021,SH_SAN_SAFE,Albania,URBAN,47.39934
2021,SH_SAN_SAFE,Albania,ALLAREA,54.45248
2022,SH_SAN_SAFE,Albania,ALLAREA,56.34649
2022,SH_SAN_SAFE,Albania,URBAN,49.64606
2000,SH_SAN_SAFE,Serbia,URBAN,27.12072
2000,SH_SAN_SAFE,Serbia,ALLAREA,29.21859
2000,SH_SAN_SAFE,Serbia,RURAL,31.56244
2001,SH_SAN_SAFE,Serbia,ALLAREA,29.18186
2014,SH_SAN_SAFE,China,URBAN,66.50408
2015,SH_SAN_SAFE,China,URBAN,69.83751
2015,SH_SAN_SAFE,China,ALLAREA,49.44812
2015,SH_SAN_SAFE,China,RURAL,24.01866
2016,SH_SAN_SAFE,China,ALLAREA,52.79106
2016,SH_SAN_SAFE,China,RURAL,26.03371
2016,SH_SAN_SAFE,China,URBAN,73.19487
2017,SH_SAN_SAFE,China,ALLAREA,56.21289
2017,SH_SAN_SAFE,China,URBAN,76.57622
2017,SH_SAN_SAFE,China,RURAL,28.13823
2018,SH_SAN_SAFE,China,RURAL,30.33249
2018,SH_SAN_SAFE,China,ALLAREA,59.70095
2018,SH_SAN_SAFE,China,URBAN,79.98162
2019,SH_SAN_SAFE,China,URBAN,83.41114
2019,SH_SAN_SAFE,China,RURAL,32.61677
2019,SH_SAN_SAFE,China,ALLAREA,63.24984
2020,SH_SAN_SAFE,China,RURAL,33.97833
2020,SH_SAN_SAFE,China,URBAN,83.84378
2020,SH_SAN_SAFE,China,ALLAREA,64.60968
2021,SH_SAN_SAFE,China,RURAL,35.34266
2001,SH_SAN_SAFE,Serbia,RURAL,31.48038
2001,SH_SAN_SAFE,Serbia,URBAN,27.1429
2002,SH_SAN_SAFE,Serbia,RURAL,31.39831
2002,SH_SAN_SAFE,Serbia,URBAN,27.16509
2002,SH_SAN_SAFE,Serbia,ALLAREA,29.1456
2003,SH_SAN_SAFE,Serbia,ALLAREA,29.10984
2003,SH_SAN_SAFE,Serbia,RURAL,31.31624
2003,SH_SAN_SAFE,Serbia,URBAN,27.18727
2004,SH_SAN_SAFE,Serbia,ALLAREA,29.07447
2004,SH_SAN_SAFE,Serbia,RURAL,31.23418
2021,SH_SAN_SAFE,China,URBAN,84.27753
2021,SH_SAN_SAFE,China,ALLAREA,65.93283
2022,SH_SAN_SAFE,China,ALLAREA,67.22023
2022,SH_SAN_SAFE,China,RURAL,36.70974
2022,SH_SAN_SAFE,China,URBAN,84.71241
2000,SH_SAN_SAFE,Colombia,ALLAREA,15.31612
2000,SH_SAN_SAFE,Colombia,URBAN,14.23094
2001,SH_SAN_SAFE,Colombia,ALLAREA,15.46601
2001,SH_SAN_SAFE,Colombia,URBAN,14.34784
2002,SH_SAN_SAFE,Colombia,ALLAREA,15.61504
2004,SH_SAN_SAFE,Serbia,URBAN,27.20945
2005,SH_SAN_SAFE,Serbia,ALLAREA,29.02438
2005,SH_SAN_SAFE,Serbia,RURAL,31.16579
2005,SH_SAN_SAFE,Serbia,URBAN,27.1916
2006,SH_SAN_SAFE,Serbia,RURAL,31.06396
2006,SH_SAN_SAFE,Serbia,ALLAREA,28.87811
2006,SH_SAN_SAFE,Serbia,URBAN,27.02395
2007,SH_SAN_SAFE,Serbia,ALLAREA,28.72865
2007,SH_SAN_SAFE,Serbia,RURAL,30.96027
2007,SH_SAN_SAFE,Serbia,URBAN,26.85259
2002,SH_SAN_SAFE,Colombia,URBAN,14.46485
2003,SH_SAN_SAFE,Colombia,ALLAREA,15.76321
2003,SH_SAN_SAFE,Colombia,URBAN,14.58198
2004,SH_SAN_SAFE,Colombia,ALLAREA,15.91059
2004,SH_SAN_SAFE,Colombia,URBAN,14.69923
2005,SH_SAN_SAFE,Colombia,ALLAREA,16.05716
2005,SH_SAN_SAFE,Colombia,URBAN,14.8166
2006,SH_SAN_SAFE,Colombia,ALLAREA,16.20295
2006,SH_SAN_SAFE,Colombia,URBAN,14.93409
2007,SH_SAN_SAFE,Colombia,ALLAREA,16.34801
2007,SH_SAN_SAFE,Colombia,URBAN,15.05169
2008,SH_SAN_SAFE,Colombia,ALLAREA,16.4923
2008,SH_SAN_SAFE,Colombia,URBAN,15.16942
2009,SH_SAN_SAFE,Colombia,URBAN,15.28726
2009,SH_SAN_SAFE,Colombia,ALLAREA,16.63583
2010,SH_SAN_SAFE,Colombia,ALLAREA,16.77867
2010,SH_SAN_SAFE,Colombia,URBAN,15.40523
2011,SH_SAN_SAFE,Colombia,ALLAREA,16.92084
2011,SH_SAN_SAFE,Colombia,URBAN,15.52331
2012,SH_SAN_SAFE,Colombia,URBAN,15.64151
2008,SH_SAN_SAFE,Serbia,ALLAREA,28.57603
2008,SH_SAN_SAFE,Serbia,URBAN,26.67749
2008,SH_SAN_SAFE,Serbia,RURAL,30.8547
2009,SH_SAN_SAFE,Serbia,ALLAREA,28.42019
2009,SH_SAN_SAFE,Serbia,RURAL,30.74723
2009,SH_SAN_SAFE,Serbia,URBAN,26.49864
2010,SH_SAN_SAFE,Serbia,RURAL,30.63783
2010,SH_SAN_SAFE,Serbia,URBAN,26.31599
2010,SH_SAN_SAFE,Serbia,ALLAREA,28.26112
2011,SH_SAN_SAFE,Serbia,URBAN,26.1174
2012,SH_SAN_SAFE,Colombia,ALLAREA,17.06229
2013,SH_SAN_SAFE,Colombia,ALLAREA,17.2031
2013,SH_SAN_SAFE,Colombia,URBAN,15.75982
2014,SH_SAN_SAFE,Colombia,ALLAREA,17.34328
2014,SH_SAN_SAFE,Colombia,URBAN,15.87826
2015,SH_SAN_SAFE,Colombia,ALLAREA,17.48279
2015,SH_SAN_SAFE,Colombia,URBAN,15.99682
2016,SH_SAN_SAFE,Colombia,ALLAREA,17.62162
2016,SH_SAN_SAFE,Colombia,URBAN,16.11549
2017,SH_SAN_SAFE,Colombia,ALLAREA,17.75989
2011,SH_SAN_SAFE,Serbia,ALLAREA,28.09201
2011,SH_SAN_SAFE,Serbia,RURAL,30.52649
2012,SH_SAN_SAFE,Serbia,URBAN,25.79754
2012,SH_SAN_SAFE,Serbia,RURAL,30.41317
2012,SH_SAN_SAFE,Serbia,ALLAREA,27.85814
2013,SH_SAN_SAFE,Serbia,URBAN,25.47264
2013,SH_SAN_SAFE,Serbia,ALLAREA,27.62136
2013,SH_SAN_SAFE,Serbia,RURAL,30.29787
2014,SH_SAN_SAFE,Serbia,ALLAREA,27.38034
2014,SH_SAN_SAFE,Serbia,RURAL,30.18054
2017,SH_SAN_SAFE,Colombia,URBAN,16.23428
2018,SH_SAN_SAFE,Colombia,URBAN,16.3532
2018,SH_SAN_SAFE,Colombia,ALLAREA,17.8976
2019,SH_SAN_SAFE,Colombia,ALLAREA,18.03478
2019,SH_SAN_SAFE,Colombia,URBAN,16.47223
2020,SH_SAN_SAFE,Colombia,ALLAREA,18.17136
2020,SH_SAN_SAFE,Colombia,URBAN,16.59138
2021,SH_SAN_SAFE,Colombia,ALLAREA,18.30746
2021,SH_SAN_SAFE,Colombia,URBAN,16.71064
2022,SH_SAN_SAFE,Colombia,ALLAREA,18.44299
2014,SH_SAN_SAFE,Serbia,URBAN,25.14267
2015,SH_SAN_SAFE,Serbia,RURAL,30.06118
2015,SH_SAN_SAFE,Serbia,URBAN,24.80759
2015,SH_SAN_SAFE,Serbia,ALLAREA,27.13514
2016,SH_SAN_SAFE,Serbia,ALLAREA,26.88563
2016,SH_SAN_SAFE,Serbia,URBAN,24.46738
2016,SH_SAN_SAFE,Serbia,RURAL,29.93976
2017,SH_SAN_SAFE,Serbia,URBAN,24.12201
2017,SH_SAN_SAFE,Serbia,ALLAREA,26.63078
2017,SH_SAN_SAFE,Serbia,RURAL,29.81625
2022,SH_SAN_SAFE,Colombia,URBAN,16.83003
2000,SH_SAN_SAFE,Costa Rica,RURAL,34.71374
2000,SH_SAN_SAFE,Costa Rica,URBAN,18.13043
2000,SH_SAN_SAFE,Costa Rica,ALLAREA,24.92097
2001,SH_SAN_SAFE,Costa Rica,RURAL,34.69414
2001,SH_SAN_SAFE,Costa Rica,URBAN,18.23809
2001,SH_SAN_SAFE,Costa Rica,ALLAREA,24.75304
2002,SH_SAN_SAFE,Costa Rica,RURAL,34.67455
2002,SH_SAN_SAFE,Costa Rica,ALLAREA,24.59102
2002,SH_SAN_SAFE,Costa Rica,URBAN,18.34574
2018,SH_SAN_SAFE,Serbia,RURAL,29.69355
2018,SH_SAN_SAFE,Serbia,ALLAREA,26.37172
2018,SH_SAN_SAFE,Serbia,URBAN,23.77143
2019,SH_SAN_SAFE,Serbia,ALLAREA,26.10842
2019,SH_SAN_SAFE,Serbia,RURAL,29.61369
2019,SH_SAN_SAFE,Serbia,URBAN,23.3832
2020,SH_SAN_SAFE,Serbia,ALLAREA,25.82419
2020,SH_SAN_SAFE,Serbia,RURAL,29.50664
2020,SH_SAN_SAFE,Serbia,URBAN,22.9828
2021,SH_SAN_SAFE,Serbia,URBAN,22.5785
2003,SH_SAN_SAFE,Costa Rica,RURAL,34.65495
2003,SH_SAN_SAFE,Costa Rica,URBAN,18.4534
2003,SH_SAN_SAFE,Costa Rica,ALLAREA,24.43501
2004,SH_SAN_SAFE,Costa Rica,URBAN,18.56106
2004,SH_SAN_SAFE,Costa Rica,ALLAREA,24.28543
2004,SH_SAN_SAFE,Costa Rica,RURAL,34.63535
2005,SH_SAN_SAFE,Costa Rica,RURAL,34.61575
2005,SH_SAN_SAFE,Costa Rica,ALLAREA,24.14301
2005,SH_SAN_SAFE,Costa Rica,URBAN,18.66871
2006,SH_SAN_SAFE,Costa Rica,URBAN,18.77637
2021,SH_SAN_SAFE,Serbia,ALLAREA,25.5347
2021,SH_SAN_SAFE,Serbia,RURAL,29.39803
2022,SH_SAN_SAFE,Serbia,ALLAREA,25.38744
2022,SH_SAN_SAFE,Serbia,RURAL,29.34991
2022,SH_SAN_SAFE,Serbia,URBAN,22.38269
2000,SH_SAN_SAFE,Slovakia,URBAN,89.69482
2000,SH_SAN_SAFE,Slovakia,ALLAREA,84.73611
2000,SH_SAN_SAFE,Slovakia,RURAL,78.36503
2001,SH_SAN_SAFE,Slovakia,ALLAREA,84.73563
2001,SH_SAN_SAFE,Slovakia,RURAL,78.37821
2000,SH_SAN_SAFE,Кыргызстан,RURAL,89.26347
2000,SH_SAN_SAFE,Кыргызстан,URBAN,77.50499
2001,SH_SAN_SAFE,Кыргызстан,RURAL,89.2957
2001,SH_SAN_SAFE,Кыргызстан,URBAN,77.76989
2001,SH_SAN_SAFE,Кыргызстан,ALLAREA,85.22755
2002,SH_SAN_SAFE,Кыргызстан,RURAL,89.72354
2002,SH_SAN_SAFE,Кыргызстан,ALLAREA,85.6303
2002,SH_SAN_SAFE,Кыргызстан,URBAN,78.12632
2003,SH_SAN_SAFE,Кыргызстан,RURAL,90.14785
2003,SH_SAN_SAFE,Кыргызстан,URBAN,78.48053
2020,SH_SAN_SAFE,Azerbaijan,URBAN,60.16721
2021,SH_SAN_SAFE,Azerbaijan,URBAN,61.57074
2022,SH_SAN_SAFE,Azerbaijan,URBAN,62.98075
2000,SH_SAN_SAFE,Australia,ALLAREA,93.56211
2001,SH_SAN_SAFE,Australia,ALLAREA,93.66469
2002,SH_SAN_SAFE,Australia,ALLAREA,93.76727
2003,SH_SAN_SAFE,Australia,ALLAREA,93.86985
2004,SH_SAN_SAFE,Australia,ALLAREA,93.97242
2005,SH_SAN_SAFE,Australia,ALLAREA,94.075
2006,SH_SAN_SAFE,Australia,ALLAREA,94.17758
2006,SH_SAN_SAFE,Costa Rica,ALLAREA,24.00718
2006,SH_SAN_SAFE,Costa Rica,RURAL,34.59616
2007,SH_SAN_SAFE,Costa Rica,ALLAREA,23.87833
2007,SH_SAN_SAFE,Costa Rica,RURAL,34.57656
2007,SH_SAN_SAFE,Costa Rica,URBAN,18.88403
2008,SH_SAN_SAFE,Costa Rica,URBAN,19.01797
2008,SH_SAN_SAFE,Costa Rica,ALLAREA,23.77576
2008,SH_SAN_SAFE,Costa Rica,RURAL,34.5612
2009,SH_SAN_SAFE,Costa Rica,ALLAREA,23.70454
2009,SH_SAN_SAFE,Costa Rica,URBAN,19.16068
2001,SH_SAN_SAFE,Slovakia,URBAN,89.6978
2002,SH_SAN_SAFE,Slovakia,ALLAREA,84.72172
2002,SH_SAN_SAFE,Slovakia,RURAL,78.39139
2002,SH_SAN_SAFE,Slovakia,URBAN,89.69292
2003,SH_SAN_SAFE,Slovakia,ALLAREA,84.56331
2003,SH_SAN_SAFE,Slovakia,RURAL,78.18385
2003,SH_SAN_SAFE,Slovakia,URBAN,89.60368
2004,SH_SAN_SAFE,Slovakia,RURAL,77.94034
2004,SH_SAN_SAFE,Slovakia,URBAN,89.5064
2004,SH_SAN_SAFE,Slovakia,ALLAREA,84.38414
2005,SH_SAN_SAFE,Slovakia,RURAL,77.69679
