Year,SeriesCode,Страна ,Age,Freq,Location,Sex,Type of speed,Value
2021,IT_NET_BBND,Armenia,,,,,ANYS,16.71893
2021,IT_NET_BBND,Armenia,,,,,256KT2MBPS,0.04679
2021,IT_NET_BBND,Armenia,,,,,2MT10MBPS,4.87389
2021,IT_NET_BBND,Armenia,,,,,10MBPS,11.79825
2000,IT_NET_BBND,Belgium,,,,,ANYS,1.40501
2001,IT_NET_BBND,Belgium,,,,,ANYS,4.46212
2002,IT_NET_BBND,Belgium,,,,,ANYS,7.8742
2004,IT_NET_BBND,Costa Rica,,,,,ANYS,0.65677
2005,IT_NET_BBND,Costa Rica,,,,,ANYS,1.04067
2006,IT_NET_BBND,Costa Rica,,,,,ANYS,1.90324
2006,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,1.26528
2006,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,0.0677
2007,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,1.66033
2007,IT_NET_BBND,Costa Rica,,,,,ANYS,2.13963
2007,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,0.06865
2008,IT_NET_BBND,Costa Rica,,,,,ANYS,2.44205
2007,IT_NET_BBND,Italy,,,,,ANYS,17.2208
2008,IT_NET_BBND,Italy,,,,,ANYS,19.03995
2008,IT_NET_BBND,Italy,,,,,2MT10MBPS,11.40294
2008,IT_NET_BBND,Italy,,,,,256KT2MBPS,6.14499
2008,IT_NET_BBND,Italy,,,,,10MBPS,1.49202
2009,IT_NET_BBND,Italy,,,,,ANYS,20.28872
2009,IT_NET_BBND,Italy,,,,,2MT10MBPS,14.19393
2009,IT_NET_BBND,Italy,,,,,256KT2MBPS,4.7989
2009,IT_NET_BBND,Italy,,,,,10MBPS,1.62816
2008,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,2.17314
2008,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,0.09785
2009,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,0.38954
2009,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,3.47882
2009,IT_NET_BBND,Costa Rica,,,,,ANYS,4.00283
2010,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,1.53698
2010,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,7.03237
2010,IT_NET_BBND,Costa Rica,,,,,ANYS,8.57292
2010,IT_NET_BBND,Costa Rica,,,,,10MBPS,0.00357
2003,IT_NET_BBND,Belgium,,,,,ANYS,11.9483
2004,IT_NET_BBND,Belgium,,,,,ANYS,15.49272
2005,IT_NET_BBND,Belgium,,,,,ANYS,19.11751
2006,IT_NET_BBND,Belgium,,,,,ANYS,23.16537
2007,IT_NET_BBND,Belgium,,,,,ANYS,25.62138
2007,IT_NET_BBND,Belgium,,,,,10MBPS,6.96325
2007,IT_NET_BBND,Belgium,,,,,256KT2MBPS,2.6846
2007,IT_NET_BBND,Belgium,,,,,2MT10MBPS,13.61514
2008,IT_NET_BBND,Belgium,,,,,256KT2MBPS,2.13323
2010,IT_NET_BBND,Italy,,,,,ANYS,21.89484
2010,IT_NET_BBND,Italy,,,,,2MT10MBPS,15.77181
2010,IT_NET_BBND,Italy,,,,,256KT2MBPS,4.26552
2010,IT_NET_BBND,Italy,,,,,10MBPS,1.85751
2011,IT_NET_BBND,Italy,,,,,256KT2MBPS,2.87965
2011,IT_NET_BBND,Italy,,,,,10MBPS,1.8411
2011,IT_NET_BBND,Italy,,,,,2MT10MBPS,17.6477
2011,IT_NET_BBND,Italy,,,,,ANYS,22.52144
2012,IT_NET_BBND,Italy,,,,,ANYS,22.86647
2011,IT_NET_BBND,Costa Rica,,,,,10MBPS,0.00382
2011,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,2.65761
2011,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,6.17792
2011,IT_NET_BBND,Costa Rica,,,,,ANYS,8.96984
2012,IT_NET_BBND,Costa Rica,,,,,ANYS,9.47081
2012,IT_NET_BBND,Costa Rica,,,,,10MBPS,0.04976
2012,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,4.32357
2012,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,5.08631
2013,IT_NET_BBND,Costa Rica,,,,,10MBPS,0.03773
2008,IT_NET_BBND,Belgium,,,,,ANYS,27.80441
2008,IT_NET_BBND,Belgium,,,,,2MT10MBPS,13.96732
2008,IT_NET_BBND,Belgium,,,,,10MBPS,10.35829
2009,IT_NET_BBND,Belgium,,,,,ANYS,29.19321
2009,IT_NET_BBND,Belgium,,,,,256KT2MBPS,1.96099
2009,IT_NET_BBND,Belgium,,,,,2MT10MBPS,14.65164
2009,IT_NET_BBND,Belgium,,,,,10MBPS,11.56323
2010,IT_NET_BBND,Belgium,,,,,ANYS,31.00901
2010,IT_NET_BBND,Belgium,,,,,10MBPS,17.79259
2013,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,1.48925
2013,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,8.3745
2013,IT_NET_BBND,Costa Rica,,,,,ANYS,10.11958
2014,IT_NET_BBND,Costa Rica,,,,,10MBPS,0.10646
2014,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,4.35472
2014,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,5.85708
2014,IT_NET_BBND,Costa Rica,,,,,ANYS,10.65868
2015,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,5.9405
2015,IT_NET_BBND,Costa Rica,,,,,ANYS,11.41222
2012,IT_NET_BBND,Italy,,,,,2MT10MBPS,17.13078
2012,IT_NET_BBND,Italy,,,,,256KT2MBPS,2.34448
2012,IT_NET_BBND,Italy,,,,,10MBPS,2.92137
2013,IT_NET_BBND,Italy,,,,,2MT10MBPS,16.87694
2013,IT_NET_BBND,Italy,,,,,10MBPS,3.89465
2013,IT_NET_BBND,Italy,,,,,ANYS,23.23391
2013,IT_NET_BBND,Italy,,,,,256KT2MBPS,1.7745
2014,IT_NET_BBND,Italy,,,,,2MT10MBPS,18.30116
2014,IT_NET_BBND,Italy,,,,,10MBPS,5.23033
2010,IT_NET_BBND,Belgium,,,,,2MT10MBPS,12.57008
2010,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.64599
2011,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.40047
2011,IT_NET_BBND,Belgium,,,,,ANYS,32.34613
2011,IT_NET_BBND,Belgium,,,,,10MBPS,22.88322
2011,IT_NET_BBND,Belgium,,,,,2MT10MBPS,8.92626
2012,IT_NET_BBND,Belgium,,,,,ANYS,33.46897
2012,IT_NET_BBND,Belgium,,,,,10MBPS,26.32285
2012,IT_NET_BBND,Belgium,,,,,2MT10MBPS,6.66832
2014,IT_NET_BBND,Italy,,,,,256KT2MBPS,0.29673
2014,IT_NET_BBND,Italy,,,,,ANYS,23.84254
2015,IT_NET_BBND,Italy,,,,,2MT10MBPS,17.46053
2015,IT_NET_BBND,Italy,,,,,ANYS,24.73759
2015,IT_NET_BBND,Italy,,,,,256KT2MBPS,0.31141
2015,IT_NET_BBND,Italy,,,,,10MBPS,6.96565
2016,IT_NET_BBND,Italy,,,,,ANYS,25.88762
2016,IT_NET_BBND,Italy,,,,,10MBPS,14.52111
2016,IT_NET_BBND,Italy,,,,,2MT10MBPS,11.21858
2015,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,5.24178
2015,IT_NET_BBND,Costa Rica,,,,,10MBPS,0.22994
2016,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,7.59202
2016,IT_NET_BBND,Costa Rica,,,,,ANYS,12.92337
2016,IT_NET_BBND,Costa Rica,,,,,10MBPS,0.80751
2016,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,4.46317
2017,IT_NET_BBND,Costa Rica,,,,,ANYS,14.89917
2017,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,9.49253
2017,IT_NET_BBND,Costa Rica,,,,,10MBPS,1.31109
2016,IT_NET_BBND,Italy,,,,,256KT2MBPS,0.14792
2017,IT_NET_BBND,Italy,,,,,2MT10MBPS,8.8378
2017,IT_NET_BBND,Italy,,,,,256KT2MBPS,0.20736
2017,IT_NET_BBND,Italy,,,,,ANYS,27.6421
2017,IT_NET_BBND,Italy,,,,,10MBPS,18.59694
2018,IT_NET_BBND,Italy,,,,,ANYS,28.65504
2018,IT_NET_BBND,Italy,,,,,10MBPS,21.5485
2018,IT_NET_BBND,Italy,,,,,2MT10MBPS,6.93031
2018,IT_NET_BBND,Italy,,,,,256KT2MBPS,0.17623
2017,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,4.09554
2018,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,3.91441
2018,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,8.73615
2018,IT_NET_BBND,Costa Rica,,,,,ANYS,16.56076
2018,IT_NET_BBND,Costa Rica,,,,,10MBPS,3.9102
2019,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,3.17441
2019,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,4.54486
2019,IT_NET_BBND,Costa Rica,,,,,10MBPS,10.07458
2019,IT_NET_BBND,Costa Rica,,,,,ANYS,17.79385
2020,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,6.04467
2020,IT_NET_BBND,Costa Rica,,,,,10MBPS,10.07793
2020,IT_NET_BBND,Costa Rica,,,,,ANYS,19.37741
2020,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,3.25478
2021,IT_NET_BBND,Costa Rica,,,,,ANYS,20.5428
2021,IT_NET_BBND,Costa Rica,,,,,256KT2MBPS,0.4422
2021,IT_NET_BBND,Costa Rica,,,,,2MT10MBPS,4.46835
2021,IT_NET_BBND,Costa Rica,,,,,10MBPS,15.63224
2003,IT_NET_BBND,Croatia,,,,,ANYS,0.07621
2019,IT_NET_BBND,Italy,,,,,ANYS,29.25012
2019,IT_NET_BBND,Italy,,,,,10MBPS,23.27521
2019,IT_NET_BBND,Italy,,,,,2MT10MBPS,5.3663
2019,IT_NET_BBND,Italy,,,,,256KT2MBPS,0.6086
2020,IT_NET_BBND,Italy,,,,,256KT2MBPS,0.472
2020,IT_NET_BBND,Italy,,,,,ANYS,30.46825
2020,IT_NET_BBND,Italy,,,,,10MBPS,25.88073
2020,IT_NET_BBND,Italy,,,,,2MT10MBPS,4.11552
2021,IT_NET_BBND,Italy,,,,,2MT10MBPS,3.0116
2004,IT_NET_BBND,Croatia,,,,,ANYS,0.58965
2005,IT_NET_BBND,Croatia,,,,,ANYS,2.62321
2006,IT_NET_BBND,Croatia,,,,,ANYS,5.69998
2007,IT_NET_BBND,Croatia,,,,,ANYS,8.78555
2008,IT_NET_BBND,Croatia,,,,,ANYS,12.01705
2009,IT_NET_BBND,Croatia,,,,,ANYS,16.36998
2010,IT_NET_BBND,Croatia,,,,,ANYS,19.17883
2010,IT_NET_BBND,Croatia,,,,,10MBPS,0.65754
2010,IT_NET_BBND,Croatia,,,,,256KT2MBPS,0.9254
2012,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.36165
2013,IT_NET_BBND,Belgium,,,,,ANYS,34.48464
2013,IT_NET_BBND,Belgium,,,,,10MBPS,28.88683
2013,IT_NET_BBND,Belgium,,,,,2MT10MBPS,5.24189
2013,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.27013
2014,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.23807
2014,IT_NET_BBND,Belgium,,,,,ANYS,35.88888
2014,IT_NET_BBND,Belgium,,,,,10MBPS,31.31682
2014,IT_NET_BBND,Belgium,,,,,2MT10MBPS,4.334
2017,IT_NET_BBND,Netherlands (Kingdom of the),,,,,2MT10MBPS,0.60511
2017,IT_NET_BBND,Netherlands (Kingdom of the),,,,,ANYS,42.36355
2017,IT_NET_BBND,Netherlands (Kingdom of the),,,,,10MBPS,41.71386
2018,IT_NET_BBND,Netherlands (Kingdom of the),,,,,256KT2MBPS,0.03215
2018,IT_NET_BBND,Netherlands (Kingdom of the),,,,,ANYS,42.84787
2018,IT_NET_BBND,Netherlands (Kingdom of the),,,,,10MBPS,42.4264
2018,IT_NET_BBND,Netherlands (Kingdom of the),,,,,2MT10MBPS,0.38931
2019,IT_NET_BBND,Netherlands (Kingdom of the),,,,,ANYS,42.95606
2019,IT_NET_BBND,Netherlands (Kingdom of the),,,,,2MT10MBPS,0.24967
2021,IT_NET_BBND,Italy,,,,,256KT2MBPS,0.15313
2021,IT_NET_BBND,Italy,,,,,10MBPS,28.37882
2021,IT_NET_BBND,Italy,,,,,ANYS,31.54355
2000,IT_NET_BBND,Japan,,,,,ANYS,0.674
2001,IT_NET_BBND,Japan,,,,,ANYS,3.01812
2002,IT_NET_BBND,Japan,,,,,ANYS,7.38201
2003,IT_NET_BBND,Japan,,,,,ANYS,11.69952
2004,IT_NET_BBND,Japan,,,,,ANYS,15.31836
2005,IT_NET_BBND,Japan,,,,,ANYS,18.23271
2015,IT_NET_BBND,Belgium,,,,,ANYS,36.63707
2015,IT_NET_BBND,Belgium,,,,,10MBPS,33.06491
2015,IT_NET_BBND,Belgium,,,,,2MT10MBPS,3.39484
2015,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.17732
2016,IT_NET_BBND,Belgium,,,,,ANYS,37.73412
2016,IT_NET_BBND,Belgium,,,,,10MBPS,34.62408
2016,IT_NET_BBND,Belgium,,,,,2MT10MBPS,2.99963
2016,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.11042
2017,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.03093
2010,IT_NET_BBND,Croatia,,,,,2MT10MBPS,16.81672
2011,IT_NET_BBND,Croatia,,,,,2MT10MBPS,16.68916
2011,IT_NET_BBND,Croatia,,,,,ANYS,20.51625
2011,IT_NET_BBND,Croatia,,,,,10MBPS,1.96122
2011,IT_NET_BBND,Croatia,,,,,256KT2MBPS,1.14069
2012,IT_NET_BBND,Croatia,,,,,256KT2MBPS,2.28863
2012,IT_NET_BBND,Croatia,,,,,10MBPS,2.31675
2012,IT_NET_BBND,Croatia,,,,,2MT10MBPS,15.94882
2012,IT_NET_BBND,Croatia,,,,,ANYS,21.22133
2017,IT_NET_BBND,Belgium,,,,,ANYS,38.46438
2017,IT_NET_BBND,Belgium,,,,,10MBPS,36.67015
2017,IT_NET_BBND,Belgium,,,,,2MT10MBPS,1.76329
2018,IT_NET_BBND,Belgium,,,,,ANYS,39.3319
2018,IT_NET_BBND,Belgium,,,,,10MBPS,38.05634
2018,IT_NET_BBND,Belgium,,,,,2MT10MBPS,1.23143
2018,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.04413
2019,IT_NET_BBND,Belgium,,,,,ANYS,39.88254
2019,IT_NET_BBND,Belgium,,,,,10MBPS,39.17007
2006,IT_NET_BBND,Japan,,,,,ANYS,20.67116
2007,IT_NET_BBND,Japan,,,,,ANYS,22.11061
2008,IT_NET_BBND,Japan,,,,,ANYS,23.51517
2009,IT_NET_BBND,Japan,,,,,ANYS,25.65092
2010,IT_NET_BBND,Japan,,,,,ANYS,26.62009
2011,IT_NET_BBND,Japan,,,,,ANYS,27.88609
2011,IT_NET_BBND,Japan,,,,,10MBPS,24.00627
2011,IT_NET_BBND,Japan,,,,,2MT10MBPS,2.56893
2011,IT_NET_BBND,Japan,,,,,256KT2MBPS,0.68649
2019,IT_NET_BBND,Belgium,,,,,2MT10MBPS,0.62947
2019,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.08301
2020,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.04269
2020,IT_NET_BBND,Belgium,,,,,ANYS,40.9473
2020,IT_NET_BBND,Belgium,,,,,10MBPS,40.42319
2020,IT_NET_BBND,Belgium,,,,,2MT10MBPS,0.48141
2021,IT_NET_BBND,Belgium,,,,,10MBPS,42.06297
2021,IT_NET_BBND,Belgium,,,,,2MT10MBPS,0.27775
2021,IT_NET_BBND,Belgium,,,,,256KT2MBPS,0.0372
2012,IT_NET_BBND,Japan,,,,,ANYS,28.26075
2012,IT_NET_BBND,Japan,,,,,10MBPS,24.71318
2012,IT_NET_BBND,Japan,,,,,2MT10MBPS,2.23041
2012,IT_NET_BBND,Japan,,,,,256KT2MBPS,0.65396
2013,IT_NET_BBND,Japan,,,,,ANYS,28.91523
2013,IT_NET_BBND,Japan,,,,,10MBPS,25.63836
2013,IT_NET_BBND,Japan,,,,,2MT10MBPS,1.93763
2013,IT_NET_BBND,Japan,,,,,256KT2MBPS,0.49238
2014,IT_NET_BBND,Japan,,,,,ANYS,29.64378
2013,IT_NET_BBND,Croatia,,,,,2MT10MBPS,16.15269
2013,IT_NET_BBND,Croatia,,,,,256KT2MBPS,1.77572
2013,IT_NET_BBND,Croatia,,,,,10MBPS,3.49088
2013,IT_NET_BBND,Croatia,,,,,ANYS,22.15717
2014,IT_NET_BBND,Croatia,,,,,2MT10MBPS,15.7198
2014,IT_NET_BBND,Croatia,,,,,ANYS,22.98066
2014,IT_NET_BBND,Croatia,,,,,256KT2MBPS,1.54284
2014,IT_NET_BBND,Croatia,,,,,10MBPS,4.95209
2015,IT_NET_BBND,Croatia,,,,,ANYS,23.1788
2014,IT_NET_BBND,Japan,,,,,10MBPS,26.37519
2014,IT_NET_BBND,Japan,,,,,2MT10MBPS,2.04052
2014,IT_NET_BBND,Japan,,,,,256KT2MBPS,0.43748
2015,IT_NET_BBND,Japan,,,,,2MT10MBPS,1.9282
2015,IT_NET_BBND,Japan,,,,,10MBPS,27.36997
2015,IT_NET_BBND,Japan,,,,,256KT2MBPS,0.40845
2015,IT_NET_BBND,Japan,,,,,ANYS,30.54797
2016,IT_NET_BBND,Japan,,,,,ANYS,31.3445
2016,IT_NET_BBND,Japan,,,,,10MBPS,28.37124
2015,IT_NET_BBND,Croatia,,,,,2MT10MBPS,14.30861
2015,IT_NET_BBND,Croatia,,,,,256KT2MBPS,0.38883
2015,IT_NET_BBND,Croatia,,,,,10MBPS,8.48136
2016,IT_NET_BBND,Croatia,,,,,ANYS,24.71251
2016,IT_NET_BBND,Croatia,,,,,2MT10MBPS,11.32806
2016,IT_NET_BBND,Croatia,,,,,10MBPS,12.92008
2016,IT_NET_BBND,Croatia,,,,,256KT2MBPS,0.46437
2017,IT_NET_BBND,Croatia,,,,,256KT2MBPS,0.62724
2017,IT_NET_BBND,Croatia,,,,,2MT10MBPS,8.46981
2021,IT_NET_BBND,Belgium,,,,,ANYS,42.37793
2000,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,0.00065
2001,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,0.00162
2002,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,0.00507
2003,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,0.03585
2004,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,0.1602
2005,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,0.33466
2006,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,0.98569
2007,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,2.11311
2016,IT_NET_BBND,Japan,,,,,2MT10MBPS,1.75691
2016,IT_NET_BBND,Japan,,,,,256KT2MBPS,0.32832
2017,IT_NET_BBND,Japan,,,,,ANYS,32.00037
2017,IT_NET_BBND,Japan,,,,,10MBPS,29.08244
2017,IT_NET_BBND,Japan,,,,,2MT10MBPS,1.66201
2017,IT_NET_BBND,Japan,,,,,256KT2MBPS,0.30523
2018,IT_NET_BBND,Japan,,,,,2MT10MBPS,1.56944
2018,IT_NET_BBND,Japan,,,,,256KT2MBPS,0.2675
2018,IT_NET_BBND,Japan,,,,,ANYS,32.86682
2017,IT_NET_BBND,Croatia,,,,,10MBPS,17.04223
2017,IT_NET_BBND,Croatia,,,,,ANYS,26.13929
2018,IT_NET_BBND,Croatia,,,,,ANYS,27.10239
2018,IT_NET_BBND,Croatia,,,,,10MBPS,19.81509
2018,IT_NET_BBND,Croatia,,,,,2MT10MBPS,6.85233
2018,IT_NET_BBND,Croatia,,,,,256KT2MBPS,0.43497
2019,IT_NET_BBND,Croatia,,,,,256KT2MBPS,0.37358
2019,IT_NET_BBND,Croatia,,,,,2MT10MBPS,5.98922
2019,IT_NET_BBND,Croatia,,,,,10MBPS,21.59948
2008,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,4.77913
2009,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,7.53305
2010,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,3.11748
2010,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,7.00829
2010,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,10.25697
2010,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,0.1312
2011,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,11.49427
2011,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,0.19497
2011,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,6.02929
2019,IT_NET_BBND,Croatia,,,,,ANYS,27.96228
2020,IT_NET_BBND,Croatia,,,,,ANYS,25.16489
2020,IT_NET_BBND,Croatia,,,,,2MT10MBPS,4.21824
2020,IT_NET_BBND,Croatia,,,,,10MBPS,20.69997
2020,IT_NET_BBND,Croatia,,,,,256KT2MBPS,0.24668
2021,IT_NET_BBND,Croatia,,,,,2MT10MBPS,3.331
2021,IT_NET_BBND,Croatia,,,,,10MBPS,22.26628
2021,IT_NET_BBND,Croatia,,,,,ANYS,25.82399
2021,IT_NET_BBND,Croatia,,,,,256KT2MBPS,0.22672
2018,IT_NET_BBND,Japan,,,,,10MBPS,30.03457
2019,IT_NET_BBND,Japan,,,,,ANYS,33.788
2019,IT_NET_BBND,Japan,,,,,10MBPS,31.04373
2019,IT_NET_BBND,Japan,,,,,2MT10MBPS,1.46979
2019,IT_NET_BBND,Japan,,,,,256KT2MBPS,0.23284
2020,IT_NET_BBND,Japan,,,,,ANYS,35.13184
2020,IT_NET_BBND,Japan,,,,,10MBPS,32.58463
2020,IT_NET_BBND,Japan,,,,,2MT10MBPS,1.35192
2020,IT_NET_BBND,Japan,,,,,256KT2MBPS,0.13084
2021,IT_NET_BBND,Japan,,,,,256KT2MBPS,0.10061
2021,IT_NET_BBND,Japan,,,,,ANYS,36.24685
2021,IT_NET_BBND,Japan,,,,,10MBPS,33.76976
2021,IT_NET_BBND,Japan,,,,,2MT10MBPS,1.29836
2003,IT_NET_BBND,Казахстан,,,,,ANYS,0.00647
2004,IT_NET_BBND,Казахстан,,,,,ANYS,0.01287
2005,IT_NET_BBND,Казахстан,,,,,ANYS,0.01914
2006,IT_NET_BBND,Казахстан,,,,,ANYS,0.19276
2007,IT_NET_BBND,Казахстан,,,,,ANYS,1.68916
2008,IT_NET_BBND,Казахстан,,,,,ANYS,2.08255
2009,IT_NET_BBND,Казахстан,,,,,ANYS,3.51988
2009,IT_NET_BBND,Казахстан,,,,,256KT2MBPS,0.80563
2009,IT_NET_BBND,Казахстан,,,,,10MBPS,0.06445
2009,IT_NET_BBND,Казахстан,,,,,2MT10MBPS,2.35245
2010,IT_NET_BBND,Казахстан,,,,,ANYS,5.22978
2011,IT_NET_BBND,Казахстан,,,,,ANYS,7.07623
2012,IT_NET_BBND,Казахстан,,,,,10MBPS,1.80007
2012,IT_NET_BBND,Казахстан,,,,,ANYS,9.57325
2011,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,3.51392
2012,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,12.77488
2012,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,0.21919
2012,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,2.73255
2012,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,8.11888
2013,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,8.14041
2013,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,14.26664
2013,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,1.98822
2013,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,2.31841
2001,IT_NET_BBND,Cyprus,,,,,ANYS,0.35436
2002,IT_NET_BBND,Cyprus,,,,,ANYS,0.82374
2003,IT_NET_BBND,Cyprus,,,,,ANYS,1.38788
2004,IT_NET_BBND,Cyprus,,,,,ANYS,2.32879
2005,IT_NET_BBND,Cyprus,,,,,ANYS,4.28172
2006,IT_NET_BBND,Cyprus,,,,,ANYS,8.32353
2007,IT_NET_BBND,Cyprus,,,,,ANYS,12.57251
2008,IT_NET_BBND,Cyprus,,,,,ANYS,18.48111
2009,IT_NET_BBND,Cyprus,,,,,ANYS,21.48993
2012,IT_NET_BBND,Казахстан,,,,,2MT10MBPS,4.21449
2012,IT_NET_BBND,Казахстан,,,,,256KT2MBPS,2.74922
2013,IT_NET_BBND,Казахстан,,,,,10MBPS,3.92484
2013,IT_NET_BBND,Казахстан,,,,,256KT2MBPS,1.6102
2013,IT_NET_BBND,Казахстан,,,,,ANYS,11.29282
2013,IT_NET_BBND,Казахстан,,,,,2MT10MBPS,5.21068
2014,IT_NET_BBND,Казахстан,,,,,ANYS,12.20989
2014,IT_NET_BBND,Казахстан,,,,,2MT10MBPS,5.3207
2014,IT_NET_BBND,Казахстан,,,,,10MBPS,4.87181
2009,IT_NET_BBND,Cyprus,,,,,10MBPS,0.02234
2009,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,5.41253
2009,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,16.05506
2010,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,14.11586
2010,IT_NET_BBND,Cyprus,,,,,ANYS,23.15492
2010,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,7.93522
2010,IT_NET_BBND,Cyprus,,,,,10MBPS,1.10383
2011,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,20.41566
2011,IT_NET_BBND,Cyprus,,,,,ANYS,24.61125
2014,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,15.18887
2014,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,11.23538
2014,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,1.32207
2014,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,2.63143
2015,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,18.01727
2015,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,0.91121
2015,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,3.48055
2015,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,13.62553
2016,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,12.49772
2011,IT_NET_BBND,Cyprus,,,,,10MBPS,1.94165
2011,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,2.25394
2012,IT_NET_BBND,Cyprus,,,,,ANYS,25.47407
2012,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,22.33168
2012,IT_NET_BBND,Cyprus,,,,,10MBPS,3.05982
2012,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,0.0828
2013,IT_NET_BBND,Cyprus,,,,,ANYS,26.7127
2013,IT_NET_BBND,Cyprus,,,,,10MBPS,2.58718
2013,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,24.04044
2014,IT_NET_BBND,Казахстан,,,,,256KT2MBPS,1.50181
2015,IT_NET_BBND,Казахстан,,,,,2MT10MBPS,4.30087
2015,IT_NET_BBND,Казахстан,,,,,ANYS,12.90094
2015,IT_NET_BBND,Казахстан,,,,,10MBPS,5.6661
