Year,SeriesCode,Страна ,IHR Capacity,Value
2019,SH_IHR_CAPS,Ireland,SPAR03,60
2019,SH_IHR_CAPS,Ireland,SPAR10,60
2019,SH_IHR_CAPS,Ireland,SPAR07,60
2019,SH_IHR_CAPS,Ireland,SPAR13,60
2019,SH_IHR_CAPS,Ireland,SPAR11,0
2019,SH_IHR_CAPS,Ireland,SPAR12,60
2020,SH_IHR_CAPS,Ireland,SPAR01,47
2020,SH_IHR_CAPS,Ireland,SPAR11,0
2020,SH_IHR_CAPS,Ireland,SPAR12,60
2020,SH_IHR_CAPS,Ireland,SPAR13,60
2020,SH_IHR_CAPS,Ireland,SPAR08,73
2020,SH_IHR_CAPS,Ireland,SPAR09,67
2020,SH_IHR_CAPS,Ireland,SPAR10,60
2020,SH_IHR_CAPS,Ireland,SPAR07,60
2020,SH_IHR_CAPS,Ireland,SPAR06,80
2020,SH_IHR_CAPS,Ireland,SPAR03,60
2020,SH_IHR_CAPS,Ireland,SPAR04,100
2020,SH_IHR_CAPS,Ireland,SPAR02,70
2020,SH_IHR_CAPS,Ireland,SPAR05,100
2021,SH_IHR_CAPS,Ireland,SPAR2-C15,60
2021,SH_IHR_CAPS,Ireland,SPAR2-C10,80
2021,SH_IHR_CAPS,Ireland,SPAR2-C11,0
2021,SH_IHR_CAPS,Ireland,SPAR2-C13,100
2021,SH_IHR_CAPS,Ireland,SPAR2-C09,93
2021,SH_IHR_CAPS,Ireland,SPAR2-C07,73
2021,SH_IHR_CAPS,Ireland,SPAR2-C08,87
2021,SH_IHR_CAPS,Ireland,SPAR2-C14,60
2021,SH_IHR_CAPS,Ireland,SPAR2-C12,80
2021,SH_IHR_CAPS,Ireland,SPAR2-C03,40
2021,SH_IHR_CAPS,Ireland,SPAR2-C04,100
2021,SH_IHR_CAPS,Ireland,SPAR2-C02,53
2021,SH_IHR_CAPS,Ireland,SPAR2-C01,30
2021,SH_IHR_CAPS,Ireland,SPAR2-C05,80
2021,SH_IHR_CAPS,Ireland,SPAR2-C06,60
2022,SH_IHR_CAPS,Ireland,SPAR2-C08,87
2022,SH_IHR_CAPS,Ireland,SPAR2-C09,73
2022,SH_IHR_CAPS,Ireland,SPAR2-C10,60
2022,SH_IHR_CAPS,Ireland,SPAR2-C06,40
2022,SH_IHR_CAPS,Ireland,SPAR2-C05,80
2022,SH_IHR_CAPS,Ireland,SPAR2-C04,68
2022,SH_IHR_CAPS,Ireland,SPAR2-C03,20
2022,SH_IHR_CAPS,Ireland,SPAR2-C07,27
2022,SH_IHR_CAPS,Ireland,SPAR2-C11,47
2022,SH_IHR_CAPS,Ireland,SPAR2-C15,60
2022,SH_IHR_CAPS,Ireland,SPAR2-C14,60
2022,SH_IHR_CAPS,Ireland,SPAR2-C13,80
2022,SH_IHR_CAPS,Ireland,SPAR2-C12,60
2022,SH_IHR_CAPS,Ireland,SPAR2-C01,30
2022,SH_IHR_CAPS,Ireland,SPAR2-C02,47
2010,SH_IHR_CAPS,Israel,IHR02,66
2010,SH_IHR_CAPS,Israel,IHR08,100
2010,SH_IHR_CAPS,Israel,IHR10,0
2010,SH_IHR_CAPS,Israel,IHR09,18
2010,SH_IHR_CAPS,Israel,IHR12,57
2010,SH_IHR_CAPS,Israel,IHR07,33
2010,SH_IHR_CAPS,Israel,IHR03,96
2010,SH_IHR_CAPS,Israel,IHR04,94
2010,SH_IHR_CAPS,Israel,IHR05,73
2010,SH_IHR_CAPS,Israel,IHR06,100
2010,SH_IHR_CAPS,Israel,IHR13,33
2010,SH_IHR_CAPS,Israel,IHR01,50
2010,SH_IHR_CAPS,Israel,IHR11,0
2015,SH_IHR_CAPS,Israel,IHR05,100
2015,SH_IHR_CAPS,Israel,IHR04,94
2015,SH_IHR_CAPS,Israel,IHR08,50
2015,SH_IHR_CAPS,Israel,IHR07,0
2015,SH_IHR_CAPS,Israel,IHR01,0
2015,SH_IHR_CAPS,Israel,IHR13,100
2015,SH_IHR_CAPS,Israel,IHR10,89
2015,SH_IHR_CAPS,Israel,IHR09,71
2015,SH_IHR_CAPS,Israel,IHR03,50
2015,SH_IHR_CAPS,Israel,IHR02,70
2015,SH_IHR_CAPS,Israel,IHR06,100
2015,SH_IHR_CAPS,Israel,IHR11,100
2015,SH_IHR_CAPS,Israel,IHR12,100
2016,SH_IHR_CAPS,Israel,IHR09,71
2016,SH_IHR_CAPS,Israel,IHR08,50
2016,SH_IHR_CAPS,Israel,IHR07,0
2016,SH_IHR_CAPS,Israel,IHR06,100
2016,SH_IHR_CAPS,Israel,IHR02,70
2016,SH_IHR_CAPS,Israel,IHR01,0
2016,SH_IHR_CAPS,Israel,IHR13,100
2016,SH_IHR_CAPS,Israel,IHR12,100
2016,SH_IHR_CAPS,Israel,IHR11,100
2016,SH_IHR_CAPS,Israel,IHR10,89
2016,SH_IHR_CAPS,Israel,IHR03,50
2016,SH_IHR_CAPS,Israel,IHR05,100
2016,SH_IHR_CAPS,Israel,IHR04,94
2018,SH_IHR_CAPS,Israel,SPAR04,100
2018,SH_IHR_CAPS,Israel,SPAR01,93
2018,SH_IHR_CAPS,Israel,SPAR02,90
2018,SH_IHR_CAPS,Israel,SPAR03,80
2018,SH_IHR_CAPS,Israel,SPAR09,100
2018,SH_IHR_CAPS,Israel,SPAR10,100
2018,SH_IHR_CAPS,Israel,SPAR11,60
2018,SH_IHR_CAPS,Israel,SPAR13,100
2018,SH_IHR_CAPS,Israel,SPAR12,100
2018,SH_IHR_CAPS,Israel,SPAR08,100
2018,SH_IHR_CAPS,Israel,SPAR06,80
2018,SH_IHR_CAPS,Israel,SPAR05,100
2018,SH_IHR_CAPS,Israel,SPAR07,80
2019,SH_IHR_CAPS,Israel,SPAR11,10
2019,SH_IHR_CAPS,Israel,SPAR01,93
2019,SH_IHR_CAPS,Israel,SPAR07,80
2019,SH_IHR_CAPS,Israel,SPAR08,100
2019,SH_IHR_CAPS,Israel,SPAR05,100
2019,SH_IHR_CAPS,Israel,SPAR13,100
2019,SH_IHR_CAPS,Israel,SPAR12,100
2019,SH_IHR_CAPS,Israel,SPAR10,100
2019,SH_IHR_CAPS,Israel,SPAR04,100
2019,SH_IHR_CAPS,Israel,SPAR03,80
2019,SH_IHR_CAPS,Israel,SPAR02,90
2019,SH_IHR_CAPS,Israel,SPAR06,80
2019,SH_IHR_CAPS,Israel,SPAR09,100
2022,SH_IHR_CAPS,Israel,SPAR2-C04,100
2022,SH_IHR_CAPS,Israel,SPAR2-C05,100
2022,SH_IHR_CAPS,Israel,SPAR2-C06,100
2022,SH_IHR_CAPS,Israel,SPAR2-C09,73
2022,SH_IHR_CAPS,Israel,SPAR2-C07,100
2022,SH_IHR_CAPS,Israel,SPAR2-C15,100
2022,SH_IHR_CAPS,Israel,SPAR2-C02,80
2022,SH_IHR_CAPS,Israel,SPAR2-C03,60
2022,SH_IHR_CAPS,Israel,SPAR2-C08,87
2022,SH_IHR_CAPS,Israel,SPAR2-C10,73
2022,SH_IHR_CAPS,Israel,SPAR2-C01,50
2022,SH_IHR_CAPS,Israel,SPAR2-C11,100
2022,SH_IHR_CAPS,Israel,SPAR2-C12,80
2022,SH_IHR_CAPS,Israel,SPAR2-C13,80
2022,SH_IHR_CAPS,Israel,SPAR2-C14,100
2010,SH_IHR_CAPS,Italy,IHR03,76
2010,SH_IHR_CAPS,Italy,IHR02,66
2010,SH_IHR_CAPS,Italy,IHR04,84
2010,SH_IHR_CAPS,Italy,IHR01,50
2010,SH_IHR_CAPS,Italy,IHR09,93
2010,SH_IHR_CAPS,Italy,IHR05,67
2010,SH_IHR_CAPS,Italy,IHR06,70
2010,SH_IHR_CAPS,Italy,IHR07,33
2010,SH_IHR_CAPS,Italy,IHR08,92
2010,SH_IHR_CAPS,Italy,IHR11,93
2010,SH_IHR_CAPS,Italy,IHR12,78
2010,SH_IHR_CAPS,Italy,IHR13,86
2010,SH_IHR_CAPS,Italy,IHR10,92
2011,SH_IHR_CAPS,Italy,IHR07,50
2011,SH_IHR_CAPS,Italy,IHR09,80
2011,SH_IHR_CAPS,Italy,IHR10,100
2011,SH_IHR_CAPS,Italy,IHR03,80
2011,SH_IHR_CAPS,Italy,IHR02,56
2011,SH_IHR_CAPS,Italy,IHR01,50
2011,SH_IHR_CAPS,Italy,IHR11,92
2011,SH_IHR_CAPS,Italy,IHR08,100
2011,SH_IHR_CAPS,Italy,IHR12,100
2011,SH_IHR_CAPS,Italy,IHR13,83
2011,SH_IHR_CAPS,Italy,IHR06,71
2011,SH_IHR_CAPS,Italy,IHR05,67
2011,SH_IHR_CAPS,Italy,IHR04,78
2016,SH_IHR_CAPS,Italy,IHR01,100
2016,SH_IHR_CAPS,Italy,IHR02,67
2016,SH_IHR_CAPS,Italy,IHR07,60
2016,SH_IHR_CAPS,Italy,IHR11,100
2016,SH_IHR_CAPS,Italy,IHR08,96
2016,SH_IHR_CAPS,Italy,IHR10,100
2016,SH_IHR_CAPS,Italy,IHR03,95
2016,SH_IHR_CAPS,Italy,IHR04,100
2016,SH_IHR_CAPS,Italy,IHR05,73
2016,SH_IHR_CAPS,Italy,IHR13,92
2016,SH_IHR_CAPS,Italy,IHR12,100
2016,SH_IHR_CAPS,Italy,IHR09,91
2016,SH_IHR_CAPS,Italy,IHR06,100
2018,SH_IHR_CAPS,Italy,SPAR01,87
2018,SH_IHR_CAPS,Italy,SPAR07,80
2018,SH_IHR_CAPS,Italy,SPAR12,60
2018,SH_IHR_CAPS,Italy,SPAR10,60
2018,SH_IHR_CAPS,Italy,SPAR13,80
2018,SH_IHR_CAPS,Italy,SPAR08,100
2018,SH_IHR_CAPS,Italy,SPAR02,90
2018,SH_IHR_CAPS,Italy,SPAR03,100
2018,SH_IHR_CAPS,Italy,SPAR04,80
2018,SH_IHR_CAPS,Italy,SPAR05,100
2018,SH_IHR_CAPS,Italy,SPAR11,80
2018,SH_IHR_CAPS,Italy,SPAR09,93
2018,SH_IHR_CAPS,Italy,SPAR06,90
2019,SH_IHR_CAPS,Italy,SPAR05,100
2019,SH_IHR_CAPS,Italy,SPAR09,93
2019,SH_IHR_CAPS,Italy,SPAR10,80
2019,SH_IHR_CAPS,Italy,SPAR08,93
2019,SH_IHR_CAPS,Italy,SPAR12,60
2019,SH_IHR_CAPS,Italy,SPAR06,90
2019,SH_IHR_CAPS,Italy,SPAR02,90
2019,SH_IHR_CAPS,Italy,SPAR01,87
2019,SH_IHR_CAPS,Italy,SPAR13,80
2019,SH_IHR_CAPS,Italy,SPAR04,80
2019,SH_IHR_CAPS,Italy,SPAR03,100
2019,SH_IHR_CAPS,Italy,SPAR07,80
2019,SH_IHR_CAPS,Italy,SPAR11,80
2020,SH_IHR_CAPS,Italy,SPAR09,93
2020,SH_IHR_CAPS,Italy,SPAR07,60
2020,SH_IHR_CAPS,Italy,SPAR13,80
2020,SH_IHR_CAPS,Italy,SPAR06,90
2020,SH_IHR_CAPS,Italy,SPAR12,80
2020,SH_IHR_CAPS,Italy,SPAR03,100
2020,SH_IHR_CAPS,Italy,SPAR04,100
2020,SH_IHR_CAPS,Italy,SPAR01,93
2020,SH_IHR_CAPS,Italy,SPAR02,80
2020,SH_IHR_CAPS,Italy,SPAR05,100
2020,SH_IHR_CAPS,Italy,SPAR08,73
2020,SH_IHR_CAPS,Italy,SPAR11,70
2020,SH_IHR_CAPS,Italy,SPAR10,60
2021,SH_IHR_CAPS,Italy,SPAR2-C10,60
2021,SH_IHR_CAPS,Italy,SPAR2-C11,73
2021,SH_IHR_CAPS,Italy,SPAR2-C12,80
2021,SH_IHR_CAPS,Italy,SPAR2-C15,80
2021,SH_IHR_CAPS,Italy,SPAR2-C14,80
2021,SH_IHR_CAPS,Italy,SPAR2-C02,67
2021,SH_IHR_CAPS,Italy,SPAR2-C03,80
2021,SH_IHR_CAPS,Italy,SPAR2-C07,73
2021,SH_IHR_CAPS,Italy,SPAR2-C06,50
2021,SH_IHR_CAPS,Italy,SPAR2-C09,80
2021,SH_IHR_CAPS,Italy,SPAR2-C13,100
2021,SH_IHR_CAPS,Italy,SPAR2-C08,60
2021,SH_IHR_CAPS,Italy,SPAR2-C01,20
2021,SH_IHR_CAPS,Italy,SPAR2-C05,80
2021,SH_IHR_CAPS,Italy,SPAR2-C04,92
2022,SH_IHR_CAPS,Italy,SPAR2-C08,87
2022,SH_IHR_CAPS,Italy,SPAR2-C12,80
2022,SH_IHR_CAPS,Italy,SPAR2-C11,73
2022,SH_IHR_CAPS,Italy,SPAR2-C09,47
2022,SH_IHR_CAPS,Italy,SPAR2-C13,100
2022,SH_IHR_CAPS,Italy,SPAR2-C15,80
2022,SH_IHR_CAPS,Italy,SPAR2-C06,50
2022,SH_IHR_CAPS,Italy,SPAR2-C07,73
2022,SH_IHR_CAPS,Italy,SPAR2-C05,70
2022,SH_IHR_CAPS,Italy,SPAR2-C10,60
2022,SH_IHR_CAPS,Italy,SPAR2-C04,88
2022,SH_IHR_CAPS,Italy,SPAR2-C01,30
2022,SH_IHR_CAPS,Italy,SPAR2-C03,70
2022,SH_IHR_CAPS,Italy,SPAR2-C02,67
2022,SH_IHR_CAPS,Italy,SPAR2-C14,80
2010,SH_IHR_CAPS,Japan,IHR03,80
2010,SH_IHR_CAPS,Japan,IHR02,100
2010,SH_IHR_CAPS,Japan,IHR04,100
2010,SH_IHR_CAPS,Japan,IHR05,100
2010,SH_IHR_CAPS,Japan,IHR06,70
2010,SH_IHR_CAPS,Japan,IHR07,100
2010,SH_IHR_CAPS,Japan,IHR09,75
2010,SH_IHR_CAPS,Japan,IHR08,100
2010,SH_IHR_CAPS,Japan,IHR11,100
2010,SH_IHR_CAPS,Japan,IHR10,92
2010,SH_IHR_CAPS,Japan,IHR12,100
2010,SH_IHR_CAPS,Japan,IHR13,100
2010,SH_IHR_CAPS,Japan,IHR01,100
2011,SH_IHR_CAPS,Japan,IHR09,85
2011,SH_IHR_CAPS,Japan,IHR01,100
2011,SH_IHR_CAPS,Japan,IHR02,100
2011,SH_IHR_CAPS,Japan,IHR03,100
2011,SH_IHR_CAPS,Japan,IHR04,100
2011,SH_IHR_CAPS,Japan,IHR12,100
2011,SH_IHR_CAPS,Japan,IHR10,100
2011,SH_IHR_CAPS,Japan,IHR06,100
2011,SH_IHR_CAPS,Japan,IHR07,100
2011,SH_IHR_CAPS,Japan,IHR05,100
2011,SH_IHR_CAPS,Japan,IHR08,100
2011,SH_IHR_CAPS,Japan,IHR13,100
2011,SH_IHR_CAPS,Japan,IHR11,100
2012,SH_IHR_CAPS,Japan,IHR03,100
2012,SH_IHR_CAPS,Japan,IHR02,100
2012,SH_IHR_CAPS,Japan,IHR10,100
2012,SH_IHR_CAPS,Japan,IHR13,100
2012,SH_IHR_CAPS,Japan,IHR12,100
2012,SH_IHR_CAPS,Japan,IHR08,100
2012,SH_IHR_CAPS,Japan,IHR07,100
2012,SH_IHR_CAPS,Japan,IHR06,100
2012,SH_IHR_CAPS,Japan,IHR05,100
2012,SH_IHR_CAPS,Japan,IHR04,87
2012,SH_IHR_CAPS,Japan,IHR11,100
2012,SH_IHR_CAPS,Japan,IHR01,100
2012,SH_IHR_CAPS,Japan,IHR09,94
2013,SH_IHR_CAPS,Japan,IHR11,100
2013,SH_IHR_CAPS,Japan,IHR09,94
2013,SH_IHR_CAPS,Japan,IHR08,100
2013,SH_IHR_CAPS,Japan,IHR07,100
2013,SH_IHR_CAPS,Japan,IHR06,100
2013,SH_IHR_CAPS,Japan,IHR02,100
2013,SH_IHR_CAPS,Japan,IHR01,100
2013,SH_IHR_CAPS,Japan,IHR13,100
2013,SH_IHR_CAPS,Japan,IHR12,100
2013,SH_IHR_CAPS,Japan,IHR05,100
2013,SH_IHR_CAPS,Japan,IHR04,94
2013,SH_IHR_CAPS,Japan,IHR03,100
2013,SH_IHR_CAPS,Japan,IHR10,100
2014,SH_IHR_CAPS,Japan,IHR08,100
2014,SH_IHR_CAPS,Japan,IHR07,100
2014,SH_IHR_CAPS,Japan,IHR06,100
2014,SH_IHR_CAPS,Japan,IHR05,100
2014,SH_IHR_CAPS,Japan,IHR04,87
2014,SH_IHR_CAPS,Japan,IHR13,100
2014,SH_IHR_CAPS,Japan,IHR11,100
2014,SH_IHR_CAPS,Japan,IHR12,100
2014,SH_IHR_CAPS,Japan,IHR03,100
2014,SH_IHR_CAPS,Japan,IHR02,100
2014,SH_IHR_CAPS,Japan,IHR01,75
2014,SH_IHR_CAPS,Japan,IHR09,94
2014,SH_IHR_CAPS,Japan,IHR10,100
2015,SH_IHR_CAPS,Japan,IHR09,94
2015,SH_IHR_CAPS,Japan,IHR10,100
2015,SH_IHR_CAPS,Japan,IHR11,100
2015,SH_IHR_CAPS,Japan,IHR12,100
2015,SH_IHR_CAPS,Japan,IHR03,100
2015,SH_IHR_CAPS,Japan,IHR07,100
2015,SH_IHR_CAPS,Japan,IHR08,100
2015,SH_IHR_CAPS,Japan,IHR02,100
2015,SH_IHR_CAPS,Japan,IHR01,100
2015,SH_IHR_CAPS,Japan,IHR04,100
2015,SH_IHR_CAPS,Japan,IHR05,100
2015,SH_IHR_CAPS,Japan,IHR13,100
2015,SH_IHR_CAPS,Japan,IHR06,100
2016,SH_IHR_CAPS,Japan,IHR07,100
2016,SH_IHR_CAPS,Japan,IHR13,100
2016,SH_IHR_CAPS,Japan,IHR12,100
2016,SH_IHR_CAPS,Japan,IHR11,100
2016,SH_IHR_CAPS,Japan,IHR03,100
2016,SH_IHR_CAPS,Japan,IHR10,100
2016,SH_IHR_CAPS,Japan,IHR04,100
2016,SH_IHR_CAPS,Japan,IHR05,100
2016,SH_IHR_CAPS,Japan,IHR06,100
2016,SH_IHR_CAPS,Japan,IHR02,100
2016,SH_IHR_CAPS,Japan,IHR01,100
2016,SH_IHR_CAPS,Japan,IHR08,100
2016,SH_IHR_CAPS,Japan,IHR09,94
2017,SH_IHR_CAPS,Japan,IHR06,100
2017,SH_IHR_CAPS,Japan,IHR07,100
2017,SH_IHR_CAPS,Japan,IHR09,94
2017,SH_IHR_CAPS,Japan,IHR13,100
2017,SH_IHR_CAPS,Japan,IHR12,100
2017,SH_IHR_CAPS,Japan,IHR01,100
2017,SH_IHR_CAPS,Japan,IHR04,100
2017,SH_IHR_CAPS,Japan,IHR05,100
2017,SH_IHR_CAPS,Japan,IHR02,100
2017,SH_IHR_CAPS,Japan,IHR03,100
2017,SH_IHR_CAPS,Japan,IHR10,100
2017,SH_IHR_CAPS,Japan,IHR11,100
2017,SH_IHR_CAPS,Japan,IHR08,100
2019,SH_IHR_CAPS,Japan,SPAR09,100
2019,SH_IHR_CAPS,Japan,SPAR04,100
2019,SH_IHR_CAPS,Japan,SPAR01,100
2019,SH_IHR_CAPS,Japan,SPAR03,100
2019,SH_IHR_CAPS,Japan,SPAR11,100
2019,SH_IHR_CAPS,Japan,SPAR12,100
2019,SH_IHR_CAPS,Japan,SPAR02,100
2019,SH_IHR_CAPS,Japan,SPAR05,100
2019,SH_IHR_CAPS,Japan,SPAR13,100
2019,SH_IHR_CAPS,Japan,SPAR07,80
2019,SH_IHR_CAPS,Japan,SPAR10,60
2019,SH_IHR_CAPS,Japan,SPAR06,100
2019,SH_IHR_CAPS,Japan,SPAR08,100
2020,SH_IHR_CAPS,Japan,SPAR13,100
2020,SH_IHR_CAPS,Japan,SPAR03,100
2020,SH_IHR_CAPS,Japan,SPAR12,100
2020,SH_IHR_CAPS,Japan,SPAR06,100
2020,SH_IHR_CAPS,Japan,SPAR02,100
2020,SH_IHR_CAPS,Japan,SPAR01,100
2020,SH_IHR_CAPS,Japan,SPAR04,100
2020,SH_IHR_CAPS,Japan,SPAR07,80
2020,SH_IHR_CAPS,Japan,SPAR08,100
2020,SH_IHR_CAPS,Japan,SPAR11,100
2020,SH_IHR_CAPS,Japan,SPAR10,60
2020,SH_IHR_CAPS,Japan,SPAR09,100
2020,SH_IHR_CAPS,Japan,SPAR05,100
2021,SH_IHR_CAPS,Japan,SPAR2-C06,100
2021,SH_IHR_CAPS,Japan,SPAR2-C07,100
2021,SH_IHR_CAPS,Japan,SPAR2-C11,100
2021,SH_IHR_CAPS,Japan,SPAR2-C12,100
2021,SH_IHR_CAPS,Japan,SPAR2-C13,100
2021,SH_IHR_CAPS,Japan,SPAR2-C15,100
2021,SH_IHR_CAPS,Japan,SPAR2-C14,100
2021,SH_IHR_CAPS,Japan,SPAR2-C01,70
2021,SH_IHR_CAPS,Japan,SPAR2-C02,100
2021,SH_IHR_CAPS,Japan,SPAR2-C03,100
2021,SH_IHR_CAPS,Japan,SPAR2-C05,100
2021,SH_IHR_CAPS,Japan,SPAR2-C09,100
2021,SH_IHR_CAPS,Japan,SPAR2-C08,100
2021,SH_IHR_CAPS,Japan,SPAR2-C04,100
2021,SH_IHR_CAPS,Japan,SPAR2-C10,100
2022,SH_IHR_CAPS,Japan,SPAR2-C10,100
2022,SH_IHR_CAPS,Japan,SPAR2-C11,100
2022,SH_IHR_CAPS,Japan,SPAR2-C15,100
2022,SH_IHR_CAPS,Japan,SPAR2-C06,100
2022,SH_IHR_CAPS,Japan,SPAR2-C01,80
2022,SH_IHR_CAPS,Japan,SPAR2-C13,100
2022,SH_IHR_CAPS,Japan,SPAR2-C12,100
2022,SH_IHR_CAPS,Japan,SPAR2-C14,100
2022,SH_IHR_CAPS,Japan,SPAR2-C07,100
2022,SH_IHR_CAPS,Japan,SPAR2-C08,100
2022,SH_IHR_CAPS,Japan,SPAR2-C09,100
2022,SH_IHR_CAPS,Japan,SPAR2-C04,100
2022,SH_IHR_CAPS,Japan,SPAR2-C02,100
2022,SH_IHR_CAPS,Japan,SPAR2-C05,100
2022,SH_IHR_CAPS,Japan,SPAR2-C03,100
2011,SH_IHR_CAPS,Казахстан,IHR12,100
2011,SH_IHR_CAPS,Казахстан,IHR01,75
2011,SH_IHR_CAPS,Казахстан,IHR11,100
2011,SH_IHR_CAPS,Казахстан,IHR10,89
2011,SH_IHR_CAPS,Казахстан,IHR02,53
2011,SH_IHR_CAPS,Казахстан,IHR13,100
2011,SH_IHR_CAPS,Казахстан,IHR09,84
2011,SH_IHR_CAPS,Казахстан,IHR08,100
2011,SH_IHR_CAPS,Казахстан,IHR07,100
2011,SH_IHR_CAPS,Казахстан,IHR06,43
2011,SH_IHR_CAPS,Казахстан,IHR05,90
2011,SH_IHR_CAPS,Казахстан,IHR04,78
2011,SH_IHR_CAPS,Казахстан,IHR03,70
2012,SH_IHR_CAPS,Казахстан,IHR10,89
2012,SH_IHR_CAPS,Казахстан,IHR09,97
2012,SH_IHR_CAPS,Казахстан,IHR11,100
2012,SH_IHR_CAPS,Казахстан,IHR06,43
2012,SH_IHR_CAPS,Казахстан,IHR01,100
2012,SH_IHR_CAPS,Казахстан,IHR05,90
2012,SH_IHR_CAPS,Казахстан,IHR13,100
2012,SH_IHR_CAPS,Казахстан,IHR12,100
2012,SH_IHR_CAPS,Казахстан,IHR04,76
2012,SH_IHR_CAPS,Казахстан,IHR03,70
2012,SH_IHR_CAPS,Казахстан,IHR02,53
2012,SH_IHR_CAPS,Казахстан,IHR08,96
2012,SH_IHR_CAPS,Казахстан,IHR07,100
2013,SH_IHR_CAPS,Казахстан,IHR05,50
2013,SH_IHR_CAPS,Казахстан,IHR02,53
2013,SH_IHR_CAPS,Казахстан,IHR10,89
2013,SH_IHR_CAPS,Казахстан,IHR11,100
2013,SH_IHR_CAPS,Казахстан,IHR12,100
2013,SH_IHR_CAPS,Казахстан,IHR13,100
2013,SH_IHR_CAPS,Казахстан,IHR03,70
2013,SH_IHR_CAPS,Казахстан,IHR04,76
2013,SH_IHR_CAPS,Казахстан,IHR06,43
2013,SH_IHR_CAPS,Казахстан,IHR07,100
2013,SH_IHR_CAPS,Казахстан,IHR01,100
2013,SH_IHR_CAPS,Казахстан,IHR09,100
2013,SH_IHR_CAPS,Казахстан,IHR08,86
2014,SH_IHR_CAPS,Казахстан,IHR13,100
2014,SH_IHR_CAPS,Казахстан,IHR09,94
2014,SH_IHR_CAPS,Казахстан,IHR08,96
2014,SH_IHR_CAPS,Казахстан,IHR07,100
2014,SH_IHR_CAPS,Казахстан,IHR06,43
2014,SH_IHR_CAPS,Казахстан,IHR05,83
2014,SH_IHR_CAPS,Казахстан,IHR01,100
2014,SH_IHR_CAPS,Казахстан,IHR02,53
2014,SH_IHR_CAPS,Казахстан,IHR03,70
2014,SH_IHR_CAPS,Казахстан,IHR04,76
2014,SH_IHR_CAPS,Казахстан,IHR12,100
2014,SH_IHR_CAPS,Казахстан,IHR11,100
2014,SH_IHR_CAPS,Казахстан,IHR10,89
2015,SH_IHR_CAPS,Казахстан,IHR03,70
2015,SH_IHR_CAPS,Казахстан,IHR04,76
2015,SH_IHR_CAPS,Казахстан,IHR05,83
2015,SH_IHR_CAPS,Казахстан,IHR02,53
2015,SH_IHR_CAPS,Казахстан,IHR07,100
2015,SH_IHR_CAPS,Казахстан,IHR12,85
2015,SH_IHR_CAPS,Казахстан,IHR13,100
2015,SH_IHR_CAPS,Казахстан,IHR11,100
2015,SH_IHR_CAPS,Казахстан,IHR10,89
2015,SH_IHR_CAPS,Казахстан,IHR01,100
2015,SH_IHR_CAPS,Казахстан,IHR06,43
2015,SH_IHR_CAPS,Казахстан,IHR09,18
2015,SH_IHR_CAPS,Казахстан,IHR08,96
2018,SH_IHR_CAPS,Казахстан,SPAR07,80
2018,SH_IHR_CAPS,Казахстан,SPAR13,100
2018,SH_IHR_CAPS,Казахстан,SPAR04,20
2018,SH_IHR_CAPS,Казахстан,SPAR11,100
2018,SH_IHR_CAPS,Казахстан,SPAR01,67
2018,SH_IHR_CAPS,Казахстан,SPAR09,80
2018,SH_IHR_CAPS,Казахстан,SPAR12,80
2018,SH_IHR_CAPS,Казахстан,SPAR10,80
2018,SH_IHR_CAPS,Казахстан,SPAR05,67
2018,SH_IHR_CAPS,Казахстан,SPAR06,90
2018,SH_IHR_CAPS,Казахстан,SPAR08,40
2018,SH_IHR_CAPS,Казахстан,SPAR03,80
2018,SH_IHR_CAPS,Казахстан,SPAR02,40
2019,SH_IHR_CAPS,Казахстан,SPAR09,93
2019,SH_IHR_CAPS,Казахстан,SPAR08,87
2019,SH_IHR_CAPS,Казахстан,SPAR07,80
2019,SH_IHR_CAPS,Казахстан,SPAR04,80
2019,SH_IHR_CAPS,Казахстан,SPAR12,80
2019,SH_IHR_CAPS,Казахстан,SPAR03,80
2019,SH_IHR_CAPS,Казахстан,SPAR06,80
2019,SH_IHR_CAPS,Казахстан,SPAR05,80
2019,SH_IHR_CAPS,Казахстан,SPAR10,80
2019,SH_IHR_CAPS,Казахстан,SPAR11,80
2019,SH_IHR_CAPS,Казахстан,SPAR13,80
2019,SH_IHR_CAPS,Казахстан,SPAR02,90
2019,SH_IHR_CAPS,Казахстан,SPAR01,80
2020,SH_IHR_CAPS,Казахстан,SPAR08,87
2020,SH_IHR_CAPS,Казахстан,SPAR07,80
2020,SH_IHR_CAPS,Казахстан,SPAR05,80
2020,SH_IHR_CAPS,Казахстан,SPAR06,80
2020,SH_IHR_CAPS,Казахстан,SPAR10,80
2020,SH_IHR_CAPS,Казахстан,SPAR01,87
2020,SH_IHR_CAPS,Казахстан,SPAR02,100
2020,SH_IHR_CAPS,Казахстан,SPAR03,80
2020,SH_IHR_CAPS,Казахстан,SPAR04,80
2020,SH_IHR_CAPS,Казахстан,SPAR11,50
2020,SH_IHR_CAPS,Казахстан,SPAR12,80
2020,SH_IHR_CAPS,Казахстан,SPAR13,80
2020,SH_IHR_CAPS,Казахстан,SPAR09,93
2021,SH_IHR_CAPS,Казахстан,SPAR2-C02,93
2021,SH_IHR_CAPS,Казахстан,SPAR2-C04,80
2021,SH_IHR_CAPS,Казахстан,SPAR2-C03,90
