Year,SeriesCode,Country,Migratory status,Sex,Value
2021,SL_EMP_FTLINJUR,Georgia,NONMIG,Both sexes,0.0
2013,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Female,0.22
2013,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Male,3.17
2013,SL_EMP_FTLINJUR,Poland,NONMIG,Both sexes,1.68
2013,SL_EMP_FTLINJUR,Poland,NONMIG,Male,2.88
2013,SL_EMP_FTLINJUR,Poland,NONMIG,Female,0.22
2013,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,1.83
2014,SL_EMP_FTLINJUR,Poland,NONMIG,Both sexes,1.61
2021,SL_EMP_FTLINJUR,Georgia,NONMIG,Female,0.0
2021,SL_EMP_FTLINJUR,Georgia,Total or no breakdown,Female,0.0
2021,SL_EMP_FTLINJUR,Georgia,MIGPER,Both sexes,0.0
2021,SL_EMP_FTLINJUR,Georgia,MIGPER,Female,0.0
2021,SL_EMP_FTLINJUR,Georgia,Total or no breakdown,Both sexes,3.0
2021,SL_EMP_FTLINJUR,Georgia,NONMIG,Male,0.0
2009,SL_EMP_FTLINJUR,Germany,NONMIG,Female,0.13
2014,SL_EMP_FTLINJUR,Poland,NONMIG,Male,2.78
2014,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Female,0.19
2014,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,1.75
2014,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Male,3.04
2014,SL_EMP_FTLINJUR,Poland,NONMIG,Female,0.19
2015,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Female,0.24
2015,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Male,3.25
2015,SL_EMP_FTLINJUR,Poland,NONMIG,Female,0.24
2009,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Male,1.78
2009,SL_EMP_FTLINJUR,Germany,NONMIG,Both sexes,1.09
2009,SL_EMP_FTLINJUR,Germany,NONMIG,Male,1.85
2009,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,1.06
2009,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Female,0.14
2010,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Male,2.12
2010,SL_EMP_FTLINJUR,Germany,NONMIG,Female,0.16
2015,SL_EMP_FTLINJUR,Poland,NONMIG,Both sexes,1.71
2015,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,1.9
2015,SL_EMP_FTLINJUR,Poland,NONMIG,Male,2.91
2016,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,1.54
2017,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,2.0
2018,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,1.56
2019,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,1.1
2010,SL_EMP_FTLINJUR,Germany,NONMIG,Male,2.15
2010,SL_EMP_FTLINJUR,Germany,NONMIG,Both sexes,1.22
2010,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,1.2
2010,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Female,0.15
2011,SL_EMP_FTLINJUR,Germany,NONMIG,Male,2.23
2011,SL_EMP_FTLINJUR,Germany,NONMIG,Both sexes,1.21
2011,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Female,0.09
2011,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Male,2.16
2011,SL_EMP_FTLINJUR,Germany,NONMIG,Female,0.1
2011,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,1.18
2012,SL_EMP_FTLINJUR,Germany,NONMIG,Female,0.2
2012,SL_EMP_FTLINJUR,Germany,NONMIG,Male,2.14
2012,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Male,2.07
2012,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,1.19
2020,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,1.38
2020,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Female,0.11
2020,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Male,2.46
2000,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,14.3
2000,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,1.1
2000,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,8.7
2001,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,14.0
2001,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.7
2012,SL_EMP_FTLINJUR,Germany,NONMIG,Both sexes,1.21
2012,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Female,0.21
2013,SL_EMP_FTLINJUR,Germany,NONMIG,Male,1.82
2013,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,0.99
2013,SL_EMP_FTLINJUR,Germany,NONMIG,Female,0.09
2013,SL_EMP_FTLINJUR,Germany,NONMIG,Both sexes,0.98
2013,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Male,1.82
2001,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,8.3
2002,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,13.4
2002,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.9
2002,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,8.1
2003,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.7
2003,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,7.1
2003,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,11.7
2004,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,7.0
2004,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,12.0
2004,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.4
2005,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.7
2005,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,11.7
2005,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,7.0
2006,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,12.0
2006,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,6.0
2006,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.4
2007,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.4
2007,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,6.3
2007,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,10.8
2009,SL_EMP_FTLINJUR,Portugal,NONMIG,Male,7.44
2009,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,4.21
2009,SL_EMP_FTLINJUR,Portugal,NONMIG,Female,0.26
2009,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.25
2009,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,7.7
2009,SL_EMP_FTLINJUR,Portugal,NONMIG,Both sexes,4.09
2010,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.26
2010,SL_EMP_FTLINJUR,Portugal,NONMIG,Both sexes,4.14
2010,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,7.83
2010,SL_EMP_FTLINJUR,Portugal,NONMIG,Female,0.27
2010,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,4.28
2010,SL_EMP_FTLINJUR,Portugal,NONMIG,Male,7.54
2011,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,5.12
2011,SL_EMP_FTLINJUR,Portugal,NONMIG,Male,7.75
2011,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.57
2011,SL_EMP_FTLINJUR,Portugal,NONMIG,Both sexes,4.74
2013,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Female,0.08
2014,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,1.1
2014,SL_EMP_FTLINJUR,Germany,NONMIG,Male,1.99
2014,SL_EMP_FTLINJUR,Germany,NONMIG,Both sexes,1.11
2014,SL_EMP_FTLINJUR,Germany,NONMIG,Female,0.16
2014,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Male,1.96
2014,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Female,0.16
2015,SL_EMP_FTLINJUR,Germany,NONMIG,Female,0.14
2015,SL_EMP_FTLINJUR,Germany,NONMIG,Both sexes,0.98
2015,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Female,0.13
2015,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,0.97
2015,SL_EMP_FTLINJUR,Germany,NONMIG,Male,1.77
2015,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Male,1.73
2016,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,0.96
2011,SL_EMP_FTLINJUR,Portugal,NONMIG,Female,0.46
2011,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,8.33
2012,SL_EMP_FTLINJUR,Portugal,NONMIG,Male,7.66
2012,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.4
2012,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,4.8
2012,SL_EMP_FTLINJUR,Portugal,NONMIG,Female,0.28
2017,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,0.89
2018,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,0.78
2019,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,0.79
2020,SL_EMP_FTLINJUR,Germany,Total or no breakdown,Both sexes,0.73
2000,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,4.1
2001,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,5.9
2002,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,5.3
2003,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,5.43
2009,SL_EMP_FTLINJUR,Greece,NONMIG,Both sexes,0.44
2009,SL_EMP_FTLINJUR,Greece,NONMIG,Female,0.12
2009,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Male,1.07
2009,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Female,0.22
2009,SL_EMP_FTLINJUR,Greece,NONMIG,Male,0.66
2009,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,0.73
2010,SL_EMP_FTLINJUR,Greece,NONMIG,Male,0.68
2010,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Female,0.23
2010,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Male,1.1
2010,SL_EMP_FTLINJUR,Greece,NONMIG,Both sexes,0.45
2010,SL_EMP_FTLINJUR,Greece,NONMIG,Female,0.12
2010,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,0.75
2011,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Female,0.0
2011,SL_EMP_FTLINJUR,Greece,NONMIG,Male,1.53
2011,SL_EMP_FTLINJUR,Greece,NONMIG,Both sexes,0.91
2011,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,0.88
2011,SL_EMP_FTLINJUR,Greece,NONMIG,Female,0.0
2011,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Male,1.47
2012,SL_EMP_FTLINJUR,Greece,NONMIG,Male,0.92
2012,SL_EMP_FTLINJUR,Greece,NONMIG,Both sexes,0.55
2012,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,0.72
2012,SL_EMP_FTLINJUR,Greece,NONMIG,Female,0.0
2012,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Male,1.21
2012,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Female,0.0
2013,SL_EMP_FTLINJUR,Greece,NONMIG,Male,0.99
2013,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,0.65
2013,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Male,1.11
2012,SL_EMP_FTLINJUR,Portugal,NONMIG,Both sexes,4.55
2012,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,8.03
2013,SL_EMP_FTLINJUR,Portugal,NONMIG,Female,0.29
2013,SL_EMP_FTLINJUR,Portugal,NONMIG,Both sexes,3.68
2013,SL_EMP_FTLINJUR,Portugal,NONMIG,Male,6.85
2013,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,3.63
2013,SL_EMP_FTLINJUR,Greece,NONMIG,Female,0.0
2013,SL_EMP_FTLINJUR,Greece,NONMIG,Both sexes,0.58
2013,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Female,0.0
2014,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Male,1.26
2014,SL_EMP_FTLINJUR,Greece,NONMIG,Both sexes,0.61
2014,SL_EMP_FTLINJUR,Greece,NONMIG,Male,0.95
2014,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Female,0.14
2014,SL_EMP_FTLINJUR,Greece,NONMIG,Female,0.15
2014,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,0.79
2015,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Female,0.0
2015,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Male,2.19
2015,SL_EMP_FTLINJUR,Greece,NONMIG,Female,0.0
2015,SL_EMP_FTLINJUR,Greece,NONMIG,Male,1.85
2015,SL_EMP_FTLINJUR,Greece,NONMIG,Both sexes,1.0
2013,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.28
2013,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,6.77
2014,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,6.6
2014,SL_EMP_FTLINJUR,Portugal,NONMIG,Male,6.52
2014,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.37
2014,SL_EMP_FTLINJUR,Portugal,NONMIG,Both sexes,3.51
2014,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,3.58
2015,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,1.19
2016,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,1.25
2016,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Female,0.45
2016,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Male,1.83
2017,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,1.22
2018,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,0.97
2019,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,0.92
2014,SL_EMP_FTLINJUR,Portugal,NONMIG,Female,0.28
2015,SL_EMP_FTLINJUR,Portugal,NONMIG,Both sexes,3.44
2015,SL_EMP_FTLINJUR,Portugal,NONMIG,Female,0.09
2015,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,3.54
2015,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Male,6.81
2015,SL_EMP_FTLINJUR,Portugal,NONMIG,Male,6.61
2015,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Female,0.09
2020,SL_EMP_FTLINJUR,Greece,Total or no breakdown,Both sexes,0.88
2000,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,3.98
2001,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,5.39
2001,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.52
2001,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,3.21
2002,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,4.21
2002,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.8
2002,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,7.05
2016,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,3.0
2017,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,2.94
2018,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,2.12
2019,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,2.12
2020,SL_EMP_FTLINJUR,Portugal,Total or no breakdown,Both sexes,2.72
2000,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,8.0
2001,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,7.07
2003,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.23
2003,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,6.07
2003,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,3.39
2004,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,7.13
2004,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,4.1
2004,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.5
2005,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,3.2
2005,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.22
2002,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,7.0
2003,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,7.0
2004,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,7.0
2005,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,8.99
2006,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,7.17
2007,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,8.41
2008,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,9.0
2009,SL_EMP_FTLINJUR,Romania,NONMIG,Female,0.85
2005,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,5.72
2006,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,5.38
2006,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,3.13
2006,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.44
2007,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.11
2007,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,3.01
2007,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,5.41
2008,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,5.07
2009,SL_EMP_FTLINJUR,Romania,NONMIG,Male,7.3
2009,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,4.45
2009,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Female,0.84
2009,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Male,7.37
2009,SL_EMP_FTLINJUR,Romania,NONMIG,Both sexes,4.41
2010,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Female,0.93
2010,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,5.3
2008,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.51
2008,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,2.99
2009,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,2.67
2009,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.4
2009,SL_EMP_FTLINJUR,Hungary,NONMIG,Female,0.41
2009,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,4.6
2009,SL_EMP_FTLINJUR,Hungary,NONMIG,Both sexes,2.59
2009,SL_EMP_FTLINJUR,Hungary,NONMIG,Male,4.44
2010,SL_EMP_FTLINJUR,Romania,NONMIG,Both sexes,5.25
2010,SL_EMP_FTLINJUR,Romania,NONMIG,Male,9.29
2010,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Male,9.38
2010,SL_EMP_FTLINJUR,Romania,NONMIG,Female,0.93
2011,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,6.39
2011,SL_EMP_FTLINJUR,Romania,NONMIG,Both sexes,6.31
2011,SL_EMP_FTLINJUR,Romania,NONMIG,Male,12.1
2010,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,4.8
2010,SL_EMP_FTLINJUR,Hungary,NONMIG,Male,4.63
2010,SL_EMP_FTLINJUR,Hungary,NONMIG,Female,0.41
2010,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.41
2010,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,2.74
2010,SL_EMP_FTLINJUR,Hungary,NONMIG,Both sexes,2.65
2011,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,4.69
2011,SL_EMP_FTLINJUR,Hungary,NONMIG,Female,0.24
2011,SL_EMP_FTLINJUR,Romania,NONMIG,Female,1.06
2011,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Female,1.06
2011,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Male,12.27
2012,SL_EMP_FTLINJUR,Romania,NONMIG,Female,0.6
2012,SL_EMP_FTLINJUR,Romania,NONMIG,Male,11.56
2012,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Female,0.6
2012,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,5.78
2011,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.24
2011,SL_EMP_FTLINJUR,Hungary,NONMIG,Male,4.61
2011,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,2.44
2011,SL_EMP_FTLINJUR,Hungary,NONMIG,Both sexes,2.4
2012,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.22
2012,SL_EMP_FTLINJUR,Hungary,NONMIG,Female,0.11
2012,SL_EMP_FTLINJUR,Hungary,NONMIG,Both sexes,1.64
2012,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,1.73
2012,SL_EMP_FTLINJUR,Romania,NONMIG,Both sexes,5.78
2012,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Male,11.55
2013,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Male,11.17
2013,SL_EMP_FTLINJUR,Romania,NONMIG,Both sexes,5.61
2013,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,5.6
2013,SL_EMP_FTLINJUR,Romania,NONMIG,Male,11.19
2013,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Female,0.59
2012,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,3.03
2012,SL_EMP_FTLINJUR,Hungary,NONMIG,Male,2.95
2013,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,1.42
2013,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,2.54
2013,SL_EMP_FTLINJUR,Hungary,NONMIG,Female,0.11
2013,SL_EMP_FTLINJUR,Hungary,NONMIG,Both sexes,1.43
2013,SL_EMP_FTLINJUR,Hungary,NONMIG,Male,2.56
2013,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.11
2014,SL_EMP_FTLINJUR,Hungary,NONMIG,Both sexes,2.21
2014,SL_EMP_FTLINJUR,Hungary,NONMIG,Female,0.23
2014,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.23
2014,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,2.25
2014,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,4.07
2014,SL_EMP_FTLINJUR,Hungary,NONMIG,Male,4.0
2015,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.45
2015,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,3.93
2013,SL_EMP_FTLINJUR,Romania,NONMIG,Female,0.59
2014,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,5.52
2014,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Male,11.21
2014,SL_EMP_FTLINJUR,Romania,NONMIG,Female,0.39
2014,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Female,0.38
2014,SL_EMP_FTLINJUR,Romania,NONMIG,Both sexes,5.49
2014,SL_EMP_FTLINJUR,Romania,NONMIG,Male,11.13
2015,SL_EMP_FTLINJUR,Hungary,NONMIG,Male,3.96
2015,SL_EMP_FTLINJUR,Hungary,NONMIG,Both sexes,2.3
2015,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,2.29
2015,SL_EMP_FTLINJUR,Hungary,NONMIG,Female,0.45
2016,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,3.2
2016,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,1.8
2016,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.2
2017,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,2.01
2015,SL_EMP_FTLINJUR,Romania,NONMIG,Male,10.06
2015,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,5.56
2015,SL_EMP_FTLINJUR,Romania,NONMIG,Female,0.5
2015,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Male,10.13
2015,SL_EMP_FTLINJUR,Romania,NONMIG,Both sexes,5.52
2015,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Female,0.5
2016,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,3.77
2018,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,1.97
2019,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,2.09
2020,SL_EMP_FTLINJUR,Hungary,MIGPER,Female,0.0
2020,SL_EMP_FTLINJUR,Hungary,MIGPER,Male,0.08
2020,SL_EMP_FTLINJUR,Hungary,NONMIG,Male,2.36
2020,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,1.39
2020,SL_EMP_FTLINJUR,Hungary,NONMIG,Both sexes,1.35
2020,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,2.44
2020,SL_EMP_FTLINJUR,Hungary,MIGPER,Both sexes,0.04
2020,SL_EMP_FTLINJUR,Hungary,NONMIG,Female,0.19
2020,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.19
2021,SL_EMP_FTLINJUR,Hungary,MIGPER,Female,0.02
2021,SL_EMP_FTLINJUR,Hungary,NONMIG,Both sexes,1.73
2021,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Female,0.23
2017,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,4.49
2018,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,4.33
2019,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,3.0
2020,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,2.88
2021,SL_EMP_FTLINJUR,Romania,Total or no breakdown,Both sexes,2.63
2000,SL_EMP_FTLINJUR,Slovakia,Total or no breakdown,Female,0.52
2000,SL_EMP_FTLINJUR,Slovakia,Total or no breakdown,Male,7.51
2021,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Both sexes,1.81
2021,SL_EMP_FTLINJUR,Hungary,Total or no breakdown,Male,3.19
2021,SL_EMP_FTLINJUR,Hungary,MIGPER,Both sexes,0.09
2021,SL_EMP_FTLINJUR,Hungary,MIGPER,Male,0.06
2021,SL_EMP_FTLINJUR,Hungary,NONMIG,Female,0.09
2021,SL_EMP_FTLINJUR,Hungary,NONMIG,Male,1.64
2011,SL_EMP_FTLINJUR,Iceland,Total or no breakdown,Both sexes,0.0
2000,SL_EMP_FTLINJUR,Slovakia,Total or no breakdown,Both sexes,4.27
2001,SL_EMP_FTLINJUR,Slovakia,Total or no breakdown,Male,9.02
2001,SL_EMP_FTLINJUR,Slovakia,Total or no breakdown,Both sexes,4.91
2001,SL_EMP_FTLINJUR,Slovakia,Total or no breakdown,Female,0.21
2002,SL_EMP_FTLINJUR,Slovakia,Total or no breakdown,Male,7.58
2002,SL_EMP_FTLINJUR,Slovakia,Total or no breakdown,Both sexes,4.29
2002,SL_EMP_FTLINJUR,Slovakia,Total or no breakdown,Female,0.53
