Year,SeriesCode,Country,Migratory status,Sex,Value
2011,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Both sexes,4.06
2015,SL_EMP_FTLINJUR,Belgium,Total or no breakdown,Male,2.96
2015,SL_EMP_FTLINJUR,Belgium,NONMIG,Female,0.1
2015,SL_EMP_FTLINJUR,Belgium,Total or no breakdown,Both sexes,1.63
2016,SL_EMP_FTLINJUR,Belgium,Total or no breakdown,Both sexes,1.8
2017,SL_EMP_FTLINJUR,Belgium,Total or no breakdown,Both sexes,1.68
2018,SL_EMP_FTLINJUR,Belgium,Total or no breakdown,Both sexes,1.91
2011,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Male,7.59
2011,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Female,0.77
2011,SL_EMP_FTLINJUR,Lithuania,NONMIG,Female,0.77
2011,SL_EMP_FTLINJUR,Lithuania,NONMIG,Both sexes,3.92
2011,SL_EMP_FTLINJUR,Lithuania,NONMIG,Male,7.31
2012,SL_EMP_FTLINJUR,Lithuania,NONMIG,Female,0.33
2012,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Male,10.01
2012,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Both sexes,4.98
2020,SL_EMP_FTLINJUR,Türkiye,NONMIG,Male,8.24
2020,SL_EMP_FTLINJUR,Türkiye,NONMIG,Both sexes,5.98
2020,SL_EMP_FTLINJUR,Türkiye,NONMIG,Female,0.56
2021,SL_EMP_FTLINJUR,Türkiye,NONMIG,Male,8.78
2021,SL_EMP_FTLINJUR,Türkiye,Total or no breakdown,Female,0.47
2021,SL_EMP_FTLINJUR,Türkiye,NONMIG,Both sexes,6.26
2021,SL_EMP_FTLINJUR,Türkiye,Total or no breakdown,Male,8.77
2019,SL_EMP_FTLINJUR,Belgium,Total or no breakdown,Both sexes,1.27
2020,SL_EMP_FTLINJUR,Belgium,Total or no breakdown,Female,0.28
2020,SL_EMP_FTLINJUR,Belgium,Total or no breakdown,Both sexes,2.25
2020,SL_EMP_FTLINJUR,Belgium,Total or no breakdown,Male,3.73
2000,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,7.3
2001,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,7.3
2002,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,6.0
2003,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,1.3
2003,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,5.2
2003,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,9.3
2004,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,11.2
2004,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.9
2004,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,6.0
2005,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.9
2005,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,10.8
2005,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,5.8
2006,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,7.2
2006,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,12.1
2006,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,2.2
2007,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,12.0
2007,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,7.1
2007,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,2.1
2008,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,1.6
2012,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Female,0.33
2012,SL_EMP_FTLINJUR,Lithuania,NONMIG,Male,9.72
2012,SL_EMP_FTLINJUR,Lithuania,NONMIG,Both sexes,4.84
2013,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Female,0.3
2013,SL_EMP_FTLINJUR,Lithuania,NONMIG,Both sexes,4.51
2013,SL_EMP_FTLINJUR,Lithuania,NONMIG,Male,8.86
2013,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Both sexes,4.64
2013,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Male,9.12
2021,SL_EMP_FTLINJUR,Türkiye,MIGPER,Both sexes,5.71
2021,SL_EMP_FTLINJUR,Türkiye,MIGPER,Female,0.0
2021,SL_EMP_FTLINJUR,Türkiye,Total or no breakdown,Both sexes,6.26
2021,SL_EMP_FTLINJUR,Türkiye,NONMIG,Female,0.48
2021,SL_EMP_FTLINJUR,Türkiye,MIGPER,Male,7.84
2000,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,9.5
2001,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,10.5
2013,SL_EMP_FTLINJUR,Lithuania,NONMIG,Female,0.31
2014,SL_EMP_FTLINJUR,Lithuania,NONMIG,Male,9.22
2014,SL_EMP_FTLINJUR,Lithuania,NONMIG,Female,0.33
2014,SL_EMP_FTLINJUR,Lithuania,NONMIG,Both sexes,4.6
2014,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Male,9.53
2014,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Female,0.33
2014,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Both sexes,4.74
2015,SL_EMP_FTLINJUR,Lithuania,NONMIG,Female,0.33
2001,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,1.3
2001,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,19.5
2002,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,18.7
2002,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,1.5
2002,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,10.0
2003,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,18.2
2003,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,1.0
2003,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,9.4
2015,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Male,7.52
2015,SL_EMP_FTLINJUR,Lithuania,NONMIG,Both sexes,3.78
2015,SL_EMP_FTLINJUR,Lithuania,NONMIG,Male,7.57
2015,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Both sexes,3.76
2015,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Female,0.33
2016,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Both sexes,3.69
2017,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Both sexes,2.77
2018,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Both sexes,3.05
2008,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,10.9
2008,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,6.4
2009,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.38
2009,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Male,6.1
2009,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,6.09
2009,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Both sexes,3.27
2009,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Female,0.38
2019,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Both sexes,3.01
2020,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Both sexes,3.17
2021,SL_EMP_FTLINJUR,Lithuania,Total or no breakdown,Both sexes,4.3
2000,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,4.65
2002,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Male,7.28
2002,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,5.71
2002,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Female,3.25
2003,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Male,7.57
2003,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Female,0.79
2003,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,4.93
2004,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Female,0.0
2004,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,1.89
2004,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Male,3.09
2008,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Female,0.0
2008,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Male,4.88
2008,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,2.92
2009,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Male,2.46
2004,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,16.9
2004,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,8.9
2004,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,1.2
2005,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,1.4
2005,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,8.4
2005,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,15.7
2006,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,8.3
2006,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,15.7
2009,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Female,0.0
2009,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Male,1.58
2009,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Female,0.0
2009,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Both sexes,0.96
2009,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,1.49
2010,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Male,1.64
2010,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,1.53
2009,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,3.26
2010,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,6.5
2010,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Both sexes,3.52
2010,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Male,6.36
2010,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.7
2010,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Female,0.7
2010,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,3.6
2010,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Female,0.0
2010,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Male,2.57
2010,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Both sexes,0.99
2010,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Female,0.0
2011,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Female,0.0
2011,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Both sexes,0.97
2011,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Male,5.01
2011,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Both sexes,3.64
2011,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,3.63
2011,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Female,0.31
2011,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.31
2011,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,7.0
2011,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Male,7.0
2012,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.62
2011,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,2.98
2011,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Female,0.0
2011,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Male,1.65
2012,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,3.62
2012,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Female,0.0
2012,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Male,6.16
2012,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Both sexes,1.93
2012,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Female,0.0
2012,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Male,3.31
2013,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Male,2.7
2013,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,2.14
2013,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Both sexes,1.07
2013,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Female,0.0
2013,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Female,1.32
2006,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,1.2
2007,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,17.8
2007,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,1.5
2007,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,9.3
2008,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,1.1
2008,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,8.0
2008,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,15.6
2009,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.72
2013,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Male,1.83
2014,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Male,2.97
2014,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Male,7.26
2014,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Female,1.8
2014,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,4.82
2014,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Female,0.0
2014,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Both sexes,1.62
2012,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Both sexes,3.82
2012,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,3.82
2012,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Female,0.62
2012,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Male,7.03
2012,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,7.03
2013,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Male,6.04
2013,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Female,0.61
2015,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Female,0.0
2015,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Female,0.0
2015,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Male,5.71
2015,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,3.3
2015,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Both sexes,0.0
2015,SL_EMP_FTLINJUR,Luxembourg,NONMIG,Male,0.0
2016,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,6.32
2009,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,10.89
2009,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,5.51
2010,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,5.58
2010,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.56
2010,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,11.22
2011,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,11.32
2013,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,3.39
2013,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.61
2013,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,6.19
2013,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Both sexes,3.32
2014,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.46
2014,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,8.45
2014,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,4.45
2017,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,2.74
2018,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,4.22
2019,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,3.13
2020,SL_EMP_FTLINJUR,Luxembourg,Total or no breakdown,Both sexes,1.71
2000,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,3.67
2001,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,4.28
2001,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,4.91
2001,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,2.61
2002,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2002,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,2.82
2002,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,4.0
2003,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2003,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,11.9
2003,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,8.2
2004,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,10.7
2004,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,2.2
2004,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,8.1
2005,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,4.0
2005,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2005,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,5.7
2006,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,5.2
2006,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,6.7
2006,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,2.1
2007,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,6.8
2007,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2007,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,4.5
2008,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2008,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,2.77
2008,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,1.87
2009,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,4.97
2009,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,7.47
2009,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2009,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,5.14
2009,SL_EMP_FTLINJUR,Malta,NONMIG,Male,7.69
2009,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2010,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,4.87
2010,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2010,SL_EMP_FTLINJUR,Malta,NONMIG,Male,7.59
2010,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,5.04
2010,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2010,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,7.39
2011,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2011,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2011,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,1.19
2011,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,1.81
2011,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,1.22
2011,SL_EMP_FTLINJUR,Malta,NONMIG,Male,1.85
2012,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2012,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,3.52
2012,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,9.04
2012,SL_EMP_FTLINJUR,Malta,NONMIG,Male,5.39
2012,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2012,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,5.9
2013,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2013,SL_EMP_FTLINJUR,Malta,NONMIG,Male,3.95
2011,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.82
2011,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,5.82
2012,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,5.68
2012,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,11.22
2012,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.73
2013,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,9.71
2014,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Male,8.46
2014,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Both sexes,4.45
2014,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Female,0.46
2015,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Male,6.62
2015,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,3.57
2015,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Both sexes,3.58
2015,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.53
2013,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,2.49
2013,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,3.65
2013,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,2.27
2013,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2014,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2014,SL_EMP_FTLINJUR,Malta,NONMIG,Male,1.97
2014,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,2.2
2014,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,3.58
2014,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2014,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,1.23
2015,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2015,SL_EMP_FTLINJUR,Malta,NONMIG,Male,4.98
2015,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2015,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,3.07
2015,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,4.39
2015,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,2.69
2015,SL_EMP_FTLINJUR,Bulgaria,NONMIG,Female,0.53
2015,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,6.61
2016,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,5.85
2016,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.15
2016,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,3.0
2017,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.44
2017,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,6.34
2013,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,5.02
2013,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.77
2014,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,4.3
2014,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,8.1
2014,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.9
2015,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.7
2015,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,4.0
2015,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,7.9
2016,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,8.9
2016,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,4.5
2016,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.8
2017,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.8
2017,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,7.3
2017,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,3.8
2018,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,7.0
2018,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,3.6
2018,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.7
2019,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.8
2016,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,3.36
2016,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,5.55
2016,SL_EMP_FTLINJUR,Malta,MIGPER,Male,26.11
2016,SL_EMP_FTLINJUR,Malta,NONMIG,Male,1.87
2016,SL_EMP_FTLINJUR,Malta,MIGPER,Both sexes,16.47
2016,SL_EMP_FTLINJUR,Malta,MIGPER,Female,0.0
2016,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,1.12
2016,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2017,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,3.4
2018,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.29
2018,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,6.11
2018,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,3.14
2019,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Male,6.7
2019,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Female,0.08
2019,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,3.37
2019,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,5.5
2019,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,11.0
2020,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,9.7
2020,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,0.7
2020,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,5.4
2021,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Male,10.8
2016,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2017,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2017,SL_EMP_FTLINJUR,Malta,NONMIG,Male,0.91
2017,SL_EMP_FTLINJUR,Malta,MIGPER,Female,0.0
2017,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,0.76
2017,SL_EMP_FTLINJUR,Malta,MIGPER,Male,0.0
2017,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,0.55
2017,SL_EMP_FTLINJUR,Malta,MIGPER,Both sexes,0.0
2017,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2017,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,0.45
2018,SL_EMP_FTLINJUR,Malta,MIGPER,Both sexes,6.12
2018,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,1.68
2018,SL_EMP_FTLINJUR,Malta,MIGPER,Male,11.64
2018,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2018,SL_EMP_FTLINJUR,Malta,MIGPER,Female,0.0
2018,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,2.82
2021,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Both sexes,7.6
2021,SL_EMP_FTLINJUR,Ukraine,Total or no breakdown,Female,4.8
