Year,SeriesCode,Country,Activity,Location,Value
2015,EN_WWT_GEN,Costa Rica,INDUSTRIES,All areas,110.96
2015,EN_WWT_GEN,Costa Rica,ISIC4_C,All areas,110.96
2015,EN_WWT_GEN,Costa Rica,PRIV_HH,All areas,162.24753
2015,EN_WWT_GEN,Croatia,SERV_HH,All areas,210.57
2015,EN_WWT_GEN,Croatia,ISIC4_B,All areas,2.31
2015,EN_WWT_GEN,Croatia,PRIV_HH,All areas,175.57
2015,EN_WWT_GEN,Croatia,ISIC4_D,All areas,1.34
2015,EN_WWT_GEN,Croatia,ISIC4_C,All areas,64.47
2015,EN_WWT_GEN,Croatia,ISIC4_A,All areas,1.0
2015,EN_WWT_GEN,Croatia,TOTAL,All areas,279.69
2015,EN_WWT_GEN,Croatia,INDUSTRIES,All areas,68.12
2015,EN_WWT_GEN,Croatia,SERVICES,All areas,35.0
2015,EN_WWT_GEN,Czechia,SERV_HH,All areas,661.7
2015,EN_WWT_GEN,Czechia,PRIV_HH,All areas,326.5
2015,EN_WWT_GEN,Czechia,ISIC4_A,All areas,3.4
2015,EN_WWT_GEN,Czechia,TOTAL,All areas,1119.1
2015,EN_WWT_GEN,Czechia,INDUSTRIES,All areas,453.9
2015,EN_WWT_GEN,Czechia,SERVICES,All areas,335.3
2015,EN_WWT_GEN,Denmark,INDUSTRIES,All areas,75.268
2015,EN_WWT_GEN,Denmark,SERVICES,All areas,45.023
2015,EN_WWT_GEN,Denmark,ISIC4_C,All areas,51.397
2015,EN_WWT_GEN,Denmark,TOTAL,All areas,343.131
2015,EN_WWT_GEN,Denmark,ISIC4_A,All areas,14.416
2015,EN_WWT_GEN,Denmark,ISIC4_B,All areas,7.994
2015,EN_WWT_GEN,Denmark,PRIV_HH,All areas,208.424
2015,EN_WWT_GEN,Denmark,ISIC4_D,All areas,2.42
2015,EN_WWT_GEN,Denmark,ISIC4_F,All areas,0.771
2015,EN_WWT_GEN,Denmark,SERV_HH,All areas,253.447
2015,EN_WWT_GEN,Estonia,TOTAL,All areas,136.99
2015,EN_WWT_GEN,Estonia,ISIC4_B,All areas,136.99
2015,EN_WWT_GEN,Estonia,INDUSTRIES,All areas,136.99
2015,EN_WWT_GEN,Finland,ISIC4_B,All areas,12.0
2015,EN_WWT_GEN,Finland,TOTAL,All areas,308.0
2015,EN_WWT_GEN,Finland,INDUSTRIES,All areas,12.0
2015,EN_WWT_GEN,Finland,PRIV_HH,All areas,296.0
2015,EN_WWT_GEN,Germany,PRIV_HH,All areas,5114.693
2015,EN_WWT_GEN,Germany,TOTAL,All areas,6231.255
2015,EN_WWT_GEN,Germany,INDUSTRIES,All areas,1116.562
2015,EN_WWT_GEN,Germany,ISIC4_C,All areas,1050.468
2015,EN_WWT_GEN,Germany,ISIC4_D,All areas,66.094
2015,EN_WWT_GEN,Hungary,PRIV_HH,All areas,335.271
2015,EN_WWT_GEN,Hungary,SERVICES,All areas,82.028
2015,EN_WWT_GEN,Hungary,TOTAL,All areas,417.299
2015,EN_WWT_GEN,Hungary,SERV_HH,All areas,417.299
2015,EN_WWT_GEN,Kazakhstan,ISIC4_C,All areas,4234.98557
2015,EN_WWT_GEN,Kazakhstan,PRIV_HH,All areas,467.49202
2015,EN_WWT_GEN,Kazakhstan,ISIC4_A,All areas,297.0005
2015,EN_WWT_GEN,Kazakhstan,TOTAL,All areas,5918.84
2015,EN_WWT_GEN,Kazakhstan,INDUSTRIES,All areas,4234.98557
2015,EN_WWT_GEN,Republic of Korea,ISIC4_D,All areas,27.83
2015,EN_WWT_GEN,Republic of Korea,INDUSTRIES,All areas,1612.82
2015,EN_WWT_GEN,Republic of Korea,TOTAL,All areas,1612.82
2015,EN_WWT_GEN,Republic of Korea,ISIC4_F,All areas,38.75
2015,EN_WWT_GEN,Republic of Korea,ISIC4_B,All areas,25.74
2015,EN_WWT_GEN,Republic of Korea,ISIC4_C,All areas,636.36
2015,EN_WWT_GEN,Latvia,ISIC4_D,All areas,3.0
2015,EN_WWT_GEN,Latvia,ISIC4_C,All areas,17.119
2015,EN_WWT_GEN,Latvia,ISIC4_B,All areas,9.172
2015,EN_WWT_GEN,Latvia,ISIC4_F,All areas,0.759
2015,EN_WWT_GEN,Latvia,SERV_HH,All areas,113.084
2015,EN_WWT_GEN,Latvia,INDUSTRIES,All areas,30.346
2015,EN_WWT_GEN,Latvia,ISIC4_A,All areas,45.023
2015,EN_WWT_GEN,Latvia,TOTAL,All areas,188.452
2015,EN_WWT_GEN,Latvia,SERVICES,All areas,6.17
2015,EN_WWT_GEN,Latvia,PRIV_HH,All areas,106.913
2015,EN_WWT_GEN,Lithuania,INDUSTRIES,All areas,33.736
2015,EN_WWT_GEN,Lithuania,SERVICES,All areas,28.793
2015,EN_WWT_GEN,Lithuania,TOTAL,All areas,267.88
2015,EN_WWT_GEN,Lithuania,ISIC4_A,All areas,56.696
2015,EN_WWT_GEN,Lithuania,ISIC4_B,All areas,0.53
2015,EN_WWT_GEN,Lithuania,ISIC4_C,All areas,30.174
2015,EN_WWT_GEN,Lithuania,ISIC4_D,All areas,1.702
2015,EN_WWT_GEN,Lithuania,PRIV_HH,All areas,148.655
2015,EN_WWT_GEN,Lithuania,SERV_HH,All areas,177.449
2015,EN_WWT_GEN,Lithuania,ISIC4_F,All areas,0.549
2015,EN_WWT_GEN,Malta,TOTAL,All areas,15.41
2015,EN_WWT_GEN,Malta,PRIV_HH,All areas,15.41
2015,EN_WWT_GEN,Mexico,INDUSTRIES,All areas,6670.0
2015,EN_WWT_GEN,Mexico,TOTAL,All areas,13455.75814
2015,EN_WWT_GEN,Mexico,TOTAL,Urban,6685.75814
2015,EN_WWT_GEN,Moldova,INDUSTRIES,All areas,542.31702
2015,EN_WWT_GEN,Moldova,ISIC4_A,All areas,14.527
2015,EN_WWT_GEN,Moldova,ISIC4_F,All areas,0.0
2015,EN_WWT_GEN,Moldova,TOTAL,All areas,672.22048
2015,EN_WWT_GEN,Moldova,ISIC4_C,All areas,4.0515
2015,EN_WWT_GEN,Moldova,SERVICES,All areas,115.3765
2015,EN_WWT_GEN,Moldova,ISIC4_D,All areas,535.92952
2015,EN_WWT_GEN,Moldova,ISIC4_B,All areas,2.336
2015,EN_WWT_GEN,Poland,ISIC4_F,All areas,0.1
2015,EN_WWT_GEN,Poland,SERV_HH,All areas,1030.4
2015,EN_WWT_GEN,Poland,PRIV_HH,All areas,925.1
2015,EN_WWT_GEN,Poland,ISIC4_D,All areas,54.3
2015,EN_WWT_GEN,Poland,ISIC4_C,All areas,408.9
2015,EN_WWT_GEN,Poland,ISIC4_B,All areas,310.7
2015,EN_WWT_GEN,Poland,TOTAL,All areas,2100.8
2015,EN_WWT_GEN,Poland,INDUSTRIES,All areas,1070.4
2015,EN_WWT_GEN,Poland,SERVICES,All areas,105.3
2015,EN_WWT_GEN,Romania,TOTAL,All areas,1944.6
2015,EN_WWT_GEN,Romania,ISIC4_A,All areas,1.8
2015,EN_WWT_GEN,Romania,INDUSTRIES,All areas,1005.3
2015,EN_WWT_GEN,Romania,SERVICES,All areas,433.1
2015,EN_WWT_GEN,Romania,PRIV_HH,All areas,504.4
2015,EN_WWT_GEN,Romania,ISIC4_D,All areas,551.6
2015,EN_WWT_GEN,Romania,ISIC4_B,All areas,51.6
2015,EN_WWT_GEN,Romania,ISIC4_F,All areas,7.4
2015,EN_WWT_GEN,Romania,SERV_HH,All areas,937.5
2015,EN_WWT_GEN,Serbia,TOTAL,All areas,1097.2
2015,EN_WWT_GEN,Serbia,ISIC4_A,All areas,605.9
2015,EN_WWT_GEN,Serbia,INDUSTRIES,All areas,90.0
2015,EN_WWT_GEN,Serbia,ISIC4_F,All areas,0.8
2015,EN_WWT_GEN,Serbia,ISIC4_C,All areas,54.6
2015,EN_WWT_GEN,Serbia,SERV_HH,All areas,401.3
2015,EN_WWT_GEN,Serbia,ISIC4_B,All areas,3.9
2015,EN_WWT_GEN,Serbia,ISIC4_D,All areas,29.8
2015,EN_WWT_GEN,Serbia,PRIV_HH,All areas,304.9
2015,EN_WWT_GEN,Serbia,SERVICES,All areas,96.4
2015,EN_WWT_GEN,Slovakia,ISIC4_D,All areas,4.6
2015,EN_WWT_GEN,Slovakia,PRIV_HH,All areas,360.5
2015,EN_WWT_GEN,Slovakia,SERVICES,All areas,8.4
2015,EN_WWT_GEN,Slovakia,INDUSTRIES,All areas,178.779
2015,EN_WWT_GEN,Slovakia,ISIC4_A,All areas,0.1
2015,EN_WWT_GEN,Slovakia,TOTAL,All areas,547.779
2015,EN_WWT_GEN,Slovakia,ISIC4_F,All areas,0.0
2015,EN_WWT_GEN,Slovakia,ISIC4_B,All areas,22.4
2015,EN_WWT_GEN,Slovakia,ISIC4_C,All areas,148.1
2015,EN_WWT_GEN,Slovakia,SERV_HH,All areas,368.9
2015,EN_WWT_GEN,Slovenia,PRIV_HH,All areas,63.6
2015,EN_WWT_GEN,Slovenia,ISIC4_D,All areas,0.0
2015,EN_WWT_GEN,Slovenia,SERV_HH,All areas,71.1
2015,EN_WWT_GEN,Slovenia,INDUSTRIES,All areas,44.1
2015,EN_WWT_GEN,Slovenia,SERVICES,All areas,7.5
2015,EN_WWT_GEN,Slovenia,ISIC4_A,All areas,0.1
2015,EN_WWT_GEN,Slovenia,TOTAL,All areas,115.3
2015,EN_WWT_GEN,Slovenia,ISIC4_F,All areas,0.1
2015,EN_WWT_GEN,Slovenia,ISIC4_B,All areas,1.1
2015,EN_WWT_GEN,Slovenia,ISIC4_C,All areas,40.6
2015,EN_WWT_GEN,Spain,INDUSTRIES,All areas,600.202
2015,EN_WWT_GEN,Spain,TOTAL,All areas,3456.702
2015,EN_WWT_GEN,Spain,ISIC4_A,All areas,38.5
2015,EN_WWT_GEN,Spain,SERVICES,All areas,408.0
2015,EN_WWT_GEN,Spain,ISIC4_F,All areas,0.0
2015,EN_WWT_GEN,Spain,PRIV_HH,All areas,2410.0
2015,EN_WWT_GEN,Spain,ISIC4_B,All areas,28.4
2015,EN_WWT_GEN,Spain,ISIC4_C,All areas,571.802
2015,EN_WWT_GEN,Spain,SERV_HH,All areas,2818.0
2015,EN_WWT_GEN,Sweden,ISIC4_C,All areas,1047.0
2015,EN_WWT_GEN,Sweden,TOTAL,All areas,1299.0
2015,EN_WWT_GEN,Sweden,INDUSTRIES,All areas,1159.0
2015,EN_WWT_GEN,Sweden,SERVICES,All areas,140.0
2015,EN_WWT_GEN,Sweden,ISIC4_D,All areas,10.0
2015,EN_WWT_GEN,Sweden,ISIC4_B,All areas,51.0
2015,EN_WWT_GEN,Türkiye,TOTAL,All areas,4534.024
2015,EN_WWT_GEN,Türkiye,SERV_HH,All areas,4534.024
2015,EN_WWT_GEN,Ukraine,ISIC4_B,All areas,968.99997
2015,EN_WWT_GEN,Ukraine,ISIC4_D,All areas,2202.99992
2015,EN_WWT_GEN,Ukraine,ISIC4_C,All areas,151.6
2015,EN_WWT_GEN,Ukraine,INDUSTRIES,All areas,3324.87689
2015,EN_WWT_GEN,Ukraine,ISIC4_A,All areas,361.39999
2015,EN_WWT_GEN,Ukraine,ISIC4_F,All areas,1.277
2015,EN_WWT_GEN,Ukraine,TOTAL,All areas,5343.0001
2015,EN_WWT_TREAT,Albania,TOTAL,All areas,5.9
2015,EN_WWT_TREAT,Azerbaijan,TOTAL,All areas,217.175
2015,EN_WWT_TREAT,Armenia,TOTAL,All areas,60.5535
2015,EN_WWT_TREAT,Belgium,TOTAL,All areas,1405.25
2015,EN_WWT_TREAT,Belgium,INDUSTRIES,All areas,359.61
2015,EN_WWT_TREAT,Bosnia and Herzegovina,TOTAL,All areas,50.5
2015,EN_WWT_TREAT,Bosnia and Herzegovina,INDUSTRIES,All areas,45.8
2015,EN_WWT_TREAT,Bulgaria,TOTAL,All areas,627.255
2015,EN_WWT_TREAT,Bulgaria,INDUSTRIES,All areas,59.933
2015,EN_WWT_TREAT,Belarus,TOTAL,All areas,623.99998
2015,EN_WWT_TREAT,Colombia,TOTAL,All areas,84.23864
2015,EN_WWT_TREAT,Costa Rica,TOTAL,All areas,354.15885
2015,EN_WWT_TREAT,Croatia,TOTAL,All areas,177.94
2015,EN_WWT_TREAT,Croatia,INDUSTRIES,All areas,16.85
2015,EN_WWT_TREAT,Czechia,TOTAL,All areas,958.9
2015,EN_WWT_TREAT,Czechia,INDUSTRIES,All areas,162.5
2015,EN_WWT_TREAT,Hungary,TOTAL,All areas,482.452
2015,EN_WWT_TREAT,Kazakhstan,INDUSTRIES,All areas,13.505
2015,EN_WWT_TREAT,Kazakhstan,TOTAL,All areas,666.198
2015,EN_WWT_TREAT,Latvia,INDUSTRIES,All areas,15.285
2015,EN_WWT_TREAT,Latvia,TOTAL,All areas,122.181
2015,EN_WWT_TREAT,Liechtenstein,TOTAL,All areas,10.1
2015,EN_WWT_TREAT,Lithuania,INDUSTRIES,All areas,7.957
2015,EN_WWT_TREAT,Lithuania,TOTAL,All areas,158.98
2015,EN_WWT_TREAT,Mexico,INDUSTRIES,All areas,2220.0
2015,EN_WWT_TREAT,Mexico,TOTAL,All areas,6032.0
2015,EN_WWT_TREAT,Moldova,TOTAL,All areas,111.7265
2015,EN_WWT_TREAT,Netherlands (Kingdom of the),TOTAL,All areas,1806.497
2015,EN_WWT_TREAT,Poland,INDUSTRIES,All areas,760.9
2015,EN_WWT_TREAT,Poland,TOTAL,All areas,760.9
2015,EN_WWT_TREAT,Romania,TOTAL,All areas,1214.5
2015,EN_WWT_TREAT,Romania,INDUSTRIES,All areas,309.6
2015,EN_WWT_TREAT,Serbia,TOTAL,All areas,66.43
2015,EN_WWT_TREAT,Slovakia,INDUSTRIES,All areas,188.6
2015,EN_WWT_TREAT,Slovakia,TOTAL,All areas,550.7
2015,EN_WWT_TREAT,Spain,TOTAL,All areas,4834.0
2015,EN_WWT_TREAT,United Arab Emirates,TOTAL,All areas,711.05649
2015,EN_WWT_TREAT,Türkiye,TOTAL,All areas,3681.735
2015,EN_WWT_TREATR,Albania,TOTAL,All areas,10.9462
2015,EN_WWT_TREATR,Azerbaijan,TOTAL,All areas,49.57507
2015,EN_WWT_TREATR,Armenia,TOTAL,All areas,7.46961
2015,EN_WWT_TREATR,Belgium,INDUSTRIES,All areas,100.0
2015,EN_WWT_TREATR,Belgium,TOTAL,All areas,100.0
2015,EN_WWT_TREATR,Bosnia and Herzegovina,INDUSTRIES,All areas,100.0
2015,EN_WWT_TREATR,Bosnia and Herzegovina,TOTAL,All areas,54.35953
2015,EN_WWT_TREATR,Bulgaria,INDUSTRIES,All areas,53.82156
2015,EN_WWT_TREATR,Bulgaria,TOTAL,All areas,100.0
2015,EN_WWT_TREATR,Belarus,TOTAL,All areas,65.82278
2015,EN_WWT_TREATR,Colombia,TOTAL,All areas,7.968
2015,EN_WWT_TREATR,Costa Rica,TOTAL,All areas,83.33971
2015,EN_WWT_TREATR,Croatia,INDUSTRIES,All areas,24.73576
2015,EN_WWT_TREATR,Croatia,TOTAL,All areas,63.62044
2015,EN_WWT_TREATR,Czechia,INDUSTRIES,All areas,35.80084
2015,EN_WWT_TREATR,Czechia,TOTAL,All areas,85.68493
2015,EN_WWT_TREATR,Hungary,TOTAL,All areas,100.0
2015,EN_WWT_TREATR,Kazakhstan,TOTAL,All areas,11.25555
2015,EN_WWT_TREATR,Kazakhstan,INDUSTRIES,All areas,0.31889
2015,EN_WWT_TREATR,Latvia,INDUSTRIES,All areas,50.36908
2015,EN_WWT_TREATR,Latvia,TOTAL,All areas,64.83402
2015,EN_WWT_TREATR,Lithuania,TOTAL,All areas,59.34747
2015,EN_WWT_TREATR,Lithuania,INDUSTRIES,All areas,23.58608
2015,EN_WWT_TREATR,Mexico,INDUSTRIES,All areas,33.28336
2015,EN_WWT_TREATR,Mexico,TOTAL,All areas,45.0
2015,EN_WWT_TREATR,Moldova,TOTAL,All areas,16.62051
2015,EN_WWT_TREATR,Poland,TOTAL,All areas,36.21954
2015,EN_WWT_TREATR,Poland,INDUSTRIES,All areas,71.08558
2015,EN_WWT_TREATR,Romania,TOTAL,All areas,62.455
2015,EN_WWT_TREATR,Romania,INDUSTRIES,All areas,30.79678
2015,EN_WWT_TREATR,Slovakia,TOTAL,All areas,100.0
2015,EN_WWT_TREATR,Slovakia,INDUSTRIES,All areas,100.0
2015,EN_WWT_TREATR,Spain,TOTAL,All areas,100.0
2015,EN_WWT_TREATR,Türkiye,TOTAL,All areas,81.20237
2015,EN_WWT_TREATR,Türkiye,TOTAL,All areas,81.20237
