Year,SeriesCode,Страна ,Age,Freq,Location,Sex,Value
2016,SH_STA_MORT,Italy,,,,FEMALE,6.31546
2017,SH_STA_MORT,Italy,,,,FEMALE,6.36589
2018,SH_STA_MORT,Italy,,,,FEMALE,4.88753
2019,SH_STA_MORT,Italy,,,,FEMALE,4.72368
2020,SH_STA_MORT,Italy,,,,FEMALE,4.59094
2000,SH_STA_MORT,Japan,,,,FEMALE,8.52669
2001,SH_STA_MORT,Japan,,,,FEMALE,8.17104
2002,SH_STA_MORT,Japan,,,,FEMALE,7.73464
2003,SH_STA_MORT,Japan,,,,FEMALE,7.57836
2004,SH_STA_MORT,Japan,,,,FEMALE,7.32104
2005,SH_STA_MORT,Japan,,,,FEMALE,7.18475
2006,SH_STA_MORT,Japan,,,,FEMALE,6.57077
2007,SH_STA_MORT,Japan,,,,FEMALE,6.16566
2008,SH_STA_MORT,Japan,,,,FEMALE,6.01124
2009,SH_STA_MORT,Japan,,,,FEMALE,5.88176
2010,SH_STA_MORT,Japan,,,,FEMALE,5.65695
2011,SH_STA_MORT,Japan,,,,FEMALE,5.48594
2012,SH_STA_MORT,Japan,,,,FEMALE,5.30214
2013,SH_STA_MORT,Japan,,,,FEMALE,5.13746
2014,SH_STA_MORT,Japan,,,,FEMALE,5.10166
2015,SH_STA_MORT,Japan,,,,FEMALE,4.84728
2016,SH_STA_MORT,Japan,,,,FEMALE,4.87024
2017,SH_STA_MORT,Japan,,,,FEMALE,5.05992
2018,SH_STA_MORT,Japan,,,,FEMALE,5.19423
2019,SH_STA_MORT,Japan,,,,FEMALE,4.24892
2020,SH_STA_MORT,Japan,,,,FEMALE,4.31491
2000,SH_STA_MORT,Казахстан,,,,FEMALE,56.33923
2001,SH_STA_MORT,Казахстан,,,,FEMALE,51.67359
2002,SH_STA_MORT,Казахстан,,,,FEMALE,49.17224
2003,SH_STA_MORT,Казахстан,,,,FEMALE,41.72062
2004,SH_STA_MORT,Казахстан,,,,FEMALE,35.98777
2005,SH_STA_MORT,Казахстан,,,,FEMALE,35.53063
2006,SH_STA_MORT,Казахстан,,,,FEMALE,30.56539
2007,SH_STA_MORT,Казахстан,,,,FEMALE,28.01561
2008,SH_STA_MORT,Казахстан,,,,FEMALE,25.93166
2009,SH_STA_MORT,Казахстан,,,,FEMALE,23.01158
2010,SH_STA_MORT,Казахстан,,,,FEMALE,19.63789
2011,SH_STA_MORT,Казахстан,,,,FEMALE,16.88869
2012,SH_STA_MORT,Казахстан,,,,FEMALE,14.41196
2013,SH_STA_MORT,Казахстан,,,,FEMALE,13.01082
2014,SH_STA_MORT,Казахстан,,,,FEMALE,12.98815
2015,SH_STA_MORT,Казахстан,,,,FEMALE,12.55368
2016,SH_STA_MORT,Казахстан,,,,FEMALE,13.40244
2017,SH_STA_MORT,Казахстан,,,,FEMALE,13.40551
2018,SH_STA_MORT,Казахстан,,,,FEMALE,13.80216
2019,SH_STA_MORT,Казахстан,,,,FEMALE,14.01699
2020,SH_STA_MORT,Казахстан,,,,FEMALE,13.38363
2000,SH_STA_MORT,Republic of Korea,,,,FEMALE,15.5411
2001,SH_STA_MORT,Republic of Korea,,,,FEMALE,15.48866
2002,SH_STA_MORT,Republic of Korea,,,,FEMALE,16.55357
2003,SH_STA_MORT,Republic of Korea,,,,FEMALE,13.26107
2004,SH_STA_MORT,Republic of Korea,,,,FEMALE,12.77184
2005,SH_STA_MORT,Republic of Korea,,,,FEMALE,12.40634
2006,SH_STA_MORT,Republic of Korea,,,,FEMALE,11.1831
2007,SH_STA_MORT,Republic of Korea,,,,FEMALE,10.09653
2008,SH_STA_MORT,Republic of Korea,,,,FEMALE,9.40624
2009,SH_STA_MORT,Republic of Korea,,,,FEMALE,8.89975
2010,SH_STA_MORT,Republic of Korea,,,,FEMALE,8.2382
2011,SH_STA_MORT,Republic of Korea,,,,FEMALE,9.60359
2012,SH_STA_MORT,Republic of Korea,,,,FEMALE,9.11878
2013,SH_STA_MORT,Republic of Korea,,,,FEMALE,6.94965
2014,SH_STA_MORT,Republic of Korea,,,,FEMALE,6.42773
2015,SH_STA_MORT,Republic of Korea,,,,FEMALE,6.20388
2016,SH_STA_MORT,Republic of Korea,,,,FEMALE,6.0841
2017,SH_STA_MORT,Republic of Korea,,,,FEMALE,6.18498
2018,SH_STA_MORT,Republic of Korea,,,,FEMALE,6.41181
2019,SH_STA_MORT,Republic of Korea,,,,FEMALE,6.36005
2020,SH_STA_MORT,Republic of Korea,,,,FEMALE,8.11562
2000,SH_STA_MORT,Кыргызстан,,,,FEMALE,86.86123
2001,SH_STA_MORT,Кыргызстан,,,,FEMALE,86.4951
2002,SH_STA_MORT,Кыргызстан,,,,FEMALE,84.72025
2003,SH_STA_MORT,Кыргызстан,,,,FEMALE,83.66336
2004,SH_STA_MORT,Кыргызстан,,,,FEMALE,84.50026
2005,SH_STA_MORT,Кыргызстан,,,,FEMALE,83.38379
2006,SH_STA_MORT,Кыргызстан,,,,FEMALE,77.9241
2007,SH_STA_MORT,Кыргызстан,,,,FEMALE,84.07946
2008,SH_STA_MORT,Кыргызстан,,,,FEMALE,78.28426
2009,SH_STA_MORT,Кыргызстан,,,,FEMALE,70.83901
2010,SH_STA_MORT,Кыргызстан,,,,FEMALE,71.67822
2011,SH_STA_MORT,Кыргызстан,,,,FEMALE,65.85657
2012,SH_STA_MORT,Кыргызстан,,,,FEMALE,62.21809
2013,SH_STA_MORT,Кыргызстан,,,,FEMALE,65.70327
2014,SH_STA_MORT,Кыргызстан,,,,FEMALE,59.71467
2015,SH_STA_MORT,Кыргызстан,,,,FEMALE,61.29533
2016,SH_STA_MORT,Кыргызстан,,,,FEMALE,53.22415
2017,SH_STA_MORT,Кыргызстан,,,,FEMALE,52.60601
2018,SH_STA_MORT,Кыргызстан,,,,FEMALE,53.67607
2019,SH_STA_MORT,Кыргызстан,,,,FEMALE,47.4402
2020,SH_STA_MORT,Кыргызстан,,,,FEMALE,50.38244
2000,SH_STA_MORT,Latvia,,,,FEMALE,31.95239
2001,SH_STA_MORT,Latvia,,,,FEMALE,32.08755
2002,SH_STA_MORT,Latvia,,,,FEMALE,28.11077
2003,SH_STA_MORT,Latvia,,,,FEMALE,34.16283
2004,SH_STA_MORT,Latvia,,,,FEMALE,31.14076
2005,SH_STA_MORT,Latvia,,,,FEMALE,28.01326
2006,SH_STA_MORT,Latvia,,,,FEMALE,26.02717
2007,SH_STA_MORT,Latvia,,,,FEMALE,24.50617
2008,SH_STA_MORT,Latvia,,,,FEMALE,22.40285
2009,SH_STA_MORT,Latvia,,,,FEMALE,23.48106
2010,SH_STA_MORT,Latvia,,,,FEMALE,25.41326
2011,SH_STA_MORT,Latvia,,,,FEMALE,24.45541
2012,SH_STA_MORT,Latvia,,,,FEMALE,23.06033
2013,SH_STA_MORT,Latvia,,,,FEMALE,21.03054
2014,SH_STA_MORT,Latvia,,,,FEMALE,22.3484
2015,SH_STA_MORT,Latvia,,,,FEMALE,22.23746
2016,SH_STA_MORT,Latvia,,,,FEMALE,21.44729
2017,SH_STA_MORT,Latvia,,,,FEMALE,21.79118
2018,SH_STA_MORT,Latvia,,,,FEMALE,23.36722
2019,SH_STA_MORT,Latvia,,,,FEMALE,21.80957
2020,SH_STA_MORT,Latvia,,,,FEMALE,18.32162
2000,SH_STA_MORT,Lithuania,,,,FEMALE,17.54245
2001,SH_STA_MORT,Lithuania,,,,FEMALE,18.14229
2002,SH_STA_MORT,Lithuania,,,,FEMALE,14.35496
2003,SH_STA_MORT,Lithuania,,,,FEMALE,12.99399
2004,SH_STA_MORT,Lithuania,,,,FEMALE,12.03094
2005,SH_STA_MORT,Lithuania,,,,FEMALE,11.37465
2006,SH_STA_MORT,Lithuania,,,,FEMALE,13.44831
2007,SH_STA_MORT,Lithuania,,,,FEMALE,12.35622
2008,SH_STA_MORT,Lithuania,,,,FEMALE,11.09314
2009,SH_STA_MORT,Lithuania,,,,FEMALE,9.92503
2010,SH_STA_MORT,Lithuania,,,,FEMALE,9.67792
2011,SH_STA_MORT,Lithuania,,,,FEMALE,8.55968
2012,SH_STA_MORT,Lithuania,,,,FEMALE,8.04017
2013,SH_STA_MORT,Lithuania,,,,FEMALE,7.92503
2014,SH_STA_MORT,Lithuania,,,,FEMALE,8.70464
2015,SH_STA_MORT,Lithuania,,,,FEMALE,8.42008
2016,SH_STA_MORT,Lithuania,,,,FEMALE,8.14155
2017,SH_STA_MORT,Lithuania,,,,FEMALE,8.03496
2018,SH_STA_MORT,Lithuania,,,,FEMALE,7.84595
2019,SH_STA_MORT,Lithuania,,,,FEMALE,7.35745
2020,SH_STA_MORT,Lithuania,,,,FEMALE,8.66048
2000,SH_STA_MORT,Luxembourg,,,,FEMALE,9.25856
2001,SH_STA_MORT,Luxembourg,,,,FEMALE,11.4685
2002,SH_STA_MORT,Luxembourg,,,,FEMALE,11.21259
2003,SH_STA_MORT,Luxembourg,,,,FEMALE,12.27647
2004,SH_STA_MORT,Luxembourg,,,,FEMALE,10.47353
2005,SH_STA_MORT,Luxembourg,,,,FEMALE,10.6829
2006,SH_STA_MORT,Luxembourg,,,,FEMALE,11.38945
2007,SH_STA_MORT,Luxembourg,,,,FEMALE,9.22603
2008,SH_STA_MORT,Luxembourg,,,,FEMALE,10.32282
2009,SH_STA_MORT,Luxembourg,,,,FEMALE,8.45208
2010,SH_STA_MORT,Luxembourg,,,,FEMALE,8.27141
2011,SH_STA_MORT,Luxembourg,,,,FEMALE,6.95618
2012,SH_STA_MORT,Luxembourg,,,,FEMALE,8.47788
2013,SH_STA_MORT,Luxembourg,,,,FEMALE,8.27981
2014,SH_STA_MORT,Luxembourg,,,,FEMALE,6.28768
2015,SH_STA_MORT,Luxembourg,,,,FEMALE,6.92088
2016,SH_STA_MORT,Luxembourg,,,,FEMALE,6.3304
2017,SH_STA_MORT,Luxembourg,,,,FEMALE,6.72579
2018,SH_STA_MORT,Luxembourg,,,,FEMALE,6.62667
2019,SH_STA_MORT,Luxembourg,,,,FEMALE,6.41366
2020,SH_STA_MORT,Luxembourg,,,,FEMALE,6.4855
2000,SH_STA_MORT,Malta,,,,FEMALE,10.48433
2001,SH_STA_MORT,Malta,,,,FEMALE,9.24934
2002,SH_STA_MORT,Malta,,,,FEMALE,9.62948
2003,SH_STA_MORT,Malta,,,,FEMALE,9.00517
2004,SH_STA_MORT,Malta,,,,FEMALE,8.40827
2005,SH_STA_MORT,Malta,,,,FEMALE,7.63634
2006,SH_STA_MORT,Malta,,,,FEMALE,7.22085
2007,SH_STA_MORT,Malta,,,,FEMALE,6.65397
2008,SH_STA_MORT,Malta,,,,FEMALE,6.57028
2009,SH_STA_MORT,Malta,,,,FEMALE,5.71027
2010,SH_STA_MORT,Malta,,,,FEMALE,5.32015
2011,SH_STA_MORT,Malta,,,,FEMALE,6.11645
2012,SH_STA_MORT,Malta,,,,FEMALE,5.00761
2013,SH_STA_MORT,Malta,,,,FEMALE,4.47759
2014,SH_STA_MORT,Malta,,,,FEMALE,4.40949
2015,SH_STA_MORT,Malta,,,,FEMALE,4.19629
2016,SH_STA_MORT,Malta,,,,FEMALE,3.29983
2017,SH_STA_MORT,Malta,,,,FEMALE,3.78224
2018,SH_STA_MORT,Malta,,,,FEMALE,4.05398
2019,SH_STA_MORT,Malta,,,,FEMALE,4.0504
2020,SH_STA_MORT,Malta,,,,FEMALE,2.89278
2000,SH_STA_MORT,Mexico,,,,FEMALE,56.53202
2001,SH_STA_MORT,Mexico,,,,FEMALE,56.73567
2002,SH_STA_MORT,Mexico,,,,FEMALE,56.87764
2003,SH_STA_MORT,Mexico,,,,FEMALE,52.07416
2004,SH_STA_MORT,Mexico,,,,FEMALE,52.6147
2005,SH_STA_MORT,Mexico,,,,FEMALE,53.3331
2006,SH_STA_MORT,Mexico,,,,FEMALE,54.39738
2007,SH_STA_MORT,Mexico,,,,FEMALE,55.84242
2008,SH_STA_MORT,Mexico,,,,FEMALE,56.82666
2009,SH_STA_MORT,Mexico,,,,FEMALE,51.42725
2010,SH_STA_MORT,Mexico,,,,FEMALE,51.22866
2011,SH_STA_MORT,Mexico,,,,FEMALE,50.28834
2012,SH_STA_MORT,Mexico,,,,FEMALE,49.23353
2013,SH_STA_MORT,Mexico,,,,FEMALE,48.88598
2014,SH_STA_MORT,Mexico,,,,FEMALE,49.56948
2015,SH_STA_MORT,Mexico,,,,FEMALE,52.02668
2016,SH_STA_MORT,Mexico,,,,FEMALE,49.07618
2017,SH_STA_MORT,Mexico,,,,FEMALE,52.33693
2018,SH_STA_MORT,Mexico,,,,FEMALE,55.52821
2019,SH_STA_MORT,Mexico,,,,FEMALE,57.9698
2020,SH_STA_MORT,Mexico,,,,FEMALE,59.12507
2000,SH_STA_MORT,Republic of Moldova,,,,FEMALE,48.90637
2001,SH_STA_MORT,Republic of Moldova,,,,FEMALE,43.63405
2002,SH_STA_MORT,Republic of Moldova,,,,FEMALE,40.18088
2003,SH_STA_MORT,Republic of Moldova,,,,FEMALE,34.17322
2004,SH_STA_MORT,Republic of Moldova,,,,FEMALE,28.23497
2005,SH_STA_MORT,Republic of Moldova,,,,FEMALE,30.09974
2006,SH_STA_MORT,Republic of Moldova,,,,FEMALE,26.57547
2007,SH_STA_MORT,Republic of Moldova,,,,FEMALE,23.42879
2008,SH_STA_MORT,Republic of Moldova,,,,FEMALE,20.71729
2009,SH_STA_MORT,Republic of Moldova,,,,FEMALE,18.54885
2010,SH_STA_MORT,Republic of Moldova,,,,FEMALE,18.12744
2011,SH_STA_MORT,Republic of Moldova,,,,FEMALE,18.06624
2012,SH_STA_MORT,Republic of Moldova,,,,FEMALE,17.51796
2013,SH_STA_MORT,Republic of Moldova,,,,FEMALE,17.22634
2014,SH_STA_MORT,Republic of Moldova,,,,FEMALE,17.85906
2015,SH_STA_MORT,Republic of Moldova,,,,FEMALE,16.70353
2016,SH_STA_MORT,Republic of Moldova,,,,FEMALE,15.00122
2017,SH_STA_MORT,Republic of Moldova,,,,FEMALE,14.69324
2018,SH_STA_MORT,Republic of Moldova,,,,FEMALE,14.48033
2019,SH_STA_MORT,Republic of Moldova,,,,FEMALE,12.09517
2020,SH_STA_MORT,Republic of Moldova,,,,FEMALE,12.26477
2000,SH_STA_MORT,Montenegro,,,,FEMALE,10.53046
2001,SH_STA_MORT,Montenegro,,,,FEMALE,9.46954
2002,SH_STA_MORT,Montenegro,,,,FEMALE,9.41364
2003,SH_STA_MORT,Montenegro,,,,FEMALE,9.39258
2004,SH_STA_MORT,Montenegro,,,,FEMALE,9.38755
2005,SH_STA_MORT,Montenegro,,,,FEMALE,9.61711
2006,SH_STA_MORT,Montenegro,,,,FEMALE,9.42944
2007,SH_STA_MORT,Montenegro,,,,FEMALE,8.07606
2008,SH_STA_MORT,Montenegro,,,,FEMALE,8.36149
2009,SH_STA_MORT,Montenegro,,,,FEMALE,8.39503
2010,SH_STA_MORT,Montenegro,,,,FEMALE,7.19156
2011,SH_STA_MORT,Montenegro,,,,FEMALE,6.96968
2012,SH_STA_MORT,Montenegro,,,,FEMALE,7.18833
2013,SH_STA_MORT,Montenegro,,,,FEMALE,6.47137
2014,SH_STA_MORT,Montenegro,,,,FEMALE,6.09441
2015,SH_STA_MORT,Montenegro,,,,FEMALE,6.11491
2016,SH_STA_MORT,Montenegro,,,,FEMALE,5.88192
2017,SH_STA_MORT,Montenegro,,,,FEMALE,5.45676
2018,SH_STA_MORT,Montenegro,,,,FEMALE,5.3854
2019,SH_STA_MORT,Montenegro,,,,FEMALE,5.81691
2020,SH_STA_MORT,Montenegro,,,,FEMALE,6.17443
2000,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,12.96045
2001,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,12.52177
2002,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,12.52637
2003,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,11.89511
2004,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,11.0667
2005,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,10.47869
2006,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,9.21644
2007,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,8.43573
2008,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,7.73913
2009,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,7.06541
2010,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,6.26842
2011,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,6.4952
2012,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,6.08938
2013,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,5.72644
2014,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,5.39129
2015,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,5.15528
2016,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,5.16781
2017,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,4.97639
2018,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,3.99093
2019,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,3.94088
2020,SH_STA_MORT,Netherlands (Kingdom of the),,,,FEMALE,4.31174
2000,SH_STA_MORT,New Zealand,,,,FEMALE,11.09168
2001,SH_STA_MORT,New Zealand,,,,FEMALE,11.01742
2002,SH_STA_MORT,New Zealand,,,,FEMALE,10.22788
2003,SH_STA_MORT,New Zealand,,,,FEMALE,10.36372
2004,SH_STA_MORT,New Zealand,,,,FEMALE,11.50959
2005,SH_STA_MORT,New Zealand,,,,FEMALE,10.00711
2006,SH_STA_MORT,New Zealand,,,,FEMALE,10.78807
2007,SH_STA_MORT,New Zealand,,,,FEMALE,10.25582
2008,SH_STA_MORT,New Zealand,,,,FEMALE,9.54819
2009,SH_STA_MORT,New Zealand,,,,FEMALE,10.1779
2010,SH_STA_MORT,New Zealand,,,,FEMALE,9.88776
2011,SH_STA_MORT,New Zealand,,,,FEMALE,10.40768
2012,SH_STA_MORT,New Zealand,,,,FEMALE,9.58178
2013,SH_STA_MORT,New Zealand,,,,FEMALE,7.8599
2014,SH_STA_MORT,New Zealand,,,,FEMALE,7.97722
2015,SH_STA_MORT,New Zealand,,,,FEMALE,8.65023
2016,SH_STA_MORT,New Zealand,,,,FEMALE,7.81435
2017,SH_STA_MORT,New Zealand,,,,FEMALE,7.3936
2018,SH_STA_MORT,New Zealand,,,,FEMALE,7.88525
2019,SH_STA_MORT,New Zealand,,,,FEMALE,7.21962
2020,SH_STA_MORT,New Zealand,,,,FEMALE,7.03044
2000,SH_STA_MORT,Norway,,,,FEMALE,5.73014
2001,SH_STA_MORT,Norway,,,,FEMALE,5.2088
2002,SH_STA_MORT,Norway,,,,FEMALE,5.14449
2003,SH_STA_MORT,Norway,,,,FEMALE,5.34536
2004,SH_STA_MORT,Norway,,,,FEMALE,5.53192
2005,SH_STA_MORT,Norway,,,,FEMALE,5.51651
2006,SH_STA_MORT,Norway,,,,FEMALE,5.15048
2007,SH_STA_MORT,Norway,,,,FEMALE,4.95254
2008,SH_STA_MORT,Norway,,,,FEMALE,4.50723
2009,SH_STA_MORT,Norway,,,,FEMALE,4.27285
2010,SH_STA_MORT,Norway,,,,FEMALE,4.02086
2011,SH_STA_MORT,Norway,,,,FEMALE,3.81889
2012,SH_STA_MORT,Norway,,,,FEMALE,3.19265
2013,SH_STA_MORT,Norway,,,,FEMALE,3.13226
2014,SH_STA_MORT,Norway,,,,FEMALE,2.58239
2015,SH_STA_MORT,Norway,,,,FEMALE,2.40531
2016,SH_STA_MORT,Norway,,,,FEMALE,2.23243
2017,SH_STA_MORT,Norway,,,,FEMALE,2.15293
2018,SH_STA_MORT,Norway,,,,FEMALE,1.9932
2019,SH_STA_MORT,Norway,,,,FEMALE,1.94227
2020,SH_STA_MORT,Norway,,,,FEMALE,1.66374
2000,SH_STA_MORT,Poland,,,,FEMALE,7.78266
2001,SH_STA_MORT,Poland,,,,FEMALE,6.95141
2002,SH_STA_MORT,Poland,,,,FEMALE,6.33524
2003,SH_STA_MORT,Poland,,,,FEMALE,5.7707
2004,SH_STA_MORT,Poland,,,,FEMALE,5.33928
2005,SH_STA_MORT,Poland,,,,FEMALE,4.81798
2006,SH_STA_MORT,Poland,,,,FEMALE,4.30405
2007,SH_STA_MORT,Poland,,,,FEMALE,3.81595
2008,SH_STA_MORT,Poland,,,,FEMALE,3.26435
2009,SH_STA_MORT,Poland,,,,FEMALE,2.95934
2010,SH_STA_MORT,Poland,,,,FEMALE,2.53814
2011,SH_STA_MORT,Poland,,,,FEMALE,2.54214
2012,SH_STA_MORT,Poland,,,,FEMALE,2.38044
2013,SH_STA_MORT,Poland,,,,FEMALE,2.28899
2014,SH_STA_MORT,Poland,,,,FEMALE,2.16563
2015,SH_STA_MORT,Poland,,,,FEMALE,2.10058
2016,SH_STA_MORT,Poland,,,,FEMALE,1.98213
2017,SH_STA_MORT,Poland,,,,FEMALE,1.88476
2018,SH_STA_MORT,Poland,,,,FEMALE,1.86507
2019,SH_STA_MORT,Poland,,,,FEMALE,1.88953
2020,SH_STA_MORT,Poland,,,,FEMALE,1.95947
2000,SH_STA_MORT,Portugal,,,,FEMALE,10.82362
2001,SH_STA_MORT,Portugal,,,,FEMALE,9.49163
2002,SH_STA_MORT,Portugal,,,,FEMALE,9.06961
2003,SH_STA_MORT,Portugal,,,,FEMALE,8.99618
2004,SH_STA_MORT,Portugal,,,,FEMALE,8.78923
2005,SH_STA_MORT,Portugal,,,,FEMALE,8.96024
2006,SH_STA_MORT,Portugal,,,,FEMALE,8.69011
2007,SH_STA_MORT,Portugal,,,,FEMALE,9.30018
2008,SH_STA_MORT,Portugal,,,,FEMALE,9.16597
2009,SH_STA_MORT,Portugal,,,,FEMALE,9.82824
2010,SH_STA_MORT,Portugal,,,,FEMALE,9.90078
2011,SH_STA_MORT,Portugal,,,,FEMALE,9.48787
2012,SH_STA_MORT,Portugal,,,,FEMALE,10.35081
2013,SH_STA_MORT,Portugal,,,,FEMALE,8.72879
2014,SH_STA_MORT,Portugal,,,,FEMALE,8.81218
2015,SH_STA_MORT,Portugal,,,,FEMALE,10.40371
2016,SH_STA_MORT,Portugal,,,,FEMALE,10.5471
2017,SH_STA_MORT,Portugal,,,,FEMALE,11.16626
2018,SH_STA_MORT,Portugal,,,,FEMALE,10.98013
2019,SH_STA_MORT,Portugal,,,,FEMALE,11.33437
2020,SH_STA_MORT,Portugal,,,,FEMALE,11.79945
2000,SH_STA_MORT,Romania,,,,FEMALE,50.21136
2001,SH_STA_MORT,Romania,,,,FEMALE,47.50526
2002,SH_STA_MORT,Romania,,,,FEMALE,47.09216
2003,SH_STA_MORT,Romania,,,,FEMALE,48.16796
2004,SH_STA_MORT,Romania,,,,FEMALE,45.6559
2005,SH_STA_MORT,Romania,,,,FEMALE,36.82855
2006,SH_STA_MORT,Romania,,,,FEMALE,30.8004
2007,SH_STA_MORT,Romania,,,,FEMALE,25.54304
2008,SH_STA_MORT,Romania,,,,FEMALE,23.45434
2009,SH_STA_MORT,Romania,,,,FEMALE,21.14933
2010,SH_STA_MORT,Romania,,,,FEMALE,22.20897
2011,SH_STA_MORT,Romania,,,,FEMALE,18.86594
2012,SH_STA_MORT,Romania,,,,FEMALE,17.88736
2013,SH_STA_MORT,Romania,,,,FEMALE,17.00038
2014,SH_STA_MORT,Romania,,,,FEMALE,15.441
2015,SH_STA_MORT,Romania,,,,FEMALE,14.7569
2016,SH_STA_MORT,Romania,,,,FEMALE,15.66287
2017,SH_STA_MORT,Romania,,,,FEMALE,12.75659
2018,SH_STA_MORT,Romania,,,,FEMALE,11.40143
2019,SH_STA_MORT,Romania,,,,FEMALE,10.35986
2020,SH_STA_MORT,Romania,,,,FEMALE,10.0708
2000,SH_STA_MORT,Serbia,,,,FEMALE,17.81678
2001,SH_STA_MORT,Serbia,,,,FEMALE,14.8507
2002,SH_STA_MORT,Serbia,,,,FEMALE,14.66891
2003,SH_STA_MORT,Serbia,,,,FEMALE,14.42046
2004,SH_STA_MORT,Serbia,,,,FEMALE,15.4618
2005,SH_STA_MORT,Serbia,,,,FEMALE,16.12241
2006,SH_STA_MORT,Serbia,,,,FEMALE,15.92018
2007,SH_STA_MORT,Serbia,,,,FEMALE,15.40794
2008,SH_STA_MORT,Serbia,,,,FEMALE,14.86783
2009,SH_STA_MORT,Serbia,,,,FEMALE,14.6713
2010,SH_STA_MORT,Serbia,,,,FEMALE,14.23741
2011,SH_STA_MORT,Serbia,,,,FEMALE,13.9629
2012,SH_STA_MORT,Serbia,,,,FEMALE,13.45022
2013,SH_STA_MORT,Serbia,,,,FEMALE,12.95013
2014,SH_STA_MORT,Serbia,,,,FEMALE,12.70803
2015,SH_STA_MORT,Serbia,,,,FEMALE,12.68457
2016,SH_STA_MORT,Serbia,,,,FEMALE,12.11222
2017,SH_STA_MORT,Serbia,,,,FEMALE,12.00503
2018,SH_STA_MORT,Serbia,,,,FEMALE,11.46952
2019,SH_STA_MORT,Serbia,,,,FEMALE,10.47125
2020,SH_STA_MORT,Serbia,,,,FEMALE,10.18134
2000,SH_STA_MORT,Slovakia,,,,FEMALE,8.55377
2001,SH_STA_MORT,Slovakia,,,,FEMALE,9.34733
2002,SH_STA_MORT,Slovakia,,,,FEMALE,8.61392
2003,SH_STA_MORT,Slovakia,,,,FEMALE,8.28518
2004,SH_STA_MORT,Slovakia,,,,FEMALE,7.63127
2005,SH_STA_MORT,Slovakia,,,,FEMALE,7.436
2006,SH_STA_MORT,Slovakia,,,,FEMALE,6.61311
2007,SH_STA_MORT,Slovakia,,,,FEMALE,7.2473
2008,SH_STA_MORT,Slovakia,,,,FEMALE,5.88334
2009,SH_STA_MORT,Slovakia,,,,FEMALE,5.47262
2010,SH_STA_MORT,Slovakia,,,,FEMALE,5.08949
2011,SH_STA_MORT,Slovakia,,,,FEMALE,5.05522
2012,SH_STA_MORT,Slovakia,,,,FEMALE,5.25491
2013,SH_STA_MORT,Slovakia,,,,FEMALE,5.4865
2014,SH_STA_MORT,Slovakia,,,,FEMALE,5.21655
2015,SH_STA_MORT,Slovakia,,,,FEMALE,4.88799
2016,SH_STA_MORT,Slovakia,,,,FEMALE,5.11487
2017,SH_STA_MORT,Slovakia,,,,FEMALE,4.79292
2018,SH_STA_MORT,Slovakia,,,,FEMALE,4.65018
2019,SH_STA_MORT,Slovakia,,,,FEMALE,4.8564
2020,SH_STA_MORT,Slovakia,,,,FEMALE,4.82467
2000,SH_STA_MORT,Viet Nam,,,,FEMALE,97.35673
2001,SH_STA_MORT,Viet Nam,,,,FEMALE,84.14784
2002,SH_STA_MORT,Viet Nam,,,,FEMALE,81.79411
2003,SH_STA_MORT,Viet Nam,,,,FEMALE,80.49448
2004,SH_STA_MORT,Viet Nam,,,,FEMALE,77.9492
2005,SH_STA_MORT,Viet Nam,,,,FEMALE,78.28167
2006,SH_STA_MORT,Viet Nam,,,,FEMALE,79.64638
2007,SH_STA_MORT,Viet Nam,,,,FEMALE,79.58053
2008,SH_STA_MORT,Viet Nam,,,,FEMALE,81.10009
2009,SH_STA_MORT,Viet Nam,,,,FEMALE,84.24475
2010,SH_STA_MORT,Viet Nam,,,,FEMALE,87.62043
2011,SH_STA_MORT,Viet Nam,,,,FEMALE,90.28688
2012,SH_STA_MORT,Viet Nam,,,,FEMALE,94.24543
2013,SH_STA_MORT,Viet Nam,,,,FEMALE,98.32295
2014,SH_STA_MORT,Viet Nam,,,,FEMALE,103.44921
2015,SH_STA_MORT,Viet Nam,,,,FEMALE,109.16439
2016,SH_STA_MORT,Viet Nam,,,,FEMALE,116.05257
