Year,SeriesCode,Country,Activity,Level of requirement,Value
2021,EN_SCP_FRMN,Japan,ISIC4_N,TOTAL,2
2021,EN_SCP_FRMN,Japan,ISIC4_F,TOTAL,14
2021,EN_SCP_FRMN,Japan,TOTAL,TOTAL,367
2021,EN_SCP_FRMN,Japan,ISIC4_G,TOTAL,367
2021,EN_SCP_FRMN,Japan,ISIC4_I,TOTAL,3
2021,EN_SCP_FRMN,Japan,ISIC4_B,TOTAL,3
2021,EN_SCP_FRMN,Japan,ISIC4_S,TOTAL,1
2021,EN_SCP_FRMN,Japan,ISIC4_R,TOTAL,1
2021,EN_SCP_FRMN,Japan,ISIC4_C,TOTAL,198
2021,EN_SCP_FRMN,Japan,ISIC4_L,TOTAL,18
2021,EN_SCP_FRMN,Japan,ISIC4_H,TOTAL,19
2017,EN_SCP_FRMN,Kazakhstan,TOTAL,TOTAL,1
2017,EN_SCP_FRMN,Kazakhstan,ISIC4_G,TOTAL,1
2017,EN_SCP_FRMN,Kazakhstan,ISIC4_B,TOTAL,1
2018,EN_SCP_FRMN,Kazakhstan,ISIC4_G,TOTAL,2
2018,EN_SCP_FRMN,Kazakhstan,ISIC4_B,TOTAL,2
2018,EN_SCP_FRMN,Kazakhstan,TOTAL,TOTAL,2
2019,EN_SCP_FRMN,Kazakhstan,TOTAL,TOTAL,2
2019,EN_SCP_FRMN,Kazakhstan,ISIC4_G,TOTAL,2
2019,EN_SCP_FRMN,Kazakhstan,ISIC4_B,TOTAL,2
2020,EN_SCP_FRMN,Kazakhstan,TOTAL,TOTAL,2
2020,EN_SCP_FRMN,Kazakhstan,ISIC4_G,TOTAL,2
2020,EN_SCP_FRMN,Kazakhstan,ISIC4_B,TOTAL,2
2021,EN_SCP_FRMN,Kazakhstan,TOTAL,TOTAL,3
2021,EN_SCP_FRMN,Kazakhstan,ISIC4_G,TOTAL,3
2021,EN_SCP_FRMN,Kazakhstan,ISIC4_K,TOTAL,1
2021,EN_SCP_FRMN,Kazakhstan,ISIC4_B,TOTAL,2
2016,EN_SCP_FRMN,Republic of Korea,ISIC4_F,TOTAL,4
2016,EN_SCP_FRMN,Republic of Korea,TOTAL,TOTAL,28
2016,EN_SCP_FRMN,Republic of Korea,ISIC4_C,TOTAL,18
2016,EN_SCP_FRMN,Republic of Korea,ISIC4_G,TOTAL,28
2016,EN_SCP_FRMN,Republic of Korea,ISIC4_J,TOTAL,2
2016,EN_SCP_FRMN,Republic of Korea,ISIC4_K,TOTAL,2
2016,EN_SCP_FRMN,Republic of Korea,ISIC4_H,TOTAL,1
2017,EN_SCP_FRMN,Republic of Korea,ISIC4_J,TOTAL,2
2017,EN_SCP_FRMN,Republic of Korea,ISIC4_F,TOTAL,4
2017,EN_SCP_FRMN,Republic of Korea,ISIC4_K,TOTAL,3
2017,EN_SCP_FRMN,Republic of Korea,TOTAL,TOTAL,32
2017,EN_SCP_FRMN,Republic of Korea,ISIC4_C,TOTAL,22
2017,EN_SCP_FRMN,Republic of Korea,ISIC4_G,TOTAL,32
2018,EN_SCP_FRMN,Republic of Korea,ISIC4_G,TOTAL,34
2018,EN_SCP_FRMN,Republic of Korea,ISIC4_F,TOTAL,4
2018,EN_SCP_FRMN,Republic of Korea,ISIC4_J,TOTAL,2
2018,EN_SCP_FRMN,Republic of Korea,TOTAL,TOTAL,34
2018,EN_SCP_FRMN,Republic of Korea,ISIC4_C,TOTAL,24
2018,EN_SCP_FRMN,Republic of Korea,ISIC4_K,TOTAL,2
2019,EN_SCP_FRMN,Republic of Korea,ISIC4_M,TOTAL,1
2019,EN_SCP_FRMN,Republic of Korea,ISIC4_J,TOTAL,3
2019,EN_SCP_FRMN,Republic of Korea,ISIC4_G,TOTAL,41
2019,EN_SCP_FRMN,Republic of Korea,TOTAL,TOTAL,41
2019,EN_SCP_FRMN,Republic of Korea,ISIC4_C,TOTAL,25
2019,EN_SCP_FRMN,Republic of Korea,ISIC4_H,TOTAL,1
2019,EN_SCP_FRMN,Republic of Korea,ISIC4_F,TOTAL,4
2019,EN_SCP_FRMN,Republic of Korea,ISIC4_K,TOTAL,4
2020,EN_SCP_FRMN,Republic of Korea,ISIC4_H,TOTAL,1
2020,EN_SCP_FRMN,Republic of Korea,ISIC4_G,TOTAL,47
2020,EN_SCP_FRMN,Republic of Korea,ISIC4_M,TOTAL,1
2020,EN_SCP_FRMN,Republic of Korea,ISIC4_C,TOTAL,31
2020,EN_SCP_FRMN,Republic of Korea,TOTAL,TOTAL,47
2020,EN_SCP_FRMN,Republic of Korea,ISIC4_J,TOTAL,3
2020,EN_SCP_FRMN,Republic of Korea,ISIC4_K,TOTAL,4
2020,EN_SCP_FRMN,Republic of Korea,ISIC4_F,TOTAL,4
2021,EN_SCP_FRMN,Republic of Korea,ISIC4_M,TOTAL,2
2021,EN_SCP_FRMN,Republic of Korea,ISIC4_C,TOTAL,32
2021,EN_SCP_FRMN,Republic of Korea,ISIC4_J,TOTAL,4
2021,EN_SCP_FRMN,Republic of Korea,TOTAL,TOTAL,55
2021,EN_SCP_FRMN,Republic of Korea,ISIC4_K,TOTAL,7
2021,EN_SCP_FRMN,Republic of Korea,ISIC4_H,TOTAL,1
2021,EN_SCP_FRMN,Republic of Korea,ISIC4_G,TOTAL,55
2021,EN_SCP_FRMN,Republic of Korea,ISIC4_F,TOTAL,4
2018,EN_SCP_FRMN,Liechtenstein,TOTAL,TOTAL,1
2018,EN_SCP_FRMN,Liechtenstein,ISIC4_G,TOTAL,1
2018,EN_SCP_FRMN,Liechtenstein,ISIC4_K,TOTAL,1
2019,EN_SCP_FRMN,Liechtenstein,ISIC4_K,TOTAL,2
2019,EN_SCP_FRMN,Liechtenstein,ISIC4_G,TOTAL,2
2019,EN_SCP_FRMN,Liechtenstein,TOTAL,TOTAL,2
2020,EN_SCP_FRMN,Liechtenstein,ISIC4_K,TOTAL,2
2020,EN_SCP_FRMN,Liechtenstein,ISIC4_G,TOTAL,2
2020,EN_SCP_FRMN,Liechtenstein,TOTAL,TOTAL,2
2021,EN_SCP_FRMN,Liechtenstein,ISIC4_G,TOTAL,2
2021,EN_SCP_FRMN,Liechtenstein,TOTAL,TOTAL,2
2021,EN_SCP_FRMN,Liechtenstein,ISIC4_K,TOTAL,2
2016,EN_SCP_FRMN,Luxembourg,ISIC4_G,TOTAL,7
2016,EN_SCP_FRMN,Luxembourg,ISIC4_M,TOTAL,1
2016,EN_SCP_FRMN,Luxembourg,ISIC4_J,TOTAL,1
2021,EN_SCP_FRMN,Greece,ISIC4_F,TOTAL,2
2021,EN_SCP_FRMN,Greece,ISIC4_G,TOTAL,13
2021,EN_SCP_FRMN,Greece,ISIC4_K,TOTAL,2
2016,EN_SCP_FRMN,Luxembourg,TOTAL,TOTAL,7
2016,EN_SCP_FRMN,Luxembourg,ISIC4_C,TOTAL,4
2017,EN_SCP_FRMN,Luxembourg,ISIC4_C,TOTAL,4
2017,EN_SCP_FRMN,Luxembourg,TOTAL,TOTAL,8
2017,EN_SCP_FRMN,Luxembourg,ISIC4_G,TOTAL,8
2017,EN_SCP_FRMN,Luxembourg,ISIC4_J,TOTAL,1
2017,EN_SCP_FRMN,Luxembourg,ISIC4_M,TOTAL,1
2017,EN_SCP_FRMN,Luxembourg,ISIC4_L,TOTAL,1
2018,EN_SCP_FRMN,Luxembourg,ISIC4_L,TOTAL,1
2018,EN_SCP_FRMN,Luxembourg,ISIC4_C,TOTAL,5
2018,EN_SCP_FRMN,Luxembourg,ISIC4_J,TOTAL,1
2018,EN_SCP_FRMN,Luxembourg,ISIC4_G,TOTAL,10
2018,EN_SCP_FRMN,Luxembourg,ISIC4_M,TOTAL,1
2018,EN_SCP_FRMN,Luxembourg,ISIC4_N,TOTAL,1
2018,EN_SCP_FRMN,Luxembourg,TOTAL,TOTAL,10
2019,EN_SCP_FRMN,Luxembourg,ISIC4_J,TOTAL,1
2019,EN_SCP_FRMN,Luxembourg,ISIC4_B,TOTAL,1
2019,EN_SCP_FRMN,Luxembourg,TOTAL,TOTAL,15
2019,EN_SCP_FRMN,Luxembourg,ISIC4_M,TOTAL,2
2019,EN_SCP_FRMN,Luxembourg,ISIC4_N,TOTAL,1
2019,EN_SCP_FRMN,Luxembourg,ISIC4_G,TOTAL,15
2019,EN_SCP_FRMN,Luxembourg,ISIC4_C,TOTAL,7
2019,EN_SCP_FRMN,Luxembourg,ISIC4_L,TOTAL,2
2020,EN_SCP_FRMN,Luxembourg,ISIC4_N,TOTAL,1
2020,EN_SCP_FRMN,Luxembourg,ISIC4_K,TOTAL,1
2020,EN_SCP_FRMN,Luxembourg,ISIC4_G,TOTAL,21
2020,EN_SCP_FRMN,Luxembourg,ISIC4_L,TOTAL,4
2020,EN_SCP_FRMN,Luxembourg,ISIC4_A,TOTAL,1
2020,EN_SCP_FRMN,Luxembourg,ISIC4_B,TOTAL,1
2020,EN_SCP_FRMN,Luxembourg,ISIC4_C,TOTAL,7
2020,EN_SCP_FRMN,Luxembourg,ISIC4_J,TOTAL,1
2020,EN_SCP_FRMN,Luxembourg,TOTAL,TOTAL,21
2020,EN_SCP_FRMN,Luxembourg,ISIC4_M,TOTAL,3
2021,EN_SCP_FRMN,Luxembourg,ISIC4_J,TOTAL,2
2021,EN_SCP_FRMN,Luxembourg,ISIC4_C,TOTAL,7
2021,EN_SCP_FRMN,Luxembourg,ISIC4_L,TOTAL,4
2021,EN_SCP_FRMN,Luxembourg,ISIC4_G,TOTAL,24
2021,EN_SCP_FRMN,Luxembourg,ISIC4_K,TOTAL,1
2021,EN_SCP_FRMN,Luxembourg,ISIC4_B,TOTAL,1
2021,EN_SCP_FRMN,Luxembourg,TOTAL,TOTAL,24
2021,EN_SCP_FRMN,Luxembourg,ISIC4_A,TOTAL,1
2021,EN_SCP_FRMN,Luxembourg,ISIC4_M,TOTAL,3
2021,EN_SCP_FRMN,Luxembourg,ISIC4_H,TOTAL,1
2021,EN_SCP_FRMN,Luxembourg,ISIC4_N,TOTAL,1
2018,EN_SCP_FRMN,Malta,ISIC4_J,TOTAL,2
2018,EN_SCP_FRMN,Malta,TOTAL,TOTAL,2
2018,EN_SCP_FRMN,Malta,ISIC4_G,TOTAL,2
2019,EN_SCP_FRMN,Malta,ISIC4_K,TOTAL,1
2019,EN_SCP_FRMN,Malta,TOTAL,TOTAL,2
2019,EN_SCP_FRMN,Malta,ISIC4_G,TOTAL,2
2019,EN_SCP_FRMN,Malta,ISIC4_J,TOTAL,1
2020,EN_SCP_FRMN,Malta,ISIC4_J,TOTAL,2
2020,EN_SCP_FRMN,Malta,ISIC4_G,TOTAL,3
2020,EN_SCP_FRMN,Malta,TOTAL,TOTAL,3
2020,EN_SCP_FRMN,Malta,ISIC4_K,TOTAL,1
2021,EN_SCP_FRMN,Malta,ISIC4_J,TOTAL,3
2021,EN_SCP_FRMN,Malta,ISIC4_K,TOTAL,1
2021,EN_SCP_FRMN,Malta,ISIC4_G,TOTAL,5
2021,EN_SCP_FRMN,Malta,TOTAL,TOTAL,5
2021,EN_SCP_FRMN,Malta,ISIC4_A,TOTAL,1
2016,EN_SCP_FRMN,Mexico,ISIC4_J,TOTAL,2
2016,EN_SCP_FRMN,Mexico,ISIC4_I,TOTAL,1
2016,EN_SCP_FRMN,Mexico,ISIC4_B,TOTAL,2
2016,EN_SCP_FRMN,Mexico,ISIC4_C,TOTAL,10
2016,EN_SCP_FRMN,Mexico,TOTAL,TOTAL,23
2016,EN_SCP_FRMN,Mexico,ISIC4_H,TOTAL,2
2016,EN_SCP_FRMN,Mexico,ISIC4_K,TOTAL,3
2016,EN_SCP_FRMN,Mexico,ISIC4_G,TOTAL,23
2017,EN_SCP_FRMN,Mexico,ISIC4_B,TOTAL,2
2017,EN_SCP_FRMN,Mexico,ISIC4_G,TOTAL,24
2017,EN_SCP_FRMN,Mexico,ISIC4_J,TOTAL,2
2017,EN_SCP_FRMN,Mexico,ISIC4_H,TOTAL,2
2017,EN_SCP_FRMN,Mexico,TOTAL,TOTAL,24
2017,EN_SCP_FRMN,Mexico,ISIC4_I,TOTAL,1
2017,EN_SCP_FRMN,Mexico,ISIC4_C,TOTAL,11
2017,EN_SCP_FRMN,Mexico,ISIC4_K,TOTAL,3
2018,EN_SCP_FRMN,Mexico,ISIC4_H,TOTAL,2
2018,EN_SCP_FRMN,Mexico,ISIC4_C,TOTAL,11
2018,EN_SCP_FRMN,Mexico,ISIC4_G,TOTAL,24
2018,EN_SCP_FRMN,Mexico,TOTAL,TOTAL,24
2018,EN_SCP_FRMN,Mexico,ISIC4_B,TOTAL,2
2018,EN_SCP_FRMN,Mexico,ISIC4_J,TOTAL,2
2018,EN_SCP_FRMN,Mexico,ISIC4_I,TOTAL,1
2018,EN_SCP_FRMN,Mexico,ISIC4_K,TOTAL,3
2019,EN_SCP_FRMN,Mexico,ISIC4_B,TOTAL,2
2019,EN_SCP_FRMN,Mexico,ISIC4_I,TOTAL,1
2019,EN_SCP_FRMN,Mexico,ISIC4_L,TOTAL,1
2019,EN_SCP_FRMN,Mexico,ISIC4_J,TOTAL,2
2019,EN_SCP_FRMN,Mexico,ISIC4_H,TOTAL,2
2019,EN_SCP_FRMN,Mexico,ISIC4_K,TOTAL,3
2019,EN_SCP_FRMN,Mexico,ISIC4_A,TOTAL,1
2019,EN_SCP_FRMN,Mexico,ISIC4_C,TOTAL,13
2019,EN_SCP_FRMN,Mexico,TOTAL,TOTAL,28
2019,EN_SCP_FRMN,Mexico,ISIC4_G,TOTAL,28
2020,EN_SCP_FRMN,Mexico,ISIC4_K,TOTAL,3
2020,EN_SCP_FRMN,Mexico,ISIC4_L,TOTAL,1
2020,EN_SCP_FRMN,Mexico,ISIC4_G,TOTAL,31
2020,EN_SCP_FRMN,Mexico,TOTAL,TOTAL,31
2020,EN_SCP_FRMN,Mexico,ISIC4_J,TOTAL,3
2020,EN_SCP_FRMN,Mexico,ISIC4_H,TOTAL,2
2020,EN_SCP_FRMN,Mexico,ISIC4_B,TOTAL,3
2020,EN_SCP_FRMN,Mexico,ISIC4_I,TOTAL,1
2020,EN_SCP_FRMN,Mexico,ISIC4_A,TOTAL,1
2020,EN_SCP_FRMN,Mexico,ISIC4_C,TOTAL,13
2021,EN_SCP_FRMN,Mexico,ISIC4_H,TOTAL,4
2021,EN_SCP_FRMN,Mexico,ISIC4_R,TOTAL,1
2021,EN_SCP_FRMN,Mexico,ISIC4_A,TOTAL,1
2021,EN_SCP_FRMN,Mexico,ISIC4_K,TOTAL,5
2021,EN_SCP_FRMN,Mexico,ISIC4_I,TOTAL,1
2021,EN_SCP_FRMN,Mexico,ISIC4_L,TOTAL,4
2021,EN_SCP_FRMN,Mexico,ISIC4_C,TOTAL,23
2021,EN_SCP_FRMN,Mexico,ISIC4_B,TOTAL,3
2021,EN_SCP_FRMN,Mexico,ISIC4_Q,TOTAL,1
2021,EN_SCP_FRMN,Mexico,ISIC4_G,TOTAL,55
2021,EN_SCP_FRMN,Mexico,TOTAL,TOTAL,55
2021,EN_SCP_FRMN,Mexico,ISIC4_J,TOTAL,4
2016,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_N,TOTAL,1
2016,EN_SCP_FRMN,Netherlands (Kingdom of the),TOTAL,TOTAL,32
2016,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_F,TOTAL,1
2016,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_J,TOTAL,2
2016,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_C,TOTAL,13
2016,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_G,TOTAL,32
2016,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_L,TOTAL,2
2016,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_B,TOTAL,4
2016,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_H,TOTAL,2
2016,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_K,TOTAL,7
2017,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_L,TOTAL,2
2017,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_J,TOTAL,2
2017,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_C,TOTAL,15
2017,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_H,TOTAL,2
2017,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_F,TOTAL,1
2017,EN_SCP_FRMN,Netherlands (Kingdom of the),TOTAL,TOTAL,34
2017,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_G,TOTAL,34
2017,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_K,TOTAL,7
2017,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_B,TOTAL,4
2017,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_N,TOTAL,1
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_K,TOTAL,7
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_B,TOTAL,5
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_C,TOTAL,17
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),TOTAL,TOTAL,44
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_G,TOTAL,44
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_L,TOTAL,4
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_H,TOTAL,2
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_M,TOTAL,1
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_J,TOTAL,2
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_N,TOTAL,1
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_I,TOTAL,1
2018,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_F,TOTAL,2
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_C,TOTAL,20
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),TOTAL,TOTAL,50
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_G,TOTAL,50
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_L,TOTAL,4
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_J,TOTAL,3
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_N,TOTAL,2
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_M,TOTAL,1
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_I,TOTAL,1
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_B,TOTAL,5
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_H,TOTAL,2
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_K,TOTAL,8
2019,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_F,TOTAL,2
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_H,TOTAL,2
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),TOTAL,TOTAL,56
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_C,TOTAL,22
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_K,TOTAL,8
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_J,TOTAL,5
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_G,TOTAL,56
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_B,TOTAL,5
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_F,TOTAL,2
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_M,TOTAL,2
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_I,TOTAL,1
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_L,TOTAL,4
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_R,TOTAL,1
2020,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_N,TOTAL,2
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_B,TOTAL,5
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_L,TOTAL,5
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_J,TOTAL,6
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_C,TOTAL,22
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_K,TOTAL,9
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_N,TOTAL,2
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_I,TOTAL,2
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_M,TOTAL,2
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),TOTAL,TOTAL,61
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_G,TOTAL,61
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_F,TOTAL,3
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_H,TOTAL,2
2021,EN_SCP_FRMN,Netherlands (Kingdom of the),ISIC4_R,TOTAL,1
2016,EN_SCP_FRMN,New Zealand,ISIC4_H,TOTAL,3
2016,EN_SCP_FRMN,New Zealand,ISIC4_G,TOTAL,19
2016,EN_SCP_FRMN,New Zealand,ISIC4_A,TOTAL,2
2016,EN_SCP_FRMN,New Zealand,ISIC4_J,TOTAL,1
2016,EN_SCP_FRMN,New Zealand,ISIC4_C,TOTAL,1
2016,EN_SCP_FRMN,New Zealand,ISIC4_I,TOTAL,2
2016,EN_SCP_FRMN,New Zealand,TOTAL,TOTAL,19
2016,EN_SCP_FRMN,New Zealand,ISIC4_L,TOTAL,1
2017,EN_SCP_FRMN,New Zealand,ISIC4_C,TOTAL,1
2017,EN_SCP_FRMN,New Zealand,ISIC4_J,TOTAL,2
2017,EN_SCP_FRMN,New Zealand,ISIC4_A,TOTAL,2
2017,EN_SCP_FRMN,New Zealand,ISIC4_G,TOTAL,21
2017,EN_SCP_FRMN,New Zealand,ISIC4_I,TOTAL,2
2017,EN_SCP_FRMN,New Zealand,ISIC4_H,TOTAL,3
2017,EN_SCP_FRMN,New Zealand,TOTAL,TOTAL,21
2017,EN_SCP_FRMN,New Zealand,ISIC4_L,TOTAL,2
2018,EN_SCP_FRMN,New Zealand,ISIC4_J,TOTAL,3
2018,EN_SCP_FRMN,New Zealand,ISIC4_A,TOTAL,3
2018,EN_SCP_FRMN,New Zealand,ISIC4_C,TOTAL,1
2018,EN_SCP_FRMN,New Zealand,TOTAL,TOTAL,26
2018,EN_SCP_FRMN,New Zealand,ISIC4_I,TOTAL,2
2018,EN_SCP_FRMN,New Zealand,ISIC4_G,TOTAL,26
2018,EN_SCP_FRMN,New Zealand,ISIC4_L,TOTAL,2
2018,EN_SCP_FRMN,New Zealand,ISIC4_Q,TOTAL,1
2018,EN_SCP_FRMN,New Zealand,ISIC4_B,TOTAL,1
2018,EN_SCP_FRMN,New Zealand,ISIC4_K,TOTAL,1
2018,EN_SCP_FRMN,New Zealand,ISIC4_H,TOTAL,3
2019,EN_SCP_FRMN,New Zealand,ISIC4_L,TOTAL,4
2019,EN_SCP_FRMN,New Zealand,ISIC4_B,TOTAL,1
2019,EN_SCP_FRMN,New Zealand,ISIC4_J,TOTAL,3
2019,EN_SCP_FRMN,New Zealand,ISIC4_I,TOTAL,2
2019,EN_SCP_FRMN,New Zealand,ISIC4_G,TOTAL,29
2019,EN_SCP_FRMN,New Zealand,ISIC4_A,TOTAL,4
2019,EN_SCP_FRMN,New Zealand,ISIC4_H,TOTAL,3
2019,EN_SCP_FRMN,New Zealand,ISIC4_K,TOTAL,1
2019,EN_SCP_FRMN,New Zealand,TOTAL,TOTAL,29
2019,EN_SCP_FRMN,New Zealand,ISIC4_C,TOTAL,2
2020,EN_SCP_FRMN,New Zealand,ISIC4_Q,TOTAL,1
2020,EN_SCP_FRMN,New Zealand,ISIC4_A,TOTAL,4
2020,EN_SCP_FRMN,New Zealand,ISIC4_B,TOTAL,1
2020,EN_SCP_FRMN,New Zealand,ISIC4_H,TOTAL,5
2020,EN_SCP_FRMN,New Zealand,TOTAL,TOTAL,36
2020,EN_SCP_FRMN,New Zealand,ISIC4_C,TOTAL,3
2020,EN_SCP_FRMN,New Zealand,ISIC4_M,TOTAL,1
2020,EN_SCP_FRMN,New Zealand,ISIC4_K,TOTAL,1
2020,EN_SCP_FRMN,New Zealand,ISIC4_L,TOTAL,4
2020,EN_SCP_FRMN,New Zealand,ISIC4_I,TOTAL,2
2020,EN_SCP_FRMN,New Zealand,ISIC4_J,TOTAL,3
2020,EN_SCP_FRMN,New Zealand,ISIC4_G,TOTAL,36
2021,EN_SCP_FRMN,New Zealand,ISIC4_C,TOTAL,4
2021,EN_SCP_FRMN,New Zealand,ISIC4_H,TOTAL,6
2021,EN_SCP_FRMN,New Zealand,ISIC4_M,TOTAL,1
2021,EN_SCP_FRMN,New Zealand,TOTAL,TOTAL,45
2021,EN_SCP_FRMN,New Zealand,ISIC4_G,TOTAL,45
2021,EN_SCP_FRMN,New Zealand,ISIC4_Q,TOTAL,2
2021,EN_SCP_FRMN,New Zealand,ISIC4_K,TOTAL,2
2021,EN_SCP_FRMN,New Zealand,ISIC4_A,TOTAL,4
2021,EN_SCP_FRMN,New Zealand,ISIC4_B,TOTAL,1
2021,EN_SCP_FRMN,New Zealand,ISIC4_L,TOTAL,6
2021,EN_SCP_FRMN,New Zealand,ISIC4_I,TOTAL,2
2021,EN_SCP_FRMN,New Zealand,ISIC4_J,TOTAL,5
2016,EN_SCP_FRMN,Norway,ISIC4_J,TOTAL,2
2016,EN_SCP_FRMN,Norway,ISIC4_G,TOTAL,18
2016,EN_SCP_FRMN,Norway,ISIC4_C,TOTAL,7
2016,EN_SCP_FRMN,Norway,TOTAL,TOTAL,18
2016,EN_SCP_FRMN,Norway,ISIC4_M,TOTAL,1
2016,EN_SCP_FRMN,Norway,ISIC4_K,TOTAL,3
2016,EN_SCP_FRMN,Norway,ISIC4_B,TOTAL,4
2017,EN_SCP_FRMN,Norway,ISIC4_J,TOTAL,2
2017,EN_SCP_FRMN,Norway,ISIC4_M,TOTAL,1
2017,EN_SCP_FRMN,Norway,ISIC4_K,TOTAL,3
2017,EN_SCP_FRMN,Norway,ISIC4_C,TOTAL,9
2017,EN_SCP_FRMN,Norway,ISIC4_B,TOTAL,5
2017,EN_SCP_FRMN,Norway,ISIC4_G,TOTAL,21
2017,EN_SCP_FRMN,Norway,TOTAL,TOTAL,21
2018,EN_SCP_FRMN,Norway,ISIC4_M,TOTAL,1
2018,EN_SCP_FRMN,Norway,ISIC4_F,TOTAL,1
2018,EN_SCP_FRMN,Norway,ISIC4_B,TOTAL,5
2018,EN_SCP_FRMN,Norway,ISIC4_G,TOTAL,42
2018,EN_SCP_FRMN,Norway,ISIC4_A,TOTAL,1
2018,EN_SCP_FRMN,Norway,ISIC4_J,TOTAL,2
2018,EN_SCP_FRMN,Norway,ISIC4_K,TOTAL,9
2018,EN_SCP_FRMN,Norway,ISIC4_H,TOTAL,2
2018,EN_SCP_FRMN,Norway,ISIC4_C,TOTAL,16
2018,EN_SCP_FRMN,Norway,TOTAL,TOTAL,42
2019,EN_SCP_FRMN,Norway,ISIC4_M,TOTAL,2
2019,EN_SCP_FRMN,Norway,ISIC4_G,TOTAL,49
2019,EN_SCP_FRMN,Norway,ISIC4_K,TOTAL,11
2019,EN_SCP_FRMN,Norway,ISIC4_B,TOTAL,5
2019,EN_SCP_FRMN,Norway,TOTAL,TOTAL,49
